cluster,role,surface,molecule,functional,mode,status,E_TOTEN_eV,composition,directory,snapshot_id,source_kind,note
kestrel,complex,Cu110,ethene,beef_vdw,SPE,converged,-30.48736773,"{""C"": 2, ""Cu"": 24, ""H"": 4}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu110_ethylene/singlepoint/beef_vdw,bff206c2b5ee45bb2b40bf1a641e6e86c2ef48c72101c79155ba4c5502294399,archived-source-export,
kestrel,complex,Cu110,ethene,r2scan,SPE,converged,-281.6110046,"{""C"": 2, ""Cu"": 24, ""H"": 4}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu110_ethylene/singlepoint/r2scan,c609b23647f3e14d035dd3615b6a36e089b15135aee67d71cecfb5e23009f9ea,archived-source-export,
kestrel,complex,Cu111,DME,pbe,SPE,converged,-270.56323866,"{""C"": 2, ""Cu"": 64, ""H"": 6, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_DME/singlepoint/PBE,3d74ef76ac71304dba7e2fae31ee8b87732b53b7e8277bbdeed39b052a1c54b6,archived-source-export,
kestrel,complex,Cu111,DME,pbe_d3,SPE,converged,-293.50699969,"{""C"": 2, ""Cu"": 64, ""H"": 6, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_DME/singlepoint/PBE_D3,d776e41219fafc063ff4349282e6c8b6f5d967142584f221325b4d445abbf46f,archived-source-export,
kestrel,complex,Cu111,DME,beef_vdw,SPE,converged,-57.28407519,"{""C"": 2, ""Cu"": 64, ""H"": 6, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_DME/singlepoint/beef_vdw,d62eee3f279d3a40fa362e8953e2b789598aa73ac77faefee6127c28a5205cde,archived-source-export,
kestrel,complex,Cu111,DME,r2scan,SPE,converged,-724.71511294,"{""C"": 2, ""Cu"": 64, ""H"": 6, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_DME/singlepoint/r2scan,93aef0f90573bd1c24580f75e481b32a06c78a656b7e0649c6d1898d586be4d8,archived-source-export,
kestrel,complex,Cu111,acetaldehyde,pbe,SPE,converged,-263.33643146,"{""C"": 2, ""Cu"": 64, ""H"": 4, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_acetaldehyde/singlepoint/PBE,e9af5649d51711bef833fe07a95a4c03e272c945b3bfd3eb29a621799c8d48ae,archived-source-export,
kestrel,complex,Cu111,acetaldehyde,pbe_d3,SPE,converged,-286.05535197,"{""C"": 2, ""Cu"": 64, ""H"": 4, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_acetaldehyde/singlepoint/PBE_D3,4a7c06c88ed67795ba75f918e3c65ee581a1dfe1e37b4d739e4afda3e6a7a285,archived-source-export,
kestrel,complex,Cu111,acetaldehyde,beef_vdw,SPE,converged,-49.78503824,"{""C"": 2, ""Cu"": 64, ""H"": 4, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_acetaldehyde/singlepoint/beef_vdw,375e37cad401816d00f31ffe296447ac2c09c9893ca8be79d853fd694bc9d7f6,archived-source-export,
kestrel,complex,Cu111,acetaldehyde,r2scan,SPE,converged,-717.22791274,"{""C"": 2, ""Cu"": 64, ""H"": 4, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_acetaldehyde/singlepoint/r2scan,ae7c4fc809721501d004db1b350c8aaaeeeef9a56dda679b1254daddac85f67b,archived-source-export,
kestrel,complex,Cu111,acetic_acid,pbe,SPE,converged,-271.05909987,"{""C"": 2, ""Cu"": 64, ""H"": 4, ""O"": 2}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_acetic_acid/singlepoint/PBE,b8fb7e741ebc2894b6ecbb585999a63b9594dc66c42455fc1ee4893a0d210275,archived-source-export,
kestrel,complex,Cu111,acetic_acid,pbe_d3,SPE,converged,-293.87912904,"{""C"": 2, ""Cu"": 64, ""H"": 4, ""O"": 2}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_acetic_acid/singlepoint/PBE_D3,6f58de99e713cc8fc5c8a5980bf85d3077bda46bffce8f2275f6e3433e352587,archived-source-export,
kestrel,complex,Cu111,acetic_acid,beef_vdw,SPE,converged,-55.59651055,"{""C"": 2, ""Cu"": 64, ""H"": 4, ""O"": 2}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_acetic_acid/singlepoint/beef_vdw,fa45bff53e1628fa3abe840edf442ba26e5e71eb99bd86833e5ca2abe4e4a26c,archived-source-export,
kestrel,complex,Cu111,acetic_acid,r2scan,SPE,converged,-726.02808721,"{""C"": 2, ""Cu"": 64, ""H"": 4, ""O"": 2}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_acetic_acid/singlepoint/r2scan,82a661f9916a1f68003792a3d59eac2f3722e4dea0b86c449ce759e7afb22b99,archived-source-export,
kestrel,complex,Cu111,ethane,pbe,SPE,converged,-264.59452563,"{""C"": 2, ""Cu"": 64, ""H"": 6}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethane/singlepoint/PBE,6134b4106cf6cb8070f8b1fdde34cee4025cecd53c448b23b31846503a7bce18,archived-source-export,
kestrel,complex,Cu111,ethane,pbe_d3,SPE,converged,-287.32759841,"{""C"": 2, ""Cu"": 64, ""H"": 6}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethane/singlepoint/PBE_D3,53f7175de88686dd3a41eaa4ddc99658d8187de55789edcf94a6714255a928b5,archived-source-export,
kestrel,complex,Cu111,ethane,beef_vdw,SPE,converged,-53.05547533,"{""C"": 2, ""Cu"": 64, ""H"": 6}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethane/singlepoint/beef_vdw,01cf626b30faf0f9e49be8931f7ece624c908acae7d95032ffa7cfe3e8b4a0e8,archived-source-export,
kestrel,complex,Cu111,ethane,r2scan,SPE,converged,-717.55819371,"{""C"": 2, ""Cu"": 64, ""H"": 6}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethane/singlepoint/r2scan,c70f02cd2348adf2c8e66d851f128797f994a0ac1ca367c656b3b48679dab1fe,archived-source-export,
kestrel,complex,Cu111,ethanol,pbe,SPE,converged,-271.06537767,"{""C"": 2, ""Cu"": 64, ""H"": 6, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethanol/singlepoint/PBE,1e020ea29634a1ec415393be0784e9b8e518b20de5fc9b6b60a5f2c8542deecb,archived-source-export,
kestrel,complex,Cu111,ethanol,pbe_d3,SPE,converged,-293.85204151,"{""C"": 2, ""Cu"": 64, ""H"": 6, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethanol/singlepoint/PBE_D3,76bb5ae0e42e9a1cc6a4e55536b203fcf6ae4991208e7f722ec8e91c454ef9f2,archived-source-export,
kestrel,complex,Cu111,ethanol,beef_vdw,SPE,converged,-57.70851104,"{""C"": 2, ""Cu"": 64, ""H"": 6, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethanol/singlepoint/beef_vdw,4c09756ba5d36968add7e65351ec5da54513897b2b63dca88cedbdb976cffc59,archived-source-export,
kestrel,complex,Cu111,ethanol,r2scan,SPE,converged,-725.09975784,"{""C"": 2, ""Cu"": 64, ""H"": 6, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethanol/singlepoint/r2scan,2d509596f13b00720648bf6464dd620d502b716a2f27c8ae6618be1b92f73aab,archived-source-export,
kestrel,complex,Cu111,ethene,pbe,SPE,converged,-256.08551094,"{""C"": 2, ""Cu"": 64, ""H"": 4}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethene/singlepoint/PBE,9d0c050f5e3f968141d982701f8c5a2647b7d7e38aa39049dac09f6af70e9b89,archived-source-export,
kestrel,complex,Cu111,ethene,pbe_d3,SPE,converged,-278.7868684,"{""C"": 2, ""Cu"": 64, ""H"": 4}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethene/singlepoint/PBE_D3,499c448ac134874fcb88707e557711e07fb007cc1a708182742ea6bdf16a1a08,archived-source-export,
kestrel,complex,Cu111,ethene,beef_vdw,SPE,converged,-44.41387898,"{""C"": 2, ""Cu"": 64, ""H"": 4}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethene/singlepoint/beef_vdw,e2dd2fa8b1ea046c34b53dbeb9d954eb53591b8e764f3403d057ae340d2afcdd,archived-source-export,
kestrel,complex,Cu111,ethene,r2scan,SPE,converged,-708.88448339,"{""C"": 2, ""Cu"": 64, ""H"": 4}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethene/singlepoint/r2scan,3198a5535e32af3527179592ad1da08364e3a8c2d2ac499b47896c5bb2585636,archived-source-export,
kestrel,complex,Cu111,ethene,pbe,SPE,converged,-256.08510929,"{""C"": 2, ""Cu"": 64, ""H"": 4}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethylene/singlepoint/PBE,28996281dbe36f45706808b868a8c415879e08d86c2ad615214d554d43a0a6da,archived-source-export,
kestrel,complex,Cu111,ethene,pbe_d3,SPE,converged,-278.76356635,"{""C"": 2, ""Cu"": 64, ""H"": 4}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethylene/singlepoint/PBE_D3,cac7d1884e0c4652b6cf1e91e8866aa05ce1dc6ff4f83de445fe6581630d93e9,archived-source-export,
kestrel,complex,Cu111,ethene,beef_vdw,SPE,converged,-44.41066471,"{""C"": 2, ""Cu"": 64, ""H"": 4}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethylene/singlepoint/beef_vdw,8458e37bdcc9ba6eeaefe4149678481bc853dce493944e2f031fefd3718a4562,archived-source-export,
kestrel,complex,Cu111,ethene,r2scan,SPE,converged,-708.87397808,"{""C"": 2, ""Cu"": 64, ""H"": 4}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu111_ethylene/singlepoint/r2scan,4b4167bc12de25eaae63e86f2632f640638ee423db54d59d67718e8890f4d3d4,archived-source-export,
kestrel,complex,Ir100,DME,pbe,SPE,converged,-340.11638032,"{""C"": 2, ""H"": 6, ""Ir"": 36, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_DME/singlepoint/PBE,2ed6d45e1aa64f924e6bfd70e95f7bf8a4b046c811e59e305563371bb4b87ce6,archived-source-export,
kestrel,complex,Ir100,DME,pbe_d3,SPE,converged,-357.93471958,"{""C"": 2, ""H"": 6, ""Ir"": 36, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_DME/singlepoint/PBE_D3,26ee485c9a9c5c5df2a8e5bbb3dc73bc5ff9eac210bbc1c12a7cccc61064cf32,archived-source-export,
kestrel,complex,Ir100,DME,beef_vdw,SPE,converged,-224.93353075,"{""C"": 2, ""H"": 6, ""Ir"": 36, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_DME/singlepoint/beef_vdw,9ba6d022c27f1b3a241b21bf8ce3bdef02f15de70e20de82f924df8e36a8dd7a,archived-source-export,
kestrel,complex,Ir100,DME,r2scan,SPE,converged,-1907.34913652,"{""C"": 2, ""H"": 6, ""Ir"": 36, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_DME/singlepoint/r2scan,a4dc06e351968de2c44040af04938be37152c994aca329db15a2b3665cb0b2a1,archived-source-export,
kestrel,complex,Ir100,acetaldehyde,pbe,SPE,converged,-332.99633581,"{""C"": 2, ""H"": 4, ""Ir"": 36, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_acetaldehyde/singlepoint/PBE,8b07a1e9c96db962958ff3c8c92d854a972e8d5dd203eb38cebe7a559ad6fe3b,archived-source-export,
kestrel,complex,Ir100,acetaldehyde,pbe_d3,SPE,converged,-350.69591945,"{""C"": 2, ""H"": 4, ""Ir"": 36, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_acetaldehyde/singlepoint/PBE_D3,90df706845d49f0c7829e30ac35bb99bfb4857bd1e601098e08a2c2ce1d6b01a,archived-source-export,
kestrel,complex,Ir100,acetaldehyde,beef_vdw,SPE,converged,-217.62436785,"{""C"": 2, ""H"": 4, ""Ir"": 36, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_acetaldehyde/singlepoint/beef_vdw,6ba498e541645ee351c4f8c52c392ef82c72cb9176561ee9846e979b2fc7d924,archived-source-export,
kestrel,complex,Ir100,acetaldehyde,r2scan,SPE,converged,-1899.94919744,"{""C"": 2, ""H"": 4, ""Ir"": 36, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_acetaldehyde/singlepoint/r2scan,97a88290bffd751d3aaec56e10f3c9ff810bef3600157ff15035f083045e723f,archived-source-export,
kestrel,complex,Ir100,acetic_acid,pbe,SPE,converged,-341.69690144,"{""C"": 2, ""H"": 4, ""Ir"": 36, ""O"": 2}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_acetic_acid/singlepoint/PBE,bbdb1de99cd484d0fa7678e5587ae853e8443daf76f4a8374bd87ced02bf4f0d,archived-source-export,
kestrel,complex,Ir100,acetic_acid,pbe_d3,SPE,converged,-359.38128352,"{""C"": 2, ""H"": 4, ""Ir"": 36, ""O"": 2}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_acetic_acid/singlepoint/PBE_D3,629a70b8a1d44f83f61fe6b2f474b0f20f15cce745393c4105099eac638a3520,archived-source-export,
kestrel,complex,Ir100,acetic_acid,beef_vdw,SPE,converged,-224.24753181,"{""C"": 2, ""H"": 4, ""Ir"": 36, ""O"": 2}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_acetic_acid/singlepoint/beef_vdw,42574c555c091884c22525afc17af9c085587b8904718268fb1e20c04e59b896,archived-source-export,
kestrel,complex,Ir100,acetic_acid,r2scan,SPE,converged,-1909.85049778,"{""C"": 2, ""H"": 4, ""Ir"": 36, ""O"": 2}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_acetic_acid/singlepoint/r2scan,fe7461200588a5935004ae1965eecfacb0953acbf3c1cc6a301919503e3227b1,archived-source-export,
kestrel,complex,Ir100,ethane,pbe,SPE,converged,-334.28276765,"{""C"": 2, ""H"": 6, ""Ir"": 36}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethane/singlepoint/PBE,83837e0d05c643db819a500a396cebf4aa074e38bc6ff68c9ba8f7e0b4608a13,archived-source-export,
kestrel,complex,Ir100,ethane,pbe_d3,SPE,converged,-351.98516229,"{""C"": 2, ""H"": 6, ""Ir"": 36}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethane/singlepoint/PBE_D3,cbc77d70b67352aaa42c8ab599b940caab5c9b4d3d91f209802fbdb946375a54,archived-source-export,
kestrel,complex,Ir100,ethane,beef_vdw,SPE,converged,-220.92668484,"{""C"": 2, ""H"": 6, ""Ir"": 36}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethane/singlepoint/beef_vdw,57674bbeb4dc8b4997d90c7ce1fdf39b538af3a22bf882cf841e10c8af501f91,archived-source-export,
kestrel,complex,Ir100,ethane,r2scan,SPE,converged,-1900.47541011,"{""C"": 2, ""H"": 6, ""Ir"": 36}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethane/singlepoint/r2scan,9349ae297ca3e0ee8dd5179d325fdb4813ea7d08dc2707f30df2c88319444fd2,archived-source-export,
kestrel,complex,Ir100,ethanol,pbe,SPE,converged,-340.74938624,"{""C"": 2, ""H"": 6, ""Ir"": 36, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethanol/singlepoint/PBE,382c621ff3936f49aa49814971d334e17730ca85afed8f113e15b0d7c54fd63e,archived-source-export,
kestrel,complex,Ir100,ethanol,pbe_d3,SPE,converged,-358.57680301,"{""C"": 2, ""H"": 6, ""Ir"": 36, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethanol/singlepoint/PBE_D3,faedde20ec6a171779224de0f0a3158dde5d165fe12b2f80cd04353c1e14b859,archived-source-export,
kestrel,complex,Ir100,ethanol,beef_vdw,SPE,converged,-225.55290846,"{""C"": 2, ""H"": 6, ""Ir"": 36, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethanol/singlepoint/beef_vdw,cf8248af6daed41e54ef2b78e928a43de93261d9181604ae63ef2993b2c423e9,archived-source-export,
kestrel,complex,Ir100,ethanol,r2scan,SPE,converged,-1907.95807016,"{""C"": 2, ""H"": 6, ""Ir"": 36, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethanol/singlepoint/r2scan,b04c349c43bdd5522e9d1a3befd0c95bd80f94125666483c0010e104cb7ea03a,archived-source-export,
kestrel,complex,Ir100,ethene,pbe,SPE,converged,-327.77437765,"{""C"": 2, ""H"": 4, ""Ir"": 36}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethene/singlepoint/PBE,7d75f044e7ae7359d7638ce69d08c93cd74a97628302201387e180cdb0cfbd88,archived-source-export,
kestrel,complex,Ir100,ethene,pbe_d3,SPE,converged,-345.44488481,"{""C"": 2, ""H"": 4, ""Ir"": 36}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethene/singlepoint/PBE_D3,02c7bd5ff31f8f4c52d485b46e126152143e469de81253cc1e18ca1d717eea91,archived-source-export,
kestrel,complex,Ir100,ethene,beef_vdw,SPE,converged,-214.04169143,"{""C"": 2, ""H"": 4, ""Ir"": 36}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethene/singlepoint/beef_vdw,88b3065daa596242a5fa9c5b9721931a015cf7343fe04bcc95a39ed3dfed3e1d,archived-source-export,
kestrel,complex,Ir100,ethene,r2scan,SPE,converged,-1893.90846757,"{""C"": 2, ""H"": 4, ""Ir"": 36}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethene/singlepoint/r2scan,9b4893d4792ffc2bdaf9b352424b7260a2eb15bdd872ae5921d821222ef8a89f,archived-source-export,
kestrel,complex,Ir100,ethene,pbe,SPE,converged,-327.76331913,"{""C"": 2, ""H"": 4, ""Ir"": 36}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethylene/singlepoint/PBE,ee8548bed9102bc48c20d9ee7a1018d7ea60afc460c8daf87b27d9b536b6a846,archived-source-export,
kestrel,complex,Ir100,ethene,pbe_d3,SPE,converged,-345.46376584,"{""C"": 2, ""H"": 4, ""Ir"": 36}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethylene/singlepoint/PBE_D3,bb65829cbb536e23b581451ce67a59393281d01abc4af73b61e05c0ab87a9006,archived-source-export,
kestrel,complex,Ir100,ethene,beef_vdw,SPE,converged,-214.0427253,"{""C"": 2, ""H"": 4, ""Ir"": 36}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethylene/singlepoint/beef_vdw,063318b56b26da27a88c1a6f3a59033e158c75c4e2d75df6b216678192902611,archived-source-export,
kestrel,complex,Ir100,ethene,r2scan,SPE,converged,-1893.89031586,"{""C"": 2, ""H"": 4, ""Ir"": 36}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethylene/singlepoint/r2scan,d6ce01a8296732e3922eb7343bb3b1f964f7b28e49bedcdbec4bdd2a9a4814ec,archived-source-export,
kestrel,complex,Ir110,DME,pbe,SPE,converged,-231.33570969,"{""C"": 2, ""H"": 6, ""Ir"": 24, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_DME/singlepoint/PBE,3d51f4de5d01e95b2553a2ff64259b956b960bbf7d81b61e7b96d961fe83c0a3,archived-source-export,
kestrel,complex,Ir110,DME,pbe_d3,SPE,converged,-241.35416283,"{""C"": 2, ""H"": 6, ""Ir"": 24, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_DME/singlepoint/PBE_D3,851a10f358354bd972694dfa53c97f3bea77a76ff4eb775407e4e6ac33405c4b,archived-source-export,
kestrel,complex,Ir110,DME,beef_vdw,SPE,converged,-152.93194266,"{""C"": 2, ""H"": 6, ""Ir"": 24, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_DME/singlepoint/beef_vdw,2c2de20a3491c39879e75b1ee2540cd68266e2b1184c3a52136d607eda45cbc0,archived-source-export,
kestrel,complex,Ir110,DME,r2scan,SPE,converged,-1276.97553341,"{""C"": 2, ""H"": 6, ""Ir"": 24, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_DME/singlepoint/r2scan,e5d46bb96848a9992a4e4c14bca5505221256bb77465b9327a9a83b9232a37ca,archived-source-export,
kestrel,complex,Ir110,acetaldehyde,pbe,SPE,converged,-225.4301334,"{""C"": 2, ""H"": 4, ""Ir"": 24, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_acetaldehyde/singlepoint/PBE,488b9911a06181dfb1c636835a16470103d3855571d1bd6e76a8327da32deca5,archived-source-export,
kestrel,complex,Ir110,acetaldehyde,pbe_d3,SPE,converged,-235.33357183,"{""C"": 2, ""H"": 4, ""Ir"": 24, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_acetaldehyde/singlepoint/PBE_D3,981d6e433c2cc96a90310d29fa146f06003888a0d53f8976144224c002ced5ff,archived-source-export,
kestrel,complex,Ir110,acetaldehyde,beef_vdw,SPE,converged,-146.79491574,"{""C"": 2, ""H"": 4, ""Ir"": 24, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_acetaldehyde/singlepoint/beef_vdw,ff5538f2bf1eb11f1d90f45dd2f4d93c4573c91f94584560a12bf5f5ca8add54,archived-source-export,
kestrel,complex,Ir110,acetaldehyde,r2scan,SPE,converged,-1271.01241981,"{""C"": 2, ""H"": 4, ""Ir"": 24, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_acetaldehyde/singlepoint/r2scan,f56bec2d35d87af34c793f43c0ef78f5a2b17f2533a40b3ac326581057550080,archived-source-export,
kestrel,complex,Ir110,acetic_acid,pbe,SPE,converged,-231.47313803,"{""C"": 2, ""H"": 4, ""Ir"": 24, ""O"": 2}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_acetic_acid/singlepoint/PBE,7e45095b43236f7e58e2684f086a1afeeb5aea0b19c99b4e6741637dd520f3ab,archived-source-export,
kestrel,complex,Ir110,acetic_acid,pbe_d3,SPE,converged,-241.43800208,"{""C"": 2, ""H"": 4, ""Ir"": 24, ""O"": 2}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_acetic_acid/singlepoint/PBE_D3,222ffe2fbe8833cae232a7c433a17573ebe957db8b10f43c6a05197d108b71cc,archived-source-export,
kestrel,complex,Ir110,acetic_acid,beef_vdw,SPE,converged,-151.02165582,"{""C"": 2, ""H"": 4, ""Ir"": 24, ""O"": 2}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_acetic_acid/singlepoint/beef_vdw,95d05f299c0d6c2a518d00f0bd5e33e7045cd4c105dd24878b3bcc7488dd4c20,archived-source-export,
kestrel,complex,Ir110,acetic_acid,r2scan,SPE,electronic_unconverged,-1277.94110902,"{""C"": 2, ""H"": 4, ""Ir"": 24, ""O"": 2}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_acetic_acid/singlepoint/r2scan,52567afb5d93826efca6f149fabda38dfa1c225e2e61892ad8caad404aab6863,archived-source-export,
kestrel,complex,Ir110,ethane,pbe,SPE,converged,-225.61370521,"{""C"": 2, ""H"": 6, ""Ir"": 24}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethane/singlepoint/PBE,058c08c812d5df7133426ae31d38f4652ed263f36fbe5dfb5ad5a00bfaa7d4cb,archived-source-export,
kestrel,complex,Ir110,ethane,pbe_d3,SPE,converged,-235.55915029,"{""C"": 2, ""H"": 6, ""Ir"": 24}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethane/singlepoint/PBE_D3,d66a69c40d1fcc478c286793616a88afc4d62ddf6c411b98e73c2f6061289916,archived-source-export,
kestrel,complex,Ir110,ethane,beef_vdw,SPE,converged,-149.05502621,"{""C"": 2, ""H"": 6, ""Ir"": 24}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethane/singlepoint/beef_vdw,4bb90c35ed96eade9f080760f136601f688ab4d613fcc5df82bec35ff482068b,archived-source-export,
kestrel,complex,Ir110,ethane,r2scan,SPE,converged,-1270.2753406,"{""C"": 2, ""H"": 6, ""Ir"": 24}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethane/singlepoint/r2scan,13fb703ee0c41a733d566ddc499f35e4a75eb266ef21dc8e8df4826e6ca9d0de,archived-source-export,
kestrel,complex,Ir110,ethanol,pbe,SPE,converged,-231.74161162,"{""C"": 2, ""H"": 6, ""Ir"": 24, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethanol/singlepoint/PBE,c5dfc482f8ab0398441727c2934f09e414267f678532456a96bb3abdc7365953,archived-source-export,
kestrel,complex,Ir110,ethanol,pbe_d3,SPE,converged,-241.73776428,"{""C"": 2, ""H"": 6, ""Ir"": 24, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethanol/singlepoint/PBE_D3,0a107e37479b6556438eb8cb3842d0acc601e633b1b49b888e4757cae3646183,archived-source-export,
kestrel,complex,Ir110,ethanol,beef_vdw,SPE,converged,-153.34100496,"{""C"": 2, ""H"": 6, ""Ir"": 24, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethanol/singlepoint/beef_vdw,dd4512d2daba21c60c02f9a1dfb8daa50cc5911c2e78d3e65a270a78b625d602,archived-source-export,
kestrel,complex,Ir110,ethanol,r2scan,SPE,converged,-1277.41861831,"{""C"": 2, ""H"": 6, ""Ir"": 24, ""O"": 1}",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethanol/singlepoint/r2scan,2d6eb62a02ff822b18ffcf4312618c54965c1a11f057db6260af8d89f9f5726c,archived-source-export,
