surface,molecule,functional,status,note,E_ads_SPE,complex_directory,complex_NSW,slab_directory,molecule_directory,E_complex,E_slab_relaxed,E_molecule_relaxed,slab_NSW,molecule_NSW,matching_slab_references,matching_molecule_references,selected
Ag110,isopropanol,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-1.30080339,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag110_isopropanol/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110_n64/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/isopropanol/PBE,-216.62082371,-151.78557929,-63.53444103,1000,500,2,1,true
Ag110,isopropanol,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-1.66655131,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag110_isopropanol/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110_n64/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/isopropanol/PBE_D3,-235.03707738,-169.73766293,-63.63286314,1000,500,2,1,true
Ag110,isopropanol,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-0.29497788,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag110_isopropanol/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Ag110/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/isopropanol/r2scan,-1408.7067039,-1341.25813364,-67.15359238,1000,500,1,1,true
Ag110,methane,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.39027692,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_CH4/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CH4/PBE,-81.77118458,-57.34530434,-24.03560332,1000,500,1,2,true
Ag110,methane,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.53172909,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_CH4/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CH4/PBE_D3,-88.65348568,-64.0841207,-24.03763589,1000,500,1,2,true
Ag110,methane,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-0.71312235,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_CH4/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CH4/r2scan,-528.38126356,-502.68023804,-24.98790317,1000,500,1,2,true
Ag110,methanol,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.61578729,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_methanol/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/methanol/PBE,-88.16966398,-57.34530434,-30.20857235,1000,500,1,2,true
Ag110,methanol,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.82557198,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_methanol/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/methanol/PBE_D3,-95.13331801,-64.0841207,-30.22362533,1000,500,1,2,true
Ag110,methanol,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-1.01087754,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_methanol/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/methanol/r2scan,-535.82764412,-502.68023804,-32.13652854,1000,500,1,2,true
Ag110,propane,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.41432294,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag110_propane/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/propane/PBE,-114.78752791,-57.34530434,-57.02790063,1000,500,1,1,true
Ag110,propane,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.63232045,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag110_propane/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/propane/PBE_D3,-121.80974648,-64.0841207,-57.09330533,1000,500,1,1,true
Ag110,propane,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-0.72861939,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag110_propane/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/propane/r2scan,-563.02064816,-502.68023804,-59.61179073,1000,500,1,1,true
Ag110,propanol,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-1.30654836,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag110_propanol/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110_n64/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/propanol/PBE,-216.48092907,-151.78557929,-63.38880142,1000,500,2,1,true
Ag110,propanol,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-1.62265968,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag110_propanol/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110_n64/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/propanol/PBE_D3,-234.84240667,-169.73766293,-63.48208406,1000,500,2,1,true
Ag110,propanol,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-0.25518936,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag110_propanol/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Ag110/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/propanol/r2scan,-1408.49678038,-1341.25813364,-66.98345738,1000,500,1,1,true
Ag110,propene,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.51154589,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag110_propene/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/propene/PBE,-106.52440871,-57.34530434,-48.66755848,1000,500,1,1,true
Ag110,propene,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.88711618,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag110_propene/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/propene/PBE_D3,-113.67910356,-64.0841207,-48.70786668,1000,500,1,1,true
Ag110,propene,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-0.94387381,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag110_propene/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag110/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/propene/r2scan,-554.68700063,-502.68023804,-51.06288878,1000,500,1,1,true
Ag111,CH3,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-1.44896442,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CH3/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CH3/PBE,-111.20243057,-91.56082669,-18.19263946,1000,500,1,1,true
Ag111,CH3,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-1.57621776,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CH3/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CH3/PBE_D3,-124.28378118,-104.51341428,-18.19414914,1000,500,1,1,true
Ag111,CH3,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-1.82020558,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CH3/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CH3/r2scan,-781.88013422,-760.82906078,-19.23086786,1000,500,1,1,true
Ag111,CO,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.56903372,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CO/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO/PBE,-106.91024278,-91.56082669,-14.78038237,1000,500,1,1,true
Ag111,CO,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.64460994,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CO/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO/PBE_D3,-119.93842012,-104.51341428,-14.7803959,1000,500,1,1,true
Ag111,CO,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-1.01845657,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CO/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO/r2scan,-778.32759211,-760.82906078,-16.48007476,1000,500,1,1,true
Ag111,CO2,beef_vdw,ok,NSW=0 complex; converged relaxed references; matching composition,-0.15301013,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CO2/singlepoint/beef_vdw,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Ag111/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO2/beef_vdw,39.38498337,57.45861832,-17.92062482,1000,500,2,1,true
Ag111,CO2,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.00184709,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CO2/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Ag111/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO2/PBE,-186.25484699,-163.29280468,-22.96019522,1000,500,2,1,true
Ag111,CO2,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-0.00814481,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CO2/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Ag111/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO2/r2scan,-1379.43640743,-1353.85926374,-25.56899888,1000,500,2,1,true
Ag111,DME,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-1.15349875,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ag111_DME/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/DME/r2scan,-811.1231488,-760.82906078,-49.14058927,1000,500,1,2,true
Ag111,H2,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.62771715,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag111_H2/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/H2/PBE,-98.95518012,-91.56082669,-6.76663628,1000,500,1,1,true
Ag111,H2,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.56243131,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag111_H2/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/H2/PBE_D3,-111.84248269,-104.51341428,-6.7666371,1000,500,1,1,true
Ag111,H2,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-1.03420513,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag111_H2/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/H2/r2scan,-768.76684179,-760.82906078,-6.90357588,1000,500,1,1,true
Ag111,H2O,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.74378743,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag111_H2O/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/H2O/PBE,-106.52238929,-91.56082669,-14.21777517,1000,500,1,1,true
Ag111,H2O,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.76693169,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag111_H2O/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/H2O/PBE_D3,-119.49823375,-104.51341428,-14.21788778,1000,500,1,1,true
Ag111,H2O,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-1.20206615,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag111_H2O/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/H2O/r2scan,-777.36354633,-760.82906078,-15.3324194,1000,500,1,1,true
Ag111,H2S,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.72680963,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag111_H2S/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/H2S/PBE,-103.48673101,-91.56082669,-11.19909469,1000,500,1,1,true
Ag111,H2S,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.87846267,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag111_H2S/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/H2S/PBE_D3,-116.59164346,-104.51341428,-11.19976651,1000,500,1,1,true
Ag111,H2S,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-1.21384986,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag111_H2S/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/H2S/r2scan,-777.26906174,-760.82906078,-15.2261511,1000,500,1,1,true
Ag111,N2,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.66266226,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag111_N2/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/N2/PBE,-108.85151386,-91.56082669,-16.62802491,1000,500,1,1,true
Ag111,N2,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.58602370,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag111_N2/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/N2/PBE_D3,-121.72747148,-104.51341428,-16.6280335,1000,500,1,1,true
Ag111,N2,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-1.05975117,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag111_N2/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/N2/r2scan,-780.08300591,-760.82906078,-18.19419396,1000,500,1,1,true
Ag111,NH3,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.93979859,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag111_NH3/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/NH3/PBE,-112.03582628,-91.56082669,-19.535201,1000,500,1,1,true
Ag111,NH3,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-1.01190343,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag111_NH3/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/NH3/PBE_D3,-125.06102086,-104.51341428,-19.53570315,1000,500,1,1,true
Ag111,NH3,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-1.44411182,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag111_NH3/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/NH3/r2scan,-782.79151994,-760.82906078,-20.51834734,1000,500,1,1,true
Ag111,NO,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-1.18534753,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag111_NO/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/NO/PBE,-104.69234807,-91.56082669,-11.94617385,1000,500,1,1,true
Ag111,NO,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-1.28147781,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag111_NO/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/NO/PBE_D3,-117.74108143,-104.51341428,-11.94618934,1000,500,1,1,true
Ag111,SO2,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.69403210,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag111_SO2/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/SO2/PBE,-109.29630674,-91.56082669,-17.04144795,1000,500,1,1,true
Ag111,SO2,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.98528819,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag111_SO2/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/SO2/PBE_D3,-122.54379411,-104.51341428,-17.04509164,1000,500,1,1,true
Ag111,acetaldehyde,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.67488017,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ag111_acetaldehyde/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/acetaldehyde/PBE,-131.34512273,-91.56082669,-39.10941587,1000,500,1,2,true
Ag111,acetaldehyde,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.78577793,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ag111_acetaldehyde/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/acetaldehyde/PBE_D3,-144.43745721,-104.51341428,-39.138265,1000,500,1,2,true
Ag111,acetaldehyde,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-1.17633314,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ag111_acetaldehyde/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/acetaldehyde/r2scan,-803.68017489,-760.82906078,-41.67478097,1000,500,1,2,true
Ag111,acetic_acid,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-1.32527930,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ag111_acetic_acid/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/acetic_acid/r2scan,-812.50484342,-760.82906078,-50.35050334,1000,500,1,2,true
Ag111,ethane,beef_vdw,ok,NSW=0 complex; converged relaxed references; matching composition,-0.20032668,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ag111_ethane/singlepoint/beef_vdw,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Ag111/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethane/beef_vdw,19.02908141,57.45861832,-38.22921023,1000,500,2,2,true
Ag111,ethane,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.00173428,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ag111_ethane/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Ag111/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethane/PBE,-203.79423286,-163.29280468,-40.4996939,1000,500,2,2,true
Ag111,ethane,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.13373476,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ag111_ethane/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Ag111/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethane/PBE_D3,-226.82565574,-186.1658452,-40.52607578,1000,500,2,2,true
Ag111,ethane,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,0.00028088,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ag111_ethane/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Ag111/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethane/r2scan,-1396.1146541,-1353.85926374,-42.25567124,1000,500,2,2,true
Ag111,ethanol,beef_vdw,ok,NSW=0 complex; converged relaxed references; matching composition,-0.30985409,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ag111_ethanol/singlepoint/beef_vdw,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Ag111/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethanol/beef_vdw,14.40293814,57.45861832,-42.74582609,1000,500,2,2,true
Ag111,ethanol,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.08527431,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ag111_ethanol/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Ag111/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethanol/PBE,-210.25402,-163.29280468,-46.87594101,1000,500,2,2,true
Ag111,ethanol,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.27103198,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ag111_ethanol/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Ag111/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethanol/PBE_D3,-233.36193474,-186.1658452,-46.92505756,1000,500,2,2,true
Ag111,ethanol,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-0.15704426,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ag111_ethanol/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Ag111/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethanol/r2scan,-1403.65174167,-1353.85926374,-49.63543367,1000,500,2,2,true
Ag111,ethene,beef_vdw,ok,NSW=0 complex; converged relaxed references; matching composition,-0.22321505,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ag111_ethene/singlepoint/beef_vdw,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Ag111/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethene/beef_vdw,27.65373564,57.45861832,-29.58166763,1000,500,2,3,true
Ag111,ethene,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.03394846,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ag111_ethene/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Ag111/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethene/PBE,-195.2974266,-163.29280468,-31.97067346,1000,500,2,3,true
Ag111,ethene,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.18386073,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ag111_ethene/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Ag111/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethene/PBE_D3,-218.33240031,-186.1658452,-31.98269438,1000,500,2,3,true
Ag111,ethene,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-0.06217436,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ag111_ethene/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Ag111/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethene/r2scan,-1387.46998424,-1353.85926374,-33.54854614,1000,500,2,3,true
