surface,molecule,functional,status,note,E_ads_SPE,complex_directory,complex_NSW,slab_directory,molecule_directory,E_complex,E_slab_relaxed,E_molecule_relaxed,slab_NSW,molecule_NSW,matching_slab_references,matching_molecule_references,selected
Cu100,H2O,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.39509457,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Cu100_H2O/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Cu100/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/H2O/PBE_D3,-255.45351488,-240.84053253,-14.21788778,1000,500,2,1,true
Cu100,H2O,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-0.15442229,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Cu100_H2O/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Cu100/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/H2O/r2scan,-685.8033357,-670.31649401,-15.3324194,1000,500,2,1,true
Cu100,acetaldehyde,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.17305776,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_acetaldehyde/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Cu100/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/acetaldehyde/PBE,-259.04929527,-219.76682164,-39.10941587,1000,500,2,2,true
Cu100,acetaldehyde,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.40066016,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_acetaldehyde/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Cu100/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/acetaldehyde/PBE_D3,-280.37945769,-240.84053253,-39.138265,1000,500,2,2,true
Cu100,acetaldehyde,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-0.15377073,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_acetaldehyde/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Cu100/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/acetaldehyde/r2scan,-712.14504571,-670.31649401,-41.67478097,1000,500,2,2,true
Cu100,acetic_acid,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-0.29744463,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_acetic_acid/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Cu100/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/acetic_acid/r2scan,-720.96444198,-670.31649401,-50.35050334,1000,500,2,2,true
Cu100,ethane,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.00072981,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_ethane/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Cu100/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethane/PBE,-260.26724535,-219.76682164,-40.4996939,1000,500,2,2,true
Cu100,ethane,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.27881178,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_ethane/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Cu100/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethane/PBE_D3,-281.64542009,-240.84053253,-40.52607578,1000,500,2,2,true
Cu100,ethane,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,0.13066852,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_ethane/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Cu100/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethane/r2scan,-712.44149673,-670.31649401,-42.25567124,1000,500,2,2,true
Cu100,ethanol,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.22107629,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_ethanol/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Cu100/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethanol/PBE,-266.86383894,-219.76682164,-46.87594101,1000,500,2,2,true
Cu100,ethanol,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.60375265,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_ethanol/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Cu100/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethanol/PBE_D3,-288.36934274,-240.84053253,-46.92505756,1000,500,2,2,true
Cu100,ethanol,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-0.20899324,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_ethanol/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Cu100/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethanol/r2scan,-720.16092092,-670.31649401,-49.63543367,1000,500,2,2,true
Cu100,ethene,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,0.17434207,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_ethene/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Cu100/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethene/PBE,-251.56315303,-219.76682164,-31.97067346,1000,500,2,3,true
Cu100,ethene,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.40452042,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_ethene/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Cu100/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethene/PBE_D3,-273.22774733,-240.84053253,-31.98269438,1000,500,2,3,true
Cu100,ethene,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-0.00103104,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_ethene/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Cu100/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethene/r2scan,-703.86607119,-670.31649401,-33.54854614,1000,500,2,3,true
Cu100,formic_acid,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.24979140,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu100_formic_acid/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Cu100/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/formic_acid/PBE,-249.89640739,-219.76682164,-29.87979435,1000,500,2,2,true
Cu100,formic_acid,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.50561867,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu100_formic_acid/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Cu100/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/formic_acid/PBE_D3,-271.23974658,-240.84053253,-29.89359538,1000,500,2,2,true
Cu100,formic_acid,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-0.20582678,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu100_formic_acid/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Cu100/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/formic_acid/r2scan,-703.15622239,-670.31649401,-32.6339016,1000,500,2,2,true
Cu100,methanol,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.22986427,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu100_methanol/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Cu100/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/methanol/PBE,-250.20525826,-219.76682164,-30.20857235,1000,500,2,2,true
Cu100,methanol,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.47944172,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu100_methanol/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Cu100/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/methanol/PBE_D3,-271.54359958,-240.84053253,-30.22362533,1000,500,2,2,true
Cu100,methanol,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-0.19144778,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu100_methanol/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab_kestrel/Cu100/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/methanol/r2scan,-702.64447033,-670.31649401,-32.13652854,1000,500,2,2,true
Cu110,CO,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,-0.47514149,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu110_CO/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO/PBE,-95.00555724,-79.75003338,-14.78038237,1000,500,1,1,true
Cu110,CO,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.70332252,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu110_CO/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO/PBE_D3,-101.56869086,-86.08497244,-14.7803959,1000,500,1,1,true
Cu110,CO,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-0.60258284,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu110_CO/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO/r2scan,-265.1151532,-248.0324956,-16.48007476,1000,500,1,1,true
Cu110,CO2,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,0.46728581,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu110_CO2/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO2/PBE,-102.24294279,-79.75003338,-22.96019522,1000,500,1,1,true
Cu110,CO2,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,0.41495551,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu110_CO2/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO2/r2scan,-273.18653897,-248.0324956,-25.56899888,1000,500,1,1,true
Cu110,DME,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,0.19294527,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu110_DME/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/DME/r2scan,-296.9801396,-248.0324956,-49.14058927,1000,500,1,2,true
Cu110,H2O,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,0.17916552,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Cu110_H2O/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/H2O/PBE,-93.78864303,-79.75003338,-14.21777517,1000,500,1,1,true
Cu110,H2O,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.05016451,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Cu110_H2O/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/H2O/PBE_D3,-100.35302473,-86.08497244,-14.21788778,1000,500,1,1,true
Cu110,H2O,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,0.01668809,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Cu110_H2O/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/H2O/r2scan,-263.34822691,-248.0324956,-15.3324194,1000,500,1,1,true
Cu110,acetaldehyde,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,0.26466574,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu110_acetaldehyde/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/acetaldehyde/PBE,-118.59478351,-79.75003338,-39.10941587,1000,500,1,2,true
Cu110,acetaldehyde,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.05545677,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu110_acetaldehyde/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/acetaldehyde/PBE_D3,-125.27869421,-86.08497244,-39.138265,1000,500,1,2,true
Cu110,acetaldehyde,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,0.06653838,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu110_acetaldehyde/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/acetaldehyde/r2scan,-289.64073819,-248.0324956,-41.67478097,1000,500,1,2,true
Cu110,acetic_acid,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-0.15221005,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu110_acetic_acid/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/acetic_acid/r2scan,-298.53520899,-248.0324956,-50.35050334,1000,500,1,2,true
Cu110,ethane,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,0.48277365,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu110_ethane/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethane/PBE,-119.76695363,-79.75003338,-40.4996939,1000,500,1,2,true
Cu110,ethane,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,0.22730077,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu110_ethane/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethane/PBE_D3,-126.38374745,-86.08497244,-40.52607578,1000,500,1,2,true
Cu110,ethane,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,0.44166180,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu110_ethane/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethane/r2scan,-289.84650504,-248.0324956,-42.25567124,1000,500,1,2,true
Cu110,ethene,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,1.26087987,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu110_ethene/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110_n64/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethene/PBE,-241.75062941,-211.04083582,-31.97067346,1000,500,2,3,true
Cu110,ethene,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,0.74505374,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu110_ethene/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110_n64/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethene/PBE_D3,-259.25894821,-228.02130757,-31.98269438,1000,500,2,3,true
Cu110,ethene,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,0.94712724,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu110_ethene/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110_n64/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/ethene/r2scan,-692.52584541,-659.92442651,-33.54854614,1000,500,2,3,true
Cu110,formic_acid,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,0.11241251,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu110_formic_acid/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/formic_acid/PBE,-109.51741522,-79.75003338,-29.87979435,1000,500,1,2,true
Cu110,formic_acid,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.27938750,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu110_formic_acid/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/formic_acid/PBE_D3,-116.25795532,-86.08497244,-29.89359538,1000,500,1,2,true
Cu110,formic_acid,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-0.11120357,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu110_formic_acid/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/formic_acid/r2scan,-280.77760077,-248.0324956,-32.6339016,1000,500,1,2,true
Cu110,glycerol,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,0.21364306,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Cu110_glycerol/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/glycerol/PBE,-155.79061747,-79.75003338,-76.25422715,1000,500,1,1,true
Cu110,glycerol,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.79847925,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Cu110_glycerol/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/glycerol/PBE_D3,-163.29050736,-86.08497244,-76.40705567,1000,500,1,1,true
Cu110,glycerol,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-0.29145602,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Cu110_glycerol/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/glycerol/r2scan,-330.22272069,-248.0324956,-81.89876907,1000,500,1,1,true
Cu110,isopropanol,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,1.08348450,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Cu110_isopropanol/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110_n64/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/isopropanol/PBE,-273.49179235,-211.04083582,-63.53444103,1000,500,2,1,true
Cu110,isopropanol,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,0.58879048,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Cu110_isopropanol/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110_n64/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/isopropanol/PBE_D3,-291.06538023,-228.02130757,-63.63286314,1000,500,2,1,true
Cu110,isopropanol,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,0.98360400,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Cu110_isopropanol/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110_n64/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/isopropanol/r2scan,-726.09441489,-659.92442651,-67.15359238,1000,500,2,1,true
Cu110,methanol,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,0.21307308,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu110_methanol/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/methanol/PBE,-109.74553265,-79.75003338,-30.20857235,1000,500,1,2,true
Cu110,methanol,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,-0.23053566,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu110_methanol/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/methanol/PBE_D3,-116.53913343,-86.08497244,-30.22362533,1000,500,1,2,true
Cu110,methanol,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,-0.05583787,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu110_methanol/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/methanol/r2scan,-280.22486201,-248.0324956,-32.13652854,1000,500,1,2,true
Cu110,propanol,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,1.33097078,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Cu110_propanol/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110_n64/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/propanol/PBE,-273.09866646,-211.04083582,-63.38880142,1000,500,2,1,true
Cu110,propanol,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,0.62605280,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Cu110_propanol/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110_n64/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/propanol/PBE_D3,-290.87733883,-228.02130757,-63.48208406,1000,500,2,1,true
Cu110,propanol,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,0.99483774,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Cu110_propanol/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110_n64/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/propanol/r2scan,-725.91304615,-659.92442651,-66.98345738,1000,500,2,1,true
Cu110,propene,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,1.07681488,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Cu110_propene/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110_n64/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/propene/PBE,-258.63157942,-211.04083582,-48.66755848,1000,500,2,1,true
Cu110,propene,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,0.45523377,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Cu110_propene/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110_n64/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/propene/PBE_D3,-276.27394048,-228.02130757,-48.70786668,1000,500,2,1,true
Cu110,propene,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,0.93550410,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Cu110_propene/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu110_n64/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/propene/r2scan,-710.05181119,-659.92442651,-51.06288878,1000,500,2,1,true
Cu111,CO,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,0.69679387,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu111_CO/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu111/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO/PBE,-239.78147362,-225.69788512,-14.78038237,1000,500,2,1,true
Cu111,CO,pbe_d3,ok,NSW=0 complex; converged relaxed references; matching composition,0.54614660,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu111_CO/singlepoint/PBE_D3,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu111/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO/PBE_D3,-262.37383332,-248.13958402,-14.7803959,1000,500,2,1,true
Cu111,CO,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,0.61585769,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu111_CO/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu111/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO/r2scan,-692.74471985,-676.88050278,-16.48007476,1000,500,2,1,true
Cu111,CO2,pbe,ok,NSW=0 complex; converged relaxed references; matching composition,1.60663763,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu111_CO2/singlepoint/PBE,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu111/PBE,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO2/PBE,-247.05144271,-225.69788512,-22.96019522,1000,500,2,1,true
Cu111,CO2,r2scan,ok,NSW=0 complex; converged relaxed references; matching composition,1.60732304,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu111_CO2/singlepoint/r2scan,0,/kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Cu111/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/vasp_mol/CO2/r2scan,-700.84217862,-676.88050278,-25.56899888,1000,500,2,1,true
