surface,molecule,functional,system,site,retry,status,note,E_ads_SPE,complex_directory,complex_NSW,slab_directory,molecule_directory,E_complex,E_slab_relaxed,E_molecule_relaxed,slab_NSW,molecule_NSW,complex_status,poscar_sha256,selected
Ir100,ethene,pbe_d3,C2H4_Ir100,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-1.77991331,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir100/singlepoint/PBE_D3,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir100/PBE_D3,/pscratch/sd/j/jcho5/VASP/vasp_mol/C2H4/PBE_D3,-345.36555269,-311.60244978,-31.9831896,1000,500,converged,5acb0dc74f36ec9e9a701a7a5cd29cfa7eb40c043a46cf839a2b6982898355cc,true
Ir100,ethene,r2scan,C2H4_Ir100,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-1.64460157,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir100/singlepoint/r2scan,0,/pscratch/sd/j/jcho5/VASP/completion_runs/site_gapfill_20260914/slab/C2H4_Ir100/r2scan,/pscratch/sd/j/jcho5/VASP/vasp_mol/C2H4/r2scan,-1893.85864508,-1858.66548475,-33.54855876,1000,500,converged,5acb0dc74f36ec9e9a701a7a5cd29cfa7eb40c043a46cf839a2b6982898355cc,true
Ir100,formaldehyde,pbe,H2CO_Ir100,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-1.20864388,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir100/singlepoint/PBE,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir100/PBE,/pscratch/sd/j/jcho5/VASP/vasp_mol/H2CO/PBE,-317.73989925,-294.40101414,-22.13024123,1000,500,converged,75e809c0a1189f6f6d60384f45523d191dac829133c350a924869a7270550c02,true
Ir100,formaldehyde,pbe_d3,H2CO_Ir100,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-1.5390001,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir100/singlepoint/PBE_D3,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir100/PBE_D3,/pscratch/sd/j/jcho5/VASP/vasp_mol/H2CO/PBE_D3,-335.27696147,-311.60244978,-22.13551159,1000,500,converged,75e809c0a1189f6f6d60384f45523d191dac829133c350a924869a7270550c02,true
Ir100,formaldehyde,r2scan,H2CO_Ir100,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-1.49204063,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir100/singlepoint/r2scan,0,/pscratch/sd/j/jcho5/VASP/completion_runs/site_gapfill_20260914/slab/C2H4_Ir100/r2scan,/pscratch/sd/j/jcho5/VASP/vasp_mol/H2CO/r2scan,-1884.02501183,-1858.66548475,-23.86748645,1000,500,converged,75e809c0a1189f6f6d60384f45523d191dac829133c350a924869a7270550c02,true
Ir100,methane,beef_vdw,CH4_Ir100,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.04043284,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Ir100/singlepoint/beef_vdw,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir100/beef_vdw,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH4/beef_vdw,-206.04373544,-183.01756659,-22.98573601,1000,500,converged,cffc2a5913484def3923cec490dab32e78f72dd2bb5a8534a2c03fcd8dfebac9,true
Ir100,methane,pbe,CH4_Ir100,,false,ok,NSW=0 complex; converged relaxed references; matching composition,0.12309211,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Ir100/singlepoint/PBE,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir100/PBE,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH4/PBE,-318.31352535,-294.40101414,-24.03560332,1000,500,converged,cffc2a5913484def3923cec490dab32e78f72dd2bb5a8534a2c03fcd8dfebac9,true
Ir100,methane,pbe_d3,CH4_Ir100,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.12608391,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Ir100/singlepoint/PBE_D3,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir100/PBE_D3,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH4/PBE_D3,-335.76616958,-311.60244978,-24.03763589,1000,500,converged,cffc2a5913484def3923cec490dab32e78f72dd2bb5a8534a2c03fcd8dfebac9,true
Ir100,methanol,beef_vdw,CH3OH_Ir100,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.59489061,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Ir100/singlepoint/beef_vdw,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir100/beef_vdw,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH3OH/beef_vdw,-210.90650355,-183.01756659,-27.29404635,1000,500,converged,eb17b3a352c824e8eb8e6cd55fde9a1b7285cc2f518fac8ac60c4447418546d8,true
Ir100,methanol,pbe,CH3OH_Ir100,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.46603831,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Ir100/singlepoint/PBE,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir100/PBE,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH3OH/PBE,-325.0756248,-294.40101414,-30.20857235,1000,500,converged,eb17b3a352c824e8eb8e6cd55fde9a1b7285cc2f518fac8ac60c4447418546d8,true
Ir100,methanol,pbe_d3,CH3OH_Ir100,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.83610527,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Ir100/singlepoint/PBE_D3,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir100/PBE_D3,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH3OH/PBE_D3,-342.66218038,-311.60244978,-30.22362533,1000,500,converged,eb17b3a352c824e8eb8e6cd55fde9a1b7285cc2f518fac8ac60c4447418546d8,true
Ir100,methanol,r2scan,CH3OH_Ir100,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.72898703,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Ir100/singlepoint/r2scan,0,/pscratch/sd/j/jcho5/VASP/completion_runs/site_gapfill_20260914/slab/C2H4_Ir100/r2scan,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH3OH/r2scan,-1891.53100032,-1858.66548475,-32.13652854,1000,500,converged,eb17b3a352c824e8eb8e6cd55fde9a1b7285cc2f518fac8ac60c4447418546d8,true
Ir110,CH3,beef_vdw,CH3_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-2.35102682,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ir110/singlepoint/beef_vdw,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/beef_vdw,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH3/beef_vdw,-130.72111154,-111.25249754,-17.11758718,1000,500,converged,968bcaf16a937e9e23fdef8b09a715e4f60c068debb072358b69cd985f726b69,true
Ir110,CH3,pbe,CH3_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-2.28394882,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ir110/singlepoint/PBE,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/PBE,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH3/PBE,-206.26937399,-185.79278571,-18.19263946,1000,500,converged,968bcaf16a937e9e23fdef8b09a715e4f60c068debb072358b69cd985f726b69,true
Ir110,CH3,pbe_d3,CH3_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-2.50487477,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ir110/singlepoint/PBE_D3,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/PBE_D3,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH3/PBE_D3,-215.83724541,-195.1382215,-18.19414914,1000,500,converged,968bcaf16a937e9e23fdef8b09a715e4f60c068debb072358b69cd985f726b69,true
Ir110,CH3,r2scan,CH3_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-2.18059187,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ir110/singlepoint/r2scan,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/r2scan,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH3/r2scan,-1250.0882114,-1228.67675167,-19.23086786,1000,500,converged,968bcaf16a937e9e23fdef8b09a715e4f60c068debb072358b69cd985f726b69,true
Ir110,CO,beef_vdw,CO_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-2.0493515,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ir110/singlepoint/beef_vdw,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/beef_vdw,/pscratch/sd/j/jcho5/VASP/vasp_mol/CO/beef_vdw,-125.03502535,-111.25249754,-11.73317631,1000,500,converged,a88cd9877dbf5be4dbf24581e86072570057d68e2d0892082728133d35eba9d1,true
Ir110,CO,pbe,CO_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-2.15307618,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ir110/singlepoint/PBE,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/PBE,/pscratch/sd/j/jcho5/VASP/vasp_mol/CO/PBE,-202.72624426,-185.79278571,-14.78038237,1000,500,converged,a88cd9877dbf5be4dbf24581e86072570057d68e2d0892082728133d35eba9d1,true
Ir110,CO,pbe_d3,CO_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-2.35561234,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ir110/singlepoint/PBE_D3,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/PBE_D3,/pscratch/sd/j/jcho5/VASP/vasp_mol/CO/PBE_D3,-212.27422974,-195.1382215,-14.7803959,1000,500,converged,a88cd9877dbf5be4dbf24581e86072570057d68e2d0892082728133d35eba9d1,true
Ir110,CO,r2scan,CO_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-1.94153454,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ir110/singlepoint/r2scan,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/r2scan,/pscratch/sd/j/jcho5/VASP/vasp_mol/CO/r2scan,-1247.09836097,-1228.67675167,-16.48007476,1000,500,converged,a88cd9877dbf5be4dbf24581e86072570057d68e2d0892082728133d35eba9d1,true
Ir110,CO2,beef_vdw,CO2_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.26628873,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ir110/singlepoint/beef_vdw,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/beef_vdw,/pscratch/sd/j/jcho5/VASP/vasp_mol/CO2/beef_vdw,-129.43941109,-111.25249754,-17.92062482,1000,500,converged,325e95ec5357282e102689393fb883d26d177b1a26a3915b5823abf7b8c01093,true
Ir110,CO2,pbe,CO2_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,0.01425373,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ir110/singlepoint/PBE,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/PBE,/pscratch/sd/j/jcho5/VASP/vasp_mol/CO2/PBE,-208.7387272,-185.79278571,-22.96019522,1000,500,converged,325e95ec5357282e102689393fb883d26d177b1a26a3915b5823abf7b8c01093,true
Ir110,CO2,r2scan,CO2_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.05939664,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ir110/singlepoint/r2scan,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/r2scan,/pscratch/sd/j/jcho5/VASP/vasp_mol/CO2/r2scan,-1254.30514719,-1228.67675167,-25.56899888,1000,500,converged,325e95ec5357282e102689393fb883d26d177b1a26a3915b5823abf7b8c01093,true
Ir110,DME,beef_vdw,CH3OCH3_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.89116866,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ir110/singlepoint/beef_vdw,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/beef_vdw,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH3OCH3/beef_vdw,-154.43679549,-111.25249754,-42.29312929,1000,500,converged,4c39719603e0622211cced715d55634f016e0884a54023a146a49b3636683923,true
Ir110,DME,pbe,CH3OCH3_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.49595715,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ir110/singlepoint/PBE,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/PBE,/pscratch/sd/j/jcho5/VASP/completion_runs/dme_references_davidson_20260915/molecule/DME/PBE,-232.66642475,-185.79278571,-46.37768189,1000,500,converged,4c39719603e0622211cced715d55634f016e0884a54023a146a49b3636683923,true
Ir110,DME,pbe_d3,CH3OCH3_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-1.01034103,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ir110/singlepoint/PBE_D3,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/PBE_D3,/pscratch/sd/j/jcho5/VASP/completion_runs/dme_references_davidson_20260915/molecule/DME/PBE_D3,-242.57208115,-195.1382215,-46.42351862,1000,500,converged,4c39719603e0622211cced715d55634f016e0884a54023a146a49b3636683923,true
Ir110,DME,r2scan,CH3OCH3_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.69526785,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ir110/singlepoint/r2scan,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/r2scan,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH3OCH3/r2scan,-1278.51260879,-1228.67675167,-49.14058927,1000,500,converged,4c39719603e0622211cced715d55634f016e0884a54023a146a49b3636683923,true
Ir110,H2O,beef_vdw,H2O_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.59914013,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ir110/singlepoint/beef_vdw,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/beef_vdw,/pscratch/sd/j/jcho5/VASP/vasp_mol/H2O/beef_vdw,-124.35495448,-111.25249754,-12.50331681,1000,500,converged,033af92dd97a00e8a8e71ab4db776fd5b3a3bf23e7a050a9e4f4dcc3952490ac,true
Ir110,H2O,pbe,H2O_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.54753202,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ir110/singlepoint/PBE,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/PBE,/pscratch/sd/j/jcho5/VASP/vasp_mol/H2O/PBE,-200.5580929,-185.79278571,-14.21777517,1000,500,converged,033af92dd97a00e8a8e71ab4db776fd5b3a3bf23e7a050a9e4f4dcc3952490ac,true
Ir110,H2O,pbe_d3,H2O_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.75146265,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ir110/singlepoint/PBE_D3,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/PBE_D3,/pscratch/sd/j/jcho5/VASP/vasp_mol/H2O/PBE_D3,-210.10757193,-195.1382215,-14.21788778,1000,500,converged,033af92dd97a00e8a8e71ab4db776fd5b3a3bf23e7a050a9e4f4dcc3952490ac,true
Ir110,H2O,r2scan,H2O_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.5886448,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ir110/singlepoint/r2scan,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/r2scan,/pscratch/sd/j/jcho5/VASP/vasp_mol/H2O/r2scan,-1244.59781587,-1228.67675167,-15.3324194,1000,500,converged,033af92dd97a00e8a8e71ab4db776fd5b3a3bf23e7a050a9e4f4dcc3952490ac,true
Ir110,H2S,beef_vdw,H2S_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-2.66724344,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ir110/singlepoint/beef_vdw,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/beef_vdw,/pscratch/sd/j/jcho5/VASP/vasp_mol/H2S/beef_vdw,-123.53391723,-111.25249754,-9.61417625,1000,500,converged,6fb23db982465af09304cd75e3d1fc15e4eb7d81502fe85fa4c63927be3f4e46,true
Ir110,H2S,pbe,H2S_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-2.6286016,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ir110/singlepoint/PBE,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/PBE,/pscratch/sd/j/jcho5/VASP/vasp_mol/H2S/PBE,-199.620482,-185.79278571,-11.19909469,1000,500,converged,6fb23db982465af09304cd75e3d1fc15e4eb7d81502fe85fa4c63927be3f4e46,true
Ir110,H2S,pbe_d3,H2S_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-3.03571524,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ir110/singlepoint/PBE_D3,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/PBE_D3,/pscratch/sd/j/jcho5/VASP/vasp_mol/H2S/PBE_D3,-209.37370325,-195.1382215,-11.19976651,1000,500,converged,6fb23db982465af09304cd75e3d1fc15e4eb7d81502fe85fa4c63927be3f4e46,true
Ir110,H2S,r2scan,H2S_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-2.61769293,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ir110/singlepoint/r2scan,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/r2scan,/pscratch/sd/j/jcho5/VASP/vasp_mol/H2S/r2scan,-1246.5205957,-1228.67675167,-15.2261511,1000,500,converged,6fb23db982465af09304cd75e3d1fc15e4eb7d81502fe85fa4c63927be3f4e46,true
Ir110,acetaldehyde,beef_vdw,CH3CHO_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.90172076,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Ir110/singlepoint/beef_vdw,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/beef_vdw,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH3CHO/beef_vdw,-147.02774505,-111.25249754,-34.87352675,1000,500,converged,f01f065a0a0f592721fe18b30b4bd056c6e053a002d320068331acd725bf687d,true
Ir110,acetaldehyde,pbe,CH3CHO_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.7045846,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Ir110/singlepoint/PBE,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/PBE,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH3CHO/PBE,-225.60678618,-185.79278571,-39.10941587,1000,500,converged,f01f065a0a0f592721fe18b30b4bd056c6e053a002d320068331acd725bf687d,true
Ir110,acetaldehyde,pbe_d3,CH3CHO_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.98990775,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Ir110/singlepoint/PBE_D3,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/PBE_D3,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH3CHO/PBE_D3,-235.26639425,-195.1382215,-39.138265,1000,500,converged,f01f065a0a0f592721fe18b30b4bd056c6e053a002d320068331acd725bf687d,true
Ir110,acetaldehyde,r2scan,CH3CHO_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.76953598,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Ir110/singlepoint/r2scan,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/r2scan,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH3CHO/r2scan,-1271.12106862,-1228.67675167,-41.67478097,1000,500,converged,f01f065a0a0f592721fe18b30b4bd056c6e053a002d320068331acd725bf687d,true
Ir110,acetic_acid,beef_vdw,CH3COOH_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-1.01664711,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Ir110/singlepoint/beef_vdw,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/beef_vdw,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH3COOH/beef_vdw,-152.84748175,-111.25249754,-40.5783371,1000,500,converged,874cf47bc346ec6b583dd4fa6a5fbe4443dbb0496cf6c21cd640a17813911598,true
Ir110,acetic_acid,r2scan,CH3COOH_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.85642516,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Ir110/singlepoint/r2scan,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/r2scan,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH3COOH/r2scan,-1279.88368017,-1228.67675167,-50.35050334,1000,500,converged,874cf47bc346ec6b583dd4fa6a5fbe4443dbb0496cf6c21cd640a17813911598,true
Ir110,ethane,beef_vdw,C2H6_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.36680554,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir110/singlepoint/beef_vdw,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/beef_vdw,/pscratch/sd/j/jcho5/VASP/vasp_mol/C2H6/beef_vdw,-149.84853372,-111.25249754,-38.22923064,1000,500,converged,f3d587fb770aca43d363c53531ae5d1ef1c9121bbbf6aa5ccc32e858dd8c66d4,true
Ir110,ethane,pbe,C2H6_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.02136002,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir110/singlepoint/PBE,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/PBE,/pscratch/sd/j/jcho5/VASP/vasp_mol/C2H6/PBE,-226.31376252,-185.79278571,-40.49961679,1000,500,converged,f3d587fb770aca43d363c53531ae5d1ef1c9121bbbf6aa5ccc32e858dd8c66d4,true
Ir110,ethane,pbe_d3,C2H6_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.37265304,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir110/singlepoint/PBE_D3,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/PBE_D3,/pscratch/sd/j/jcho5/VASP/vasp_mol/C2H6/PBE_D3,-236.03694913,-195.1382215,-40.52607459,1000,500,converged,f3d587fb770aca43d363c53531ae5d1ef1c9121bbbf6aa5ccc32e858dd8c66d4,true
Ir110,ethane,r2scan,C2H6_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.11159803,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir110/singlepoint/r2scan,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/r2scan,/pscratch/sd/j/jcho5/VASP/vasp_mol/C2H6/r2scan,-1271.04404553,-1228.67675167,-42.25569583,1000,500,converged,f3d587fb770aca43d363c53531ae5d1ef1c9121bbbf6aa5ccc32e858dd8c66d4,true
Ir110,ethanol,beef_vdw,CH3CH2OH_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.94306851,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir110/singlepoint/beef_vdw,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/beef_vdw,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH3CH2OH/beef_vdw,-154.94578153,-111.25249754,-42.75021548,1000,500,converged,3fd5adf10c754700c1a8491fbe4143b0c5f17a5f4dc380fdd45801a10b42254d,true
Ir110,ethanol,pbe,CH3CH2OH_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.63087128,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir110/singlepoint/PBE,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/PBE,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH3CH2OH/PBE,-233.2995194,-185.79278571,-46.87586241,1000,500,converged,3fd5adf10c754700c1a8491fbe4143b0c5f17a5f4dc380fdd45801a10b42254d,true
Ir110,ethanol,pbe_d3,CH3CH2OH_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-1.09495918,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir110/singlepoint/PBE_D3,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/PBE_D3,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH3CH2OH/PBE_D3,-243.15614496,-195.1382215,-46.92296428,1000,500,converged,3fd5adf10c754700c1a8491fbe4143b0c5f17a5f4dc380fdd45801a10b42254d,true
Ir110,ethanol,r2scan,CH3CH2OH_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-0.74324792,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir110/singlepoint/r2scan,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/r2scan,/pscratch/sd/j/jcho5/VASP/vasp_mol/CH3CH2OH/r2scan,-1279.05959217,-1228.67675167,-49.63959258,1000,500,converged,3fd5adf10c754700c1a8491fbe4143b0c5f17a5f4dc380fdd45801a10b42254d,true
Ir110,ethene,beef_vdw,C2H4_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-1.72489856,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir110/singlepoint/beef_vdw,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/beef_vdw,/pscratch/sd/j/jcho5/VASP/vasp_mol/C2H4/beef_vdw,-142.55906256,-111.25249754,-29.58166646,1000,500,converged,f2b578d9a9b5a2c842ca9bc8540cb4758c8661e5539170f2e463b70330c8429d,true
Ir110,ethene,pbe,C2H4_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-1.60123354,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir110/singlepoint/PBE,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/PBE,/pscratch/sd/j/jcho5/VASP/vasp_mol/C2H4/PBE,-219.36466325,-185.79278571,-31.970644,1000,500,converged,f2b578d9a9b5a2c842ca9bc8540cb4758c8661e5539170f2e463b70330c8429d,true
Ir110,ethene,pbe_d3,C2H4_Ir110,,false,ok,NSW=0 complex; converged relaxed references; matching composition,-2.00771159,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir110/singlepoint/PBE_D3,0,/pscratch/sd/j/jcho5/VASP/vasp_slab/Ir110/PBE_D3,/pscratch/sd/j/jcho5/VASP/vasp_mol/C2H4/PBE_D3,-229.12912269,-195.1382215,-31.9831896,1000,500,converged,f2b578d9a9b5a2c842ca9bc8540cb4758c8661e5539170f2e463b70330c8429d,true
