surface,molecule,functional,mode,previous_eV,current_eV,change,current_status
Ir100,N2,beef_vdw,SPE,,-0.69,newly_filled,available
Ir100,NH3,pbe,SPE,,-1.21,newly_filled,available
Ir100,NH3,pbe_d3,SPE,,-1.509,newly_filled,available
Ir100,NH3,r2scan,relaxed,-1.468,,withheld_unverified_or_incompatible,refs unverified
Ir100,NH3,beef_vdw,SPE,,-1.182,newly_filled,available
Ir100,NO,pbe,SPE,,-2.999,newly_filled,available
Ir100,NO,pbe_d3,SPE,,-3.218,newly_filled,available
Ir100,NO,beef_vdw,SPE,,-9.484,newly_filled,available; energy review
Ir100,SO2,pbe,SPE,,-2.128,newly_filled,available
Ir100,SO2,pbe_d3,SPE,,-2.661,newly_filled,available
Ir100,SO2,r2scan,relaxed,-2.774,,withheld_unverified_or_incompatible,refs unverified
Ir100,SO2,beef_vdw,SPE,,-2.088,newly_filled,available
Ir100,acetaldehyde,pbe,SPE,0.514,-0.515,updated,available
Ir100,acetaldehyde,pbe_d3,SPE,0.045,-0.865,updated,available
Ir100,acetaldehyde,r2scan,relaxed,-0.807,,withheld_unverified_or_incompatible,refs unverified
Ir100,acetaldehyde,r2scan,SPE,-0.749,,withheld_unverified_or_incompatible,refs unverified
Ir100,acetaldehyde,beef_vdw,SPE,0.267,-0.641,updated,available
Ir100,acetic_acid,r2scan,relaxed,-0.957,,withheld_unverified_or_incompatible,refs unverified
Ir100,acetic_acid,r2scan,SPE,-0.835,,withheld_unverified_or_incompatible,refs unverified
Ir100,ethane,pbe,SPE,0.618,0.078,updated,available
Ir100,ethane,pbe_d3,SPE,0.143,-0.309,updated,available
Ir100,ethane,r2scan,relaxed,-0.12,,withheld_unverified_or_incompatible,refs unverified
Ir100,ethane,r2scan,SPE,0.059,,withheld_unverified_or_incompatible,refs unverified
Ir100,ethane,beef_vdw,SPE,0.32,-0.18,updated,available
Ir100,ethanol,pbe,SPE,0.528,-0.456,updated,available
Ir100,ethanol,pbe_d3,SPE,-0.049,-0.95,updated,available
Ir100,ethanol,r2scan,relaxed,-0.803,,withheld_unverified_or_incompatible,refs unverified
Ir100,ethanol,r2scan,SPE,-0.744,,withheld_unverified_or_incompatible,refs unverified
Ir100,ethanol,beef_vdw,SPE,0.21,-0.672,updated,available
Ir100,ethene,pbe,SPE,-1.403,-1.274,updated,available
Ir100,ethene,pbe_d3,SPE,-1.86,-1.78,updated,available
Ir100,ethene,r2scan,relaxed,-1.781,,withheld_unverified_or_incompatible,refs unverified
Ir100,ethene,r2scan,SPE,-1.645,,withheld_unverified_or_incompatible,refs unverified
Ir100,ethene,beef_vdw,SPE,-1.442,-1.124,updated,available
Ir100,formaldehyde,pbe,SPE,,-1.209,newly_filled,available
Ir100,formaldehyde,pbe_d3,SPE,,-1.539,newly_filled,available
Ir100,formaldehyde,r2scan,relaxed,-1.585,,withheld_unverified_or_incompatible,refs unverified
Ir100,formic_acid,r2scan,relaxed,-0.899,,withheld_unverified_or_incompatible,refs unverified
Ir100,methanol,pbe,SPE,0.304,-0.466,updated,available
Ir100,methanol,pbe_d3,SPE,-0.093,-0.836,updated,available
Ir100,methanol,r2scan,relaxed,-0.785,,withheld_unverified_or_incompatible,refs unverified
Ir100,methanol,r2scan,SPE,-0.729,,withheld_unverified_or_incompatible,refs unverified
Ir100,methanol,beef_vdw,SPE,0.126,-0.595,updated,available
Ir110,CO,r2scan,relaxed,-2.12,,withheld_unverified_or_incompatible,refs unverified
Ir110,CO,r2scan,SPE,-1.941,-1.942,updated,available
Ir110,DME,pbe,relaxed,,-0.555,newly_filled,available
Ir110,DME,pbe,SPE,,-0.496,newly_filled,available
Ir110,DME,pbe_d3,relaxed,,-1.124,newly_filled,available
Ir110,DME,pbe_d3,SPE,,-1.01,newly_filled,available
Ir110,DME,r2scan,SPE,0.842,-0.695,updated,available
Ir110,DME,beef_vdw,SPE,0.614,-0.891,updated,available
Ir110,H2S,pbe,SPE,,-2.629,newly_filled,available
Ir110,H2S,pbe_d3,SPE,,-3.036,newly_filled,available
Ir110,H2S,r2scan,SPE,,-2.618,newly_filled,available
Ir110,H2S,beef_vdw,SPE,,-2.667,newly_filled,available
Ir110,N2,pbe,SPE,,-1.022,newly_filled,available
Ir110,N2,pbe_d3,SPE,,-1.224,newly_filled,available
Ir110,N2,r2scan,SPE,,-0.978,newly_filled,available
Ir110,N2,beef_vdw,SPE,,-1.035,newly_filled,available
Ir110,NH3,pbe,SPE,,-1.153,newly_filled,available
Ir110,NH3,pbe_d3,SPE,,-1.421,newly_filled,available
Ir110,NH3,r2scan,SPE,,-1.195,newly_filled,available
Ir110,NH3,beef_vdw,SPE,,-1.219,newly_filled,available
Ir110,NO,pbe,SPE,,-3.178,newly_filled,available
Ir110,NO,pbe_d3,SPE,,-3.365,newly_filled,available
Ir110,NO,beef_vdw,SPE,,-9.725,newly_filled,available; energy review
Ir110,SO2,pbe,SPE,,-2.275,newly_filled,available
Ir110,SO2,pbe_d3,SPE,,-2.787,newly_filled,available
Ir110,SO2,r2scan,SPE,,-2.502,newly_filled,available
Ir110,SO2,beef_vdw,SPE,,-2.406,newly_filled,available
Ir110,acetaldehyde,pbe,SPE,-0.528,-0.705,updated,available
Ir110,acetaldehyde,pbe_d3,SPE,-1.057,-0.99,updated,available
Ir110,acetaldehyde,r2scan,SPE,-0.661,-0.77,updated,available
Ir110,acetaldehyde,beef_vdw,SPE,-0.669,-0.902,updated,available
Ir110,acetic_acid,beef_vdw,SPE,0.809,-1.017,updated,available
Ir110,ethane,pbe,SPE,0.679,-0.021,updated,available
Ir110,ethane,pbe_d3,SPE,0.105,-0.373,updated,available
Ir110,ethane,r2scan,SPE,0.657,-0.112,updated,available
Ir110,ethane,beef_vdw,SPE,0.427,-0.367,updated,available
Ir110,ethanol,pbe,SPE,0.927,-0.631,updated,available
Ir110,ethanol,pbe_d3,SPE,0.326,-1.095,updated,available
Ir110,ethanol,r2scan,SPE,0.894,-0.743,updated,available
Ir110,ethanol,beef_vdw,SPE,0.657,-0.943,updated,available
Ir110,ethene,pbe,SPE,-1.595,-1.601,updated,available
Ir110,ethene,pbe_d3,SPE,-2.002,-2.008,updated,available
Ir110,ethene,r2scan,SPE,-1.707,-1.706,updated,available
Ir110,formaldehyde,r2scan,SPE,,-1.701,newly_filled,available
Ir110,formaldehyde,beef_vdw,SPE,,-1.668,newly_filled,available
Ir110,formic_acid,pbe,SPE,,-0.517,newly_filled,available
Ir110,formic_acid,pbe_d3,SPE,,-0.872,newly_filled,available
Ir110,formic_acid,r2scan,SPE,,-0.612,newly_filled,available
Ir110,formic_acid,beef_vdw,SPE,,-0.647,newly_filled,available
Ir110,methane,r2scan,SPE,,-0.015,newly_filled,available
Ir111,CO,pbe,SPE,,-1.532,newly_filled,available
Ir111,CO,pbe_d3,SPE,,-1.557,newly_filled,available
Ir111,CO,r2scan,SPE,,-1.395,newly_filled,available
Ir111,CO,beef_vdw,SPE,,-1.493,newly_filled,available
Ir111,CO2,pbe,SPE,,0.047,newly_filled,available
Ir111,CO2,r2scan,SPE,,0.146,newly_filled,available
Ir111,CO2,beef_vdw,SPE,,-0.245,newly_filled,available
Ir111,DME,pbe,relaxed,-4.81,-0.208,updated,available
Ir111,DME,pbe,SPE,,-0.167,newly_filled,available
Ir111,DME,pbe_d3,relaxed,,-0.769,newly_filled,available
Ir111,DME,pbe_d3,SPE,,-0.535,newly_filled,available
Ir111,DME,r2scan,relaxed,-0.49,,withheld_unverified_or_incompatible,refs unverified
Ir111,H2O,pbe,SPE,,-0.258,newly_filled,available
Ir111,H2O,pbe_d3,SPE,,-0.296,newly_filled,available
Ir111,H2O,r2scan,SPE,,-0.253,newly_filled,available
Ir111,H2O,beef_vdw,SPE,,-0.357,newly_filled,available
Ir111,H2S,pbe,SPE,,-0.674,newly_filled,available
Ir111,H2S,pbe_d3,SPE,,-0.905,newly_filled,available
Ir111,H2S,r2scan,SPE,,-0.685,newly_filled,available
Ir111,H2S,beef_vdw,SPE,,-0.842,newly_filled,available
Ir111,N2,pbe,SPE,,-0.33,newly_filled,available
Ir111,N2,pbe_d3,SPE,,-0.399,newly_filled,available
Ir111,N2,r2scan,SPE,,-0.275,newly_filled,available
Ir111,N2,beef_vdw,SPE,,-0.394,newly_filled,available
Ir111,NH3,pbe,SPE,,-0.94,newly_filled,available
Ir111,NH3,pbe_d3,SPE,,-1.059,newly_filled,available
Ir111,NH3,r2scan,SPE,,-0.938,newly_filled,available
Ir111,NH3,beef_vdw,SPE,,-1.035,newly_filled,available
Ir111,NO,pbe,SPE,,-2.177,newly_filled,available
Ir111,NO,pbe_d3,SPE,,-2.216,newly_filled,available
Ir111,NO,beef_vdw,SPE,,-8.802,newly_filled,available; energy review
Ir111,SO2,pbe,SPE,,-0.997,newly_filled,available
Ir111,SO2,pbe_d3,SPE,,-1.34,newly_filled,available
Ir111,SO2,r2scan,SPE,,-1.267,newly_filled,available
Ir111,SO2,beef_vdw,SPE,,-1.217,newly_filled,available
Ir111,acetic_acid,r2scan,relaxed,-0.65,,withheld_unverified_or_incompatible,refs unverified
Ir111,formaldehyde,pbe,SPE,,-0.221,newly_filled,available
Ir111,formaldehyde,pbe_d3,SPE,,-0.339,newly_filled,available
Ir111,formaldehyde,r2scan,SPE,,-0.257,newly_filled,available
Ir111,formaldehyde,beef_vdw,SPE,,-0.414,newly_filled,available
Ir111,formic_acid,pbe,SPE,,-0.139,newly_filled,available
Ir111,formic_acid,pbe_d3,SPE,,-0.35,newly_filled,available
Ir111,formic_acid,r2scan,SPE,,-0.193,newly_filled,available
Ir111,formic_acid,beef_vdw,SPE,,-0.311,newly_filled,available
Ir111,methane,pbe,SPE,,0.096,newly_filled,available
Ir111,methane,pbe_d3,SPE,,0.031,newly_filled,available
Ir111,methane,r2scan,SPE,,0.183,newly_filled,available
Ir111,methane,beef_vdw,SPE,,-0.15,newly_filled,available
Ir111,methanol,r2scan,relaxed,-0.58,,withheld_unverified_or_incompatible,refs unverified
Pd100,CH3,pbe,relaxed,-1.945,-1.777,updated,available
Pd100,CH3,pbe,SPE,-1.92,-1.753,updated,available
Pd100,CH3,pbe_d3,relaxed,-2.204,-2.014,updated,available
Pd100,CH3,pbe_d3,SPE,-2.131,-1.941,updated,available
Pd100,CH3,r2scan,relaxed,-1.995,-1.752,updated,available
Pd100,CH3,r2scan,SPE,-1.949,-1.706,updated,available
Pd100,CH3,beef_vdw,relaxed,-19.582,-1.832,updated,available
Pd100,CH3,beef_vdw,SPE,-19.467,-1.717,updated,available
Pd100,CO,pbe,relaxed,-2.084,-1.917,updated,available
Pd100,CO,pbe,SPE,,-1.9,newly_filled,available
Pd100,CO,pbe_d3,relaxed,-2.333,-2.143,updated,available
Pd100,CO,pbe_d3,SPE,,-2.05,newly_filled,available
Pd100,CO,r2scan,relaxed,-2.257,-2.014,updated,available
Pd100,CO,r2scan,SPE,,-1.959,newly_filled,available
Pd100,CO,beef_vdw,relaxed,-19.55,-1.801,updated,available
Pd100,CO,beef_vdw,SPE,,-1.712,newly_filled,available
Pd100,CO2,pbe,relaxed,-0.39,-0.022,updated,available
Pd100,CO2,r2scan,relaxed,-0.64,,withheld_unverified_or_incompatible,refs unverified
Pd100,CO2,beef_vdw,relaxed,-31.873,-0.266,updated,available
Pd100,DME,pbe,relaxed,-4.98,-0.207,updated,available
Pd100,DME,pbe,SPE,,-0.143,newly_filled,available
Pd100,DME,pbe_d3,relaxed,,-0.687,newly_filled,available
Pd100,DME,pbe_d3,SPE,,-0.574,newly_filled,available
Pd100,DME,r2scan,relaxed,-0.688,-0.445,updated,available
Pd100,DME,r2scan,SPE,-0.616,-0.373,updated,available
Pd100,DME,beef_vdw,relaxed,-18.349,-0.599,updated,available
Pd100,DME,beef_vdw,SPE,-18.197,-0.447,updated,available
Pd100,H2O,pbe,relaxed,-0.436,-0.269,updated,available
Pd100,H2O,pbe,SPE,,-0.251,newly_filled,available
Pd100,H2O,pbe_d3,relaxed,-0.664,-0.474,updated,available
Pd100,H2O,pbe_d3,SPE,,-0.373,newly_filled,available
Pd100,H2O,r2scan,relaxed,-0.629,-0.386,updated,available
Pd100,H2O,r2scan,SPE,,-0.316,newly_filled,available
Pd100,H2O,beef_vdw,relaxed,-18.118,-0.369,updated,available
Pd100,H2O,beef_vdw,SPE,,-0.251,newly_filled,available
Pd100,H2S,pbe,relaxed,-0.932,-0.765,updated,available
Pd100,H2S,pbe,SPE,,-0.741,newly_filled,available
Pd100,H2S,pbe_d3,relaxed,-1.369,-1.179,updated,available
Pd100,H2S,pbe_d3,SPE,,-1.074,newly_filled,available
Pd100,H2S,r2scan,relaxed,-1.156,-0.913,updated,available
Pd100,H2S,r2scan,SPE,,-0.844,newly_filled,available
Pd100,H2S,beef_vdw,relaxed,-18.615,-0.866,updated,available
Pd100,H2S,beef_vdw,SPE,,-0.62,newly_filled,available
Pd100,N2,pbe,relaxed,-0.512,-0.345,updated,available
Pd100,N2,pbe,SPE,,-0.327,newly_filled,available
Pd100,N2,pbe_d3,relaxed,-0.758,-0.568,updated,available
Pd100,N2,pbe_d3,SPE,,-0.486,newly_filled,available
Pd100,N2,r2scan,relaxed,-0.66,-0.417,updated,available
Pd100,N2,r2scan,SPE,,-0.359,newly_filled,available
Pd100,N2,beef_vdw,SPE,,-0.281,newly_filled,available
Pd100,NH3,pbe,relaxed,-0.956,-0.788,updated,available
Pd100,NH3,pbe,SPE,,-0.764,newly_filled,available
Pd100,NH3,pbe_d3,relaxed,-1.231,-1.041,updated,available
Pd100,NH3,pbe_d3,SPE,,-0.947,newly_filled,available
Pd100,NH3,r2scan,relaxed,-1.146,-0.903,updated,available
Pd100,NH3,r2scan,SPE,,-0.836,newly_filled,available
Pd100,NH3,beef_vdw,relaxed,-18.615,-0.865,updated,available
Pd100,NH3,beef_vdw,SPE,,-0.757,newly_filled,available
Pd100,NO,pbe,relaxed,-2.626,-2.459,updated,available
Pd100,NO,pbe,SPE,,-2.443,newly_filled,available
Pd100,NO,pbe_d3,relaxed,-2.877,-2.687,updated,available
Pd100,NO,pbe_d3,SPE,,-2.586,newly_filled,available
Pd100,NO,beef_vdw,relaxed,-26.728,-8.978,updated,available; energy review
Pd100,NO,beef_vdw,SPE,,-8.894,newly_filled,available; energy review
Pd100,SO2,pbe,relaxed,-1.522,-1.355,updated,available
Pd100,SO2,pbe,SPE,,-1.325,newly_filled,available
Pd100,SO2,pbe_d3,relaxed,-2.077,-1.887,updated,available
Pd100,SO2,pbe_d3,SPE,,-1.789,newly_filled,available
Pd100,SO2,r2scan,relaxed,-2.048,-1.805,updated,available
Pd100,SO2,r2scan,SPE,,-1.742,newly_filled,available
Pd100,SO2,beef_vdw,relaxed,-19.207,-1.457,updated,available
Pd100,SO2,beef_vdw,SPE,,-1.31,newly_filled,available
Pd100,acetaldehyde,pbe,relaxed,-0.434,-0.266,updated,available
Pd100,acetaldehyde,pbe,SPE,-0.38,-0.212,updated,available
Pd100,acetaldehyde,pbe_d3,relaxed,-0.834,-0.644,updated,available
Pd100,acetaldehyde,pbe_d3,SPE,-0.743,-0.553,updated,available
Pd100,acetaldehyde,r2scan,relaxed,-0.685,-0.442,updated,available
Pd100,acetaldehyde,r2scan,SPE,-0.624,-0.381,updated,available
Pd100,acetaldehyde,beef_vdw,relaxed,-18.287,-0.537,updated,available
Pd100,acetaldehyde,beef_vdw,SPE,-18.13,-0.381,updated,available
Pd100,acetic_acid,r2scan,relaxed,-0.87,-0.627,updated,available
Pd100,acetic_acid,r2scan,SPE,-0.793,-0.55,updated,available
Pd100,acetic_acid,beef_vdw,relaxed,-18.428,-0.679,updated,available
Pd100,acetic_acid,beef_vdw,SPE,-18.355,-0.605,updated,available
Pd100,ethane,pbe,relaxed,-0.42,-0.046,updated,available
Pd100,ethane,pbe,SPE,0.286,0.077,updated,available
Pd100,ethane,pbe_d3,relaxed,-0.78,-0.409,updated,available
Pd100,ethane,pbe_d3,SPE,0.009,-0.212,updated,available
Pd100,ethane,r2scan,relaxed,-0.69,-0.2,updated,available
Pd100,ethane,r2scan,SPE,0.124,-0.063,updated,available
Pd100,ethane,beef_vdw,relaxed,-31.931,-0.324,updated,available
Pd100,ethane,beef_vdw,SPE,0.069,-0.092,updated,available
Pd100,ethanol,pbe,relaxed,-0.65,-0.276,updated,available
Pd100,ethanol,pbe,SPE,0.082,-0.231,updated,available
Pd100,ethanol,pbe_d3,relaxed,-1.1,-0.729,updated,available
Pd100,ethanol,pbe_d3,SPE,-0.269,-0.567,updated,available
Pd100,ethanol,r2scan,relaxed,-1.03,,withheld_unverified_or_incompatible,refs unverified
Pd100,ethanol,r2scan,SPE,-0.078,-0.419,updated,available
Pd100,ethanol,beef_vdw,relaxed,-32.202,-0.595,updated,available
Pd100,ethanol,beef_vdw,SPE,-0.151,-0.433,updated,available
Pd100,ethene,pbe,relaxed,-1.053,-0.885,updated,available
Pd100,ethene,pbe,SPE,-0.731,-0.837,updated,available
Pd100,ethene,pbe_d3,relaxed,-1.478,-1.288,updated,available
Pd100,ethene,pbe_d3,SPE,-1.014,-1.176,updated,available
Pd100,ethene,r2scan,relaxed,-1.38,-1.137,updated,available
Pd100,ethene,r2scan,SPE,-0.922,-1.059,updated,available
Pd100,ethene,beef_vdw,relaxed,-18.795,-1.046,updated,available
Pd100,ethene,beef_vdw,SPE,-0.775,-0.908,updated,available
Pd100,formaldehyde,pbe,relaxed,-0.747,-0.579,updated,available
Pd100,formaldehyde,pbe,SPE,,-0.543,newly_filled,available
Pd100,formaldehyde,pbe_d3,relaxed,-1.11,-0.92,updated,available
Pd100,formaldehyde,pbe_d3,SPE,,-0.793,newly_filled,available
Pd100,formaldehyde,r2scan,relaxed,-1.126,-0.883,updated,available
Pd100,formaldehyde,r2scan,SPE,,-0.786,newly_filled,available
Pd100,formaldehyde,beef_vdw,relaxed,-18.456,-0.706,updated,available
Pd100,formaldehyde,beef_vdw,SPE,,-0.382,newly_filled,available
Pd100,formic_acid,pbe,relaxed,-0.59,-0.422,updated,available
Pd100,formic_acid,pbe,SPE,,-0.412,newly_filled,available
Pd100,formic_acid,pbe_d3,relaxed,-0.967,-0.777,updated,available
Pd100,formic_acid,pbe_d3,SPE,,-0.674,newly_filled,available
Pd100,formic_acid,r2scan,SPE,,-0.527,newly_filled,available
Pd100,formic_acid,beef_vdw,relaxed,-18.367,-0.617,updated,available
Pd100,formic_acid,beef_vdw,SPE,,-0.539,newly_filled,available
Pd100,glycerol,pbe,relaxed,-0.81,,withheld_unverified_or_incompatible,refs unverified
Pd100,glycerol,pbe_d3,relaxed,-1.6,,withheld_unverified_or_incompatible,refs unverified
Pd100,glycerol,r2scan,relaxed,-1.34,,withheld_unverified_or_incompatible,refs unverified
Pd100,glycerol,beef_vdw,SPE,-0.396,,withheld_unverified_or_incompatible,refs unverified
Pd100,isopropanol,pbe,relaxed,-0.68,,withheld_unverified_or_incompatible,refs unverified
Pd100,isopropanol,pbe_d3,relaxed,-1.27,,withheld_unverified_or_incompatible,refs unverified
Pd100,isopropanol,r2scan,relaxed,-1.11,,withheld_unverified_or_incompatible,refs unverified
Pd100,methane,pbe,relaxed,-0.183,-0.016,updated,available
Pd100,methane,pbe,SPE,,0.037,newly_filled,available
Pd100,methane,pbe_d3,relaxed,-0.423,-0.233,updated,available
Pd100,methane,pbe_d3,SPE,-0.316,-0.126,updated,available
Pd100,methane,r2scan,relaxed,-0.341,-0.098,updated,available
Pd100,methane,r2scan,SPE,,-0.032,newly_filled,available
Pd100,methane,beef_vdw,relaxed,-17.967,-0.218,updated,available
Pd100,methane,beef_vdw,SPE,,-0.097,newly_filled,available
Pd100,methanol,pbe,relaxed,-0.444,-0.276,updated,available
Pd100,methanol,pbe,SPE,-0.408,-0.241,updated,available
Pd100,methanol,pbe_d3,relaxed,-0.8,-0.61,updated,available
Pd100,methanol,pbe_d3,SPE,-0.705,-0.516,updated,available
Pd100,methanol,r2scan,relaxed,-0.693,-0.45,updated,available
Pd100,methanol,r2scan,SPE,-0.632,-0.389,updated,available
Pd100,methanol,beef_vdw,relaxed,-18.267,-0.517,updated,available
Pd100,methanol,beef_vdw,SPE,-18.137,-0.388,updated,available
Pd100,propane,pbe,relaxed,-0.43,,withheld_unverified_or_incompatible,refs unverified
Pd100,propane,pbe_d3,relaxed,-0.91,,withheld_unverified_or_incompatible,refs unverified
Pd100,propane,r2scan,relaxed,-0.78,,withheld_unverified_or_incompatible,refs unverified
Pd100,propanol,pbe,relaxed,-0.69,,withheld_unverified_or_incompatible,refs unverified
Pd100,propanol,pbe_d3,relaxed,-1.25,,withheld_unverified_or_incompatible,refs unverified
Pd100,propanol,r2scan,relaxed,-1.1,,withheld_unverified_or_incompatible,refs unverified
Pd100,propene,pbe,relaxed,-1.13,,withheld_unverified_or_incompatible,refs unverified
Pd100,propene,pbe_d3,relaxed,-1.72,,withheld_unverified_or_incompatible,refs unverified
Pd100,propene,r2scan,relaxed,-1.64,,withheld_unverified_or_incompatible,refs unverified
Pd110,CH3,pbe,relaxed,-2.024,-1.918,updated,available
Pd110,CH3,pbe,SPE,-2.005,-1.9,updated,available
Pd110,CH3,pbe_d3,relaxed,-2.268,-2.159,updated,available
Pd110,CH3,pbe_d3,SPE,-2.226,-2.116,updated,available
Pd110,CH3,r2scan,relaxed,-2.009,-1.877,updated,available
Pd110,CH3,r2scan,SPE,-1.946,-1.814,updated,available
Pd110,CH3,beef_vdw,relaxed,-13.744,-1.947,updated,available
Pd110,CH3,beef_vdw,SPE,-13.705,-1.908,updated,available
Pd110,CO,pbe,relaxed,-2.163,-2.057,updated,available
Pd110,CO,pbe,SPE,,-2.028,newly_filled,available
Pd110,CO,pbe_d3,relaxed,-2.372,-2.262,updated,available
Pd110,CO,pbe_d3,SPE,,-2.234,newly_filled,available
Pd110,CO,r2scan,relaxed,-2.23,-2.098,updated,available
Pd110,CO,r2scan,SPE,,-2.049,newly_filled,available
Pd110,CO,beef_vdw,relaxed,-13.708,-1.911,updated,available
Pd110,CO,beef_vdw,SPE,,-1.857,newly_filled,available
Pd110,CO2,pbe,relaxed,-0.143,-0.037,updated,available
Pd110,CO2,pbe,SPE,-0.006,-0.024,updated,available
Pd110,CO2,r2scan,relaxed,-0.278,-0.146,updated,available
Pd110,CO2,r2scan,SPE,0.02,-0.081,updated,available
Pd110,CO2,beef_vdw,relaxed,-12.089,-0.292,updated,available
Pd110,CO2,beef_vdw,SPE,-0.133,-0.258,updated,available
Pd110,DME,pbe,relaxed,-4.99,-0.281,updated,available
Pd110,DME,pbe,SPE,,-0.227,newly_filled,available
Pd110,DME,pbe_d3,relaxed,,-0.763,newly_filled,available
Pd110,DME,pbe_d3,SPE,,-0.711,newly_filled,available
Pd110,DME,r2scan,relaxed,-0.711,-0.579,updated,available
Pd110,DME,r2scan,SPE,-0.639,-0.507,updated,available
Pd110,DME,beef_vdw,relaxed,-12.455,-0.658,updated,available
Pd110,DME,beef_vdw,SPE,-12.352,-0.555,updated,available
Pd110,H2O,pbe,relaxed,-0.483,-0.377,updated,available
Pd110,H2O,pbe,SPE,,-0.352,newly_filled,available
Pd110,H2O,pbe_d3,relaxed,-0.71,-0.601,updated,available
Pd110,H2O,pbe_d3,SPE,,-0.554,newly_filled,available
Pd110,H2O,r2scan,relaxed,-0.681,-0.549,updated,available
Pd110,H2O,r2scan,SPE,,-0.477,newly_filled,available
Pd110,H2O,beef_vdw,SPE,,-0.389,newly_filled,available
Pd110,H2S,pbe,relaxed,-1.051,-0.945,updated,available
Pd110,H2S,pbe,SPE,,-0.907,newly_filled,available
Pd110,H2S,pbe_d3,relaxed,-1.496,-1.387,updated,available
Pd110,H2S,pbe_d3,SPE,,-1.324,newly_filled,available
Pd110,H2S,r2scan,relaxed,-1.201,-1.069,updated,available
Pd110,H2S,r2scan,SPE,,-0.985,newly_filled,available
Pd110,H2S,beef_vdw,relaxed,-12.781,-0.984,updated,available
Pd110,H2S,beef_vdw,SPE,,-0.919,newly_filled,available
Pd110,N2,pbe,relaxed,-0.549,-0.443,updated,available
Pd110,N2,pbe,SPE,,-0.423,newly_filled,available
Pd110,N2,pbe_d3,relaxed,-0.775,-0.665,updated,available
Pd110,N2,pbe_d3,SPE,,-0.617,newly_filled,available
Pd110,N2,beef_vdw,SPE,,-0.398,newly_filled,available
Pd110,NH3,pbe,relaxed,-0.928,-0.822,updated,available
Pd110,NH3,pbe,SPE,,-0.8,newly_filled,available
Pd110,NH3,pbe_d3,relaxed,-1.204,-1.095,updated,available
Pd110,NH3,pbe_d3,SPE,,-1.04,newly_filled,available
Pd110,NH3,r2scan,relaxed,-1.023,-0.891,updated,available
Pd110,NH3,r2scan,SPE,,-0.813,newly_filled,available
Pd110,NH3,beef_vdw,SPE,,-0.831,newly_filled,available
Pd110,NO,pbe,relaxed,-2.795,-2.689,updated,available
Pd110,NO,pbe,SPE,,-2.665,newly_filled,available
Pd110,NO,pbe_d3,relaxed,-3.0,-2.891,updated,available
Pd110,NO,pbe_d3,SPE,,-2.849,newly_filled,available
Pd110,NO,beef_vdw,relaxed,-20.981,-9.184,updated,available; energy review
Pd110,NO,beef_vdw,SPE,,-9.127,newly_filled,available; energy review
Pd110,SO2,pbe,relaxed,-1.7,-1.594,updated,available
Pd110,SO2,pbe,SPE,,-1.521,newly_filled,available
Pd110,SO2,pbe_d3,relaxed,-2.248,-2.139,updated,available
Pd110,SO2,pbe_d3,SPE,,-2.056,newly_filled,available
Pd110,SO2,r2scan,relaxed,-2.142,-2.01,updated,available
Pd110,SO2,r2scan,SPE,,-1.898,newly_filled,available
Pd110,SO2,beef_vdw,relaxed,-13.526,-1.729,updated,available
Pd110,SO2,beef_vdw,SPE,,-1.655,newly_filled,available
Pd110,acetaldehyde,pbe,relaxed,-0.395,-0.289,updated,available
Pd110,acetaldehyde,pbe,SPE,-0.367,-0.261,updated,available
Pd110,acetaldehyde,pbe_d3,relaxed,-0.82,-0.711,updated,available
Pd110,acetaldehyde,pbe_d3,SPE,-0.763,-0.654,updated,available
Pd110,acetaldehyde,r2scan,relaxed,-0.664,-0.532,updated,available
Pd110,acetaldehyde,r2scan,SPE,-0.584,-0.452,updated,available
Pd110,acetaldehyde,beef_vdw,relaxed,-12.352,-0.555,updated,available
Pd110,acetaldehyde,beef_vdw,SPE,-12.282,-0.485,updated,available
Pd110,acetic_acid,r2scan,relaxed,-0.882,-0.75,updated,available
Pd110,acetic_acid,r2scan,SPE,-0.789,-0.657,updated,available
Pd110,acetic_acid,beef_vdw,relaxed,-12.536,-0.739,updated,available
Pd110,acetic_acid,beef_vdw,SPE,-12.487,-0.69,updated,available
Pd110,ethane,pbe,relaxed,-0.31,-0.043,updated,available
Pd110,ethane,pbe,SPE,0.203,0.042,updated,available
Pd110,ethane,pbe_d3,relaxed,-0.67,-0.402,updated,available
Pd110,ethane,pbe_d3,SPE,-0.299,-0.316,updated,available
Pd110,ethane,r2scan,relaxed,-0.59,,withheld_unverified_or_incompatible,refs unverified
Pd110,ethane,r2scan,SPE,-0.099,-0.058,updated,available
Pd110,ethane,beef_vdw,SPE,0.217,-0.101,updated,available
Pd110,ethanol,pbe,relaxed,-0.69,-0.428,updated,available
Pd110,ethanol,pbe,SPE,0.301,-0.406,updated,available
Pd110,ethanol,pbe_d3,relaxed,-1.19,-0.918,updated,available
Pd110,ethanol,pbe_d3,SPE,-0.252,-0.826,updated,available
Pd110,ethanol,r2scan,relaxed,-1.1,,withheld_unverified_or_incompatible,refs unverified
Pd110,ethanol,r2scan,SPE,-0.014,-0.542,updated,available
Pd110,ethanol,beef_vdw,relaxed,-32.117,-0.701,updated,available
Pd110,ethanol,beef_vdw,SPE,0.302,-0.563,updated,available
Pd110,ethene,pbe,relaxed,-1.076,-0.97,updated,available
