surface,molecule,functional,mode,previous_eV,current_eV,change,current_status
Ag110,glycerol,r2scan,SPE,-1.431,,withheld_unverified_or_incompatible,refs unverified
Ag110,isopropanol,pbe,relaxed,-1.31,,withheld_unverified_or_incompatible,refs unverified
Ag110,isopropanol,pbe_d3,relaxed,-1.74,,withheld_unverified_or_incompatible,refs unverified
Ag110,isopropanol,pbe_d3,SPE,-0.587,-0.578,updated,available
Ag110,isopropanol,r2scan,relaxed,-2.3,,withheld_unverified_or_incompatible,refs unverified
Ag110,isopropanol,r2scan,SPE,-0.295,,withheld_unverified_or_incompatible,refs unverified
Ag110,methane,pbe,relaxed,-0.393,,withheld_unverified_or_incompatible,refs unverified
Ag110,methane,pbe,SPE,-0.39,,withheld_unverified_or_incompatible,potential mismatch
Ag110,methane,pbe_d3,relaxed,-0.539,,withheld_unverified_or_incompatible,refs unverified
Ag110,methane,pbe_d3,SPE,-0.532,,withheld_unverified_or_incompatible,potential mismatch
Ag110,methane,r2scan,relaxed,-0.746,,withheld_unverified_or_incompatible,refs unverified
Ag110,methane,r2scan,SPE,-0.713,,withheld_unverified_or_incompatible,potential mismatch
Ag110,methane,beef_vdw,relaxed,-16.652,,withheld_unverified_or_incompatible,potential_mismatch
Ag110,methane,beef_vdw,SPE,-16.584,,withheld_unverified_or_incompatible,potential mismatch
Ag110,methanol,pbe,relaxed,-0.625,,withheld_unverified_or_incompatible,refs unverified
Ag110,methanol,pbe,SPE,-0.616,,withheld_unverified_or_incompatible,potential mismatch
Ag110,methanol,pbe_d3,relaxed,-0.872,,withheld_unverified_or_incompatible,refs unverified
Ag110,methanol,pbe_d3,SPE,-0.826,,withheld_unverified_or_incompatible,potential mismatch
Ag110,methanol,r2scan,relaxed,-1.068,,withheld_unverified_or_incompatible,refs unverified
Ag110,methanol,r2scan,SPE,-1.011,,withheld_unverified_or_incompatible,potential mismatch
Ag110,methanol,beef_vdw,relaxed,-16.93,,withheld_unverified_or_incompatible,potential_mismatch
Ag110,methanol,beef_vdw,SPE,-16.854,,withheld_unverified_or_incompatible,potential mismatch
Ag110,propane,pbe,relaxed,-1.07,,withheld_unverified_or_incompatible,refs unverified
Ag110,propane,pbe,SPE,-0.414,,withheld_unverified_or_incompatible,refs unverified
Ag110,propane,pbe_d3,relaxed,-1.47,,withheld_unverified_or_incompatible,refs unverified
Ag110,propane,pbe_d3,SPE,-0.632,,withheld_unverified_or_incompatible,refs unverified
Ag110,propane,r2scan,relaxed,-2.01,,withheld_unverified_or_incompatible,refs unverified
Ag110,propane,r2scan,SPE,-0.729,,withheld_unverified_or_incompatible,refs unverified
Ag110,propanol,pbe,relaxed,-1.32,,withheld_unverified_or_incompatible,refs unverified
Ag110,propanol,pbe,SPE,-0.243,-0.242,updated,available
Ag110,propanol,pbe_d3,relaxed,-1.73,,withheld_unverified_or_incompatible,refs unverified
Ag110,propanol,pbe_d3,SPE,-0.544,-0.534,updated,available
Ag110,propanol,r2scan,relaxed,-2.3,,withheld_unverified_or_incompatible,refs unverified
Ag110,propanol,r2scan,SPE,-0.255,,withheld_unverified_or_incompatible,refs unverified
Ag110,propene,pbe,relaxed,-1.27,,withheld_unverified_or_incompatible,refs unverified
Ag110,propene,pbe,SPE,-0.512,,withheld_unverified_or_incompatible,refs unverified
Ag110,propene,pbe_d3,relaxed,-1.72,,withheld_unverified_or_incompatible,refs unverified
Ag110,propene,pbe_d3,SPE,-0.887,,withheld_unverified_or_incompatible,refs unverified
Ag110,propene,r2scan,relaxed,-2.28,,withheld_unverified_or_incompatible,refs unverified
Ag110,propene,r2scan,SPE,-0.944,,withheld_unverified_or_incompatible,refs unverified
Ag111,CH3,pbe,relaxed,-1.48,-0.785,updated,available
Ag111,CH3,pbe,SPE,-1.449,-0.759,updated,available
Ag111,CH3,pbe_d3,relaxed,-1.73,-1.012,updated,available
Ag111,CH3,pbe_d3,SPE,-1.576,-0.863,updated,available
Ag111,CH3,r2scan,relaxed,-1.92,,withheld_unverified_or_incompatible,refs unverified
Ag111,CH3,r2scan,SPE,-1.82,-0.602,updated,available
Ag111,CH3,beef_vdw,relaxed,-25.765,-0.892,updated,available
Ag111,CH3,beef_vdw,SPE,-25.705,-0.832,updated,available
Ag111,CO,pbe,relaxed,-0.59,0.1,updated,available
Ag111,CO,pbe,SPE,-0.569,0.121,updated,available
Ag111,CO,pbe_d3,relaxed,-0.83,-0.12,updated,available
Ag111,CO,pbe_d3,SPE,-0.645,0.069,updated,available
Ag111,CO,r2scan,relaxed,-1.31,,withheld_unverified_or_incompatible,refs unverified
Ag111,CO,r2scan,SPE,-1.018,0.2,updated,available
Ag111,CO,beef_vdw,relaxed,-25.036,-0.163,updated,available
Ag111,CO,beef_vdw,SPE,-24.721,0.152,updated,available
Ag111,CO2,pbe,relaxed,-1.235,,withheld_unverified_or_incompatible,refs unverified
Ag111,CO2,pbe,SPE,-0.002,,withheld_unverified_or_incompatible,potential mismatch
Ag111,CO2,r2scan,relaxed,-2.17,,withheld_unverified_or_incompatible,refs unverified
Ag111,CO2,r2scan,SPE,-0.008,,withheld_unverified_or_incompatible,potential mismatch
Ag111,CO2,beef_vdw,relaxed,-44.479,,withheld_unverified_or_incompatible,potential_mismatch
Ag111,CO2,beef_vdw,SPE,-0.153,,withheld_unverified_or_incompatible,potential mismatch
Ag111,DME,pbe,relaxed,,-0.051,newly_filled,available
Ag111,DME,pbe,SPE,,-0.017,newly_filled,available
Ag111,DME,pbe_d3,relaxed,,-0.267,newly_filled,available
Ag111,DME,pbe_d3,SPE,,-0.084,newly_filled,available
Ag111,DME,r2scan,relaxed,-1.32,-0.097,updated,available
Ag111,DME,r2scan,SPE,-1.153,0.064,updated,available
Ag111,DME,beef_vdw,relaxed,-25.227,-0.354,updated,available
Ag111,DME,beef_vdw,SPE,-25.218,-0.345,updated,available
Ag111,H2,pbe,relaxed,-0.68,,withheld_unverified_or_incompatible,refs unverified
Ag111,H2,pbe,SPE,-0.628,0.063,updated,available
Ag111,H2,pbe_d3,relaxed,-0.78,,withheld_unverified_or_incompatible,refs unverified
Ag111,H2,pbe_d3,SPE,-0.562,0.151,updated,available
Ag111,H2,r2scan,relaxed,-1.21,,withheld_unverified_or_incompatible,refs unverified
Ag111,H2,r2scan,SPE,-1.034,0.184,updated,available
Ag111,H2,beef_vdw,SPE,-24.907,-0.034,updated,available
Ag111,H2O,pbe,relaxed,-0.8,-0.107,updated,available
Ag111,H2O,pbe,SPE,-0.744,-0.053,updated,available
Ag111,H2O,pbe_d3,relaxed,-1.01,-0.299,updated,available
Ag111,H2O,pbe_d3,SPE,-0.767,-0.053,updated,available
Ag111,H2O,r2scan,relaxed,-1.38,,withheld_unverified_or_incompatible,refs unverified
Ag111,H2O,r2scan,SPE,-1.202,0.016,updated,available
Ag111,H2O,beef_vdw,relaxed,-25.112,-0.239,updated,available
Ag111,H2O,beef_vdw,SPE,-25.075,-0.202,updated,available
Ag111,H2S,pbe,relaxed,-0.8,-0.107,updated,available
Ag111,H2S,pbe,SPE,-0.727,-0.036,updated,available
Ag111,H2S,pbe_d3,relaxed,-1.14,-0.429,updated,available
Ag111,H2S,pbe_d3,SPE,-0.878,-0.165,updated,available
Ag111,H2S,r2scan,SPE,-1.214,0.004,updated,available
Ag111,H2S,beef_vdw,relaxed,-25.167,-0.295,updated,available
Ag111,H2S,beef_vdw,SPE,-25.133,-0.26,updated,available
Ag111,N2,pbe,relaxed,-0.7,-0.007,updated,available
Ag111,N2,pbe,SPE,-0.663,0.028,updated,available
Ag111,N2,pbe_d3,relaxed,-0.78,-0.071,updated,available
Ag111,N2,pbe_d3,SPE,-0.586,0.127,updated,available
Ag111,N2,r2scan,relaxed,-1.24,,withheld_unverified_or_incompatible,refs unverified
Ag111,N2,r2scan,SPE,-1.06,0.158,updated,available
Ag111,N2,beef_vdw,relaxed,-24.986,-0.113,updated,available
Ag111,N2,beef_vdw,SPE,-24.984,-0.111,updated,available
Ag111,NH3,pbe,relaxed,-0.97,-0.279,updated,available
Ag111,NH3,pbe,SPE,-0.94,-0.249,updated,available
Ag111,NH3,pbe_d3,relaxed,-1.23,-0.519,updated,available
Ag111,NH3,pbe_d3,SPE,-1.012,-0.298,updated,available
Ag111,NH3,r2scan,relaxed,-1.63,,withheld_unverified_or_incompatible,refs unverified
Ag111,NH3,r2scan,SPE,-1.444,-0.226,updated,available
Ag111,NH3,beef_vdw,relaxed,-25.294,-0.421,updated,available
Ag111,NH3,beef_vdw,SPE,-25.29,-0.417,updated,available
Ag111,NO,pbe,relaxed,-1.24,-0.548,updated,available
Ag111,NO,pbe,SPE,-1.185,-0.495,updated,available
Ag111,NO,pbe_d3,relaxed,-1.46,-0.746,updated,available
Ag111,NO,pbe_d3,SPE,-1.281,-0.568,updated,available
Ag111,NO,r2scan,relaxed,-2.15,,withheld_unverified_or_incompatible,refs unverified
Ag111,NO,beef_vdw,relaxed,-32.198,-7.325,updated,available; energy review
Ag111,NO,beef_vdw,SPE,-32.157,-7.284,updated,available; energy review
Ag111,O2,pbe,relaxed,-0.71,,withheld_unverified_or_incompatible,refs unverified
Ag111,SO2,pbe,relaxed,-0.77,-0.08,updated,available
Ag111,SO2,pbe,SPE,-0.694,-0.004,updated,available
Ag111,SO2,pbe_d3,relaxed,-1.22,-0.505,updated,available
Ag111,SO2,pbe_d3,SPE,-0.985,-0.272,updated,available
Ag111,SO2,r2scan,SPE,,-0.07,newly_filled,available
Ag111,SO2,beef_vdw,relaxed,-25.24,-0.367,updated,available
Ag111,SO2,beef_vdw,SPE,-25.236,-0.363,updated,available
Ag111,acetaldehyde,pbe,relaxed,-0.72,-0.025,updated,available
Ag111,acetaldehyde,pbe,SPE,-0.675,0.016,updated,available
Ag111,acetaldehyde,pbe_d3,relaxed,-0.98,-0.267,updated,available
Ag111,acetaldehyde,pbe_d3,SPE,-0.786,-0.072,updated,available
Ag111,acetaldehyde,r2scan,relaxed,-1.33,,withheld_unverified_or_incompatible,refs unverified
Ag111,acetaldehyde,r2scan,SPE,-1.176,0.042,updated,available
Ag111,acetaldehyde,beef_vdw,relaxed,-25.166,-0.293,updated,available
Ag111,acetaldehyde,beef_vdw,SPE,-25.154,-0.281,updated,available
Ag111,acetic_acid,r2scan,relaxed,-1.48,,withheld_unverified_or_incompatible,refs unverified
Ag111,acetic_acid,r2scan,SPE,-1.325,-0.107,updated,available
Ag111,acetic_acid,beef_vdw,relaxed,-25.286,-0.413,updated,available
Ag111,acetic_acid,beef_vdw,SPE,-25.272,-0.399,updated,available
Ag111,ethane,pbe,relaxed,-1.221,,withheld_unverified_or_incompatible,refs unverified
Ag111,ethane,pbe,SPE,-0.002,,withheld_unverified_or_incompatible,potential mismatch
Ag111,ethane,pbe_d3,relaxed,-1.478,,withheld_unverified_or_incompatible,refs unverified
Ag111,ethane,pbe_d3,SPE,-0.134,,withheld_unverified_or_incompatible,potential mismatch
Ag111,ethane,r2scan,relaxed,-2.168,,withheld_unverified_or_incompatible,refs unverified
Ag111,ethane,r2scan,SPE,0.0,,withheld_unverified_or_incompatible,potential mismatch
Ag111,ethane,beef_vdw,relaxed,-44.523,,withheld_unverified_or_incompatible,potential_mismatch
Ag111,ethane,beef_vdw,SPE,-0.2,,withheld_unverified_or_incompatible,potential mismatch
Ag111,ethanol,pbe,relaxed,-1.317,,withheld_unverified_or_incompatible,refs unverified
Ag111,ethanol,pbe,SPE,-0.085,,withheld_unverified_or_incompatible,potential mismatch
Ag111,ethanol,pbe_d3,relaxed,-1.654,,withheld_unverified_or_incompatible,refs unverified
Ag111,ethanol,pbe_d3,SPE,-0.271,,withheld_unverified_or_incompatible,potential mismatch
Ag111,ethanol,r2scan,relaxed,-2.29,,withheld_unverified_or_incompatible,refs unverified
Ag111,ethanol,r2scan,SPE,-0.157,,withheld_unverified_or_incompatible,potential mismatch
Ag111,ethanol,beef_vdw,relaxed,-44.647,,withheld_unverified_or_incompatible,potential_mismatch
Ag111,ethanol,beef_vdw,SPE,-0.31,,withheld_unverified_or_incompatible,potential mismatch
Ag111,ethene,pbe,relaxed,-0.72,-0.032,updated,available
Ag111,ethene,pbe,SPE,-0.034,0.002,updated,available
Ag111,ethene,pbe_d3,relaxed,-1.09,-0.375,updated,available
Ag111,ethene,pbe_d3,SPE,-0.184,-0.075,updated,available
Ag111,ethene,r2scan,relaxed,-1.31,,withheld_unverified_or_incompatible,refs unverified
Ag111,ethene,r2scan,SPE,-0.062,0.061,updated,available
Ag111,ethene,beef_vdw,relaxed,-25.162,-0.289,updated,available
Ag111,ethene,beef_vdw,SPE,-0.223,-0.284,updated,available
Ag111,formaldehyde,pbe,relaxed,-0.72,-0.029,updated,available
Ag111,formaldehyde,pbe,SPE,-0.676,0.015,updated,available
Ag111,formaldehyde,pbe_d3,relaxed,-0.9,-0.188,updated,available
Ag111,formaldehyde,pbe_d3,SPE,-0.698,0.016,updated,available
Ag111,formaldehyde,r2scan,SPE,-1.13,0.088,updated,available
Ag111,formaldehyde,beef_vdw,relaxed,-25.099,-0.227,updated,available
Ag111,formaldehyde,beef_vdw,SPE,-25.087,-0.214,updated,available
Ag111,formate,pbe,relaxed,-3.21,,withheld_unverified_or_incompatible,refs unverified
Ag111,formate,pbe,SPE,-3.204,-2.514,updated,available
Ag111,formate,pbe_d3,relaxed,-3.57,,withheld_unverified_or_incompatible,refs unverified
Ag111,formate,pbe_d3,SPE,-3.396,-2.682,updated,available
Ag111,formate,r2scan,relaxed,-4.34,,withheld_unverified_or_incompatible,refs unverified
Ag111,formate,r2scan,SPE,-4.219,-3.001,updated,available
Ag111,formate,beef_vdw,SPE,-27.777,-2.904,updated,available
Ag111,formic_acid,pbe,relaxed,-0.81,-0.12,updated,available
Ag111,formic_acid,pbe,SPE,-0.772,-0.081,updated,available
Ag111,formic_acid,pbe_d3,relaxed,-1.14,-0.425,updated,available
Ag111,formic_acid,pbe_d3,SPE,-0.899,-0.185,updated,available
Ag111,formic_acid,r2scan,relaxed,-1.48,,withheld_unverified_or_incompatible,refs unverified
Ag111,formic_acid,r2scan,SPE,-1.266,-0.048,updated,available
Ag111,formic_acid,beef_vdw,relaxed,-25.229,-0.356,updated,available
Ag111,formic_acid,beef_vdw,SPE,-25.219,-0.346,updated,available
Ag111,glycerol,pbe,relaxed,-1.4,,withheld_unverified_or_incompatible,refs unverified
Ag111,glycerol,pbe,SPE,-0.83,-0.139,updated,available
Ag111,glycerol,pbe_d3,relaxed,-2.02,,withheld_unverified_or_incompatible,refs unverified
Ag111,glycerol,pbe_d3,SPE,-1.212,-0.498,updated,available
Ag111,glycerol,r2scan,relaxed,-2.46,,withheld_unverified_or_incompatible,refs unverified
Ag111,glycerol,r2scan,SPE,-1.432,-0.214,updated,available
Ag111,isopropanol,pbe,relaxed,-1.33,,withheld_unverified_or_incompatible,refs unverified
Ag111,isopropanol,pbe,SPE,-0.755,-0.065,updated,available
Ag111,isopropanol,pbe_d3,relaxed,-1.81,,withheld_unverified_or_incompatible,refs unverified
Ag111,isopropanol,pbe_d3,SPE,-0.985,-0.272,updated,available
Ag111,isopropanol,r2scan,relaxed,-2.39,,withheld_unverified_or_incompatible,refs unverified
Ag111,isopropanol,r2scan,SPE,-1.29,-0.072,updated,available
Ag111,isopropanol,beef_vdw,SPE,-25.348,-0.475,updated,available
Ag111,methane,pbe,relaxed,-0.7,-0.011,updated,available
Ag111,methane,pbe,SPE,-0.663,0.027,updated,available
Ag111,methane,pbe_d3,relaxed,-0.86,-0.151,updated,available
Ag111,methane,pbe_d3,SPE,-0.675,0.039,updated,available
Ag111,methane,r2scan,relaxed,-1.27,,withheld_unverified_or_incompatible,refs unverified
Ag111,methane,r2scan,SPE,-1.095,0.123,updated,available
Ag111,methane,beef_vdw,relaxed,-25.067,-0.194,updated,available
Ag111,methane,beef_vdw,SPE,-25.065,-0.192,updated,available
Ag111,methanol,pbe,relaxed,-0.79,-0.098,updated,available
Ag111,methanol,pbe,SPE,-0.758,-0.068,updated,available
Ag111,methanol,pbe_d3,relaxed,-1.09,-0.378,updated,available
Ag111,methanol,pbe_d3,SPE,-0.849,-0.136,updated,available
Ag111,methanol,r2scan,relaxed,-1.39,,withheld_unverified_or_incompatible,refs unverified
Ag111,methanol,r2scan,SPE,-1.264,-0.046,updated,available
Ag111,methanol,beef_vdw,relaxed,-25.212,-0.339,updated,available
Ag111,methanol,beef_vdw,SPE,-25.204,-0.331,updated,available
Ag111,propane,pbe,relaxed,-1.23,,withheld_unverified_or_incompatible,refs unverified
Ag111,propane,pbe,SPE,-0.68,0.011,updated,available
Ag111,propane,pbe_d3,relaxed,-1.56,,withheld_unverified_or_incompatible,refs unverified
Ag111,propane,pbe_d3,SPE,-0.846,-0.133,updated,available
Ag111,propane,r2scan,relaxed,-2.2,,withheld_unverified_or_incompatible,refs unverified
Ag111,propane,r2scan,SPE,-1.14,0.078,updated,available
Ag111,propane,beef_vdw,SPE,-25.24,-0.367,updated,available
Ag111,propanol,pbe,relaxed,-1.35,,withheld_unverified_or_incompatible,refs unverified
Ag111,propanol,pbe,SPE,-0.114,,withheld_unverified_or_incompatible,refs unverified
Ag111,propanol,pbe_d3,relaxed,-1.8,,withheld_unverified_or_incompatible,refs unverified
Ag111,propanol,pbe_d3,SPE,-0.408,,withheld_unverified_or_incompatible,refs unverified
Ag111,propanol,r2scan,relaxed,-2.38,,withheld_unverified_or_incompatible,refs unverified
Ag111,propanol,r2scan,SPE,-0.212,,withheld_unverified_or_incompatible,refs unverified
Ag111,propanol,beef_vdw,SPE,-0.439,,withheld_unverified_or_incompatible,refs unverified
Ag111,propene,pbe,relaxed,-1.26,,withheld_unverified_or_incompatible,refs unverified
Ag111,propene,pbe,SPE,-0.7,-0.01,updated,available
Ag111,propene,pbe_d3,relaxed,-1.73,,withheld_unverified_or_incompatible,refs unverified
Ag111,propene,pbe_d3,SPE,-0.842,-0.128,updated,available
Ag111,propene,r2scan,relaxed,-2.23,,withheld_unverified_or_incompatible,refs unverified
Ag111,propene,r2scan,SPE,-1.169,0.049,updated,available
Ag111,propene,beef_vdw,SPE,-25.221,-0.349,updated,available
Au111,CH3,pbe,relaxed,-1.28,-1.279,updated,available
Au111,CH3,r2scan,relaxed,-1.19,-1.196,updated,available
Au111,CO,pbe,relaxed,-0.13,-0.127,updated,available
Au111,CO,pbe_d3,relaxed,-0.29,-0.289,updated,available
Au111,CO,r2scan,relaxed,-0.1,,withheld_unverified_or_incompatible,refs unverified
Au111,CO,beef_vdw,SPE,-0.258,0.022,updated,available
Au111,CO2,pbe,relaxed,-0.024,,withheld_unverified_or_incompatible,refs unverified
Au111,CO2,pbe,SPE,0.012,,withheld_unverified_or_incompatible,refs unverified
Au111,CO2,r2scan,relaxed,-0.06,,withheld_unverified_or_incompatible,refs unverified
Au111,CO2,r2scan,SPE,0.103,,withheld_unverified_or_incompatible,refs unverified
Au111,CO2,beef_vdw,SPE,-0.157,,withheld_unverified_or_incompatible,refs unverified
Au111,DME,pbe,relaxed,-4.65,-0.046,updated,available
Au111,DME,pbe,SPE,,0.07,newly_filled,available
Au111,DME,pbe_d3,relaxed,,-0.481,newly_filled,available
Au111,DME,pbe_d3,SPE,,0.057,newly_filled,available
Au111,DME,r2scan,relaxed,-0.02,,withheld_unverified_or_incompatible,refs unverified
Au111,DME,r2scan,SPE,0.417,0.193,updated,available
Au111,DME,beef_vdw,SPE,-0.438,-0.375,updated,available
Au111,H2,pbe,relaxed,-0.0,,withheld_unverified_or_incompatible,refs unverified
Au111,H2,pbe_d3,relaxed,-0.08,,withheld_unverified_or_incompatible,refs unverified
Au111,H2,r2scan,relaxed,-0.02,,withheld_unverified_or_incompatible,refs unverified
Au111,H2,beef_vdw,SPE,-0.341,-0.062,updated,available
Au111,H2O,pbe,relaxed,-0.04,-0.041,updated,available
Au111,H2O,pbe_d3,relaxed,-0.3,-0.301,updated,available
Au111,H2O,r2scan,relaxed,-0.1,,withheld_unverified_or_incompatible,refs unverified
Au111,H2O,beef_vdw,SPE,-0.45,-0.17,updated,available
Au111,H2S,pbe,relaxed,-0.14,-0.144,updated,available
Au111,H2S,beef_vdw,SPE,-0.549,-0.269,updated,available
Au111,N2,pbe,relaxed,-0.01,-0.007,updated,available
Au111,N2,pbe_d3,relaxed,-0.1,-0.099,updated,available
Au111,N2,r2scan,relaxed,-0.02,,withheld_unverified_or_incompatible,refs unverified
Au111,N2,beef_vdw,SPE,-0.418,-0.138,updated,available
Au111,NH3,pbe,relaxed,-0.06,-0.057,updated,available
Au111,NH3,pbe_d3,relaxed,-0.31,-0.306,updated,available
Au111,NH3,r2scan,relaxed,-0.13,,withheld_unverified_or_incompatible,refs unverified
Au111,NH3,beef_vdw,SPE,-0.495,-0.216,updated,available
Au111,NO,pbe,relaxed,-0.66,-0.658,updated,available
Au111,NO,pbe_d3,relaxed,-0.86,-0.861,updated,available
Au111,NO,r2scan,relaxed,-0.96,,withheld_unverified_or_incompatible,refs unverified
Au111,NO,beef_vdw,SPE,-7.662,-7.382,updated,available; energy review
Au111,O2,pbe,relaxed,0.39,,withheld_unverified_or_incompatible,refs unverified
Au111,SO2,pbe,relaxed,-0.05,-0.054,updated,available
Au111,SO2,pbe_d3,relaxed,-0.53,-0.526,updated,available
Au111,SO2,beef_vdw,SPE,-0.645,-0.366,updated,available
Au111,acetaldehyde,pbe,relaxed,-0.05,-0.051,updated,available
Au111,acetaldehyde,pbe_d3,relaxed,-0.4,-0.396,updated,available
Au111,acetaldehyde,r2scan,relaxed,0.05,,withheld_unverified_or_incompatible,refs unverified
Au111,acetaldehyde,beef_vdw,SPE,-0.636,-0.356,updated,available
Au111,acetic_acid,r2scan,relaxed,-0.19,,withheld_unverified_or_incompatible,refs unverified
Au111,acetic_acid,beef_vdw,SPE,-0.687,-0.407,updated,available
Au111,ethane,pbe,relaxed,-0.01,-0.014,updated,available
Au111,ethane,pbe_d3,relaxed,-0.29,-0.287,updated,available
Au111,ethane,r2scan,relaxed,0.07,,withheld_unverified_or_incompatible,refs unverified
Au111,ethane,beef_vdw,SPE,-0.589,-0.31,updated,available
Au111,ethanol,pbe,relaxed,-0.06,-0.062,updated,available
Au111,ethanol,pbe,SPE,0.35,0.057,updated,available
Au111,ethanol,pbe_d3,relaxed,-0.49,-0.488,updated,available
Au111,ethanol,pbe_d3,SPE,0.275,0.012,updated,available
Au111,ethanol,r2scan,relaxed,-0.13,,withheld_unverified_or_incompatible,refs unverified
Au111,ethanol,r2scan,SPE,0.424,0.146,updated,available
Au111,ethanol,beef_vdw,SPE,-0.414,-0.384,updated,available
Au111,ethene,pbe,relaxed,-0.03,-0.034,updated,available
Au111,ethene,pbe,SPE,-0.021,0.089,updated,available
Au111,ethene,pbe_d3,relaxed,-0.45,-0.447,updated,available
Au111,ethene,pbe_d3,SPE,-0.099,0.051,updated,available
Au111,ethene,r2scan,relaxed,-0.01,,withheld_unverified_or_incompatible,refs unverified
Au111,ethene,r2scan,SPE,0.024,0.178,updated,available
Au111,ethene,beef_vdw,SPE,-0.24,-0.32,updated,available
Au111,formaldehyde,pbe,relaxed,-0.07,-0.068,updated,available
Au111,formaldehyde,pbe_d3,relaxed,-0.34,-0.339,updated,available
Au111,formaldehyde,beef_vdw,SPE,-0.564,-0.285,updated,available
Au111,formate,pbe,relaxed,-2.19,,withheld_unverified_or_incompatible,refs unverified
Au111,formate,pbe_d3,relaxed,-2.5,,withheld_unverified_or_incompatible,refs unverified
Au111,formate,r2scan,relaxed,-2.69,,withheld_unverified_or_incompatible,refs unverified
Au111,formate,beef_vdw,SPE,-2.846,-2.567,updated,available
Au111,formic_acid,pbe,relaxed,-0.1,-0.099,updated,available
Au111,formic_acid,pbe_d3,relaxed,-0.46,-0.456,updated,available
Au111,formic_acid,r2scan,relaxed,-0.25,,withheld_unverified_or_incompatible,refs unverified
Au111,formic_acid,beef_vdw,SPE,-0.625,-0.346,updated,available
Au111,glycerol,pbe,relaxed,-0.26,,withheld_unverified_or_incompatible,refs unverified
Au111,glycerol,pbe,SPE,0.252,,withheld_unverified_or_incompatible,refs unverified
Au111,glycerol,pbe_d3,relaxed,-0.87,,withheld_unverified_or_incompatible,refs unverified
Au111,glycerol,pbe_d3,SPE,-0.072,,withheld_unverified_or_incompatible,refs unverified
Au111,glycerol,r2scan,relaxed,-0.41,,withheld_unverified_or_incompatible,refs unverified
Au111,glycerol,r2scan,SPE,0.263,,withheld_unverified_or_incompatible,refs unverified
Au111,glycerol,beef_vdw,SPE,-0.348,,withheld_unverified_or_incompatible,refs unverified
Au111,isopropanol,pbe,relaxed,-0.09,,withheld_unverified_or_incompatible,refs unverified
Au111,isopropanol,pbe,SPE,0.202,,withheld_unverified_or_incompatible,refs unverified
Au111,isopropanol,pbe_d3,relaxed,-0.59,,withheld_unverified_or_incompatible,refs unverified
Au111,isopropanol,pbe_d3,SPE,0.019,,withheld_unverified_or_incompatible,refs unverified
Au111,isopropanol,r2scan,relaxed,-0.24,,withheld_unverified_or_incompatible,refs unverified
Au111,isopropanol,r2scan,SPE,0.263,,withheld_unverified_or_incompatible,refs unverified
Au111,isopropanol,beef_vdw,SPE,-0.3,,withheld_unverified_or_incompatible,refs unverified
Au111,methane,pbe,relaxed,-0.0,-0.005,updated,available
Au111,methane,pbe_d3,relaxed,-0.2,-0.197,updated,available
Au111,methane,r2scan,relaxed,-0.06,,withheld_unverified_or_incompatible,refs unverified
Au111,methane,beef_vdw,SPE,-0.486,-0.206,updated,available
Au111,methanol,pbe,SPE,0.297,0.061,updated,available
Au111,methanol,pbe_d3,relaxed,-0.33,-0.333,updated,available
Au111,methanol,pbe_d3,SPE,0.276,0.079,updated,available
Au111,methanol,r2scan,relaxed,0.08,,withheld_unverified_or_incompatible,refs unverified
Au111,methanol,r2scan,SPE,0.379,0.181,updated,available
Au111,methanol,beef_vdw,SPE,-0.405,-0.297,updated,available
Au111,propane,pbe,relaxed,-0.03,,withheld_unverified_or_incompatible,refs unverified
Au111,propane,pbe,SPE,0.2,,withheld_unverified_or_incompatible,refs unverified
Au111,propane,pbe_d3,relaxed,-0.42,,withheld_unverified_or_incompatible,refs unverified
Au111,propane,pbe_d3,SPE,0.159,,withheld_unverified_or_incompatible,refs unverified
Au111,propane,r2scan,relaxed,-0.1,,withheld_unverified_or_incompatible,refs unverified
Au111,propane,r2scan,SPE,0.315,,withheld_unverified_or_incompatible,refs unverified
Au111,propane,beef_vdw,SPE,-0.234,,withheld_unverified_or_incompatible,refs unverified
Au111,propanol,pbe,relaxed,-0.09,,withheld_unverified_or_incompatible,refs unverified
Au111,propanol,pbe_d3,relaxed,-0.63,,withheld_unverified_or_incompatible,refs unverified
Au111,propanol,r2scan,relaxed,-0.28,,withheld_unverified_or_incompatible,refs unverified
Au111,propanol,beef_vdw,SPE,-0.698,-0.418,updated,available
Au111,propene,pbe,relaxed,-0.07,,withheld_unverified_or_incompatible,refs unverified
Au111,propene,pbe,SPE,0.311,,withheld_unverified_or_incompatible,refs unverified
Au111,propene,pbe_d3,relaxed,-0.62,,withheld_unverified_or_incompatible,refs unverified
Au111,propene,pbe_d3,SPE,0.3,,withheld_unverified_or_incompatible,refs unverified
Au111,propene,r2scan,relaxed,-0.21,,withheld_unverified_or_incompatible,refs unverified
Au111,propene,r2scan,SPE,0.448,,withheld_unverified_or_incompatible,refs unverified
Au111,propene,beef_vdw,SPE,-0.096,,withheld_unverified_or_incompatible,refs unverified
Cu100,CH3,beef_vdw,relaxed,-1.274,,withheld_unverified_or_incompatible,refs unverified
Cu100,CH3,beef_vdw,SPE,-1.231,,withheld_unverified_or_incompatible,refs unverified
Cu100,CO,r2scan,relaxed,-0.95,,withheld_unverified_or_incompatible,refs unverified
Cu100,CO,beef_vdw,relaxed,-0.667,,withheld_unverified_or_incompatible,refs unverified
