name,surface,molecule,n_metal,n_mol,old_energy,old_functional,new_energy,functional,mode,status,complex_snapshot_id
Au110_naphthalene,Au110,naphthalene,64,18,-8.253,pbe,,,,no validated size-matched selection,
Au110_octane,Au110,octane,64,26,0.276,r2scan,,,,no validated size-matched selection,
Au110_oxalic_acid,Au110,oxalic_acid,64,8,0.293,r2scan,,,,no validated size-matched selection,
Au110_pentane,Au110,pentane,64,17,0.418,r2scan,,,,no validated size-matched selection,
Au110_pentanol,Au110,pentanol,64,18,0.102,r2scan,,,,no validated size-matched selection,
Au110_phenol,Au110,phenol,64,13,0.36,r2scan,,,,no validated size-matched selection,
Au110_propanal,Au110,propanal,64,10,0.323,r2scan,,,,no validated size-matched selection,
Au110_propane,Au110,propane,64,11,0.373,r2scan,,,,no validated size-matched selection,
Au110_propanol,Au110,propanol,64,12,0.233,r2scan,,,,no validated size-matched selection,
Au110_propene,Au110,propene,64,9,0.165,r2scan,,,,no validated size-matched selection,
Au110_propionic_acid,Au110,propionic_acid,64,11,0.171,r2scan,,,,no validated size-matched selection,
Au110_propyl_syringol,Au110,propyl_syringol,64,30,0.494,r2scan,,,,no validated size-matched selection,
Au110_pyrrole,Au110,pyrrole,64,10,0.352,r2scan,,,,no validated size-matched selection,
Au110_pyruvic_acid,Au110,pyruvic_acid,64,10,0.198,r2scan,,,,no validated size-matched selection,
Au110_sorbitol,Au110,sorbitol,64,26,-6.85,r2scan,,,,no validated size-matched selection,
Au110_succinic_acid,Au110,succinic_acid,64,14,-7.026,beef_vdw,,,,no validated size-matched selection,
Au110_syringaldehyde,Au110,syringaldehyde,64,23,0.797,r2scan,,,,no validated size-matched selection,
Au110_syringol,Au110,syringol,64,21,0.755,r2scan,,,,no validated size-matched selection,
Au110_tartaric_acid,Au110,tartaric_acid,64,16,0.232,r2scan,,,,no validated size-matched selection,
Au110_thiophene,Au110,thiophene,64,9,-0.438,r2scan,,,,no validated size-matched selection,
Au110_toluene,Au110,toluene,64,15,0.387,r2scan,,,,no validated size-matched selection,
Au110_valeraldehyde,Au110,valeraldehyde,64,16,0.298,r2scan,,,,no validated size-matched selection,
Au110_vanillin,Au110,vanillin,64,19,0.16,r2scan,,,,no validated size-matched selection,
Au110_xylene,Au110,xylene,64,18,0.346,r2scan,,,,no validated size-matched selection,
Au110_xylitol,Au110,xylitol,64,22,0.265,r2scan,,,,no validated size-matched selection,
"Au111_1,6-anhydroglucofuranose",Au111,"1,6-anhydroglucofuranose",36,17,-0.65,beef_vdw,,,,no validated size-matched selection,
Au111_1-butanol,Au111,1-butanol,36,15,-0.798,beef_vdw,,,,no validated size-matched selection,
Au111_1-butene,Au111,1-butene,36,12,-0.509,beef_vdw,,,,no validated size-matched selection,
Au111_1-pentene,Au111,1-pentene,36,15,-0.652,beef_vdw,,,,no validated size-matched selection,
Au111_2-butene,Au111,2-butene,36,12,-0.563,beef_vdw,,,,no validated size-matched selection,
Au111_2-ethylphenol,Au111,2-ethylphenol,36,19,-0.691,beef_vdw,,,,no validated size-matched selection,
Au111_2-furanone,Au111,2-furanone,36,10,-0.703,beef_vdw,,,,no validated size-matched selection,
Au111_2-heptanone,Au111,2-heptanone,36,22,-1.099,beef_vdw,,,,no validated size-matched selection,
Au111_2-hexanone,Au111,2-hexanone,36,19,-0.887,beef_vdw,,,,no validated size-matched selection,
Au111_2-pentanone,Au111,2-pentanone,36,16,-0.889,beef_vdw,,,,no validated size-matched selection,
Au111_3-MTHF,Au111,3-MTHF,36,16,-0.64,beef_vdw,,,,no validated size-matched selection,
Au111_3-hydroxypropionic_acid,Au111,3-hydroxypropionic_acid,36,12,-0.953,beef_vdw,,,,no validated size-matched selection,
Au111_4-methylguaiacol,Au111,4-methylguaiacol,36,20,-0.674,beef_vdw,,,,no validated size-matched selection,
Au111_5-HMF,Au111,5-HMF,36,15,-1.307,beef_vdw,,,,no validated size-matched selection,
Au111_5-heptanone,Au111,5-heptanone,36,22,-0.854,beef_vdw,,,,no validated size-matched selection,
Au111_5-methylfurfural,Au111,5-methylfurfural,36,14,-0.926,beef_vdw,,,,no validated size-matched selection,
Au111_CH3,Au111,CH3,36,4,,,-1.19604191,r2scan,relaxed,ok,d6c1a9cc33f29bf8d4ba01fa2f5d41c9a144fa629c2b02509c40fcd16226ba0d
Au111_CH4,Au111,CH4,36,5,-0.486,beef_vdw,-0.21360544,beef_vdw,relaxed,ok,36e57c05eef9e874d53aa134004aa492ffdf6dc6e954e67a31e8e3c3cb0e3077
Au111_CO,Au111,CO,36,2,-0.258,beef_vdw,-0.04158874,beef_vdw,relaxed,ok,b350bc77ec6ee23125e33b3031f520fcdeab99d533925e7fd0fa6d0d5657d653
Au111_CO2,Au111,CO2,64,3,0.103,r2scan,,,,no validated size-matched selection,
Au111_D-fructofuranose,Au111,D-fructofuranose,36,20,-0.816,beef_vdw,,,,no validated size-matched selection,
Au111_D-xylopyranose,Au111,D-xylopyranose,36,20,-0.939,beef_vdw,,,,no validated size-matched selection,
Au111_DME,Au111,DME,36,9,-0.438,beef_vdw,-0.38212091,beef_vdw,relaxed,ok,c6d73c3be357ba25ed72b2de181a3335f13864ed19f7252abc02d7d8fbbc8e53
Au111_DMSO,Au111,DMSO,36,10,-0.978,beef_vdw,,,,no validated size-matched selection,
Au111_H2,Au111,H2,36,2,-0.341,beef_vdw,-0.06181766,beef_vdw,SPE,ok,39bbbff10e2cf669b04082c0dc05cc45db622d782da1828f849bd88869038620
Au111_H2O,Au111,H2O,36,3,-0.45,beef_vdw,-0.17530235,beef_vdw,relaxed,ok,bf78f7f09a387b7753d8ecd946f3a18409305eb4d4ff5add212c0cbd36477a53
Au111_H2S,Au111,H2S,36,3,-0.549,beef_vdw,-0.33768034,beef_vdw,relaxed,ok,542d020e6787e2f8dc1b3d5818465c2d533aae0cf54e0eadc4d472da57a21f06
Au111_N2,Au111,N2,36,2,-0.418,beef_vdw,-0.14503977,beef_vdw,relaxed,ok,012e12ea28542131022dfdab1c4a1c074caa49bc6646754e387dab7a623f31db
Au111_NH3,Au111,NH3,36,4,-0.495,beef_vdw,-0.22314821,beef_vdw,relaxed,ok,cc48fb17e2013130d6ca2c788eb345ae3b723a19e79da6604ccfa79fc8fc71d2
Au111_NO,Au111,NO,36,2,-7.662,beef_vdw,-7.43143395,beef_vdw,relaxed,energy_review,e7cc199a950b807448c4f7fdd9bb1856b6b341254959fa0b07ec48e62d8f1363
Au111_SO2,Au111,SO2,36,3,-0.645,beef_vdw,-0.40072283,beef_vdw,relaxed,ok,f2d605418c7e7809a3c49ad49998bfb1713bd214f4cbec2245e386f250f98814
Au111_THF,Au111,THF,36,13,-0.647,beef_vdw,,,,no validated size-matched selection,
Au111_acetal,Au111,acetal,36,22,-1.027,beef_vdw,,,,no validated size-matched selection,
Au111_acetaldehyde,Au111,acetaldehyde,36,7,-0.636,beef_vdw,-0.36605827,beef_vdw,relaxed,ok,b9dfa8160d2ed3a907caa6c18a1470bed6c1d223b7fbb3473c15aa277b9a3f73
Au111_acetic_acid,Au111,acetic_acid,36,8,-0.687,beef_vdw,-0.41820219,beef_vdw,relaxed,ok,bcdc8f6694f1941b66b953954ecd7e59bcdbf41a11dd514fb7c7044affe71812
Au111_acetone,Au111,acetone,36,10,-0.666,beef_vdw,,,,no validated size-matched selection,
Au111_alpha-D-glucopyranose,Au111,alpha-D-glucopyranose,36,24,-2.542,beef_vdw,,,,no validated size-matched selection,
Au111_angelica_lactone,Au111,angelica_lactone,36,13,-0.497,beef_vdw,,,,no validated size-matched selection,
Au111_aniline,Au111,aniline,36,14,-0.55,beef_vdw,,,,no validated size-matched selection,
Au111_benzaldehyde,Au111,benzaldehyde,36,14,-0.794,beef_vdw,,,,no validated size-matched selection,
Au111_benzene,Au111,benzene,36,12,-0.814,beef_vdw,,,,no validated size-matched selection,
Au111_butadiene,Au111,butadiene,36,10,-0.694,beef_vdw,,,,no validated size-matched selection,
Au111_butanal,Au111,butanal,36,13,-0.681,beef_vdw,,,,no validated size-matched selection,
Au111_butane,Au111,butane,36,14,-0.617,beef_vdw,,,,no validated size-matched selection,
Au111_butyric_acid,Au111,butyric_acid,36,14,-0.698,beef_vdw,,,,no validated size-matched selection,
Au111_caproic_acid,Au111,caproic_acid,36,20,-1.03,beef_vdw,,,,no validated size-matched selection,
Au111_citric_acid,Au111,citric_acid,36,21,-8.098,pbe_d3,,,,no validated size-matched selection,
Au111_cyclobutanone,Au111,cyclobutanone,36,11,-0.578,beef_vdw,,,,no validated size-matched selection,
Au111_cyclopentanone,Au111,cyclopentanone,36,14,-0.498,beef_vdw,,,,no validated size-matched selection,
Au111_diethyl_ether,Au111,diethyl_ether,36,15,-0.705,beef_vdw,,,,no validated size-matched selection,
Au111_dimethyl_succinate,Au111,dimethyl_succinate,36,17,-0.844,beef_vdw,,,,no validated size-matched selection,
Au111_ethane,Au111,ethane,36,8,-0.589,beef_vdw,-0.31622231,beef_vdw,relaxed,ok,24ec3a642035cccafe9548a52d9e6847dc3979e3d3181854ada14fee0b84a44e
Au111_ethanol,Au111,ethanol,36,9,-0.414,beef_vdw,-0.39428894,beef_vdw,relaxed,ok,135ee7ab71f2a3b4ead1a528ec27c409ab412caf2f01a21dd102b7565549725a
Au111_ethene,Au111,ethene,64,6,0.024,r2scan,,,,no validated size-matched selection,
Au111_ethyl_acetate,Au111,ethyl_acetate,36,14,-0.696,beef_vdw,,,,no validated size-matched selection,
Au111_ethylene,Au111,ethylene,36,6,-0.6,beef_vdw,-0.35484898,beef_vdw,relaxed,ok,b039c94ce7b0f861b034c7da8a35fc76328f5fb827533dfde581f87f974e9ccb
Au111_ethylene_glycol,Au111,ethylene_glycol,36,10,-0.616,beef_vdw,,,,no validated size-matched selection,
Au111_eugenol,Au111,eugenol,36,24,-0.876,beef_vdw,,,,no validated size-matched selection,
Au111_formaldehyde,Au111,formaldehyde,36,4,-0.564,beef_vdw,-0.33939778,pbe_d3,relaxed,ok,36cede1e86e997e13e7f9e1159c5eec7e1a0ede91741d59b91ddcda5a864055a
Au111_formate,Au111,formate,36,4,-2.846,beef_vdw,-2.56657682,beef_vdw,SPE,ok,f4ceb57a052e2ceb91d1e3da68151bde7085969305bcafe6d90c59255547b25c
Au111_formic_acid,Au111,formic_acid,36,5,-0.625,beef_vdw,-0.38247958,beef_vdw,relaxed,ok,9bcb35674e8c96cb1d3f06427d6e5c928a9e02bdadd70a99d309b444899f73bc
Au111_furan,Au111,furan,36,9,-0.774,beef_vdw,,,,no validated size-matched selection,
Au111_furfuryl_alcohol,Au111,furfuryl_alcohol,36,13,-1.002,beef_vdw,,,,no validated size-matched selection,
Au111_gamma_butyrolactone,Au111,gamma_butyrolactone,36,12,-0.434,beef_vdw,,,,no validated size-matched selection,
Au111_gamma_valerolactone,Au111,gamma_valerolactone,36,15,-0.793,beef_vdw,,,,no validated size-matched selection,
Au111_glutaric_acid,Au111,glutaric_acid,36,17,-1.229,beef_vdw,,,,no validated size-matched selection,
Au111_glycerol,Au111,glycerol,64,14,0.263,r2scan,,,,no validated size-matched selection,
Au111_glycolic_acid,Au111,glycolic_acid,36,9,-0.549,beef_vdw,,,,no validated size-matched selection,
Au111_glyoxal,Au111,glyoxal,36,6,-3.055,beef_vdw,,,,no validated size-matched selection,
Au111_guaiacol,Au111,guaiacol,36,17,-1.796,beef_vdw,,,,no validated size-matched selection,
Au111_heptane,Au111,heptane,36,23,-1.245,beef_vdw,,,,no validated size-matched selection,
Au111_hexanal,Au111,hexanal,36,19,-0.91,beef_vdw,,,,no validated size-matched selection,
Au111_hexane,Au111,hexane,36,20,-1.139,beef_vdw,,,,no validated size-matched selection,
Au111_isobutene,Au111,isobutene,36,12,-0.489,beef_vdw,,,,no validated size-matched selection,
Au111_isoprene,Au111,isoprene,36,13,-0.369,beef_vdw,,,,no validated size-matched selection,
Au111_isopropanol,Au111,isopropanol,36,12,0.263,r2scan,,,,no validated size-matched selection,
Au111_lactic_acid,Au111,lactic_acid,36,12,-0.671,beef_vdw,,,,no validated size-matched selection,
Au111_levoglucosan,Au111,levoglucosan,36,21,-2.792,beef_vdw,,,,no validated size-matched selection,
Au111_malonic_acid,Au111,malonic_acid,36,11,-0.881,beef_vdw,,,,no validated size-matched selection,
Au111_methane,Au111,methane,36,5,-0.486,beef_vdw,-0.21360544,beef_vdw,relaxed,ok,36e57c05eef9e874d53aa134004aa492ffdf6dc6e954e67a31e8e3c3cb0e3077
Au111_methanol,Au111,methanol,36,6,-0.405,beef_vdw,-0.30591315,beef_vdw,relaxed,ok,97f27d9a1e8516fb457fef4e4daeff11ee6eaf8f48154a19e416a7e47f89d40a
Au111_methyl_formate,Au111,methyl_formate,36,8,-4.448,beef_vdw,,,,no validated size-matched selection,
Au111_methylethylketone,Au111,methylethylketone,36,13,-0.756,beef_vdw,,,,no validated size-matched selection,
Au111_methylmethacrylate,Au111,methylmethacrylate,36,15,-1.968,beef_vdw,,,,no validated size-matched selection,
Au111_muconic_acid,Au111,muconic_acid,36,16,-0.437,beef_vdw,,,,no validated size-matched selection,
Au111_naphthalene,Au111,naphthalene,36,18,-0.944,beef_vdw,,,,no validated size-matched selection,
Au111_octane,Au111,octane,36,26,-1.466,beef_vdw,,,,no validated size-matched selection,
Au111_pentanol,Au111,pentanol,36,18,-0.994,beef_vdw,,,,no validated size-matched selection,
Au111_phenol,Au111,phenol,36,13,-0.598,beef_vdw,,,,no validated size-matched selection,
Au111_propanal,Au111,propanal,36,10,-0.462,beef_vdw,,,,no validated size-matched selection,
Au111_propane,Au111,propane,36,11,0.315,r2scan,,,,no validated size-matched selection,
Au111_propanol,Au111,propanol,36,12,-0.698,beef_vdw,-0.41816008,beef_vdw,SPE,ok,9a5be2f262e5687d99e64d20c40ee9487ceca9368ebdfc8ac1063bf9106c9d3a
Au111_propene,Au111,propene,36,9,0.448,r2scan,,,,no validated size-matched selection,
Au111_propionic_acid,Au111,propionic_acid,36,11,-0.51,beef_vdw,,,,no validated size-matched selection,
Au111_propyl_syringol,Au111,propyl_syringol,36,30,-1.022,beef_vdw,,,,no validated size-matched selection,
Au111_pyrrole,Au111,pyrrole,36,10,-0.73,beef_vdw,,,,no validated size-matched selection,
Au111_pyruvic_acid,Au111,pyruvic_acid,36,10,-2.414,beef_vdw,,,,no validated size-matched selection,
Au111_sorbitol,Au111,sorbitol,36,26,-8.66,beef_vdw,,,,no validated size-matched selection,
Au111_styrene,Au111,styrene,36,16,-0.958,beef_vdw,,,,no validated size-matched selection,
Au111_succinic_acid,Au111,succinic_acid,36,14,-7.539,beef_vdw,,,,no validated size-matched selection,
Au111_syringol,Au111,syringol,36,21,-1.023,beef_vdw,,,,no validated size-matched selection,
Au111_toluene,Au111,toluene,36,15,-0.612,beef_vdw,,,,no validated size-matched selection,
Au111_vanillin,Au111,vanillin,36,19,-1.476,beef_vdw,,,,no validated size-matched selection,
Au111_xylene,Au111,xylene,36,18,-0.647,beef_vdw,,,,no validated size-matched selection,
"Co0001_1,6-anhydroglucofuranose",Co0001,"1,6-anhydroglucofuranose",64,17,0.921,r2scan,,,,no validated size-matched selection,
Co0001_1-butanol,Co0001,1-butanol,64,15,0.907,r2scan,,,,no validated size-matched selection,
Co0001_1-butene,Co0001,1-butene,64,12,0.293,r2scan,,,,no validated size-matched selection,
Co0001_1-pentene,Co0001,1-pentene,64,15,0.668,r2scan,,,,no validated size-matched selection,
Co0001_2-butanol,Co0001,2-butanol,64,15,0.909,r2scan,,,,no validated size-matched selection,
Co0001_2-butene,Co0001,2-butene,64,12,1.077,r2scan,,,,no validated size-matched selection,
Co0001_2-ethylphenol,Co0001,2-ethylphenol,64,19,1.055,r2scan,,,,no validated size-matched selection,
Co0001_2-pentanone,Co0001,2-pentanone,64,16,1.035,r2scan,,,,no validated size-matched selection,
Co0001_3-MTHF,Co0001,3-MTHF,64,16,1.003,r2scan,,,,no validated size-matched selection,
Co0001_3-hydroxypropionic_acid,Co0001,3-hydroxypropionic_acid,64,12,0.909,r2scan,,,,no validated size-matched selection,
Co0001_4-methylguaiacol,Co0001,4-methylguaiacol,64,20,0.92,r2scan,,,,no validated size-matched selection,
Co0001_5-HMF,Co0001,5-HMF,64,15,0.799,r2scan,,,,no validated size-matched selection,
Co0001_5-heptanone,Co0001,5-heptanone,64,22,0.971,r2scan,,,,no validated size-matched selection,
Co0001_5-methylfurfural,Co0001,5-methylfurfural,64,14,0.856,r2scan,,,,no validated size-matched selection,
Co0001_CH4,Co0001,CH4,64,5,-0.398,r2scan,,,,no validated size-matched selection,
Co0001_CO,Co0001,CO,64,2,-0.471,r2scan,,,,no validated size-matched selection,
Co0001_CO2,Co0001,CO2,64,3,1.171,r2scan,,,,no validated size-matched selection,
Co0001_D-fructofuranose,Co0001,D-fructofuranose,64,20,0.98,r2scan,,,,no validated size-matched selection,
Co0001_D-xylopyranose,Co0001,D-xylopyranose,64,20,0.777,r2scan,,,,no validated size-matched selection,
Co0001_DME,Co0001,DME,64,9,0.903,r2scan,,,,no validated size-matched selection,
Co0001_DMSO,Co0001,DMSO,64,10,1.08,r2scan,,,,no validated size-matched selection,
Co0001_H2,Co0001,H2,64,2,1.202,r2scan,,,,no validated size-matched selection,
Co0001_H2O,Co0001,H2O,64,3,0.966,r2scan,,,,no validated size-matched selection,
Co0001_H2S,Co0001,H2S,64,3,-1.828,r2scan,,,,no validated size-matched selection,
Co0001_N2,Co0001,N2,64,2,0.698,r2scan,,,,no validated size-matched selection,
Co0001_NH3,Co0001,NH3,64,4,0.344,r2scan,,,,no validated size-matched selection,
Co0001_NO,Co0001,NO,64,2,0.284,r2scan,,,,no validated size-matched selection,
Co0001_NO2,Co0001,NO2,64,3,-1.955,r2scan,,,,no validated size-matched selection,
Co0001_SO2,Co0001,SO2,64,3,0.983,r2scan,,,,no validated size-matched selection,
Co0001_THF,Co0001,THF,64,13,1.117,r2scan,,,,no validated size-matched selection,
Co0001_acetaldehyde,Co0001,acetaldehyde,64,7,1.108,r2scan,,,,no validated size-matched selection,
Co0001_acetic_acid,Co0001,acetic_acid,64,8,1.143,r2scan,,,,no validated size-matched selection,
Co0001_acetone,Co0001,acetone,64,10,1.092,r2scan,,,,no validated size-matched selection,
Co0001_acetophenone,Co0001,acetophenone,64,17,0.878,r2scan,,,,no validated size-matched selection,
Co0001_alpha-D-glucopyranose,Co0001,alpha-D-glucopyranose,64,24,-0.867,r2scan,,,,no validated size-matched selection,
Co0001_angelica_lactone,Co0001,angelica_lactone,64,13,1.084,r2scan,,,,no validated size-matched selection,
Co0001_aniline,Co0001,aniline,64,14,0.364,r2scan,,,,no validated size-matched selection,
Co0001_benzaldehyde,Co0001,benzaldehyde,64,14,0.803,r2scan,,,,no validated size-matched selection,
Co0001_benzene,Co0001,benzene,64,12,0.571,r2scan,,,,no validated size-matched selection,
Co0001_butadiene,Co0001,butadiene,64,10,-0.326,r2scan,,,,no validated size-matched selection,
Co0001_butanal,Co0001,butanal,64,13,0.865,r2scan,,,,no validated size-matched selection,
Co0001_butane,Co0001,butane,64,14,1.042,r2scan,,,,no validated size-matched selection,
Co0001_butyric_acid,Co0001,butyric_acid,64,14,1.081,r2scan,,,,no validated size-matched selection,
Co0001_caproic_acid,Co0001,caproic_acid,64,20,0.962,r2scan,,,,no validated size-matched selection,
Co0001_cyclopentanone,Co0001,cyclopentanone,64,14,1.026,r2scan,,,,no validated size-matched selection,
Co0001_diethyl_ether,Co0001,diethyl_ether,64,15,0.858,r2scan,,,,no validated size-matched selection,
Co0001_dimethyl_succinate,Co0001,dimethyl_succinate,64,17,0.943,r2scan,,,,no validated size-matched selection,
Co0001_ethane,Co0001,ethane,64,8,1.498,r2scan,,,,no validated size-matched selection,
Co0001_ethanol,Co0001,ethanol,64,9,1.194,r2scan,,,,no validated size-matched selection,
Co0001_ethene,Co0001,ethene,64,6,0.414,r2scan,,,,no validated size-matched selection,
Co0001_ethyl_acetate,Co0001,ethyl_acetate,64,14,1.143,r2scan,,,,no validated size-matched selection,
Co0001_ethylene,Co0001,ethylene,64,6,0.23,r2scan,,,,no validated size-matched selection,
Co0001_ethylene_glycol,Co0001,ethylene_glycol,64,10,1.039,r2scan,,,,no validated size-matched selection,
Co0001_eugenol,Co0001,eugenol,64,24,0.605,r2scan,,,,no validated size-matched selection,
Co0001_formaldehyde,Co0001,formaldehyde,64,4,0.898,r2scan,,,,no validated size-matched selection,
Co0001_formate,Co0001,formate,64,4,0.241,r2scan,,,,no validated size-matched selection,
Co0001_formic_acid,Co0001,formic_acid,64,5,1.215,r2scan,,,,no validated size-matched selection,
Co0001_furan,Co0001,furan,64,9,1.128,r2scan,,,,no validated size-matched selection,
Co0001_furfural,Co0001,furfural,64,11,0.407,r2scan,,,,no validated size-matched selection,
Co0001_glycerol,Co0001,glycerol,64,14,0.962,r2scan,,,,no validated size-matched selection,
Co0001_guaiacol,Co0001,guaiacol,64,17,0.814,r2scan,,,,no validated size-matched selection,
Co0001_heptane,Co0001,heptane,64,23,0.908,r2scan,,,,no validated size-matched selection,
Co0001_hexanal,Co0001,hexanal,64,19,0.91,r2scan,,,,no validated size-matched selection,
Co0001_hexane,Co0001,hexane,64,20,0.859,r2scan,,,,no validated size-matched selection,
Co0001_isobutene,Co0001,isobutene,64,12,0.822,r2scan,,,,no validated size-matched selection,
Co0001_isoprene,Co0001,isoprene,64,13,0.555,r2scan,,,,no validated size-matched selection,
Co0001_isopropanol,Co0001,isopropanol,64,12,1.069,r2scan,,,,no validated size-matched selection,
Co0001_lactic_acid,Co0001,lactic_acid,64,12,1.084,r2scan,,,,no validated size-matched selection,
Co0001_levulinic_acid,Co0001,levulinic_acid,64,16,-0.679,pbe_d3,,,,no validated size-matched selection,
Co0001_malonic_acid,Co0001,malonic_acid,64,11,1.998,r2scan,,,,no validated size-matched selection,
Co0001_methane,Co0001,methane,64,5,1.124,r2scan,,,,no validated size-matched selection,
Co0001_methanol,Co0001,methanol,64,6,0.912,r2scan,,,,no validated size-matched selection,
Co0001_methylcyclopentenolone,Co0001,methylcyclopentenolone,64,16,0.908,r2scan,,,,no validated size-matched selection,
Co0001_methylethylketone,Co0001,methylethylketone,64,13,1.014,r2scan,,,,no validated size-matched selection,
Co0001_methylmethacrylate,Co0001,methylmethacrylate,64,15,1.617,pbe,,,,no validated size-matched selection,
Co0001_muconic_acid,Co0001,muconic_acid,64,16,1.098,r2scan,,,,no validated size-matched selection,
Co0001_propane,Co0001,propane,64,11,2.909,r2scan,,,,no validated size-matched selection,
Co0001_propanol,Co0001,propanol,64,12,1.076,r2scan,,,,no validated size-matched selection,
Co0001_propene,Co0001,propene,64,9,0.465,r2scan,,,,no validated size-matched selection,
Co0001_propionic_acid,Co0001,propionic_acid,64,11,1.051,r2scan,,,,no validated size-matched selection,
Co0001_propyl_syringol,Co0001,propyl_syringol,64,30,0.932,r2scan,,,,no validated size-matched selection,
Co0001_pyrrole,Co0001,pyrrole,64,10,0.813,r2scan,,,,no validated size-matched selection,
Co0001_pyruvic_acid,Co0001,pyruvic_acid,64,10,0.928,r2scan,,,,no validated size-matched selection,
Co0001_sorbitol,Co0001,sorbitol,64,26,-6.849,r2scan,,,,no validated size-matched selection,
Co0001_styrene,Co0001,styrene,64,16,-0.336,r2scan,,,,no validated size-matched selection,
Co0001_toluene,Co0001,toluene,64,15,0.828,r2scan,,,,no validated size-matched selection,
Co0001_xylene,Co0001,xylene,64,18,0.695,r2scan,,,,no validated size-matched selection,
Co0001_xylitol,Co0001,xylitol,64,22,0.827,r2scan,,,,no validated size-matched selection,
Cr111_1-butene,Cr111,1-butene,64,12,3.305,pbe,,,,no validated size-matched selection,
Cr111_2-pentanone,Cr111,2-pentanone,64,16,-4.732,pbe,,,,no validated size-matched selection,
Cr111_3-MTHF,Cr111,3-MTHF,64,16,-6.067,pbe,,,,no validated size-matched selection,
Cr111_5-heptanone,Cr111,5-heptanone,64,22,-7.419,pbe,,,,no validated size-matched selection,
Cr111_CO,Cr111,CO,64,2,-1.191,pbe,,,,no validated size-matched selection,
Cr111_CO2,Cr111,CO2,64,3,-2.958,pbe,,,,no validated size-matched selection,
Cr111_H2O,Cr111,H2O,64,3,-0.137,pbe,,,,no validated size-matched selection,
Cr111_acetaldehyde,Cr111,acetaldehyde,64,7,0.956,pbe,,,,no validated size-matched selection,
Cr111_benzene,Cr111,benzene,64,12,-6.225,pbe,,,,no validated size-matched selection,
Cr111_butadiene,Cr111,butadiene,64,10,-7.305,pbe,,,,no validated size-matched selection,
Cr111_butyric_acid,Cr111,butyric_acid,64,14,-6.495,pbe,,,,no validated size-matched selection,
Cr111_caproic_acid,Cr111,caproic_acid,64,20,-4.225,pbe,,,,no validated size-matched selection,
Cr111_cyclopentanone,Cr111,cyclopentanone,64,14,-2.692,pbe,,,,no validated size-matched selection,
Cr111_ethane,Cr111,ethane,64,8,-5.009,pbe,,,,no validated size-matched selection,
Cr111_ethanol,Cr111,ethanol,64,9,-3.977,pbe,,,,no validated size-matched selection,
Cr111_ethene,Cr111,ethene,64,6,-7.203,pbe,,,,no validated size-matched selection,
Cr111_ethylene,Cr111,ethylene,64,6,-0.972,pbe,,,,no validated size-matched selection,
Cr111_formic_acid,Cr111,formic_acid,64,5,-5.208,pbe,,,,no validated size-matched selection,
Cr111_furfural,Cr111,furfural,64,11,-1.866,pbe,,,,no validated size-matched selection,
Cr111_glycerol,Cr111,glycerol,64,14,-4.466,pbe,,,,no validated size-matched selection,
Cr111_isobutene,Cr111,isobutene,64,12,-3.261,pbe,,,,no validated size-matched selection,
Cr111_isoprene,Cr111,isoprene,64,13,-1.459,pbe,,,,no validated size-matched selection,
Cr111_isopropanol,Cr111,isopropanol,64,12,-0.089,pbe,,,,no validated size-matched selection,
Cr111_lactic_acid,Cr111,lactic_acid,64,12,-1.119,pbe,,,,no validated size-matched selection,
Cr111_methanol,Cr111,methanol,64,6,-5.624,pbe,,,,no validated size-matched selection,
Cr111_propane,Cr111,propane,64,11,-4.141,pbe,,,,no validated size-matched selection,
Cr111_propanol,Cr111,propanol,64,12,4.315,pbe,,,,no validated size-matched selection,
Cr111_propene,Cr111,propene,64,9,-4.401,pbe,,,,no validated size-matched selection,
Cr111_pyruvic_acid,Cr111,pyruvic_acid,64,10,0.568,pbe,,,,no validated size-matched selection,
Cr111_toluene,Cr111,toluene,64,15,-7.506,pbe,,,,no validated size-matched selection,
Cu001_1-butene,Cu001,1-butene,64,12,0.146,pbe,,,,no validated size-matched selection,
Cu001_1-pentene,Cu001,1-pentene,64,15,0.243,pbe,,,,no validated size-matched selection,
Cu001_2-pentanone,Cu001,2-pentanone,64,16,-0.182,pbe,,,,no validated size-matched selection,
Cu001_3-MTHF,Cu001,3-MTHF,64,16,-0.088,pbe,,,,no validated size-matched selection,
Cu001_5-heptanone,Cu001,5-heptanone,64,22,0.301,pbe,,,,no validated size-matched selection,
Cu001_CO,Cu001,CO,64,2,-0.778,pbe,,,,no validated size-matched selection,
Cu001_CO2,Cu001,CO2,64,3,-0.026,pbe,,,,no validated size-matched selection,
Cu001_DME,Cu001,DME,64,9,-4.707,pbe,,,,no validated size-matched selection,
Cu001_H2O,Cu001,H2O,64,3,-0.23,pbe,,,,no validated size-matched selection,
Cu001_acetaldehyde,Cu001,acetaldehyde,64,7,-0.185,pbe,,,,no validated size-matched selection,
Cu001_benzene,Cu001,benzene,64,12,0.064,pbe,,,,no validated size-matched selection,
Cu001_butadiene,Cu001,butadiene,64,10,-0.377,pbe,,,,no validated size-matched selection,
Cu001_butyric_acid,Cu001,butyric_acid,64,14,-0.289,pbe,,,,no validated size-matched selection,
Cu001_caproic_acid,Cu001,caproic_acid,64,20,0.116,pbe,,,,no validated size-matched selection,
Cu001_cyclopentanone,Cu001,cyclopentanone,64,14,-0.03,pbe,,,,no validated size-matched selection,
