name,surface,molecule,n_metal,n_mol,old_energy,old_functional,new_energy,functional,mode,status,complex_snapshot_id
Cu001_ethane,Cu001,ethane,64,8,0.002,pbe,,,,no validated size-matched selection,
Cu001_ethanol,Cu001,ethanol,64,9,-0.059,pbe,,,,no validated size-matched selection,
Cu001_ethene,Cu001,ethene,64,6,0.155,pbe,,,,no validated size-matched selection,
Cu001_ethylene,Cu001,ethylene,64,6,0.162,pbe,,,,no validated size-matched selection,
Cu001_formic_acid,Cu001,formic_acid,64,5,-0.245,pbe,,,,no validated size-matched selection,
Cu001_furfural,Cu001,furfural,64,11,-0.039,pbe,,,,no validated size-matched selection,
Cu001_glycerol,Cu001,glycerol,64,14,-0.116,pbe,,,,no validated size-matched selection,
Cu001_isobutene,Cu001,isobutene,64,12,0.066,pbe,,,,no validated size-matched selection,
Cu001_isoprene,Cu001,isoprene,64,13,0.08,pbe,,,,no validated size-matched selection,
Cu001_isopropanol,Cu001,isopropanol,64,12,-0.202,pbe,,,,no validated size-matched selection,
Cu001_lactic_acid,Cu001,lactic_acid,64,12,0.013,pbe,,,,no validated size-matched selection,
Cu001_methanol,Cu001,methanol,64,6,-0.225,pbe,,,,no validated size-matched selection,
Cu001_propane,Cu001,propane,64,11,-0.013,pbe,,,,no validated size-matched selection,
Cu001_propanol,Cu001,propanol,64,12,-0.219,pbe,,,,no validated size-matched selection,
Cu001_propene,Cu001,propene,64,9,0.359,pbe,,,,no validated size-matched selection,
Cu001_pyruvic_acid,Cu001,pyruvic_acid,64,10,-2.578,pbe,,,,no validated size-matched selection,
Cu001_toluene,Cu001,toluene,64,15,-0.062,pbe,,,,no validated size-matched selection,
Cu100_1-butene,Cu100,1-butene,64,12,-0.052,r2scan,,,,no validated size-matched selection,
Cu100_1-pentene,Cu100,1-pentene,64,15,0.158,r2scan,,,,no validated size-matched selection,
Cu100_2-pentanone,Cu100,2-pentanone,64,16,-0.246,r2scan,,,,no validated size-matched selection,
Cu100_3-MTHF,Cu100,3-MTHF,64,16,-0.275,r2scan,,,,no validated size-matched selection,
Cu100_3-hydroxypropionic_acid,Cu100,3-hydroxypropionic_acid,64,12,-0.379,r2scan,,,,no validated size-matched selection,
Cu100_5-HMF,Cu100,5-HMF,64,15,-1.14,r2scan,,,,no validated size-matched selection,
Cu100_5-heptanone,Cu100,5-heptanone,64,22,0.066,r2scan,,,,no validated size-matched selection,
Cu100_CO,Cu100,CO,64,2,-0.643,r2scan,-1.02749534,pbe_d3,relaxed,ok,46b0393cbaa8c09f34d253386832dd87fb515e6a3a208d4794d54778ecfb7df7
Cu100_CO2,Cu100,CO2,64,3,0.122,r2scan,-0.03216797,pbe,relaxed,ok,ae8e2bacafb0e306fc171c52cf72541305b9f75b2b0412bf5d35c0b001a72612
Cu100_DME,Cu100,DME,64,9,-0.219,r2scan,-0.65125529,pbe_d3,relaxed,ok,afb51a4e0a21fbefc3d3dbd5fd1919700ba740966690660497778ae6c7a5e114
Cu100_H2O,Cu100,H2O,64,3,-0.154,r2scan,-0.47618076,pbe_d3,relaxed,ok,c1ed211f359ed27f01a9cb9f4792323de6ca61a5d21c789e6fef68bbcc6fd2c7
Cu100_acetaldehyde,Cu100,acetaldehyde,64,7,-0.154,r2scan,-0.4874912,pbe_d3,relaxed,ok,f50fa30ff19f9cf17c0a4b0dc704202ad4056f9110c5fac0ccf2863c4209b240
Cu100_acetic_acid,Cu100,acetic_acid,64,8,-0.297,r2scan,-0.29733999,r2scan,SPE,ok,7e3ff057abeeb1fc0d25698e93f30be95d7f6d2f474ddf622bdede6df0ac80bf
Cu100_benzene,Cu100,benzene,64,12,-0.23,r2scan,,,,no validated size-matched selection,
Cu100_butadiene,Cu100,butadiene,64,10,-0.597,r2scan,,,,no validated size-matched selection,
Cu100_butyric_acid,Cu100,butyric_acid,64,14,-0.278,r2scan,,,,no validated size-matched selection,
Cu100_caproic_acid,Cu100,caproic_acid,64,20,-0.348,r2scan,,,,no validated size-matched selection,
Cu100_cyclopentanone,Cu100,cyclopentanone,64,14,-0.217,r2scan,,,,no validated size-matched selection,
Cu100_ethane,Cu100,ethane,64,8,0.131,r2scan,-0.36657454,pbe_d3,relaxed,ok,aabb25eed13046c3546d2952733ce75e6ed94f00ecdb8c00c5ab63af281b7aea
Cu100_ethanol,Cu100,ethanol,64,9,-0.209,r2scan,-0.72768024,pbe_d3,relaxed,ok,2c41a4fc53235bd0c99cdfaf72d6e76efd63347f9101d022f3ef36a99d117544
Cu100_ethene,Cu100,ethene,64,6,-0.001,r2scan,-0.73569194,pbe_d3,relaxed,ok,0a5103e131be410af556ccf0af9833b75c97fbce28a1e619609ef684a342eeb7
Cu100_ethylene,Cu100,ethylene,64,6,0.018,r2scan,-0.73569194,pbe_d3,relaxed,ok,0a5103e131be410af556ccf0af9833b75c97fbce28a1e619609ef684a342eeb7
Cu100_formic_acid,Cu100,formic_acid,64,5,-0.206,r2scan,-0.62281295,pbe_d3,relaxed,ok,185e7d01922db5c0ea55318f962241838d102d810cdc9a833412f99ad4b78ab9
Cu100_furfural,Cu100,furfural,64,11,-0.386,r2scan,,,,no validated size-matched selection,
Cu100_glycerol,Cu100,glycerol,64,14,-0.514,r2scan,,,,no validated size-matched selection,
Cu100_isobutene,Cu100,isobutene,64,12,-0.135,r2scan,,,,no validated size-matched selection,
Cu100_isoprene,Cu100,isoprene,64,13,-0.263,r2scan,,,,no validated size-matched selection,
Cu100_isopropanol,Cu100,isopropanol,64,12,-0.208,r2scan,,,,no validated size-matched selection,
Cu100_lactic_acid,Cu100,lactic_acid,64,12,-0.185,r2scan,,,,no validated size-matched selection,
Cu100_methanol,Cu100,methanol,64,6,-0.191,r2scan,-0.59068061,pbe_d3,relaxed,ok,9290b5fa0817bf150125da519daea010508e0b3eb53f1080db324dd1702e77da
Cu100_propane,Cu100,propane,64,11,0.122,r2scan,,,,no validated size-matched selection,
Cu100_propanol,Cu100,propanol,64,12,-0.212,r2scan,,,,no validated size-matched selection,
Cu100_propene,Cu100,propene,64,9,0.149,r2scan,,,,no validated size-matched selection,
Cu100_propionic_acid,Cu100,propionic_acid,64,11,-0.271,r2scan,,,,no validated size-matched selection,
Cu100_pyruvic_acid,Cu100,pyruvic_acid,64,10,-0.544,r2scan,,,,no validated size-matched selection,
Cu100_toluene,Cu100,toluene,64,15,-0.083,r2scan,,,,no validated size-matched selection,
Cu110_1-butene,Cu110,1-butene,24,12,-0.829,beef_vdw,,,,no validated size-matched selection,
Cu110_1-pentene,Cu110,1-pentene,24,15,-0.874,beef_vdw,,,,no validated size-matched selection,
Cu110_2-pentanone,Cu110,2-pentanone,24,16,-0.858,beef_vdw,,,,no validated size-matched selection,
Cu110_3-MTHF,Cu110,3-MTHF,24,16,-0.781,beef_vdw,,,,no validated size-matched selection,
Cu110_3-hydroxypropionic_acid,Cu110,3-hydroxypropionic_acid,24,12,-0.937,beef_vdw,,,,no validated size-matched selection,
Cu110_5-HMF,Cu110,5-HMF,24,15,-0.977,beef_vdw,,,,no validated size-matched selection,
Cu110_5-heptanone,Cu110,5-heptanone,24,22,-0.936,beef_vdw,,,,no validated size-matched selection,
Cu110_CO,Cu110,CO,24,2,-1.332,beef_vdw,,,,no validated size-matched selection,
Cu110_CO2,Cu110,CO2,24,3,-0.727,beef_vdw,,,,no validated size-matched selection,
Cu110_DME,Cu110,DME,24,9,-0.747,beef_vdw,,,,no validated size-matched selection,
Cu110_H2O,Cu110,H2O,24,3,-0.866,beef_vdw,,,,no validated size-matched selection,
Cu110_acetaldehyde,Cu110,acetaldehyde,24,7,-0.918,beef_vdw,,,,no validated size-matched selection,
Cu110_acetic_acid,Cu110,acetic_acid,24,8,-1.132,beef_vdw,,,,no validated size-matched selection,
Cu110_benzene,Cu110,benzene,24,12,-0.961,beef_vdw,,,,no validated size-matched selection,
Cu110_butadiene,Cu110,butadiene,24,10,-1.295,beef_vdw,,,,no validated size-matched selection,
Cu110_butyric_acid,Cu110,butyric_acid,24,14,-1.21,beef_vdw,,,,no validated size-matched selection,
Cu110_caproic_acid,Cu110,caproic_acid,24,20,-0.898,beef_vdw,,,,no validated size-matched selection,
Cu110_cyclopentanone,Cu110,cyclopentanone,24,14,-0.848,beef_vdw,,,,no validated size-matched selection,
Cu110_ethane,Cu110,ethane,24,8,-0.738,beef_vdw,,,,no validated size-matched selection,
Cu110_ethanol,Cu110,ethanol,64,9,-1.005,beef_vdw,,,,no validated size-matched selection,
Cu110_ethene,Cu110,ethene,24,6,-0.431,r2scan,,,,no validated size-matched selection,
Cu110_ethylene,Cu110,ethylene,24,6,-0.708,beef_vdw,,,,no validated size-matched selection,
Cu110_formic_acid,Cu110,formic_acid,24,5,-1.025,beef_vdw,,,,no validated size-matched selection,
Cu110_glycerol,Cu110,glycerol,64,14,-1.245,beef_vdw,,,,no validated size-matched selection,
Cu110_isobutene,Cu110,isobutene,24,12,-0.687,beef_vdw,,,,no validated size-matched selection,
Cu110_isoprene,Cu110,isoprene,24,13,-1.192,beef_vdw,,,,no validated size-matched selection,
Cu110_isopropanol,Cu110,isopropanol,64,12,-0.395,r2scan,,,,no validated size-matched selection,
Cu110_lactic_acid,Cu110,lactic_acid,24,12,-1.062,beef_vdw,,,,no validated size-matched selection,
Cu110_methanol,Cu110,methanol,24,6,-0.925,beef_vdw,,,,no validated size-matched selection,
Cu110_methylmethacrylate,Cu110,methylmethacrylate,24,15,-2.352,beef_vdw,,,,no validated size-matched selection,
Cu110_propane,Cu110,propane,24,11,0.04,r2scan,,,,no validated size-matched selection,
Cu110_propanol,Cu110,propanol,24,12,-0.384,r2scan,,,,no validated size-matched selection,
Cu110_propene,Cu110,propene,64,9,-0.443,r2scan,,,,no validated size-matched selection,
Cu110_propionic_acid,Cu110,propionic_acid,24,11,-1.192,beef_vdw,,,,no validated size-matched selection,
Cu110_pyruvic_acid,Cu110,pyruvic_acid,24,10,-2.779,beef_vdw,,,,no validated size-matched selection,
Cu110_toluene,Cu110,toluene,24,15,-0.985,beef_vdw,,,,no validated size-matched selection,
Cu111_1-butene,Cu111,1-butene,64,12,0.054,r2scan,,,,no validated size-matched selection,
Cu111_1-pentene,Cu111,1-pentene,64,15,-0.035,r2scan,,,,no validated size-matched selection,
Cu111_2-pentanone,Cu111,2-pentanone,64,16,-0.161,r2scan,,,,no validated size-matched selection,
Cu111_3-MTHF,Cu111,3-MTHF,64,16,-0.077,r2scan,,,,no validated size-matched selection,
Cu111_3-hydroxypropionic_acid,Cu111,3-hydroxypropionic_acid,64,12,-0.221,r2scan,,,,no validated size-matched selection,
Cu111_5-HMF,Cu111,5-HMF,64,15,-1.322,r2scan,,,,no validated size-matched selection,
Cu111_5-heptanone,Cu111,5-heptanone,64,22,0.066,r2scan,,,,no validated size-matched selection,
Cu111_CO,Cu111,CO,64,2,-0.824,r2scan,-0.83265767,r2scan,SPE,ok,125842331da0153ceb910597d95c299303123fc19505626b4dcd3c79461a58f4
Cu111_CO2,Cu111,CO2,64,3,0.168,r2scan,0.15463463,r2scan,SPE,ok,5850484c08f90434f9e30ac1736c822cf8fbba39f814b6d8634c8a21e5a3494f
Cu111_DME,Cu111,DME,64,9,-0.134,r2scan,-0.64085923,pbe_d3,relaxed,ok,324ba3e23f8f6b1b355b23d01fd7f7e1ab2d99b488471584b8d73da7bb9d44b6
Cu111_H2O,Cu111,H2O,64,3,0.094,r2scan,-0.4084764,pbe_d3,relaxed,ok,ecec840aa3252a4ae5ab60dd67fc32dd1dcf87e1141f76841430eb90cffaa781
Cu111_acetaldehyde,Cu111,acetaldehyde,64,7,-0.112,r2scan,-0.4844706,pbe_d3,relaxed,ok,aea3b7bb25b268377b2197dcf7a489fc7a0e32ff10ca377e7c6e90ab60a8fb73
Cu111_acetic_acid,Cu111,acetic_acid,64,8,-0.237,r2scan,-0.51651628,beef_vdw,relaxed,ok,d67613aaa41b6db1df1f3c5887fc3b827ed15f0686ad34f5cdf9481abdf2194a
Cu111_benzene,Cu111,benzene,64,12,0.064,r2scan,,,,no validated size-matched selection,
Cu111_butadiene,Cu111,butadiene,64,10,-0.045,r2scan,,,,no validated size-matched selection,
Cu111_butyric_acid,Cu111,butyric_acid,64,14,-0.211,r2scan,,,,no validated size-matched selection,
Cu111_caproic_acid,Cu111,caproic_acid,64,20,-0.326,r2scan,,,,no validated size-matched selection,
Cu111_cyclopentanone,Cu111,cyclopentanone,64,14,-0.161,r2scan,,,,no validated size-matched selection,
Cu111_ethane,Cu111,ethane,64,8,0.138,r2scan,-0.08854377,r2scan,relaxed,ok,2f5abb975e3e5f5899c8ab27acc77561fe4b3cc4dcc7768ccf63fe2d10d554cb
Cu111_ethanol,Cu111,ethanol,64,9,-0.023,r2scan,-0.64252431,pbe_d3,relaxed,ok,14913669dfab5772937047d0e149878cd92e260e8039f4d73e2ffdba7b8bcd74
Cu111_ethene,Cu111,ethene,64,6,0.105,r2scan,-0.78470588,pbe_d3,relaxed,ok,356bf25dff2b42859a2999f7f0f8fd683ec7dfa2441b271894627bdcd50f4286
Cu111_ethylene,Cu111,ethylene,64,6,0.116,r2scan,-0.78470588,pbe_d3,relaxed,ok,356bf25dff2b42859a2999f7f0f8fd683ec7dfa2441b271894627bdcd50f4286
Cu111_formic_acid,Cu111,formic_acid,64,5,0.011,r2scan,-0.01720029,r2scan,SPE,ok,57e77776918432407122b5c2145334cc00076fe50adf68148f37dbe1ca41da0d
Cu111_furfural,Cu111,furfural,64,11,-0.026,r2scan,,,,no validated size-matched selection,
Cu111_glycerol,Cu111,glycerol,64,14,-0.292,r2scan,,,,no validated size-matched selection,
Cu111_isobutene,Cu111,isobutene,64,12,0.059,r2scan,,,,no validated size-matched selection,
Cu111_isoprene,Cu111,isoprene,64,13,0.088,r2scan,,,,no validated size-matched selection,
Cu111_isopropanol,Cu111,isopropanol,64,12,-0.087,r2scan,-0.09799658,r2scan,SPE,ok,18a93b98ef51ad76d56f037f72032b34ee8bbd65739963caa73a2363dc4dd53a
Cu111_lactic_acid,Cu111,lactic_acid,64,12,-0.22,r2scan,,,,no validated size-matched selection,
Cu111_methanol,Cu111,methanol,64,6,-0.093,r2scan,-0.11400296,r2scan,SPE,ok,50019f633015d25223b70a07b4fea5c28b45c86c760bff1e35e25b4932e5ef37
Cu111_methylmethacrylate,Cu111,methylmethacrylate,64,15,-1.462,beef_vdw,,,,no validated size-matched selection,
Cu111_propane,Cu111,propane,64,11,0.124,r2scan,0.1134875,r2scan,SPE,ok,4ca38d9a9ae46de38ba77ae8c0e3a76fe05b397623f335689da5f0660ea82fc4
Cu111_propanol,Cu111,propanol,64,12,-0.135,r2scan,-0.14589438,r2scan,SPE,ok,9b4c706208434412365702b39ff388b1940d6e1438c088de3ac98d6b08800eaa
Cu111_propene,Cu111,propene,64,9,0.1,r2scan,0.08880039,r2scan,SPE,ok,f5fa0bef0f5fe8446f9b685144cf6a20b0146e189bb418513b71811b033c42fe
Cu111_propionic_acid,Cu111,propionic_acid,64,11,-0.254,r2scan,,,,no validated size-matched selection,
Cu111_pyruvic_acid,Cu111,pyruvic_acid,64,10,-0.101,r2scan,,,,no validated size-matched selection,
Cu111_toluene,Cu111,toluene,64,15,0.004,r2scan,,,,no validated size-matched selection,
Fe111_1-butene,Fe111,1-butene,64,12,4.3,pbe_d3,,,,no validated size-matched selection,
Fe111_1-pentene,Fe111,1-pentene,64,15,2.827,r2scan,,,,no validated size-matched selection,
Fe111_2-pentanone,Fe111,2-pentanone,64,16,4.017,r2scan,,,,no validated size-matched selection,
Fe111_3-MTHF,Fe111,3-MTHF,64,16,2.98,r2scan,,,,no validated size-matched selection,
Fe111_3-hydroxypropionic_acid,Fe111,3-hydroxypropionic_acid,64,12,4.101,r2scan,,,,no validated size-matched selection,
Fe111_5-HMF,Fe111,5-HMF,64,15,2.491,r2scan,,,,no validated size-matched selection,
Fe111_5-heptanone,Fe111,5-heptanone,64,22,6.373,pbe_d3,,,,no validated size-matched selection,
Fe111_CO,Fe111,CO,64,2,2.305,r2scan,,,,no validated size-matched selection,
Fe111_DME,Fe111,DME,64,9,5.363,r2scan,,,,no validated size-matched selection,
Fe111_H2O,Fe111,H2O,64,3,3.572,r2scan,,,,no validated size-matched selection,
Fe111_acetaldehyde,Fe111,acetaldehyde,64,7,7.485,r2scan,,,,no validated size-matched selection,
Fe111_acetic_acid,Fe111,acetic_acid,64,8,4.408,r2scan,,,,no validated size-matched selection,
Fe111_benzene,Fe111,benzene,64,12,6.192,r2scan,,,,no validated size-matched selection,
Fe111_butyric_acid,Fe111,butyric_acid,64,14,3.143,r2scan,,,,no validated size-matched selection,
Fe111_caproic_acid,Fe111,caproic_acid,64,20,3.113,r2scan,,,,no validated size-matched selection,
Fe111_cyclopentanone,Fe111,cyclopentanone,64,14,5.151,r2scan,,,,no validated size-matched selection,
Fe111_ethane,Fe111,ethane,64,8,5.616,r2scan,,,,no validated size-matched selection,
Fe111_ethanol,Fe111,ethanol,64,9,3.134,r2scan,,,,no validated size-matched selection,
Fe111_formic_acid,Fe111,formic_acid,64,5,3.661,r2scan,,,,no validated size-matched selection,
Fe111_furfural,Fe111,furfural,64,11,4.207,r2scan,,,,no validated size-matched selection,
Fe111_glycerol,Fe111,glycerol,64,14,3.058,r2scan,,,,no validated size-matched selection,
Fe111_isobutene,Fe111,isobutene,64,12,5.748,r2scan,,,,no validated size-matched selection,
Fe111_isopropanol,Fe111,isopropanol,64,12,4.073,r2scan,,,,no validated size-matched selection,
Fe111_lactic_acid,Fe111,lactic_acid,64,12,4.099,r2scan,,,,no validated size-matched selection,
Fe111_methanol,Fe111,methanol,64,6,2.825,r2scan,,,,no validated size-matched selection,
Fe111_propane,Fe111,propane,64,11,4.016,r2scan,,,,no validated size-matched selection,
Fe111_propanol,Fe111,propanol,64,12,4.6,r2scan,,,,no validated size-matched selection,
Fe111_propionic_acid,Fe111,propionic_acid,64,11,7.377,r2scan,,,,no validated size-matched selection,
Fe111_pyruvic_acid,Fe111,pyruvic_acid,64,10,6.083,r2scan,,,,no validated size-matched selection,
Fe111_toluene,Fe111,toluene,64,15,1.77,r2scan,,,,no validated size-matched selection,
Ir100_CO,Ir100,CO,36,2,,,-2.48817362,pbe_d3,relaxed,ok,a72c2d09c41950e01370dc7ef0e3390bcc567c6ac180ccdb6948adb2824bdbcd
Ir100_CO2,Ir100,CO2,36,3,,,-0.02382396,pbe,relaxed,ok,d80ce88e2f97b09e3f3f21dd72c88c2949beccd1b0a52d69107511d73b8b9167
Ir100_DME,Ir100,DME,36,9,,,-0.91526038,pbe_d3,relaxed,ok,2c85f78949ddec14af0e45d91cd1ba32258183188f730fa4f0371c873e4f3bd0
Ir100_H2O,Ir100,H2O,36,3,,,-0.70588171,pbe_d3,relaxed,ok,76554888fee2139832a18d532bbd7873333194434313e31f171aa2d1df83e761
Ir100_acetaldehyde,Ir100,acetaldehyde,36,7,,,-0.94568496,pbe_d3,relaxed,ok,baa2ad06b36fdadf130e814909fa311e8256b805056a7e072ad39545701acd00
Ir100_acetic_acid,Ir100,acetic_acid,36,8,,,-0.90200435,beef_vdw,relaxed,ok,7fbdcfd158aeef23e9d27282fa42a434ae0cdd5a466e1a44a8f73415787dfdb5
Ir100_ethane,Ir100,ethane,36,8,,,-0.38333468,pbe_d3,relaxed,ok,29defda42be2eb7948266687ca6df38afa75a6fa55dd966a36deddee4329671c
Ir100_ethanol,Ir100,ethanol,36,9,,,-1.03139287,pbe_d3,relaxed,ok,d7a3eda49ece6de8af2c8959078e50966c86f7e5f647e226ff7baa92a4030711
Ir100_ethene,Ir100,ethene,36,6,,,-1.93658643,pbe_d3,relaxed,ok,8bbe3275bb9bbc26943021edffe6df376630b2ded558f558878f7c5b8fd92926
Ir100_ethylene,Ir100,ethylene,36,6,,,-1.93658643,pbe_d3,relaxed,ok,8bbe3275bb9bbc26943021edffe6df376630b2ded558f558878f7c5b8fd92926
Ir100_formic_acid,Ir100,formic_acid,36,5,,,-1.03237382,pbe_d3,relaxed,ok,7be2728e9bda49b2058cce593f5d4d70cdfded583cc8d472bed33de523ee9805
Ir100_methanol,Ir100,methanol,36,6,,,-0.91161141,pbe_d3,relaxed,ok,d25674cb0d8ec59e658e4ce73ac081a7df96a083e24e8671f8e0dc392faa1ec5
Ir110_CO,Ir110,CO,24,2,,,-2.53220228,pbe_d3,relaxed,ok,96c33636298820e5e84eb73e7bf0666f5dcee363e8ddf21bc2a68e7863de2abe
Ir110_CO2,Ir110,CO2,24,3,,,-0.11961248,r2scan,relaxed,ok,144fee1023c8fb64cbc0c0210449fe1484d95daaf94c1724d548db9cc5e6760f
Ir110_DME,Ir110,DME,24,9,,,-0.75130498,r2scan,relaxed,ok,1421cceda73374edf4532b9a58a77f77c417879f02bb41ab39c7f644009bd2a5
Ir110_H2O,Ir110,H2O,24,3,,,-0.74355377,r2scan,relaxed,ok,019ca0889a649a7a6dfcc7f4ff8a694eb850d798a0e56f15ba3ef707ef4fc721
Ir110_acetaldehyde,Ir110,acetaldehyde,24,7,,,-0.86796278,r2scan,relaxed,ok,4403ea863aaa71030d0c1f0712cd52ee9afabc53c3b345fc04f554b911b1d4a2
Ir110_acetic_acid,Ir110,acetic_acid,24,8,,,-1.08924682,r2scan,relaxed,ok,6bea79fe4c58432d25537d3a54d9690c66939965b236a9c9aa4f70e11ed86943
Ir110_ethane,Ir110,ethane,24,8,,,-0.18754834,r2scan,relaxed,ok,958a88839b86533479967a7b7cb99e31cb16e1ea8e9cbe528237be8b8d4fffb3
Ir110_ethanol,Ir110,ethanol,24,9,,,-0.87864407,r2scan,relaxed,ok,dbea2bb911de888ad29908185c2fe15307f23634d9e7ba519de79a91c30c2ae4
Ir110_ethene,Ir110,ethene,24,6,,,-1.8779823,r2scan,relaxed,ok,9b5de221183e741cca64c83aa7fbbe8f3d4d9eb8a8b07c147e3247565d0b72db
Ir110_ethylene,Ir110,ethylene,24,6,,,-1.8779823,r2scan,relaxed,ok,9b5de221183e741cca64c83aa7fbbe8f3d4d9eb8a8b07c147e3247565d0b72db
Ni100_CO2,Ni100,CO2,64,3,0.011,r2scan,,,,no validated size-matched selection,
Ni100_ethane,Ni100,ethane,64,8,-0.037,r2scan,,,,no validated size-matched selection,
Ni100_ethanol,Ni100,ethanol,64,9,-0.209,r2scan,,,,no validated size-matched selection,
Ni100_ethene,Ni100,ethene,64,6,-1.036,r2scan,,,,no validated size-matched selection,
Ni100_glycerol,Ni100,glycerol,64,14,-0.249,r2scan,,,,no validated size-matched selection,
Ni100_isopropanol,Ni100,isopropanol,64,12,-1.754,r2scan,,,,no validated size-matched selection,
Ni100_propane,Ni100,propane,64,11,0.081,r2scan,,,,no validated size-matched selection,
Ni100_propanol,Ni100,propanol,64,12,-2.083,r2scan,,,,no validated size-matched selection,
Ni100_propene,Ni100,propene,64,9,-0.931,r2scan,,,,no validated size-matched selection,
Ni110_CO2,Ni110,CO2,64,3,0.633,r2scan,,,,no validated size-matched selection,
Ni110_ethane,Ni110,ethane,64,8,-0.33,r2scan,,,,no validated size-matched selection,
Ni110_ethanol,Ni110,ethanol,64,9,-0.284,r2scan,,,,no validated size-matched selection,
Ni110_ethene,Ni110,ethene,64,6,-1.381,r2scan,,,,no validated size-matched selection,
Ni110_glycerol,Ni110,glycerol,64,14,-0.287,r2scan,,,,no validated size-matched selection,
Ni110_isopropanol,Ni110,isopropanol,64,12,-0.379,r2scan,,,,no validated size-matched selection,
Ni110_propane,Ni110,propane,64,11,-0.414,r2scan,,,,no validated size-matched selection,
Ni110_propanol,Ni110,propanol,64,12,-0.131,r2scan,,,,no validated size-matched selection,
Ni110_propene,Ni110,propene,64,9,-1.337,r2scan,,,,no validated size-matched selection,
Ni111_CO2,Ni111,CO2,64,3,0.168,r2scan,,,,no validated size-matched selection,
Ni111_ethane,Ni111,ethane,64,8,0.023,r2scan,,,,no validated size-matched selection,
Ni111_ethanol,Ni111,ethanol,64,9,0.019,r2scan,,,,no validated size-matched selection,
Ni111_ethene,Ni111,ethene,64,6,-0.784,r2scan,,,,no validated size-matched selection,
Ni111_glycerol,Ni111,glycerol,64,14,-0.195,r2scan,,,,no validated size-matched selection,
Ni111_isopropanol,Ni111,isopropanol,64,12,0.002,r2scan,,,,no validated size-matched selection,
Ni111_propane,Ni111,propane,64,11,-0.056,r2scan,,,,no validated size-matched selection,
Ni111_propanol,Ni111,propanol,64,12,-0.039,r2scan,,,,no validated size-matched selection,
Ni111_propene,Ni111,propene,64,9,-0.559,r2scan,,,,no validated size-matched selection,
Pd100_CO2,Pd100,CO2,64,3,-0.012,r2scan,-0.02217815,pbe,relaxed,ok,747a3c9984df10e467acc3290cb9746fb0d97b81981861dda24e2f0f12403aad
Pd100_ethane,Pd100,ethane,64,8,0.124,r2scan,-0.20029212,r2scan,relaxed,ok,1cde8effe041579d85c80e3b679a70a15608c6f66fc5d95afc73f77e493740d5
Pd100_ethanol,Pd100,ethanol,64,9,-0.078,r2scan,-0.72920409,pbe_d3,relaxed,ok,2bb2bb16dc602f750c72f3c431dc1caacf5a24e28e65c7bed1db7210f5f1f10e
Pd100_ethene,Pd100,ethene,64,6,-0.922,r2scan,,,,no validated size-matched selection,
Pd100_glycerol,Pd100,glycerol,64,14,-0.172,r2scan,-0.17153495,r2scan,SPE,ok,0d51ad729b58edfee64c2341d6d85641b3dd300db3be80e7f9ca303b1e76040c
Pd100_isopropanol,Pd100,isopropanol,64,12,-0.022,r2scan,-0.02203308,r2scan,SPE,ok,0df10bf2e77cb089e216fb1ffc22e7dd74fe6e1e57e82718416c0cc10b36d962
Pd100_propane,Pd100,propane,64,11,0.091,r2scan,0.09139252,r2scan,SPE,ok,921efa45d81a8cfaacbe5a99dc228edac5b775ab59777cbf608ea0b88c2de400
Pd100_propanol,Pd100,propanol,64,12,-0.012,r2scan,-0.01247447,r2scan,SPE,ok,3151f59db229a1a95ab5b2bdc88689c4d51003110077eaf8a48f44917ff5c349
Pd100_propene,Pd100,propene,64,9,-1.013,r2scan,-1.013176,r2scan,SPE,ok,685c54c4b444cb55c743c8ca1476be3553a1042d78662160b295cffe9d297109
Pd110_CO2,Pd110,CO2,64,3,0.02,r2scan,,,,no validated size-matched selection,
Pd110_ethane,Pd110,ethane,64,8,-0.099,r2scan,-0.40176247,pbe_d3,relaxed,ok,d11303a8809c6f1b6008e10e7e4335f97bdf870f14622f3740feeba9bec6df62
Pd110_ethanol,Pd110,ethanol,64,9,-0.014,r2scan,-0.91827131,pbe_d3,relaxed,ok,2ade2022a8849be027139d8ad95fdfe810e701e5e06757ab22ade6fd97a2ab57
Pd110_ethene,Pd110,ethene,64,6,-1.26,r2scan,,,,no validated size-matched selection,
Pd110_glycerol,Pd110,glycerol,64,14,-0.626,r2scan,-0.62574424,r2scan,SPE,ok,d218022353f91d350a7331c12e254f825aca5a8cec07a87ded66238ebda97bdf
Pd110_isopropanol,Pd110,isopropanol,64,12,-0.161,r2scan,-0.16056572,r2scan,SPE,ok,5dc69fdcaa7b5e954e40269b1a327694316e5baaa2490d2a877f669ac5296bde
Pd110_propane,Pd110,propane,64,11,-0.155,r2scan,-0.15492014,r2scan,SPE,ok,516fb48c5e86051224583990ee3d49190fb6f94764bd7ce2cdd44a31ca17dcbb
Pd110_propanol,Pd110,propanol,64,12,-0.168,r2scan,-0.1679516,r2scan,SPE,ok,a7ffc9969bf3b8fd197d9919faef1598979995ea42aa19f8613607161f1a587e
Pd110_propene,Pd110,propene,64,9,-1.17,r2scan,-1.17019114,r2scan,SPE,ok,9a0af1ae88557b3ee7b496b0f6a2b3976faf1439917312445ba8286cf772d9f2
Pd111_CO2,Pd111,CO2,64,3,0.047,r2scan,-0.03474686,pbe,relaxed,ok,d0a633cf92e5b3b1a4a2f0c1681cfc854a63d4aa630761d80e8fbcd6ed84055c
