surface,molecule,functional,ML,SPE,relaxed,residual,relaxation_gap,total,provenance,complex_directory
Ir110,H2O,pbe,-1.01,-0.54753202,-0.612,-0.46246798,0.06446797999999998,-0.398,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ir110/singlepoint/PBE
Ir110,H2O,pbe_d3,-1.01,-0.75146265,-0.859,-0.25853735,0.10753734999999998,-0.15100000000000002,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ir110/singlepoint/PBE_D3
Ir110,H2O,r2scan,-1.01,-0.5886448,-0.744,-0.42135520000000004,0.15535520000000003,-0.266,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ir110/singlepoint/r2scan
Ir110,H2S,beef_vdw,-2.79,-2.66724344,-2.759,-0.12275656000000001,0.09175655999999988,-0.03100000000000014,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ir110/singlepoint/beef_vdw
Ir110,H2S,pbe,-2.79,-2.6286016,-2.712,-0.16139839999999994,0.0833984000000001,-0.07799999999999985,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ir110/singlepoint/PBE
Ir110,H2S,pbe_d3,-2.79,-3.03571524,-3.161,0.24571524,0.12528476,0.371,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ir110/singlepoint/PBE_D3
Ir110,H2S,r2scan,-2.79,-2.61769293,-2.868,-0.17230707,0.25030706999999985,0.07799999999999985,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ir110/singlepoint/r2scan
Ir110,acetaldehyde,beef_vdw,-0.84,-0.90172076,-0.95,0.06172076000000004,0.048279239999999946,0.10999999999999999,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Ir110/singlepoint/beef_vdw
Ir110,acetaldehyde,pbe,-0.84,-0.7045846,-0.788,-0.13541539999999996,0.08341540000000003,-0.051999999999999935,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Ir110/singlepoint/PBE
Ir110,acetaldehyde,pbe_d3,-0.84,-0.98990775,-1.117,0.14990775,0.12709225000000002,0.277,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Ir110/singlepoint/PBE_D3
Ir110,acetaldehyde,r2scan,-0.84,-0.76953598,-0.868,-0.07046401999999996,0.09846401999999999,0.028000000000000025,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Ir110/singlepoint/r2scan
Ir110,acetic_acid,beef_vdw,-0.95,-1.01664711,-1.107,0.06664711000000012,0.09035288999999991,0.15700000000000003,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Ir110/singlepoint/beef_vdw
Ir110,acetic_acid,r2scan,-0.95,-0.85642516,-1.089,-0.09357483999999994,0.23257483999999995,0.139,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Ir110/singlepoint/r2scan
Ir110,ethane,beef_vdw,-0.51,-0.36680554,-0.412,-0.14319446000000002,0.04519445999999999,-0.09800000000000003,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir110/singlepoint/beef_vdw
Ir110,ethane,pbe,-0.51,-0.02136002,-0.079,-0.48863998000000003,0.05763998,-0.431,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir110/singlepoint/PBE
Ir110,ethane,pbe_d3,-0.51,-0.37265304,-0.632,-0.13734696000000002,0.25934696,0.122,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir110/singlepoint/PBE_D3
Ir110,ethane,r2scan,-0.51,-0.11159803,-0.188,-0.39840197,0.07640197,-0.322,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir110/singlepoint/r2scan
Ir110,ethanol,beef_vdw,-0.95,-0.94306851,-1.023,-0.006931489999999929,0.07993148999999988,0.07299999999999995,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir110/singlepoint/beef_vdw
Ir110,ethanol,pbe,-0.95,-0.63087128,-0.701,-0.3191287199999999,0.07012871999999992,-0.249,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir110/singlepoint/PBE
Ir110,ethanol,pbe_d3,-0.95,-1.09495918,-1.211,0.14495918000000008,0.11604082000000004,0.2610000000000001,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir110/singlepoint/PBE_D3
Ir110,ethanol,r2scan,-0.95,-0.74324792,-0.879,-0.20675208,0.13575208000000005,-0.07099999999999995,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir110/singlepoint/r2scan
Ir110,ethene,beef_vdw,-2.25,-1.72489856,-1.876,-0.52510144,0.15110143999999992,-0.3740000000000001,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir110/singlepoint/beef_vdw
Ir110,ethene,pbe,-2.25,-1.60123354,-1.804,-0.64876646,0.2027664600000001,-0.44599999999999995,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir110/singlepoint/PBE
Ir110,ethene,pbe_d3,-2.25,-2.00771159,-2.185,-0.24228841,0.17728841000000006,-0.06499999999999995,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir110/singlepoint/PBE_D3
Ir110,ethene,r2scan,-2.25,-1.70577094,-1.878,-0.5442290599999999,0.17222905999999982,-0.3720000000000001,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir110/singlepoint/r2scan
Ir110,formaldehyde,beef_vdw,-2.04,-1.66812451,-1.872,-0.3718754900000001,0.20387549000000016,-0.16799999999999993,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir110/singlepoint/beef_vdw
Ir110,formaldehyde,r2scan,-2.04,-1.70111068,-1.885,-0.33888932000000005,0.18388932000000002,-0.15500000000000003,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir110/singlepoint/r2scan
Ir110,methane,beef_vdw,-0.6,-0.19827344,-0.23,-0.40172655999999995,0.031726560000000015,-0.37,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Ir110/singlepoint/beef_vdw
Ir110,methane,pbe,-0.6,0.02473465,-0.026,-0.62473465,0.05073465,-0.574,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Ir110/singlepoint/PBE
Ir110,methane,pbe_d3,-0.6,-0.15448124,-0.246,-0.44551876,0.09151876,-0.354,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Ir110/singlepoint/PBE_D3
Ir110,methane,r2scan,-0.6,-0.01482713,-0.095,-0.58517287,0.08017287000000001,-0.505,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Ir110/singlepoint/r2scan
Ir110,methanol,beef_vdw,-0.9,-0.81303628,-0.893,-0.08696372000000008,0.07996372000000007,-0.007000000000000006,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Ir110/singlepoint/beef_vdw
Ir110,methanol,pbe,-0.9,-0.60744007,-0.683,-0.29255993,0.07555993000000005,-0.21699999999999997,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Ir110/singlepoint/PBE
Ir110,methanol,pbe_d3,-0.9,-0.95409422,-1.077,0.05409421999999997,0.12290577999999996,0.17699999999999994,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Ir110/singlepoint/PBE_D3
Ir110,methanol,r2scan,-0.9,-0.67609826,-0.828,-0.22390174000000007,0.15190174,-0.07200000000000006,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Ir110/singlepoint/r2scan
Ir111,CH3,beef_vdw,-2.61,-1.90929114,-1.941,-0.7007088599999998,0.03170885999999995,-0.6689999999999998,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ir111/singlepoint/beef_vdw
Ir111,CH3,pbe,-2.61,-1.79643634,-1.838,-0.8135636599999998,0.04156366,-0.7719999999999998,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ir111/singlepoint/PBE
Ir111,CH3,pbe_d3,-2.61,-1.90996866,-2.141,-0.7000313399999998,0.23103133999999992,-0.46899999999999986,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ir111/singlepoint/PBE_D3
Ir111,CH3,r2scan,-2.61,-1.60703633,-1.807,-1.00296367,0.19996367000000004,-0.8029999999999999,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ir111/singlepoint/r2scan
Ir111,CO,beef_vdw,-2.4,-1.49268401,-1.55,-0.9073159899999999,0.05731598999999998,-0.8499999999999999,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ir111/singlepoint/beef_vdw
Ir111,CO,pbe,-2.4,-1.53175888,-1.611,-0.86824112,0.07924112000000005,-0.7889999999999999,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ir111/singlepoint/PBE
Ir111,CO,pbe_d3,-2.4,-1.5570883,-1.859,-0.8429116999999999,0.3019117,-0.5409999999999999,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ir111/singlepoint/PBE_D3
Ir111,CO2,beef_vdw,-0.4,-0.24536332,-0.26,-0.15463668000000003,0.014636680000000013,-0.14,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ir111/singlepoint/beef_vdw
Ir111,CO2,pbe,-0.4,0.04658465,-0.006,-0.44658465,0.05258465,-0.394,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ir111/singlepoint/PBE
Ir111,CO2,r2scan,-0.4,0.14610648,-0.081,-0.5461064800000001,0.22710648,-0.319,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ir111/singlepoint/r2scan
Ir111,DME,beef_vdw,-0.43,-0.58705258,-0.626,0.15705258000000005,0.038947419999999955,0.196,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ir111/singlepoint/beef_vdw
Ir111,DME,pbe,-0.43,-0.16653728,-0.208,-0.26346272,0.04146271999999998,-0.222,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ir111/singlepoint/PBE
Ir111,DME,pbe_d3,-0.43,-0.53503094,-0.769,0.10503093999999996,0.23396906000000006,0.339,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ir111/singlepoint/PBE_D3
Ir111,H2O,beef_vdw,-0.8,-0.35655901,-0.421,-0.44344099000000003,0.06444098999999998,-0.37900000000000006,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ir111/singlepoint/beef_vdw
Ir111,H2O,pbe,-0.8,-0.25754896,-0.311,-0.54245104,0.053451040000000005,-0.48900000000000005,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ir111/singlepoint/PBE
Ir111,H2O,pbe_d3,-0.8,-0.29557049,-0.556,-0.50442951,0.26042951000000003,-0.244,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ir111/singlepoint/PBE_D3
Ir111,H2O,r2scan,-0.8,-0.25349886,-0.488,-0.54650114,0.23450114,-0.31200000000000006,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ir111/singlepoint/r2scan
Ir111,H2S,beef_vdw,-1.13,-0.84153663,-0.898,-0.2884633699999999,0.05646337000000001,-0.23199999999999987,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ir111/singlepoint/beef_vdw
Ir111,H2S,pbe,-1.13,-0.67359452,-0.742,-0.4564054799999999,0.06840548000000002,-0.3879999999999999,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ir111/singlepoint/PBE
Ir111,H2S,pbe_d3,-1.13,-0.90489088,-1.172,-0.22510911999999994,0.26710912,0.04200000000000004,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ir111/singlepoint/PBE_D3
Ir111,H2S,r2scan,-1.13,-0.68506087,-0.933,-0.44493912999999985,0.24793913,-0.19699999999999984,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ir111/singlepoint/r2scan
Ir111,acetaldehyde,beef_vdw,-0.64,-0.55673326,-0.593,-0.08326674,0.036266739999999964,-0.04700000000000004,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Ir111/singlepoint/beef_vdw
Ir111,acetaldehyde,pbe,-0.64,-0.30770385,-0.354,-0.33229615,0.04629614999999998,-0.28600000000000003,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Ir111/singlepoint/PBE
Ir111,acetaldehyde,pbe_d3,-0.64,-0.47766926,-0.728,-0.16233074000000003,0.25033074,0.08799999999999997,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Ir111/singlepoint/PBE_D3
Ir111,acetaldehyde,r2scan,-0.64,-0.35561052,-0.583,-0.28438948000000003,0.22738947999999998,-0.05700000000000005,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Ir111/singlepoint/r2scan
Ir111,acetic_acid,beef_vdw,-0.83,-0.59820043,-0.666,-0.23179956999999995,0.06779957000000003,-0.16399999999999992,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Ir111/singlepoint/beef_vdw
Ir111,ethane,beef_vdw,-0.38,-0.25091594,-0.314,-0.12908406,0.06308406,-0.066,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/singlepoint/beef_vdw
Ir111,ethane,pbe,-0.38,0.10152203,-0.005,-0.48152203,0.10652203,-0.375,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/singlepoint/PBE
Ir111,ethane,pbe_d3,-0.38,-0.09655536,-0.346,-0.28344464,0.24944463999999997,-0.03400000000000003,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/singlepoint/PBE_D3
Ir111,ethane,r2scan,-0.38,0.15574542,-0.073,-0.53574542,0.22874541999999998,-0.307,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/singlepoint/r2scan
Ir111,ethanol,beef_vdw,-0.64,-0.62171747,-0.685,-0.01828253000000002,0.06328253000000006,0.04500000000000004,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/singlepoint/beef_vdw
Ir111,ethanol,pbe,-0.64,-0.27851533,-0.335,-0.36148467,0.056484670000000015,-0.305,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/singlepoint/PBE
Ir111,ethanol,pbe_d3,-0.64,-0.61807213,-0.868,-0.02192786999999996,0.24992786999999994,0.22799999999999998,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/singlepoint/PBE_D3
Ir111,ethanol,r2scan,-0.64,-0.37808172,-0.6,-0.26191828,0.22191827999999997,-0.040000000000000036,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/singlepoint/r2scan
Ir111,ethene,beef_vdw,-1.37,-0.92279659,-1.006,-0.4472034100000001,0.08320340999999998,-0.3640000000000001,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/singlepoint/beef_vdw
Ir111,ethene,pbe,-1.37,-0.70634766,-0.794,-0.6636523400000001,0.08765234,-0.5760000000000001,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/singlepoint/PBE
Ir111,ethene,pbe_d3,-1.37,-0.97690933,-1.262,-0.3930906700000001,0.28509067,-0.1080000000000001,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/singlepoint/PBE_D3
Ir111,ethene,r2scan,-1.37,-0.79731384,-1.061,-0.57268616,0.2636861599999999,-0.30900000000000016,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/singlepoint/r2scan
Ir111,formaldehyde,beef_vdw,-0.6,-0.41431549,-0.465,-0.18568450999999997,0.050684510000000016,-0.13499999999999995,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir111/singlepoint/beef_vdw
Ir111,formaldehyde,pbe,-0.6,-0.22111016,-0.273,-0.37888984,0.05188984000000002,-0.32699999999999996,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir111/singlepoint/PBE
Ir111,formaldehyde,pbe_d3,-0.6,-0.33927872,-0.594,-0.26072128,0.25472128,-0.006000000000000005,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir111/singlepoint/PBE_D3
Ir111,methane,beef_vdw,-0.53,-0.15009521,-0.214,-0.37990479,0.06390478999999999,-0.31600000000000006,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Ir111/singlepoint/beef_vdw
Ir111,methane,pbe,-0.53,0.09639814,-0.0,-0.62639814,0.09639814,-0.53,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Ir111/singlepoint/PBE
Ir111,methane,pbe_d3,-0.53,0.03089303,-0.215,-0.56089303,0.24589302999999998,-0.31500000000000006,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Ir111/singlepoint/PBE_D3
Ir111,methane,r2scan,-0.53,0.18288162,-0.043,-0.71288162,0.22588162,-0.48700000000000004,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Ir111/singlepoint/r2scan
Ir111,methanol,beef_vdw,-0.7,-0.55218589,-0.602,-0.14781411,0.04981411000000002,-0.09799999999999998,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Ir111/singlepoint/beef_vdw
Ir111,methanol,pbe,-0.7,-0.29621644,-0.344,-0.40378355999999993,0.04778355999999995,-0.356,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Ir111/singlepoint/PBE
Ir111,methanol,pbe_d3,-0.7,-0.49606017,-0.754,-0.20393982999999993,0.25793983,0.05400000000000005,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Ir111/singlepoint/PBE_D3
Pd100,CO2,beef_vdw,-0.47,-0.18688402,-0.266,-0.28311597999999993,0.07911598,-0.20399999999999996,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Pd100/singlepoint/beef_vdw
Pd100,CO2,pbe,-0.47,-0.01207989,-0.022,-0.45792011,0.00992011,-0.44799999999999995,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Pd100/singlepoint/PBE
Pd100,ethane,beef_vdw,-0.51,-0.09230295,-0.324,-0.41769705,0.23169705000000002,-0.186,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Pd100/singlepoint/beef_vdw
Pd100,ethane,pbe,-0.51,0.07715775,-0.046,-0.58715775,0.12315775,-0.464,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Pd100/singlepoint/PBE
Pd100,ethane,pbe_d3,-0.51,-0.21177963,-0.409,-0.29822037,0.19722036999999998,-0.10100000000000003,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Pd100/singlepoint/PBE_D3
Pd100,ethane,r2scan,-0.51,-0.06338165,-0.2,-0.44661835,0.13661835,-0.31,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Pd100/singlepoint/r2scan
Pd100,ethanol,beef_vdw,-0.71,-0.43335996,-0.595,-0.27664004,0.16164003999999998,-0.11499999999999999,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pd100/singlepoint/beef_vdw
Pd100,ethanol,pbe,-0.71,-0.23061055,-0.276,-0.47938945,0.045389450000000026,-0.43399999999999994,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pd100/singlepoint/PBE
Pd100,ethanol,pbe_d3,-0.71,-0.56705121,-0.729,-0.14294878999999994,0.16194878999999995,0.019000000000000017,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pd100/singlepoint/PBE_D3
Pd110,ethane,pbe,-0.57,0.04235046,-0.043,-0.6123504599999999,0.08535045999999999,-0.5269999999999999,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Pd110/singlepoint/PBE
Pd110,ethane,pbe_d3,-0.57,-0.31585503,-0.402,-0.25414496999999997,0.08614497000000004,-0.16799999999999993,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Pd110/singlepoint/PBE_D3
Pd110,ethanol,beef_vdw,-0.82,-0.56335757,-0.701,-0.25664243,0.13764242999999998,-0.119,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pd110/singlepoint/beef_vdw
Pd110,ethanol,pbe,-0.82,-0.40583903,-0.428,-0.41416096999999996,0.022160970000000002,-0.39199999999999996,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pd110/singlepoint/PBE
Pd110,ethanol,pbe_d3,-0.82,-0.82610276,-0.918,0.006102760000000096,0.09189723999999999,0.09800000000000009,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pd110/singlepoint/PBE_D3
Pd111,CO2,beef_vdw,-0.45,-0.21976068,-0.272,-0.23023932,0.052239320000000006,-0.178,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Pd111/singlepoint/beef_vdw
Pd111,CO2,pbe,-0.45,0.00288559,-0.035,-0.45288559,0.037885590000000004,-0.41500000000000004,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Pd111/singlepoint/PBE
Pd111,ethane,beef_vdw,-0.46,-0.21549926,-0.343,-0.24450074000000002,0.12750074000000003,-0.11699999999999999,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Pd111/singlepoint/beef_vdw
Pd111,ethane,pbe,-0.46,0.03023405,-0.046,-0.49023405000000003,0.07623405,-0.41400000000000003,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Pd111/singlepoint/PBE
Pd111,ethane,pbe_d3,-0.46,-0.17987457,-0.413,-0.28012543,0.23312542999999997,-0.04700000000000004,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Pd111/singlepoint/PBE_D3
Pd111,ethanol,beef_vdw,-0.67,-0.52147357,-0.622,-0.14852643,0.10052642999999994,-0.04800000000000004,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pd111/singlepoint/beef_vdw
Pd111,ethanol,pbe,-0.67,-0.25968217,-0.291,-0.41031783000000005,0.03131782999999999,-0.37900000000000006,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pd111/singlepoint/PBE
Pd111,ethanol,pbe_d3,-0.67,-0.55179483,-0.763,-0.11820517000000008,0.21120517000000005,0.09299999999999997,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pd111/singlepoint/PBE_D3
Pd111,ethanol,r2scan,-0.67,-0.38604879,-0.539,-0.28395121000000006,0.15295121000000006,-0.131,Cluster policy: Perlmutter first,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pd111/singlepoint/r2scan
