name,surface,molecule,category,min_dist,pair,pair_labels,min_dist_heavy,pair_heavy,n_metal,n_mol,mol_elems,png
Fe110_5-heptanone,Fe110,5-heptanone,reasonable,2.979,Fe-H,Fe22...H2,3.787,Fe-C,24,22,CHO,Fe110_5-heptanone.png
Fe110_CO,Fe110,CO,detached,5.485,Fe-C,Fe23...C1,5.485,Fe-C,24,2,CO,Fe110_CO.png
Fe110_CO2,Fe110,CO2,detached,7.321,Fe-C,Fe23...C1,7.321,Fe-C,24,3,CO,Fe110_CO2.png
Fe110_DME,Fe110,DME,detached,5.352,Fe-H,Fe20...H3,6.31,Fe-C,24,9,CHO,Fe110_DME.png
Fe110_H2O,Fe110,H2O,detached,5.853,Fe-H,Fe19...H2,6.566,Fe-O,24,3,HO,Fe110_H2O.png
Fe110_acetaldehyde,Fe110,acetaldehyde,detached,3.749,Fe-H,Fe20...H3,4.554,Fe-C,24,7,CHO,Fe110_acetaldehyde.png
Fe110_acetic_acid,Fe110,acetic_acid,detached,3.76,Fe-H,Fe20...H1,4.746,Fe-C,24,8,CHO,Fe110_acetic_acid.png
Fe110_benzene,Fe110,benzene,borderline,3.3,Fe-H,Fe20...H3,3.992,Fe-C,24,12,CH,Fe110_benzene.png
Fe110_butadiene,Fe110,butadiene,reasonable,1.902,Fe-H,Fe22...H4,1.999,Fe-C,24,10,CH,Fe110_butadiene.png
Fe110_butyric_acid,Fe110,butyric_acid,borderline,3.31,Fe-H,Fe21...H3,4.089,Fe-C,24,14,CHO,Fe110_butyric_acid.png
Fe110_caproic_acid,Fe110,caproic_acid,reasonable,2.625,Fe-H,Fe22...H4,3.687,Fe-C,24,20,CHO,Fe110_caproic_acid.png
Fe110_cyclopentanone,Fe110,cyclopentanone,borderline,3.309,Fe-H,Fe19...H5,4.098,Fe-C,24,14,CHO,Fe110_cyclopentanone.png
Fe110_ethane,Fe110,ethane,borderline,3.274,Fe-H,Fe22...H3,4.022,Fe-C,24,8,CH,Fe110_ethane.png
Fe110_ethanol,Fe110,ethanol,borderline,3.561,Fe-H,Fe20...H5,4.126,Fe-C,24,9,CHO,Fe110_ethanol.png
Fe110_ethene,Fe110,ethene,reasonable,2.068,Fe-C,Fe23...C2,2.068,Fe-C,24,6,CH,Fe110_ethene.png
Fe110_ethylene,Fe110,ethylene,reasonable,2.063,Fe-C,Fe19...C2,2.063,Fe-C,24,6,CH,Fe110_ethylene.png
Fe110_formic_acid,Fe110,formic_acid,detached,5.02,Fe-H,Fe23...H2,6.052,Fe-C,24,5,CHO,Fe110_formic_acid.png
Fe110_furfural,Fe110,furfural,borderline,3.507,Fe-H,Fe22...H2,4.552,Fe-C,24,11,CHO,Fe110_furfural.png
Fe110_glycerol,Fe110,glycerol,detached,4.831,Fe-H,Fe23...H3,5.8,Fe-C,24,14,CHO,Fe110_glycerol.png
Fe110_isobutene,Fe110,isobutene,borderline,3.597,Fe-H,Fe22...H3,4.392,Fe-C,24,12,CH,Fe110_isobutene.png
Fe110_isoprene,Fe110,isoprene,borderline,3.355,Fe-H,Fe23...H6,4.373,Fe-C,24,13,CH,Fe110_isoprene.png
Fe110_isopropanol,Fe110,isopropanol,borderline,3.541,Fe-H,Fe20...H1,4.548,Fe-C,24,12,CHO,Fe110_isopropanol.png
Fe110_itaconic_acid,Fe110,itaconic_acid,detached,3.734,Fe-H,Fe23...H5,4.501,Fe-C,24,15,CHO,Fe110_itaconic_acid.png
Fe110_lactic_acid,Fe110,lactic_acid,detached,4.143,Fe-H,Fe23...H1,4.524,Fe-C,24,12,CHO,Fe110_lactic_acid.png
Fe110_methanol,Fe110,methanol,detached,3.989,Fe-H,Fe22...H4,4.593,Fe-C,24,6,CHO,Fe110_methanol.png
Fe110_methylmethacrylate,Fe110,methylmethacrylate,borderline,3.568,Fe-H,Fe23...H4,4.617,Fe-C,24,15,CHO,Fe110_methylmethacrylate.png
Fe110_propane,Fe110,propane,borderline,3.213,Fe-H,Fe23...H5,4.093,Fe-C,24,11,CH,Fe110_propane.png
Fe110_propanol,Fe110,propanol,borderline,3.339,Fe-H,Fe24...H1,4.308,Fe-C,24,12,CHO,Fe110_propanol.png
Fe110_propene,Fe110,propene,borderline,3.366,Fe-H,Fe23...H6,3.989,Fe-C,24,9,CH,Fe110_propene.png
Fe110_propionic_acid,Fe110,propionic_acid,borderline,3.482,Fe-H,Fe21...H3,4.231,Fe-C,24,11,CHO,Fe110_propionic_acid.png
Fe110_pyruvic_acid,Fe110,pyruvic_acid,detached,4.038,Fe-H,Fe19...H2,4.856,Fe-C,24,10,CHO,Fe110_pyruvic_acid.png
Fe110_toluene,Fe110,toluene,reasonable,2.318,Fe-H,Fe22...H6,3.357,Fe-C,24,15,CH,Fe110_toluene.png
Fe110_valeric_acid,Fe110,valeric_acid,borderline,3.183,Fe-H,Fe19...H3,4.017,Fe-C,24,17,CHO,Fe110_valeric_acid.png
Fe111_1-butene,Fe111,1-butene,reasonable,2.1,Fe-C,Fe63...C4,2.1,Fe-C,64,12,CH,Fe111_1-butene.png
Fe111_1-pentene,Fe111,1-pentene,reasonable,2.122,Fe-C,Fe59...C5,2.122,Fe-C,64,15,CH,Fe111_1-pentene.png
Fe111_2-pentanone,Fe111,2-pentanone,reasonable,2.352,Fe-H,Fe59...H2,2.965,Fe-C,64,16,CHO,Fe111_2-pentanone.png
Fe111_3-MTHF,Fe111,3-MTHF,reasonable,2.446,Fe-H,Fe59...H3,3.446,Fe-C,64,16,CHO,Fe111_3-MTHF.png
Fe111_3-hydroxypropionic_acid,Fe111,3-hydroxypropionic_acid,borderline,3.524,Fe-H,Fe58...H5,4.428,Fe-C,64,12,CHO,Fe111_3-hydroxypropionic_acid.png
Fe111_5-HMF,Fe111,5-HMF,detached,3.628,Fe-H,Fe59...H4,4.328,Fe-C,64,15,CHO,Fe111_5-HMF.png
Fe111_5-heptanone,Fe111,5-heptanone,reasonable,2.39,Fe-H,Fe60...H7,3.097,Fe-C,64,22,CHO,Fe111_5-heptanone.png
Fe111_CO,Fe111,CO,detached,5.457,Fe-C,Fe62...C1,5.457,Fe-C,64,2,CO,Fe111_CO.png
Fe111_CO2,Fe111,CO2,detached,6.006,Fe-O,Fe54...O2,6.006,Fe-O,64,3,CO,Fe111_CO2.png
Fe111_DME,Fe111,DME,detached,4.199,Fe-H,Fe59...H4,4.811,Fe-C,64,9,CHO,Fe111_DME.png
Fe111_H2O,Fe111,H2O,detached,5.561,Fe-H,Fe63...H2,6.077,Fe-O,64,3,HO,Fe111_H2O.png
Fe111_acetaldehyde,Fe111,acetaldehyde,borderline,3.521,Fe-H,Fe58...H2,3.785,Fe-C,64,7,CHO,Fe111_acetaldehyde.png
Fe111_acetic_acid,Fe111,acetic_acid,detached,3.606,Fe-H,Fe59...H2,3.928,Fe-C,64,8,CHO,Fe111_acetic_acid.png
Fe111_benzene,Fe111,benzene,reasonable,2.103,Fe-C,Fe61...C4,2.103,Fe-C,64,12,CH,Fe111_benzene.png
Fe111_butadiene,Fe111,butadiene,reasonable,2.0,Fe-H,Fe57...H4,2.066,Fe-C,64,10,CH,Fe111_butadiene.png
Fe111_butyric_acid,Fe111,butyric_acid,reasonable,2.417,Fe-H,Fe62...H4,3.21,Fe-C,64,14,CHO,Fe111_butyric_acid.png
Fe111_caproic_acid,Fe111,caproic_acid,reasonable,1.995,Fe-H,Fe54...H2,2.383,Fe-C,64,20,CHO,Fe111_caproic_acid.png
Fe111_cyclopentanone,Fe111,cyclopentanone,reasonable,2.126,Fe-H,Fe62...H5,2.584,Fe-C,64,14,CHO,Fe111_cyclopentanone.png
Fe111_ethane,Fe111,ethane,reasonable,2.291,Fe-H,Fe54...H4,2.854,Fe-C,64,8,CH,Fe111_ethane.png
Fe111_ethanol,Fe111,ethanol,reasonable,2.617,Fe-H,Fe59...H5,3.566,Fe-C,64,9,CHO,Fe111_ethanol.png
Fe111_ethene,Fe111,ethene,reasonable,2.084,Fe-C,Fe58...C1,2.084,Fe-C,64,6,CH,Fe111_ethene.png
Fe111_ethylene,Fe111,ethylene,reasonable,2.081,Fe-C,Fe59...C1,2.081,Fe-C,64,6,CH,Fe111_ethylene.png
Fe111_formic_acid,Fe111,formic_acid,detached,4.643,Fe-H,Fe63...H2,5.674,Fe-C,64,5,CHO,Fe111_formic_acid.png
Fe111_furfural,Fe111,furfural,borderline,3.413,Fe-H,Fe54...H3,3.929,Fe-C,64,11,CHO,Fe111_furfural.png
Fe111_glycerol,Fe111,glycerol,detached,3.929,Fe-H,Fe59...H6,4.47,Fe-C,64,14,CHO,Fe111_glycerol.png
Fe111_isobutene,Fe111,isobutene,reasonable,2.117,Fe-C,Fe58...C3,2.117,Fe-C,64,12,CH,Fe111_isobutene.png
Fe111_isoprene,Fe111,isoprene,reasonable,2.081,Fe-C,Fe55...C3,2.081,Fe-C,64,13,CH,Fe111_isoprene.png
Fe111_isopropanol,Fe111,isopropanol,reasonable,2.557,Fe-H,Fe60...H7,3.529,Fe-C,64,12,CHO,Fe111_isopropanol.png
Fe111_itaconic_acid,Fe111,itaconic_acid,detached,3.765,Fe-H,Fe59...H2,4.356,Fe-C,64,15,CHO,Fe111_itaconic_acid.png
Fe111_lactic_acid,Fe111,lactic_acid,detached,3.635,Fe-H,Fe59...H3,4.066,Fe-C,64,12,CHO,Fe111_lactic_acid.png
Fe111_methanol,Fe111,methanol,detached,4.194,Fe-H,Fe59...H1,4.492,Fe-C,64,6,CHO,Fe111_methanol.png
Fe111_methylmethacrylate,Fe111,methylmethacrylate,reasonable,2.327,Fe-H,Fe58...H4,3.251,Fe-C,64,15,CHO,Fe111_methylmethacrylate.png
Fe111_propane,Fe111,propane,reasonable,2.073,Fe-H,Fe58...H8,2.472,Fe-C,64,11,CH,Fe111_propane.png
Fe111_propanol,Fe111,propanol,reasonable,2.273,Fe-H,Fe59...H1,3.35,Fe-C,64,12,CHO,Fe111_propanol.png
Fe111_propene,Fe111,propene,reasonable,2.102,Fe-C,Fe54...C3,2.102,Fe-C,64,9,CH,Fe111_propene.png
Fe111_propionic_acid,Fe111,propionic_acid,reasonable,2.191,Fe-H,Fe59...H1,3.2,Fe-C,64,11,CHO,Fe111_propionic_acid.png
Fe111_pyruvic_acid,Fe111,pyruvic_acid,detached,3.693,Fe-H,Fe58...H2,4.383,Fe-C,64,10,CHO,Fe111_pyruvic_acid.png
Fe111_toluene,Fe111,toluene,reasonable,2.07,Fe-C,Fe54...C5,2.07,Fe-C,64,15,CH,Fe111_toluene.png
Fe111_valeric_acid,Fe111,valeric_acid,reasonable,2.265,Fe-H,Fe63...H3,3.092,Fe-C,64,17,CHO,Fe111_valeric_acid.png
H2_1-butene,H2,1-butene,gas_phase,,,,,,0,14,CH,H2_1-butene.png
H2_1-pentene,H2,1-pentene,gas_phase,,,,,,0,17,CH,H2_1-pentene.png
H2_2-pentanone,H2,2-pentanone,gas_phase,,,,,,0,18,CHO,H2_2-pentanone.png
H2_3-MTHF,H2,3-MTHF,gas_phase,,,,,,0,18,CHO,H2_3-MTHF.png
H2_3-hydroxypropionic_acid,H2,3-hydroxypropionic_acid,gas_phase,,,,,,0,14,CHO,H2_3-hydroxypropionic_acid.png
H2_5-HMF,H2,5-HMF,gas_phase,,,,,,0,17,CHO,H2_5-HMF.png
H2_5-heptanone,H2,5-heptanone,gas_phase,,,,,,0,24,CHO,H2_5-heptanone.png
H2_CO,H2,CO,gas_phase,,,,,,0,4,CHO,H2_CO.png
H2_CO2,H2,CO2,gas_phase,,,,,,0,5,CHO,H2_CO2.png
H2_DME,H2,DME,gas_phase,,,,,,0,11,CHO,H2_DME.png
H2_H2O,H2,H2O,gas_phase,,,,,,0,5,HO,H2_H2O.png
H2_acetaldehyde,H2,acetaldehyde,gas_phase,,,,,,0,9,CHO,H2_acetaldehyde.png
H2_acetic_acid,H2,acetic_acid,gas_phase,,,,,,0,10,CHO,H2_acetic_acid.png
H2_benzene,H2,benzene,gas_phase,,,,,,0,14,CH,H2_benzene.png
H2_butadiene,H2,butadiene,gas_phase,,,,,,0,12,CH,H2_butadiene.png
H2_butyric_acid,H2,butyric_acid,gas_phase,,,,,,0,16,CHO,H2_butyric_acid.png
H2_caproic_acid,H2,caproic_acid,gas_phase,,,,,,0,22,CHO,H2_caproic_acid.png
H2_cyclopentanone,H2,cyclopentanone,gas_phase,,,,,,0,16,CHO,H2_cyclopentanone.png
H2_ethane,H2,ethane,gas_phase,,,,,,0,10,CH,H2_ethane.png
H2_ethanol,H2,ethanol,gas_phase,,,,,,0,11,CHO,H2_ethanol.png
H2_ethene,H2,ethene,gas_phase,,,,,,0,8,CH,H2_ethene.png
H2_ethylene,H2,ethylene,gas_phase,,,,,,0,8,CH,H2_ethylene.png
H2_formic_acid,H2,formic_acid,gas_phase,,,,,,0,7,CHO,H2_formic_acid.png
H2_furfural,H2,furfural,gas_phase,,,,,,0,13,CHO,H2_furfural.png
H2_glycerol,H2,glycerol,gas_phase,,,,,,0,16,CHO,H2_glycerol.png
H2_isobutene,H2,isobutene,gas_phase,,,,,,0,14,CH,H2_isobutene.png
H2_isoprene,H2,isoprene,gas_phase,,,,,,0,15,CH,H2_isoprene.png
H2_isopropanol,H2,isopropanol,gas_phase,,,,,,0,14,CHO,H2_isopropanol.png
H2_itaconic_acid,H2,itaconic_acid,gas_phase,,,,,,0,17,CHO,H2_itaconic_acid.png
H2_lactic_acid,H2,lactic_acid,gas_phase,,,,,,0,14,CHO,H2_lactic_acid.png
H2_methanol,H2,methanol,gas_phase,,,,,,0,8,CHO,H2_methanol.png
H2_methylmethacrylate,H2,methylmethacrylate,gas_phase,,,,,,0,17,CHO,H2_methylmethacrylate.png
H2_propane,H2,propane,gas_phase,,,,,,0,13,CH,H2_propane.png
H2_propanol,H2,propanol,gas_phase,,,,,,0,14,CHO,H2_propanol.png
H2_propene,H2,propene,gas_phase,,,,,,0,11,CH,H2_propene.png
H2_propionic_acid,H2,propionic_acid,gas_phase,,,,,,0,13,CHO,H2_propionic_acid.png
H2_pyruvic_acid,H2,pyruvic_acid,gas_phase,,,,,,0,12,CHO,H2_pyruvic_acid.png
H2_toluene,H2,toluene,gas_phase,,,,,,0,17,CH,H2_toluene.png
H2_valeric_acid,H2,valeric_acid,gas_phase,,,,,,0,19,CHO,H2_valeric_acid.png
Ir100_1-butene,Ir100,1-butene,reasonable,2.085,Ir-C,Ir32...C3,2.085,Ir-C,36,12,CH,Ir100_1-butene.png
Ir100_1-pentene,Ir100,1-pentene,reasonable,2.057,Ir-H,Ir36...H5,2.089,Ir-C,36,15,CH,Ir100_1-pentene.png
Ir100_2-pentanone,Ir100,2-pentanone,reasonable,2.063,Ir-O,Ir35...O1,2.063,Ir-O,36,16,CHO,Ir100_2-pentanone.png
Ir100_3-MTHF,Ir100,3-MTHF,reasonable,2.254,Ir-O,Ir32...O1,2.254,Ir-O,36,16,CHO,Ir100_3-MTHF.png
Ir100_3-hydroxypropionic_acid,Ir100,3-hydroxypropionic_acid,reasonable,1.854,Ir-H,Ir36...H6,2.057,Ir-O,36,12,CHO,Ir100_3-hydroxypropionic_acid.png
Ir100_5-HMF,Ir100,5-HMF,reasonable,2.084,Ir-C,Ir31...C3,2.084,Ir-C,36,15,CHO,Ir100_5-HMF.png
Ir100_5-heptanone,Ir100,5-heptanone,reasonable,2.086,Ir-O,Ir33...O1,2.086,Ir-O,36,22,CHO,Ir100_5-heptanone.png
Ir100_CO,Ir100,CO,reasonable,2.026,Ir-C,Ir32...C1,2.026,Ir-C,36,2,CO,Ir100_CO.png
Ir100_CO2,Ir100,CO2,borderline,3.463,Ir-O,Ir28...O1,3.463,Ir-O,36,3,CO,Ir100_CO2.png
Ir100_DME,Ir100,DME,reasonable,2.272,Ir-O,Ir32...O1,2.272,Ir-O,36,9,CHO,Ir100_DME.png
Ir100_H2O,Ir100,H2O,reasonable,2.197,Ir-O,Ir35...O1,2.197,Ir-O,36,3,HO,Ir100_H2O.png
Ir100_acetaldehyde,Ir100,acetaldehyde,reasonable,2.081,Ir-O,Ir35...O1,2.081,Ir-O,36,7,CHO,Ir100_acetaldehyde.png
Ir100_acetic_acid,Ir100,acetic_acid,reasonable,1.928,Ir-H,Ir29...H4,2.067,Ir-O,36,8,CHO,Ir100_acetic_acid.png
Ir100_benzene,Ir100,benzene,reasonable,2.121,Ir-C,Ir29...C5,2.121,Ir-C,36,12,CH,Ir100_benzene.png
Ir100_butadiene,Ir100,butadiene,reasonable,2.084,Ir-C,Ir36...C4,2.084,Ir-C,36,10,CH,Ir100_butadiene.png
Ir100_butyric_acid,Ir100,butyric_acid,reasonable,1.916,Ir-H,Ir33...H8,2.063,Ir-O,36,14,CHO,Ir100_butyric_acid.png
Ir100_caproic_acid,Ir100,caproic_acid,reasonable,1.938,Ir-H,Ir28...H12,2.057,Ir-O,36,20,CHO,Ir100_caproic_acid.png
Ir100_cyclopentanone,Ir100,cyclopentanone,reasonable,2.072,Ir-O,Ir33...O1,2.072,Ir-O,36,14,CHO,Ir100_cyclopentanone.png
Ir100_ethane,Ir100,ethane,reasonable,2.615,Ir-H,Ir35...H5,3.228,Ir-C,36,8,CH,Ir100_ethane.png
Ir100_ethanol,Ir100,ethanol,reasonable,2.174,Ir-O,Ir35...O1,2.174,Ir-O,36,9,CHO,Ir100_ethanol.png
Ir100_ethene,Ir100,ethene,reasonable,2.085,Ir-C,Ir35...C2,2.085,Ir-C,36,6,CH,Ir100_ethene.png
Ir100_ethylene,Ir100,ethylene,reasonable,1.902,Ir-H,Ir32...H3,2.145,Ir-C,36,6,CH,Ir100_ethylene.png
Ir100_formic_acid,Ir100,formic_acid,reasonable,1.792,Ir-H,Ir32...H1,2.063,Ir-O,36,5,CHO,Ir100_formic_acid.png
Ir100_furfural,Ir100,furfural,reasonable,2.075,Ir-C,Ir31...C3,2.075,Ir-C,36,11,CHO,Ir100_furfural.png
Ir100_glycerol,Ir100,glycerol,reasonable,2.244,Ir-O,Ir32...O2,2.244,Ir-O,36,14,CHO,Ir100_glycerol.png
Ir100_isobutene,Ir100,isobutene,reasonable,2.071,Ir-C,Ir33...C2,2.071,Ir-C,36,12,CH,Ir100_isobutene.png
Ir100_isoprene,Ir100,isoprene,reasonable,2.046,Ir-C,Ir32...C2,2.046,Ir-C,36,13,CH,Ir100_isoprene.png
Ir100_isopropanol,Ir100,isopropanol,reasonable,2.194,Ir-O,Ir32...O1,2.194,Ir-O,36,12,CHO,Ir100_isopropanol.png
Ir100_itaconic_acid,Ir100,itaconic_acid,reasonable,1.914,Ir-H,Ir34...H6,2.051,Ir-O,36,15,CHO,Ir100_itaconic_acid.png
Ir100_lactic_acid,Ir100,lactic_acid,reasonable,1.751,Ir-H,Ir35...H6,2.061,Ir-O,36,12,CHO,Ir100_lactic_acid.png
Ir100_methanol,Ir100,methanol,reasonable,2.179,Ir-O,Ir36...O1,2.179,Ir-O,36,6,CHO,Ir100_methanol.png
Ir100_methylmethacrylate,Ir100,methylmethacrylate,reasonable,2.098,Ir-C,Ir36...C4,2.098,Ir-C,36,15,CHO,Ir100_methylmethacrylate.png
Ir100_propane,Ir100,propane,reasonable,2.725,Ir-H,Ir29...H7,3.365,Ir-C,36,11,CH,Ir100_propane.png
Ir100_propanol,Ir100,propanol,reasonable,2.202,Ir-O,Ir32...O1,2.202,Ir-O,36,12,CHO,Ir100_propanol.png
Ir100_propene,Ir100,propene,reasonable,2.074,Ir-C,Ir32...C2,2.074,Ir-C,36,9,CH,Ir100_propene.png
Ir100_propionic_acid,Ir100,propionic_acid,reasonable,1.921,Ir-H,Ir31...H6,2.048,Ir-O,36,11,CHO,Ir100_propionic_acid.png
Ir100_pyruvic_acid,Ir100,pyruvic_acid,reasonable,1.935,Ir-H,Ir31...H4,2.03,Ir-O,36,10,CHO,Ir100_pyruvic_acid.png
Ir100_toluene,Ir100,toluene,reasonable,2.119,Ir-C,Ir32...C5,2.119,Ir-C,36,15,CH,Ir100_toluene.png
Ir100_valeric_acid,Ir100,valeric_acid,reasonable,2.042,Ir-O,Ir31...O1,2.042,Ir-O,36,17,CHO,Ir100_valeric_acid.png
Ir110_1-butene,Ir110,1-butene,reasonable,2.144,Ir-C,Ir20...C4,2.144,Ir-C,24,12,CH,Ir110_1-butene.png
Ir110_1-pentene,Ir110,1-pentene,reasonable,2.149,Ir-C,Ir23...C5,2.149,Ir-C,24,15,CH,Ir110_1-pentene.png
Ir110_2-pentanone,Ir110,2-pentanone,reasonable,2.071,Ir-O,Ir23...O1,2.071,Ir-O,24,16,CHO,Ir110_2-pentanone.png
Ir110_3-MTHF,Ir110,3-MTHF,reasonable,2.198,Ir-O,Ir23...O1,2.198,Ir-O,24,16,CHO,Ir110_3-MTHF.png
Ir110_3-hydroxypropionic_acid,Ir110,3-hydroxypropionic_acid,reasonable,1.924,Ir-H,Ir20...H6,2.095,Ir-O,24,12,CHO,Ir110_3-hydroxypropionic_acid.png
Ir110_5-HMF,Ir110,5-HMF,reasonable,2.061,Ir-O,Ir23...O2,2.061,Ir-O,24,15,CHO,Ir110_5-HMF.png
Ir110_5-heptanone,Ir110,5-heptanone,reasonable,2.099,Ir-O,Ir20...O1,2.099,Ir-O,24,22,CHO,Ir110_5-heptanone.png
Ir110_CO,Ir110,CO,reasonable,2.025,Ir-C,Ir20...C1,2.025,Ir-C,24,2,CO,Ir110_CO.png
Ir110_CO2,Ir110,CO2,borderline,3.291,Ir-O,Ir24...O1,3.291,Ir-O,24,3,CO,Ir110_CO2.png
Ir110_DME,Ir110,DME,reasonable,2.227,Ir-O,Ir23...O1,2.227,Ir-O,24,9,CHO,Ir110_DME.png
Ir110_H2O,Ir110,H2O,reasonable,2.217,Ir-O,Ir23...O1,2.217,Ir-O,24,3,HO,Ir110_H2O.png
Ir110_acetaldehyde,Ir110,acetaldehyde,reasonable,2.147,Ir-O,Ir23...O1,2.147,Ir-O,24,7,CHO,Ir110_acetaldehyde.png
Ir110_acetic_acid,Ir110,acetic_acid,reasonable,2.123,Ir-O,Ir23...O1,2.123,Ir-O,24,8,CHO,Ir110_acetic_acid.png
Ir110_benzene,Ir110,benzene,reasonable,2.238,Ir-C,Ir23...C2,2.238,Ir-C,24,12,CH,Ir110_benzene.png
Ir110_butadiene,Ir110,butadiene,reasonable,2.113,Ir-C,Ir21...C4,2.113,Ir-C,24,10,CH,Ir110_butadiene.png
Ir110_butyric_acid,Ir110,butyric_acid,reasonable,2.112,Ir-O,Ir23...O1,2.112,Ir-O,24,14,CHO,Ir110_butyric_acid.png
Ir110_caproic_acid,Ir110,caproic_acid,reasonable,1.94,Ir-H,Ir21...H12,2.081,Ir-O,24,20,CHO,Ir110_caproic_acid.png
Ir110_cyclopentanone,Ir110,cyclopentanone,reasonable,2.109,Ir-O,Ir20...O1,2.109,Ir-O,24,14,CHO,Ir110_cyclopentanone.png
Ir110_ethane,Ir110,ethane,reasonable,2.559,Ir-H,Ir23...H6,3.101,Ir-C,24,8,CH,Ir110_ethane.png
Ir110_ethanol,Ir110,ethanol,reasonable,2.209,Ir-O,Ir23...O1,2.209,Ir-O,24,9,CHO,Ir110_ethanol.png
Ir110_ethene,Ir110,ethene,reasonable,2.087,Ir-C,Ir23...C1,2.087,Ir-C,24,6,CH,Ir110_ethene.png
Ir110_ethylene,Ir110,ethylene,reasonable,2.087,Ir-C,Ir20...C1,2.087,Ir-C,24,6,CH,Ir110_ethylene.png
Ni100_CO2,Ni100,CO2,detached,5.947,Ni-C,Ni55...C1,5.947,Ni-C,64,3,CO,Ni100_CO2.png
Ni100_ethane,Ni100,ethane,reasonable,2.519,Ni-H,Ni59...H4,3.311,Ni-C,64,8,CH,Ni100_ethane.png
Ni100_ethanol,Ni100,ethanol,reasonable,2.711,Ni-H,Ni64...H3,3.812,Ni-C,64,9,CHO,Ni100_ethanol.png
Ni100_ethene,Ni100,ethene,reasonable,1.841,Ni-H,Ni53...H2,2.025,Ni-C,64,6,CH,Ni100_ethene.png
Ni100_glycerol,Ni100,glycerol,detached,3.885,Ni-H,Ni59...H4,4.707,Ni-C,64,14,CHO,Ni100_glycerol.png
Ni100_isopropanol,Ni100,isopropanol,reasonable,2.715,Ni-H,Ni50...H2,3.708,Ni-C,64,12,CHO,Ni100_isopropanol.png
Ni100_propane,Ni100,propane,reasonable,2.455,Ni-H,Ni54...H4,3.238,Ni-C,64,11,CH,Ni100_propane.png
Ni100_propanol,Ni100,propanol,reasonable,2.739,Ni-H,Ni55...H5,3.448,Ni-C,64,12,CHO,Ni100_propanol.png
Ni100_propene,Ni100,propene,reasonable,1.971,Ni-H,Ni63...H5,1.98,Ni-C,64,9,CH,Ni100_propene.png
Ni110_CO2,Ni110,CO2,detached,5.896,Ni-C,Ni54...C1,5.896,Ni-C,64,3,CO,Ni110_CO2.png
Ni110_ethane,Ni110,ethane,reasonable,2.009,Ni-H,Ni59...H2,2.708,Ni-C,64,8,CH,Ni110_ethane.png
Ni110_ethanol,Ni110,ethanol,reasonable,2.991,Ni-H,Ni59...H1,4.016,Ni-C,64,9,CHO,Ni110_ethanol.png
Ni110_ethene,Ni110,ethene,reasonable,1.939,Ni-C,Ni58...C1,1.939,Ni-C,64,6,CH,Ni110_ethene.png
Ni110_glycerol,Ni110,glycerol,detached,3.851,Ni-H,Ni55...H3,4.522,Ni-C,64,14,CHO,Ni110_glycerol.png
Ni110_isopropanol,Ni110,isopropanol,borderline,3.112,Ni-H,Ni59...H7,3.79,Ni-C,64,12,CHO,Ni110_isopropanol.png
Ni110_propane,Ni110,propane,reasonable,1.86,Ni-H,Ni59...H3,2.272,Ni-C,64,11,CH,Ni110_propane.png
Ni110_propanol,Ni110,propanol,reasonable,2.793,Ni-H,Ni50...H4,3.435,Ni-C,64,12,CHO,Ni110_propanol.png
Ni110_propene,Ni110,propene,reasonable,1.956,Ni-H,Ni55...H5,1.971,Ni-C,64,9,CH,Ni110_propene.png
Ni111_CO2,Ni111,CO2,detached,5.997,Ni-O,Ni54...O1,5.997,Ni-O,64,3,CO,Ni111_CO2.png
Ni111_ethane,Ni111,ethane,reasonable,2.695,Ni-H,Ni58...H5,3.279,Ni-C,64,8,CH,Ni111_ethane.png
Ni111_ethanol,Ni111,ethanol,borderline,3.297,Ni-H,Ni55...H2,3.966,Ni-C,64,9,CHO,Ni111_ethanol.png
Ni111_ethene,Ni111,ethene,reasonable,1.877,Ni-H,Ni52...H2,1.962,Ni-C,64,6,CH,Ni111_ethene.png
Ni111_glycerol,Ni111,glycerol,detached,4.485,Ni-H,Ni50...H7,5.405,Ni-C,64,14,CHO,Ni111_glycerol.png
Ni111_isopropanol,Ni111,isopropanol,borderline,3.109,Ni-H,Ni50...H2,3.804,Ni-C,64,12,CHO,Ni111_isopropanol.png
Ni111_propane,Ni111,propane,reasonable,2.358,Ni-H,Ni63...H5,3.378,Ni-C,64,11,CH,Ni111_propane.png
Ni111_propanol,Ni111,propanol,reasonable,2.577,Ni-H,Ni58...H1,3.658,Ni-C,64,12,CHO,Ni111_propanol.png
Ni111_propene,Ni111,propene,reasonable,1.995,Ni-C,Ni59...C3,1.995,Ni-C,64,9,CH,Ni111_propene.png
Pd100_CO2,Pd100,CO2,borderline,3.267,Pd-O,Pd59...O2,3.267,Pd-O,64,3,CO,Pd100_CO2.png
Pd100_ethane,Pd100,ethane,reasonable,2.271,Pd-H,Pd55...H3,2.836,Pd-C,64,8,CH,Pd100_ethane.png
Pd100_ethanol,Pd100,ethanol,reasonable,2.24,Pd-O,Pd59...O1,2.24,Pd-O,64,9,CHO,Pd100_ethanol.png
Pd100_ethene,Pd100,ethene,reasonable,2.078,Pd-C,Pd58...C2,2.078,Pd-C,64,6,CH,Pd100_ethene.png
