functional,system,surface,molecule,source_dir,E_slab_mol,E_slab,E_mol,E_ads,status,note,convergence,publishable,complex_outcar,slab_outcar,molecule_outcar,E_ads_raw,complex_potentials,complex_composition,slab_potentials,slab_composition,molecule_potentials,molecule_composition
pbe,CH3OH_Pt111,Pt111,CH3OH,dft_jobs,-239.11831435,-370.79075302,-30.20857235,,slab_mismatch,"slab size mismatch: complex has 36 Pt, reference has 64",complex: converged; slab: converged; molecule: converged,false,dft_jobs/CH3OH_Pt111/PBE/OUTCAR,vasp_slab/Pt111/PBE/OUTCAR,vasp_mol/CH3OH/PBE/OUTCAR,161.88101102000002,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002"", ""Pt"": ""PAW_PBE Pt 04Feb2005""}","{""C"": 1, ""H"": 4, ""O"": 1, ""Pt"": 36}","{""Pt"": ""PAW_PBE Pt_pv 12Dec2005""}","{""Pt"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002""}","{""C"": 1, ""H"": 4, ""O"": 1}"
pbe,CH3OH_Rh100,Rh100,CH3OH,dft_jobs,-273.25587242,-242.27634007,-30.20857235,-0.7709599999999988,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/CH3OH_Rh100/PBE/OUTCAR,vasp_slab/Rh100/PBE/OUTCAR,vasp_mol/CH3OH/PBE/OUTCAR,-0.7709599999999988,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002"", ""Rh"": ""PAW_PBE Rh 04Feb2005""}","{""C"": 1, ""H"": 4, ""O"": 1, ""Rh"": 36}","{""Rh"": ""PAW_PBE Rh_pv 25Jan2005""}","{""Rh"": 36}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002""}","{""C"": 1, ""H"": 4, ""O"": 1}"
pbe,CH3OH_Rh110,Rh110,CH3OH,dft_jobs,-184.13396266,-153.0579593,-30.20857235,-0.8674310100000149,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/CH3OH_Rh110/PBE/OUTCAR,vasp_slab/Rh110/PBE/OUTCAR,vasp_mol/CH3OH/PBE/OUTCAR,-0.8674310100000149,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002"", ""Rh"": ""PAW_PBE Rh 04Feb2005""}","{""C"": 1, ""H"": 4, ""O"": 1, ""Rh"": 24}","{""Rh"": ""PAW_PBE Rh_pv 25Jan2005""}","{""Rh"": 24}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002""}","{""C"": 1, ""H"": 4, ""O"": 1}"
pbe,CH3OH_Rh111,Rh111,CH3OH,dft_jobs,,-439.14994289,-30.20857235,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: converged,false,dft_jobs/CH3OH_Rh111/PBE/OUTCAR,vasp_slab/Rh111/PBE/OUTCAR,vasp_mol/CH3OH/PBE/OUTCAR,,{},{},"{""Rh"": ""PAW_PBE Rh_pv 25Jan2005""}","{""Rh"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002""}","{""C"": 1, ""H"": 4, ""O"": 1}"
pbe,CH3O_Ag100,Ag100,CH3O,dft_jobs,,-90.12407184,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/CH3O_Ag100/PBE/OUTCAR,vasp_slab/Ag100/PBE/OUTCAR,vasp_mol/CH3O/PBE/OUTCAR,,{},{},"{""Ag"": ""PAW_PBE Ag_pv 09Dec2005""}","{""Ag"": 36}",{},{}
pbe,CH3O_Ag110,Ag110,CH3O,dft_jobs,,-57.34530434,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/CH3O_Ag110/PBE/OUTCAR,vasp_slab/Ag110/PBE/OUTCAR,vasp_mol/CH3O/PBE/OUTCAR,,{},{},"{""Ag"": ""PAW_PBE Ag_pv 09Dec2005""}","{""Ag"": 24}",{},{}
pbe,CH3O_Ag111,Ag111,CH3O,dft_jobs,,-162.0788939,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/CH3O_Ag111/PBE/OUTCAR,vasp_slab/Ag111/PBE/OUTCAR,vasp_mol/CH3O/PBE/OUTCAR,,{},{},"{""Ag"": ""PAW_PBE Ag_pv 09Dec2005""}","{""Ag"": 64}",{},{}
pbe,CH3O_Au100,Au100,CH3O,dft_jobs,,-108.11108078,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/CH3O_Au100/PBE/OUTCAR,vasp_slab/Au100/PBE/OUTCAR,vasp_mol/CH3O/PBE/OUTCAR,,{},{},"{""Au"": ""PAW_PBE Au 04Oct2007""}","{""Au"": 36}",{},{}
pbe,CH3O_Au110,Au110,CH3O,dft_jobs,,-69.78140854,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/CH3O_Au110/PBE/OUTCAR,vasp_slab/Au110/PBE/OUTCAR,vasp_mol/CH3O/PBE/OUTCAR,,{},{},"{""Au"": ""PAW_PBE Au 04Oct2007""}","{""Au"": 24}",{},{}
pbe,CH3O_Au111,Au111,CH3O,dft_jobs,,-196.23589709,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/CH3O_Au111/PBE/OUTCAR,vasp_slab/Au111/PBE/OUTCAR,vasp_mol/CH3O/PBE/OUTCAR,,{},{},"{""Au"": ""PAW_PBE Au 04Oct2007""}","{""Au"": 64}",{},{}
pbe,CH3O_Cu111_fcc,Cu111,CH3O,dft_jobs,,-225.69788512,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/CH3O_Cu111_fcc/PBE/OUTCAR,vasp_slab/Cu111/PBE/OUTCAR,vasp_mol/CH3O/PBE/OUTCAR,,{},{},"{""Cu"": ""PAW_PBE Cu_pv 06Sep2000""}","{""Cu"": 64}",{},{}
pbe,CH3O_Ir100,Ir100,CH3O,dft_jobs,,-294.40101414,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/CH3O_Ir100/PBE/OUTCAR,vasp_slab/Ir100/PBE/OUTCAR,vasp_mol/CH3O/PBE/OUTCAR,,{},{},"{""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""Ir"": 36}",{},{}
pbe,CH3O_Ir110,Ir110,CH3O,dft_jobs,,-185.79278571,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/CH3O_Ir110/PBE/OUTCAR,vasp_slab/Ir110/PBE/OUTCAR,vasp_mol/CH3O/PBE/OUTCAR,,{},{},"{""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""Ir"": 24}",{},{}
pbe,CH3O_Ir111,Ir111,CH3O,dft_jobs,,-538.3119429,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/CH3O_Ir111/PBE/OUTCAR,vasp_slab/Ir111/PBE/OUTCAR,vasp_mol/CH3O/PBE/OUTCAR,,{},{},"{""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""Ir"": 64}",{},{}
pbe,CH3O_Rh100,Rh100,CH3O,dft_jobs,,-242.27634007,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/CH3O_Rh100/PBE/OUTCAR,vasp_slab/Rh100/PBE/OUTCAR,vasp_mol/CH3O/PBE/OUTCAR,,{},{},"{""Rh"": ""PAW_PBE Rh_pv 25Jan2005""}","{""Rh"": 36}",{},{}
pbe,CH3O_Rh110,Rh110,CH3O,dft_jobs,,-153.0579593,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/CH3O_Rh110/PBE/OUTCAR,vasp_slab/Rh110/PBE/OUTCAR,vasp_mol/CH3O/PBE/OUTCAR,,{},{},"{""Rh"": ""PAW_PBE Rh_pv 25Jan2005""}","{""Rh"": 24}",{},{}
pbe,CH3O_Rh111,Rh111,CH3O,dft_jobs,,-439.14994289,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/CH3O_Rh111/PBE/OUTCAR,vasp_slab/Rh111/PBE/OUTCAR,vasp_mol/CH3O/PBE/OUTCAR,,{},{},"{""Rh"": ""PAW_PBE Rh_pv 25Jan2005""}","{""Rh"": 64}",{},{}
pbe,CH3_Ag100,Ag100,CH3,dft_jobs,-110.17337859,-90.12407184,-18.19263946,-1.8566672900000007,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/CH3_Ag100/PBE/OUTCAR,vasp_slab/Ag100/PBE/OUTCAR,vasp_mol/CH3/PBE/OUTCAR,-1.8566672900000007,"{""Ag"": ""PAW_PBE Ag 02Apr2005"", ""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""Ag"": 36, ""C"": 1, ""H"": 3}","{""Ag"": ""PAW_PBE Ag_pv 09Dec2005""}","{""Ag"": 36}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""H"": 3}"
pbe,CH3_Ag110,Ag110,CH3,dft_jobs,-77.13254787,-57.34530434,-18.19263946,-1.594604069999999,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/CH3_Ag110/PBE/OUTCAR,vasp_slab/Ag110/PBE/OUTCAR,vasp_mol/CH3/PBE/OUTCAR,-1.594604069999999,"{""Ag"": ""PAW_PBE Ag 02Apr2005"", ""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""Ag"": 24, ""C"": 1, ""H"": 3}","{""Ag"": ""PAW_PBE Ag_pv 09Dec2005""}","{""Ag"": 24}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""H"": 3}"
pbe,CH3_Ag111,Ag111,CH3,dft_jobs,-111.22886988,-162.0788939,-18.19263946,,slab_mismatch,"slab size mismatch: complex has 36 Ag, reference has 64",complex: converged; slab: converged; molecule: converged,false,dft_jobs/CH3_Ag111/PBE/OUTCAR,vasp_slab/Ag111/PBE/OUTCAR,vasp_mol/CH3/PBE/OUTCAR,69.04266347999999,"{""Ag"": ""PAW_PBE Ag 02Apr2005"", ""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""Ag"": 36, ""C"": 1, ""H"": 3}","{""Ag"": ""PAW_PBE Ag_pv 09Dec2005""}","{""Ag"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""H"": 3}"
pbe,CH3_Au100,Au100,CH3,dft_jobs,-211.47721279,-108.11108078,-18.19263946,,slab_mismatch,"slab size mismatch: complex has 64 Au, reference has 36",complex: converged; slab: converged; molecule: converged,false,dft_jobs/CH3_Au100/PBE/OUTCAR,vasp_slab/Au100/PBE/OUTCAR,vasp_mol/CH3/PBE/OUTCAR,-85.17349255000002,"{""Au"": ""PAW_PBE Au 04Oct2007"", ""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""Au"": 64, ""C"": 1, ""H"": 3}","{""Au"": ""PAW_PBE Au 04Oct2007""}","{""Au"": 36}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""H"": 3}"
pbe,CH3_Au110,Au110,CH3,dft_jobs,-203.94507083,-69.78140854,-18.19263946,,slab_mismatch,"slab size mismatch: complex has 64 Au, reference has 24",complex: converged; slab: converged; molecule: converged,false,dft_jobs/CH3_Au110/PBE/OUTCAR,vasp_slab/Au110/PBE/OUTCAR,vasp_mol/CH3/PBE/OUTCAR,-115.97102283,"{""Au"": ""PAW_PBE Au 04Oct2007"", ""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""Au"": 64, ""C"": 1, ""H"": 3}","{""Au"": ""PAW_PBE Au 04Oct2007""}","{""Au"": 24}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""H"": 3}"
pbe,CH3_Au111,Au111,CH3,dft_jobs,-129.75013838,-196.23589709,-18.19263946,,slab_mismatch,"slab size mismatch: complex has 36 Au, reference has 64",complex: converged; slab: converged; molecule: converged,false,dft_jobs/CH3_Au111/PBE/OUTCAR,vasp_slab/Au111/PBE/OUTCAR,vasp_mol/CH3/PBE/OUTCAR,84.67839817,"{""Au"": ""PAW_PBE Au 04Oct2007"", ""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""Au"": 36, ""C"": 1, ""H"": 3}","{""Au"": ""PAW_PBE Au 04Oct2007""}","{""Au"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""H"": 3}"
pbe,CH3_Cu100,Cu100,CH3,dft_jobs,-239.2140364,-219.76682164,-18.19263946,-1.2545753000000097,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/CH3_Cu100/PBE/OUTCAR,vasp_slab/Cu100/PBE/OUTCAR,vasp_mol/CH3/PBE/OUTCAR,-1.2545753000000097,"{""C"": ""PAW_PBE C 08Apr2002"", ""Cu"": ""PAW_PBE Cu 22Jun2005"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""Cu"": 64, ""H"": 3}","{""Cu"": ""PAW_PBE Cu 22Jun2005""}","{""Cu"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""H"": 3}"
pbe,CH3_Cu110,Cu110,CH3,dft_jobs,-99.15872299,-79.75003338,-18.19263946,-1.2160501499999974,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/CH3_Cu110/PBE/OUTCAR,vasp_slab/Cu110/PBE/OUTCAR,vasp_mol/CH3/PBE/OUTCAR,-1.2160501499999974,"{""C"": ""PAW_PBE C 08Apr2002"", ""Cu"": ""PAW_PBE Cu 22Jun2005"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""Cu"": 24, ""H"": 3}","{""Cu"": ""PAW_PBE Cu_pv 06Sep2000""}","{""Cu"": 24}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""H"": 3}"
pbe,CH3_Cu111,Cu111,CH3,dft_jobs,-243.57787788,-225.69788512,-18.19263946,0.3126467000000055,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/CH3_Cu111/PBE/OUTCAR,vasp_slab/Cu111/PBE/OUTCAR,vasp_mol/CH3/PBE/OUTCAR,0.3126467000000055,"{""C"": ""PAW_PBE C 08Apr2002"", ""Cu"": ""PAW_PBE Cu 22Jun2005"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""Cu"": 64, ""H"": 3}","{""Cu"": ""PAW_PBE Cu_pv 06Sep2000""}","{""Cu"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""H"": 3}"
pbe,CH3_Ir100,Ir100,CH3,dft_jobs,-314.77468403,-294.40101414,-18.19263946,-2.181030430000032,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/CH3_Ir100/PBE/OUTCAR,vasp_slab/Ir100/PBE/OUTCAR,vasp_mol/CH3/PBE/OUTCAR,-2.181030430000032,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""C"": 1, ""H"": 3, ""Ir"": 36}","{""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""Ir"": 36}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""H"": 3}"
pbe,CH3_Ir110,Ir110,CH3,dft_jobs,-206.36295387,-185.79278571,-18.19263946,-2.37752870000001,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/CH3_Ir110/PBE/OUTCAR,vasp_slab/Ir110/PBE/OUTCAR,vasp_mol/CH3/PBE/OUTCAR,-2.37752870000001,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""C"": 1, ""H"": 3, ""Ir"": 24}","{""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""Ir"": 24}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""H"": 3}"
pbe,CH3_Ir111,Ir111,CH3,dft_jobs,-558.34258546,-538.3119429,-18.19263946,-1.8380031000000479,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/CH3_Ir111/PBE/OUTCAR,vasp_slab/Ir111/PBE/OUTCAR,vasp_mol/CH3/PBE/OUTCAR,-1.8380031000000479,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""C"": 1, ""H"": 3, ""Ir"": 64}","{""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""Ir"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""H"": 3}"
pbe,CH3_Pd100,Pd100,CH3,dft_jobs,-195.43915218,-175.30179252,-18.19263946,-1.9447202000000168,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/CH3_Pd100/PBE/OUTCAR,vasp_slab/Pd100/PBE/OUTCAR,vasp_mol/CH3/PBE/OUTCAR,-1.9447202000000168,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Pd"": ""PAW_PBE Pd 04Jan2005""}","{""C"": 1, ""H"": 3, ""Pd"": 36}","{""Pd"": ""PAW_PBE Pd_pv 28Jan2005""}","{""Pd"": 36}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""H"": 3}"
pbe,CH3_Pd110,Pd110,CH3,dft_jobs,-131.05075687,-110.83417945,-18.19263946,-2.0239379599999943,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/CH3_Pd110/PBE/OUTCAR,vasp_slab/Pd110/PBE/OUTCAR,vasp_mol/CH3/PBE/OUTCAR,-2.0239379599999943,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Pd"": ""PAW_PBE Pd 04Jan2005""}","{""C"": 1, ""H"": 3, ""Pd"": 24}","{""Pd"": ""PAW_PBE Pd_pv 28Jan2005""}","{""Pd"": 24}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""H"": 3}"
pbe,CH3_Pd111,Pd111,CH3,dft_jobs,-198.07064911,-315.98876394,-18.19263946,,slab_mismatch,"slab size mismatch: complex has 36 Pd, reference has 64",complex: converged; slab: converged; molecule: converged,false,dft_jobs/CH3_Pd111/PBE/OUTCAR,vasp_slab/Pd111/PBE/OUTCAR,vasp_mol/CH3/PBE/OUTCAR,136.11075429000002,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Pd"": ""PAW_PBE Pd 04Jan2005""}","{""C"": 1, ""H"": 3, ""Pd"": 36}","{""Pd"": ""PAW_PBE Pd_pv 28Jan2005""}","{""Pd"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""H"": 3}"
pbe,CH3_Pt100,Pt100,CH3,dft_jobs,-223.77878787,-203.0271286,-18.19263946,-2.559019810000006,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/CH3_Pt100/PBE/OUTCAR,vasp_slab/Pt100/PBE/OUTCAR,vasp_mol/CH3/PBE/OUTCAR,-2.559019810000006,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Pt"": ""PAW_PBE Pt 04Feb2005""}","{""C"": 1, ""H"": 3, ""Pt"": 36}","{""Pt"": ""PAW_PBE Pt_pv 12Dec2005""}","{""Pt"": 36}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""H"": 3}"
pbe,CH3_Pt110,Pt110,CH3,dft_jobs,-149.09026565,-128.30096322,-18.19263946,-2.5966629699999935,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/CH3_Pt110/PBE/OUTCAR,vasp_slab/Pt110/PBE/OUTCAR,vasp_mol/CH3/PBE/OUTCAR,-2.5966629699999935,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Pt"": ""PAW_PBE Pt 04Feb2005""}","{""C"": 1, ""H"": 3, ""Pt"": 24}","{""Pt"": ""PAW_PBE Pt_pv 12Dec2005""}","{""Pt"": 24}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""H"": 3}"
pbe,CH3_Pt111_top,Pt111,CH3,dft_jobs,,-370.79075302,-18.19263946,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: converged,false,dft_jobs/CH3_Pt111_top/PBE/OUTCAR,vasp_slab/Pt111/PBE/OUTCAR,vasp_mol/CH3/PBE/OUTCAR,,{},{},"{""Pt"": ""PAW_PBE Pt_pv 12Dec2005""}","{""Pt"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""H"": 3}"
pbe,CH3_Rh100,Rh100,CH3,dft_jobs,-262.72082558,-242.27634007,-18.19263946,-2.251846049999994,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/CH3_Rh100/PBE/OUTCAR,vasp_slab/Rh100/PBE/OUTCAR,vasp_mol/CH3/PBE/OUTCAR,-2.251846049999994,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Rh"": ""PAW_PBE Rh 04Feb2005""}","{""C"": 1, ""H"": 3, ""Rh"": 36}","{""Rh"": ""PAW_PBE Rh_pv 25Jan2005""}","{""Rh"": 36}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""H"": 3}"
pbe,CH3_Rh110,Rh110,CH3,dft_jobs,-173.50038791,-153.0579593,-18.19263946,-2.2497891500000087,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/CH3_Rh110/PBE/OUTCAR,vasp_slab/Rh110/PBE/OUTCAR,vasp_mol/CH3/PBE/OUTCAR,-2.2497891500000087,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Rh"": ""PAW_PBE Rh 04Feb2005""}","{""C"": 1, ""H"": 3, ""Rh"": 24}","{""Rh"": ""PAW_PBE Rh_pv 25Jan2005""}","{""Rh"": 24}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""H"": 3}"
pbe,CH3_Rh111,Rh111,CH3,dft_jobs,-459.78315337,-439.14994289,-18.19263946,-2.4405710200000037,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/CH3_Rh111/PBE/OUTCAR,vasp_slab/Rh111/PBE/OUTCAR,vasp_mol/CH3/PBE/OUTCAR,-2.4405710200000037,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Rh"": ""PAW_PBE Rh 04Feb2005""}","{""C"": 1, ""H"": 3, ""Rh"": 64}","{""Rh"": ""PAW_PBE Rh_pv 25Jan2005""}","{""Rh"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""H"": 3}"
pbe,CH4_Ag100,Ag100,CH4,dft_jobs,-114.79588288,-90.12407184,-24.03560332,-0.6362077199999945,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/CH4_Ag100/PBE/OUTCAR,vasp_slab/Ag100/PBE/OUTCAR,vasp_mol/CH4/PBE/OUTCAR,-0.6362077199999945,"{""Ag"": ""PAW_PBE Ag 02Apr2005"", ""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""Ag"": 36, ""C"": 1, ""H"": 4}","{""Ag"": ""PAW_PBE Ag_pv 09Dec2005""}","{""Ag"": 36}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""H"": 4}"
pbe,CH4_Ag110,Ag110,CH4,dft_jobs,-81.7736252,-57.34530434,-24.03560332,-0.3927175399999996,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/CH4_Ag110/PBE/OUTCAR,vasp_slab/Ag110/PBE/OUTCAR,vasp_mol/CH4/PBE/OUTCAR,-0.3927175399999996,"{""Ag"": ""PAW_PBE Ag 02Apr2005"", ""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""Ag"": 24, ""C"": 1, ""H"": 4}","{""Ag"": ""PAW_PBE Ag_pv 09Dec2005""}","{""Ag"": 24}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""H"": 4}"
pbe,CH4_Ag111,Ag111,CH4,dft_jobs,-116.29776145,-162.0788939,-24.03560332,,slab_mismatch,"slab size mismatch: complex has 36 Ag, reference has 64",complex: converged; slab: converged; molecule: converged,false,dft_jobs/CH4_Ag111/PBE/OUTCAR,vasp_slab/Ag111/PBE/OUTCAR,vasp_mol/CH4/PBE/OUTCAR,69.81673577000001,"{""Ag"": ""PAW_PBE Ag 02Apr2005"", ""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""Ag"": 36, ""C"": 1, ""H"": 4}","{""Ag"": ""PAW_PBE Ag_pv 09Dec2005""}","{""Ag"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""H"": 4}"
pbe,CH4_Au100,Au100,CH4,dft_jobs,-215.85771594,-108.11108078,-24.03560332,,slab_mismatch,"slab size mismatch: complex has 64 Au, reference has 36",complex: converged; slab: converged; molecule: converged,false,dft_jobs/CH4_Au100/PBE/OUTCAR,vasp_slab/Au100/PBE/OUTCAR,vasp_mol/CH4/PBE/OUTCAR,-83.71103184,"{""Au"": ""PAW_PBE Au 04Oct2007"", ""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""Au"": 64, ""C"": 1, ""H"": 4}","{""Au"": ""PAW_PBE Au 04Oct2007""}","{""Au"": 36}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 1, ""H"": 4}"
