functional,system,surface,molecule,source_dir,E_slab_mol,E_slab,E_mol,E_ads,status,note,convergence,publishable,complex_outcar,slab_outcar,molecule_outcar,E_ads_raw,complex_potentials,complex_composition,slab_potentials,slab_composition,molecule_potentials,molecule_composition
r2scan,C2H2_Rh111,Rh111,C2H2,dft_jobs,,-1516.88991315,,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: missing,false,dft_jobs/C2H2_Rh111/r2scan/OUTCAR,vasp_slab/Rh111/r2scan/OUTCAR,vasp_mol/C2H2/r2scan/OUTCAR,,{},{},"{""Rh"": ""PAW_PBE Rh_pv 25Jan2005""}","{""Rh"": 64}",{},{}
r2scan,C2H4_Ag100,Ag100,C2H4,dft_jobs,-793.8853655,-759.06403021,-33.54855876,,unconverged,See component convergence statuses,complex: unfinished; slab: converged; molecule: converged,false,dft_jobs/C2H4_Ag100/r2scan/OUTCAR,vasp_slab/Ag100/r2scan/OUTCAR,vasp_mol/C2H4/r2scan/OUTCAR,-1.2727765299999803,"{""Ag"": ""PAW_PBE Ag 02Apr2005"", ""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""Ag"": 36, ""C"": 2, ""H"": 4}","{""Ag"": ""PAW_PBE Ag_pv 09Dec2005""}","{""Ag"": 36}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 4}"
r2scan,C2H4_Ag110,Ag110,C2H4,dft_jobs,-537.2784237,-502.68023804,-33.54855876,,unconverged,See component convergence statuses,complex: unfinished; slab: converged; molecule: converged,false,dft_jobs/C2H4_Ag110/r2scan/OUTCAR,vasp_slab/Ag110/r2scan/OUTCAR,vasp_mol/C2H4/r2scan/OUTCAR,-1.0496268999999572,"{""Ag"": ""PAW_PBE Ag 02Apr2005"", ""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""Ag"": 24, ""C"": 2, ""H"": 4}","{""Ag"": ""PAW_PBE Ag_pv 09Dec2005""}","{""Ag"": 24}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 4}"
r2scan,C2H4_Ag111,Ag111,C2H4,dft_jobs,-795.69053943,-1351.78284961,-33.54855876,,slab_mismatch,"slab size mismatch: complex has 36 Ag, reference has 64",complex: unfinished; slab: converged; molecule: converged,false,dft_jobs/C2H4_Ag111/r2scan/OUTCAR,vasp_slab/Ag111/r2scan/OUTCAR,vasp_mol/C2H4/r2scan/OUTCAR,589.6408689400001,"{""Ag"": ""PAW_PBE Ag 02Apr2005"", ""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""Ag"": 36, ""C"": 2, ""H"": 4}","{""Ag"": ""PAW_PBE Ag_pv 09Dec2005""}","{""Ag"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 4}"
r2scan,C2H4_Au100,Au100,C2H4,dft_jobs,-3254.63406398,-1812.10460465,-33.54855876,,slab_mismatch,"slab size mismatch: complex has 64 Au, reference has 36",complex: unfinished; slab: converged; molecule: converged,false,dft_jobs/C2H4_Au100/r2scan/OUTCAR,vasp_slab/Au100/r2scan/OUTCAR,vasp_mol/C2H4/r2scan/OUTCAR,-1408.98090057,"{""Au"": ""PAW_PBE Au 04Oct2007"", ""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""Au"": 64, ""C"": 2, ""H"": 4}","{""Au"": ""PAW_PBE Au 04Oct2007""}","{""Au"": 36}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 4}"
r2scan,C2H4_Au110,Au110,C2H4,dft_jobs,-3245.7800614,-1205.07970007,-33.54855876,,slab_mismatch,"slab size mismatch: complex has 64 Au, reference has 24",complex: unfinished; slab: converged; molecule: converged,false,dft_jobs/C2H4_Au110/r2scan/OUTCAR,vasp_slab/Au110/r2scan/OUTCAR,vasp_mol/C2H4/r2scan/OUTCAR,-2007.1518025699997,"{""Au"": ""PAW_PBE Au 04Oct2007"", ""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""Au"": 64, ""C"": 2, ""H"": 4}","{""Au"": ""PAW_PBE Au 04Oct2007""}","{""Au"": 24}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 4}"
r2scan,C2H4_Au111,Au111,C2H4,dft_jobs,-1848.187452,-3226.08924919,-33.54855876,,slab_mismatch,"slab size mismatch: complex has 36 Au, reference has 64",complex: unfinished; slab: converged; molecule: converged,false,dft_jobs/C2H4_Au111/r2scan/OUTCAR,vasp_slab/Au111/r2scan/OUTCAR,vasp_mol/C2H4/r2scan/OUTCAR,1411.4503559500001,"{""Au"": ""PAW_PBE Au 04Oct2007"", ""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""Au"": 36, ""C"": 2, ""H"": 4}","{""Au"": ""PAW_PBE Au 04Oct2007""}","{""Au"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 4}"
r2scan,C2H4_Cu100,Cu100,C2H4,dft_jobs,-704.29454283,-670.31649401,-33.54855876,,unconverged,See component convergence statuses,complex: unfinished; slab: converged; molecule: converged,false,dft_jobs/C2H4_Cu100/r2scan/OUTCAR,vasp_slab/Cu100/r2scan/OUTCAR,vasp_mol/C2H4/r2scan/OUTCAR,-0.42949005999991385,"{""C"": ""PAW_PBE C 08Apr2002"", ""Cu"": ""PAW_PBE Cu 22Jun2005"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""Cu"": 64, ""H"": 4}","{""Cu"": ""PAW_PBE Cu 22Jun2005""}","{""Cu"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 4}"
r2scan,C2H4_Cu110,Cu110,C2H4,dft_jobs,-281.88001099,-248.0324956,-33.54855876,-0.2989566300000135,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/C2H4_Cu110/r2scan/OUTCAR,vasp_slab/Cu110/r2scan/OUTCAR,vasp_mol/C2H4/r2scan/OUTCAR,-0.2989566300000135,"{""C"": ""PAW_PBE C 08Apr2002"", ""Cu"": ""PAW_PBE Cu 22Jun2005"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""Cu"": 24, ""H"": 4}","{""Cu"": ""PAW_PBE Cu_pv 06Sep2000""}","{""Cu"": 24}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 4}"
r2scan,C2H4_Cu111,Cu111,C2H4,dft_jobs,-709.09468766,-676.88050278,-33.54855876,,unconverged,See component convergence statuses,complex: unfinished; slab: converged; molecule: converged,false,dft_jobs/C2H4_Cu111/r2scan/OUTCAR,vasp_slab/Cu111/r2scan/OUTCAR,vasp_mol/C2H4/r2scan/OUTCAR,1.3343738800000509,"{""C"": ""PAW_PBE C 08Apr2002"", ""Cu"": ""PAW_PBE Cu 22Jun2005"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""Cu"": 64, ""H"": 4}","{""Cu"": ""PAW_PBE Cu_pv 06Sep2000""}","{""Cu"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 4}"
r2scan,C2H4_Ir100,Ir100,C2H4,dft_jobs,-1893.99473022,-1858.5238611,-33.54855876,,unconverged,See component convergence statuses,complex: converged; slab: unfinished; molecule: converged,false,dft_jobs/C2H4_Ir100/r2scan/OUTCAR,vasp_slab/Ir100/r2scan/OUTCAR,vasp_mol/C2H4/r2scan/OUTCAR,-1.9223103600000897,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""C"": 2, ""H"": 4, ""Ir"": 36}","{""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""Ir"": 36}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 4}"
r2scan,C2H4_Ir110,Ir110,C2H4,dft_jobs,-1264.10329273,-1228.67675167,-33.54855876,-1.8779823000000917,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/C2H4_Ir110/r2scan/OUTCAR,vasp_slab/Ir110/r2scan/OUTCAR,vasp_mol/C2H4/r2scan/OUTCAR,-1.8779823000000917,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""C"": 2, ""H"": 4, ""Ir"": 24}","{""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""Ir"": 24}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 4}"
r2scan,C2H4_Ir111,Ir111,C2H4,dft_jobs,-3355.29231983,-3320.68314209,-33.54855876,-1.0606189800001786,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/C2H4_Ir111/r2scan/OUTCAR,vasp_slab/Ir111/r2scan/OUTCAR,vasp_mol/C2H4/r2scan/OUTCAR,-1.0606189800001786,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""C"": 2, ""H"": 4, ""Ir"": 64}","{""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""Ir"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 4}"
r2scan,C2H4_Pd100,Pd100,C2H4,dft_jobs,-847.15439604,-812.2261307,-33.54855876,-1.3797065800000539,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/C2H4_Pd100/r2scan/OUTCAR,vasp_slab/Pd100/r2scan/OUTCAR,vasp_mol/C2H4/r2scan/OUTCAR,-1.3797065800000539,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Pd"": ""PAW_PBE Pd 04Jan2005""}","{""C"": 2, ""H"": 4, ""Pd"": 36}","{""Pd"": ""PAW_PBE Pd_pv 28Jan2005""}","{""Pd"": 36}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 4}"
r2scan,C2H4_Pd110,Pd110,C2H4,dft_jobs,-569.75749213,-534.90205054,-33.54855876,-1.3068828299999424,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/C2H4_Pd110/r2scan/OUTCAR,vasp_slab/Pd110/r2scan/OUTCAR,vasp_mol/C2H4/r2scan/OUTCAR,-1.3068828299999424,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Pd"": ""PAW_PBE Pd 04Jan2005""}","{""C"": 2, ""H"": 4, ""Pd"": 24}","{""Pd"": ""PAW_PBE Pd_pv 28Jan2005""}","{""Pd"": 24}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 4}"
r2scan,C2H4_Pd111,Pd111,C2H4,dft_jobs,-850.03910776,-1449.11649223,-33.54855876,,slab_mismatch,"slab size mismatch: complex has 36 Pd, reference has 64",complex: unfinished; slab: converged; molecule: converged,false,dft_jobs/C2H4_Pd111/r2scan/OUTCAR,vasp_slab/Pd111/r2scan/OUTCAR,vasp_mol/C2H4/r2scan/OUTCAR,632.62594323,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Pd"": ""PAW_PBE Pd 04Jan2005""}","{""C"": 2, ""H"": 4, ""Pd"": 36}","{""Pd"": ""PAW_PBE Pd_pv 28Jan2005""}","{""Pd"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 4}"
r2scan,C2H4_Pt100,Pt100,C2H4,dft_jobs,-1871.35771376,-1835.69135898,-33.54855876,-2.117796020000121,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/C2H4_Pt100/r2scan/OUTCAR,vasp_slab/Pt100/r2scan/OUTCAR,vasp_mol/C2H4/r2scan/OUTCAR,-2.117796020000121,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Pt"": ""PAW_PBE Pt 04Feb2005""}","{""C"": 2, ""H"": 4, ""Pt"": 36}","{""Pt"": ""PAW_PBE Pt_pv 12Dec2005""}","{""Pt"": 36}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 4}"
r2scan,C2H4_Pt110,Pt110,C2H4,dft_jobs,-1251.71847208,-1216.08630705,-33.54855876,-2.083606270000125,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/C2H4_Pt110/r2scan/OUTCAR,vasp_slab/Pt110/r2scan/OUTCAR,vasp_mol/C2H4/r2scan/OUTCAR,-2.083606270000125,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Pt"": ""PAW_PBE Pt 04Feb2005""}","{""C"": 2, ""H"": 4, ""Pt"": 24}","{""Pt"": ""PAW_PBE Pt_pv 12Dec2005""}","{""Pt"": 24}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 4}"
r2scan,C2H4_Pt111_bri,Pt111,C2H4,dft_jobs,,-3273.97042641,-33.54855876,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: converged,false,dft_jobs/C2H4_Pt111_bri/r2scan/OUTCAR,vasp_slab/Pt111/r2scan/OUTCAR,vasp_mol/C2H4/r2scan/OUTCAR,,{},{},"{""Pt"": ""PAW_PBE Pt_pv 12Dec2005""}","{""Pt"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 4}"
r2scan,C2H4_Rh100,Rh100,C2H4,dft_jobs,-883.26008799,-847.91797961,-33.54855876,-1.7935496200000145,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/C2H4_Rh100/r2scan/OUTCAR,vasp_slab/Rh100/r2scan/OUTCAR,vasp_mol/C2H4/r2scan/OUTCAR,-1.7935496200000145,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Rh"": ""PAW_PBE Rh 04Feb2005""}","{""C"": 2, ""H"": 4, ""Rh"": 36}","{""Rh"": ""PAW_PBE Rh_pv 25Jan2005""}","{""Rh"": 36}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 4}"
r2scan,C2H4_Rh110,Rh110,C2H4,dft_jobs,-593.17105921,-558.01919395,-33.54855876,-1.6033064999999098,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/C2H4_Rh110/r2scan/OUTCAR,vasp_slab/Rh110/r2scan/OUTCAR,vasp_mol/C2H4/r2scan/OUTCAR,-1.6033064999999098,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Rh"": ""PAW_PBE Rh 04Feb2005""}","{""C"": 2, ""H"": 4, ""Rh"": 24}","{""Rh"": ""PAW_PBE Rh_pv 25Jan2005""}","{""Rh"": 24}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 4}"
r2scan,C2H4_Rh111,Rh111,C2H4,dft_jobs,-1552.43705372,-1516.88991315,-33.54855876,,unconverged,See component convergence statuses,complex: unfinished; slab: converged; molecule: converged,false,dft_jobs/C2H4_Rh111/r2scan/OUTCAR,vasp_slab/Rh111/r2scan/OUTCAR,vasp_mol/C2H4/r2scan/OUTCAR,-1.9985818100000117,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Rh"": ""PAW_PBE Rh 04Feb2005""}","{""C"": 2, ""H"": 4, ""Rh"": 64}","{""Rh"": ""PAW_PBE Rh_pv 25Jan2005""}","{""Rh"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 4}"
r2scan,C2H5OH_Pt111_top,Pt111,C2H5OH,dft_jobs,,-3273.97042641,-49.63959258,,error,Missing or non-finite component energy,complex: missing; slab: converged; molecule: converged,false,dft_jobs/C2H5OH_Pt111_top/r2scan/OUTCAR,vasp_slab/Pt111/r2scan/OUTCAR,vasp_mol/CH3CH2OH/r2scan/OUTCAR,,{},{},"{""Pt"": ""PAW_PBE Pt_pv 12Dec2005""}","{""Pt"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""O"": ""PAW_PBE O 08Apr2002""}","{""C"": 2, ""H"": 6, ""O"": 1}"
r2scan,C2H6_Ag100,Ag100,C2H6,dft_jobs,-1392.47565272,-759.06403021,-42.25569583,,slab_mismatch,"slab size mismatch: complex has 64 Ag, reference has 36",complex: unfinished; slab: converged; molecule: converged,false,dft_jobs/C2H6_Ag100/r2scan/OUTCAR,vasp_slab/Ag100/r2scan/OUTCAR,vasp_mol/C2H6/r2scan/OUTCAR,-591.1559266799999,"{""Ag"": ""PAW_PBE Ag 02Apr2005"", ""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""Ag"": 64, ""C"": 2, ""H"": 6}","{""Ag"": ""PAW_PBE Ag_pv 09Dec2005""}","{""Ag"": 36}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 6}"
r2scan,C2H6_Ag110,Ag110,C2H6,dft_jobs,-545.69198114,-502.68023804,-42.25569583,,unconverged,See component convergence statuses,complex: unfinished; slab: converged; molecule: converged,false,dft_jobs/C2H6_Ag110/r2scan/OUTCAR,vasp_slab/Ag110/r2scan/OUTCAR,vasp_mol/C2H6/r2scan/OUTCAR,-0.756047270000046,"{""Ag"": ""PAW_PBE Ag 02Apr2005"", ""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""Ag"": 24, ""C"": 2, ""H"": 6}","{""Ag"": ""PAW_PBE Ag_pv 09Dec2005""}","{""Ag"": 24}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 6}"
r2scan,C2H6_Ag111,Ag111,C2H6,dft_jobs,-1396.20702255,-1351.78284961,-42.25569583,-2.1684771099998343,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/C2H6_Ag111/r2scan/OUTCAR,vasp_slab/Ag111/r2scan/OUTCAR,vasp_mol/C2H6/r2scan/OUTCAR,-2.1684771099998343,"{""Ag"": ""PAW_PBE Ag 02Apr2005"", ""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""Ag"": 64, ""C"": 2, ""H"": 6}","{""Ag"": ""PAW_PBE Ag_pv 09Dec2005""}","{""Ag"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 6}"
r2scan,C2H6_Au100,Au100,C2H6,dft_jobs,-3263.41971568,-1812.10460465,-42.25569583,,slab_mismatch,"slab size mismatch: complex has 64 Au, reference has 36",complex: converged; slab: converged; molecule: converged,false,dft_jobs/C2H6_Au100/r2scan/OUTCAR,vasp_slab/Au100/r2scan/OUTCAR,vasp_mol/C2H6/r2scan/OUTCAR,-1409.0594152,"{""Au"": ""PAW_PBE Au 04Oct2007"", ""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""Au"": 64, ""C"": 2, ""H"": 6}","{""Au"": ""PAW_PBE Au 04Oct2007""}","{""Au"": 36}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 6}"
r2scan,C2H6_Au110,Au110,C2H6,dft_jobs,-3254.14289716,-1205.07970007,-42.25569583,,slab_mismatch,"slab size mismatch: complex has 64 Au, reference has 24",complex: unfinished; slab: converged; molecule: converged,false,dft_jobs/C2H6_Au110/r2scan/OUTCAR,vasp_slab/Au110/r2scan/OUTCAR,vasp_mol/C2H6/r2scan/OUTCAR,-2006.80750126,"{""Au"": ""PAW_PBE Au 04Oct2007"", ""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""Au"": 64, ""C"": 2, ""H"": 6}","{""Au"": ""PAW_PBE Au 04Oct2007""}","{""Au"": 24}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 6}"
r2scan,C2H6_Au111,Au111,C2H6,dft_jobs,-1856.81672998,-3226.08924919,-42.25569583,,slab_mismatch,"slab size mismatch: complex has 36 Au, reference has 64",complex: unfinished; slab: converged; molecule: converged,false,dft_jobs/C2H6_Au111/r2scan/OUTCAR,vasp_slab/Au111/r2scan/OUTCAR,vasp_mol/C2H6/r2scan/OUTCAR,1411.5282150399998,"{""Au"": ""PAW_PBE Au 04Oct2007"", ""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""Au"": 36, ""C"": 2, ""H"": 6}","{""Au"": ""PAW_PBE Au 04Oct2007""}","{""Au"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 6}"
r2scan,C2H6_Cu100,Cu100,C2H6,dft_jobs,-712.56900355,-670.31649401,-42.25569583,,unconverged,See component convergence statuses,complex: unfinished; slab: converged; molecule: converged,false,dft_jobs/C2H6_Cu100/r2scan/OUTCAR,vasp_slab/Cu100/r2scan/OUTCAR,vasp_mol/C2H6/r2scan/OUTCAR,0.00318628999999504,"{""C"": ""PAW_PBE C 08Apr2002"", ""Cu"": ""PAW_PBE Cu 22Jun2005"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""Cu"": 64, ""H"": 6}","{""Cu"": ""PAW_PBE Cu 22Jun2005""}","{""Cu"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 6}"
r2scan,C2H6_Cu110,Cu110,C2H6,dft_jobs,-289.90213909,-248.0324956,-42.25569583,0.3860523400000133,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/C2H6_Cu110/r2scan/OUTCAR,vasp_slab/Cu110/r2scan/OUTCAR,vasp_mol/C2H6/r2scan/OUTCAR,0.3860523400000133,"{""C"": ""PAW_PBE C 08Apr2002"", ""Cu"": ""PAW_PBE Cu 22Jun2005"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""Cu"": 24, ""H"": 6}","{""Cu"": ""PAW_PBE Cu_pv 06Sep2000""}","{""Cu"": 24}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 6}"
r2scan,C2H6_Cu111,Cu111,C2H6,dft_jobs,-717.77445678,-676.88050278,-42.25569583,1.3617418299999926,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/C2H6_Cu111/r2scan/OUTCAR,vasp_slab/Cu111/r2scan/OUTCAR,vasp_mol/C2H6/r2scan/OUTCAR,1.3617418299999926,"{""C"": ""PAW_PBE C 08Apr2002"", ""Cu"": ""PAW_PBE Cu 22Jun2005"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""Cu"": 64, ""H"": 6}","{""Cu"": ""PAW_PBE Cu_pv 06Sep2000""}","{""Cu"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 6}"
r2scan,C2H6_Ir100,Ir100,C2H6,dft_jobs,-1901.04162274,-1858.5238611,-42.25569583,,unconverged,See component convergence statuses,complex: converged; slab: unfinished; molecule: converged,false,dft_jobs/C2H6_Ir100/r2scan/OUTCAR,vasp_slab/Ir100/r2scan/OUTCAR,vasp_mol/C2H6/r2scan/OUTCAR,-0.26206581000011653,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""C"": 2, ""H"": 6, ""Ir"": 36}","{""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""Ir"": 36}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 6}"
r2scan,C2H6_Ir110,Ir110,C2H6,dft_jobs,-1271.11999584,-1228.67675167,-42.25569583,-0.18754834000007037,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/C2H6_Ir110/r2scan/OUTCAR,vasp_slab/Ir110/r2scan/OUTCAR,vasp_mol/C2H6/r2scan/OUTCAR,-0.18754834000007037,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""C"": 2, ""H"": 6, ""Ir"": 24}","{""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""Ir"": 24}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 6}"
r2scan,C2H6_Ir111,Ir111,C2H6,dft_jobs,-3363.01165898,-3320.68314209,-42.25569583,-0.07282106000017308,ok,,complex: converged; slab: converged; molecule: converged,true,dft_jobs/C2H6_Ir111/r2scan/OUTCAR,vasp_slab/Ir111/r2scan/OUTCAR,vasp_mol/C2H6/r2scan/OUTCAR,-0.07282106000017308,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""C"": 2, ""H"": 6, ""Ir"": 64}","{""Ir"": ""PAW_PBE Ir 06Sep2000""}","{""Ir"": 64}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 6}"
r2scan,C2H6_Pd100,Pd100,C2H6,dft_jobs,-1486.58536473,-812.2261307,-42.25569583,,slab_mismatch,"slab size mismatch: complex has 64 Pd, reference has 36",complex: converged; slab: converged; molecule: converged,false,dft_jobs/C2H6_Pd100/r2scan/OUTCAR,vasp_slab/Pd100/r2scan/OUTCAR,vasp_mol/C2H6/r2scan/OUTCAR,-632.1035382,"{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001"", ""Pd"": ""PAW_PBE Pd 04Jan2005""}","{""C"": 2, ""H"": 6, ""Pd"": 64}","{""Pd"": ""PAW_PBE Pd_pv 28Jan2005""}","{""Pd"": 36}","{""C"": ""PAW_PBE C 08Apr2002"", ""H"": ""PAW_PBE H 15Jun2001""}","{""C"": 2, ""H"": 6}"
