surface,molecule,functional,E_ads_ML,E_ads_relaxed,E_ads_SPE,relaxed_status,SPE_status,completion_job_directory,relaxed_energy_review,SPE_energy_review,dft_contact_available,required_CONTCAR
Au111,formic_acid,pbe_d3,-0.37,-0.456,-0.012,available,available,,False,False,True,
Au111,formic_acid,r2scan,-0.37,,0.108,refs unverified,available,,False,False,True,
Au111,formic_acid,beef_vdw,-0.37,-0.382,-0.346,available,available,,False,False,True,
Au111,glycerol,pbe,-0.59,,,refs unverified,refs unverified,,False,False,True,
Au111,glycerol,pbe_d3,-0.59,,,refs unverified,refs unverified,,False,False,True,
Au111,glycerol,r2scan,-0.59,,,refs unverified,refs unverified,,False,False,True,
Au111,glycerol,beef_vdw,-0.59,,,no matching Perlmutter calculation,refs unverified,,False,False,True,
Au111,isopropanol,pbe,-0.33,,,refs unverified,refs unverified,,False,False,True,
Au111,isopropanol,pbe_d3,-0.33,,,refs unverified,refs unverified,,False,False,True,
Au111,isopropanol,r2scan,-0.33,,,refs unverified,refs unverified,,False,False,True,
Au111,isopropanol,beef_vdw,-0.33,,,no matching Perlmutter calculation,refs unverified,,False,False,True,
Au111,methane,pbe,-0.37,-0.005,0.129,available,available,,False,False,True,
Au111,methane,pbe_d3,-0.37,-0.197,0.176,available,available,,False,False,True,
Au111,methane,r2scan,-0.37,,0.248,refs unverified,available,,False,False,True,
Au111,methane,beef_vdw,-0.37,-0.214,-0.206,available,available,,False,False,True,
Au111,methanol,pbe,-0.26,-0.06,0.061,available,available,,False,False,True,
Au111,methanol,pbe_d3,-0.26,-0.333,0.079,available,available,,False,False,True,
Au111,methanol,r2scan,-0.26,,0.181,refs unverified,available,,False,False,True,
Au111,methanol,beef_vdw,-0.26,-0.306,-0.297,available,available,,False,False,True,
Au111,propane,pbe,-0.24,,,refs unverified,refs unverified,,False,False,True,
Au111,propane,pbe_d3,-0.24,,,refs unverified,refs unverified,,False,False,True,
Au111,propane,r2scan,-0.24,,,refs unverified,refs unverified,,False,False,True,
Au111,propane,beef_vdw,-0.24,,,no matching Perlmutter calculation,refs unverified,,False,False,True,
Au111,propanol,pbe,-0.32,,0.221,refs unverified,available,,False,False,True,
Au111,propanol,pbe_d3,-0.32,,-0.025,refs unverified,available,,False,False,True,
Au111,propanol,r2scan,-0.32,,0.26,refs unverified,available,,False,False,True,
Au111,propanol,beef_vdw,-0.32,,-0.418,no matching Perlmutter calculation,available,,False,False,True,
Au111,propene,pbe,-0.2,,,refs unverified,refs unverified,,False,False,True,
Au111,propene,pbe_d3,-0.2,,,refs unverified,refs unverified,,False,False,True,
Au111,propene,r2scan,-0.2,,,refs unverified,refs unverified,,False,False,True,
Au111,propene,beef_vdw,-0.2,,,no matching Perlmutter calculation,refs unverified,,False,False,True,
Cu100,CH3,pbe,-1.95,-1.255,-1.249,available,available,,False,False,True,
Cu100,CH3,pbe_d3,-1.95,-1.646,-1.51,available,available,,False,False,True,
Cu100,CH3,r2scan,-1.95,,-0.998,unconverged,available,,False,False,True,
Cu100,CH3,beef_vdw,-1.95,,,refs unverified,refs unverified,,False,False,True,
Cu100,CO,pbe,-1.19,-0.781,-0.775,available,available,,False,False,True,
Cu100,CO,pbe_d3,-1.19,-1.027,-0.912,available,available,,False,False,True,
Cu100,CO,r2scan,-1.19,,-0.643,refs unverified,available,,False,False,True,
Cu100,CO,beef_vdw,-1.19,,,refs unverified,refs unverified,,False,False,True,
Cu100,CO2,pbe,-0.36,-0.032,-0.019,available,available,,False,False,True,
Cu100,CO2,pbe_d3,-0.36,,,unconverged,reference_unavailable,,False,False,True,
Cu100,CO2,r2scan,-0.36,,0.122,refs unverified,available,,False,False,True,
Cu100,CO2,beef_vdw,-0.36,,,refs unverified,refs unverified,,False,False,True,
Cu100,DME,pbe,-0.27,-0.15,-0.134,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/dme_references_davidson_20260915/molecule/DME/PBE,False,False,True,
Cu100,DME,pbe_d3,-0.27,-0.651,-0.44,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/dme_references_davidson_20260915/molecule/DME/PBE_D3,False,False,True,
Cu100,DME,r2scan,-0.27,,-0.043,refs unverified,available,,False,False,True,
Cu100,DME,beef_vdw,-0.27,,,refs unverified,refs unverified,,False,False,True,
Cu100,H2O,pbe,-0.57,-0.246,-0.227,available,available,,False,False,True,
Cu100,H2O,pbe_d3,-0.57,-0.476,-0.395,available,available,,False,False,True,
Cu100,H2O,r2scan,-0.57,,-0.154,refs unverified,available,,False,False,True,
Cu100,H2O,beef_vdw,-0.57,,,refs unverified,refs unverified,,False,False,True,
Cu100,H2S,pbe,-0.47,-0.271,-0.243,available,available,,False,False,True,
Cu100,H2S,pbe_d3,-0.47,-0.719,-0.581,available,available,,False,False,True,
Cu100,H2S,r2scan,-0.47,,-0.112,unconverged,available,,False,False,True,
Cu100,H2S,beef_vdw,-0.47,,,refs unverified,refs unverified,,False,False,True,
Cu100,N2,pbe,-0.07,-0.018,-0.003,available,available,,False,False,True,
Cu100,N2,pbe_d3,-0.07,-0.099,-0.054,available,available,,False,False,True,
Cu100,N2,r2scan,-0.07,,0.181,unconverged,available,,False,False,True,
Cu100,N2,beef_vdw,-0.07,,,refs unverified,refs unverified,,False,False,True,
Cu100,NH3,pbe,-0.9,-0.571,-0.556,available,available,,False,False,True,
Cu100,NH3,pbe_d3,-0.9,-0.903,-0.83,available,available,,False,False,True,
Cu100,NH3,r2scan,-0.9,,-0.499,unconverged,available,,False,False,True,
Cu100,NH3,beef_vdw,-0.9,,,unconverged,complex_unconverged,,False,False,True,
Cu100,NO,pbe,-1.48,-1.769,-1.764,available,available,,False,False,True,
Cu100,NO,pbe_d3,-1.48,-1.988,-1.884,available,available,,False,False,True,
Cu100,NO,r2scan,-1.48,,,unconverged,reference_unavailable,,False,False,True,
Cu100,NO,beef_vdw,-1.48,,,unconverged,refs unverified,,False,False,True,
Cu100,SO2,pbe,-1.09,-0.817,-0.788,available,available,,False,False,True,
Cu100,SO2,pbe_d3,-1.09,-1.329,-1.179,available,available,,False,False,True,
Cu100,SO2,r2scan,-1.09,,-1.068,unconverged,available,,False,False,True,
Cu100,SO2,beef_vdw,-1.09,,,refs unverified,refs unverified,,False,False,True,
Cu100,acetaldehyde,pbe,-0.6,-0.209,-0.173,available,available,,False,False,True,
Cu100,acetaldehyde,pbe_d3,-0.6,-0.487,-0.401,available,available,,False,False,True,
Cu100,acetaldehyde,r2scan,-0.6,,-0.154,refs unverified,available,,False,False,True,
Cu100,acetaldehyde,beef_vdw,-0.6,,,unconverged,complex_unconverged,,False,False,True,
Cu100,acetic_acid,pbe,-0.75,,,unconverged,reference_unavailable,,False,False,True,
Cu100,acetic_acid,pbe_d3,-0.75,,,unconverged,refs unverified,,False,False,True,
Cu100,acetic_acid,r2scan,-0.75,,-0.297,refs unverified,available,,False,False,True,
Cu100,acetic_acid,beef_vdw,-0.75,,,refs unverified,refs unverified,,False,False,True,
Cu100,ethane,pbe,-0.32,-0.014,-0.001,available,available,,False,False,True,
Cu100,ethane,pbe_d3,-0.32,-0.367,-0.279,available,available,,False,False,True,
Cu100,ethane,r2scan,-0.32,,0.131,refs unverified,available,,False,False,True,
Cu100,ethane,beef_vdw,-0.32,,,refs unverified,refs unverified,/pscratch/sd/j/jcho5/VASP/completion_runs/site_gapfill_20260914/slab/C2H4_Cu100/beef_vdw,False,False,True,
Cu100,ethanol,pbe,-0.5,-0.237,-0.221,available,available,,False,False,True,
Cu100,ethanol,pbe_d3,-0.5,-0.728,-0.606,available,available,,False,False,True,
Cu100,ethanol,r2scan,-0.5,,-0.205,refs unverified,available,,False,False,True,
Cu100,ethanol,beef_vdw,-0.5,,,refs unverified,refs unverified,,False,False,True,
Cu100,ethene,pbe,-0.47,-0.172,-0.093,available,available,,False,False,True,
Cu100,ethene,pbe_d3,-0.47,-0.736,-0.536,available,available,,False,False,True,
Cu100,ethene,r2scan,-0.47,,-0.088,refs unverified,available,,False,False,True,
Cu100,ethene,beef_vdw,-0.47,,,refs unverified,refs unverified,/pscratch/sd/j/jcho5/VASP/completion_runs/site_gapfill_20260914/slab/C2H4_Cu100/beef_vdw,False,False,True,
Cu100,formaldehyde,pbe,-0.44,-0.168,-0.125,available,available,,False,False,True,
Cu100,formaldehyde,pbe_d3,-0.44,-0.434,-0.332,available,available,,False,False,True,
Cu100,formaldehyde,r2scan,-0.44,,-0.089,unconverged,available,,False,False,True,
Cu100,formaldehyde,beef_vdw,-0.44,,,refs unverified,refs unverified,,False,False,True,
Cu100,formic_acid,pbe,-0.53,-0.275,-0.25,available,available,,False,False,True,
Cu100,formic_acid,pbe_d3,-0.53,-0.623,-0.506,available,available,,False,False,True,
Cu100,formic_acid,r2scan,-0.53,,-0.206,refs unverified,available,,False,False,True,
Cu100,formic_acid,beef_vdw,-0.53,,,refs unverified,refs unverified,,False,False,True,
Cu100,methane,pbe,-0.42,-0.016,-0.002,available,available,,False,False,True,
Cu100,methane,pbe_d3,-0.42,-0.21,-0.163,available,available,,False,False,True,
Cu100,methane,r2scan,-0.42,-0.033,0.147,available,available,,False,False,True,
Cu100,methane,beef_vdw,-0.42,,,refs unverified,refs unverified,,False,False,True,
Cu100,methanol,pbe,-0.47,-0.247,-0.23,available,available,,False,False,True,
Cu100,methanol,pbe_d3,-0.47,-0.591,-0.479,available,available,,False,False,True,
Cu100,methanol,r2scan,-0.47,,-0.191,refs unverified,available,,False,False,True,
Cu100,methanol,beef_vdw,-0.47,,,refs unverified,refs unverified,,False,False,True,
Cu110,CH3,pbe,-2.27,,,refs unverified,potential mismatch,,False,False,True,
Cu110,CH3,pbe_d3,-2.27,,,refs unverified,potential mismatch,,False,False,True,
Cu110,CH3,r2scan,-2.27,,,refs unverified,potential mismatch,,False,False,True,
Cu110,CH3,beef_vdw,-2.27,,,potential_mismatch,potential mismatch,,False,False,True,
Cu110,CO,pbe,-1.35,,,refs unverified,potential mismatch,,False,False,True,
Cu110,CO,pbe_d3,-1.35,,,refs unverified,potential mismatch,,False,False,True,
Cu110,CO,r2scan,-1.35,,,refs unverified,potential mismatch,,False,False,True,
Cu110,CO,beef_vdw,-1.35,,,potential_mismatch,potential mismatch,,False,False,True,
Cu110,CO2,pbe,-0.41,,,refs unverified,potential mismatch,,False,False,True,
Cu110,CO2,pbe_d3,-0.41,,,potential_mismatch,reference_unavailable,,False,False,True,
Cu110,CO2,r2scan,-0.41,,,refs unverified,potential mismatch,,False,False,True,
Cu110,CO2,beef_vdw,-0.41,,,potential_mismatch,potential mismatch,,False,False,True,
Cu110,DME,pbe,-0.34,,,refs unverified,potential mismatch,/pscratch/sd/j/jcho5/VASP/completion_runs/dme_references_davidson_20260915/molecule/DME/PBE,False,False,True,
Cu110,DME,pbe_d3,-0.34,,,potential_mismatch,potential mismatch,/pscratch/sd/j/jcho5/VASP/completion_runs/dme_references_davidson_20260915/molecule/DME/PBE_D3,False,False,True,
Cu110,DME,r2scan,-0.34,,,refs unverified,potential mismatch,,False,False,True,
Cu110,DME,beef_vdw,-0.34,,,potential_mismatch,potential mismatch,,False,False,True,
Cu110,H2O,pbe,-0.71,,,refs unverified,potential mismatch,,False,False,True,
Cu110,H2O,pbe_d3,-0.71,,,refs unverified,potential mismatch,,False,False,True,
Cu110,H2O,r2scan,-0.71,,,refs unverified,potential mismatch,,False,False,True,
Cu110,H2O,beef_vdw,-0.71,,,potential_mismatch,potential mismatch,,False,False,True,
Cu110,H2S,pbe,-0.61,,,refs unverified,potential mismatch,,False,False,True,
Cu110,H2S,pbe_d3,-0.61,,,refs unverified,potential mismatch,,False,False,True,
Cu110,H2S,r2scan,-0.61,,,refs unverified,potential mismatch,,False,False,True,
Cu110,H2S,beef_vdw,-0.61,,,potential_mismatch,potential mismatch,,False,False,True,
Cu110,N2,pbe,-0.25,,,refs unverified,potential mismatch,,False,False,True,
Cu110,N2,pbe_d3,-0.25,,,refs unverified,potential mismatch,,False,False,True,
Cu110,N2,r2scan,-0.25,,,refs unverified,potential mismatch,,False,False,True,
Cu110,N2,beef_vdw,-0.25,,,potential_mismatch,potential mismatch,,False,False,True,
Cu110,NH3,pbe,-1.05,,,refs unverified,potential mismatch,,False,False,True,
Cu110,NH3,pbe_d3,-1.05,,,refs unverified,potential mismatch,,False,False,True,
Cu110,NH3,r2scan,-1.05,,,refs unverified,potential mismatch,,False,False,True,
Cu110,NH3,beef_vdw,-1.05,,,potential_mismatch,potential mismatch,,False,False,True,
Cu110,NO,pbe,-1.57,,,refs unverified,potential mismatch,,False,False,True,
Cu110,NO,pbe_d3,-1.57,,,refs unverified,potential mismatch,,False,False,True,
Cu110,NO,r2scan,-1.57,,,potential_mismatch,reference_unavailable,,False,False,True,
Cu110,NO,beef_vdw,-1.57,,,potential_mismatch,potential mismatch,,False,False,True,
Cu110,SO2,pbe,-1.33,,,refs unverified,potential mismatch,,False,False,True,
Cu110,SO2,pbe_d3,-1.33,,,refs unverified,potential mismatch,,False,False,True,
Cu110,SO2,r2scan,-1.33,,,potential_mismatch,potential mismatch,,False,False,True,
Cu110,SO2,beef_vdw,-1.33,,,potential_mismatch,potential mismatch,,False,False,True,
Cu110,acetaldehyde,pbe,-0.75,,,refs unverified,potential mismatch,,False,False,True,
Cu110,acetaldehyde,pbe_d3,-0.75,,,refs unverified,potential mismatch,,False,False,True,
Cu110,acetaldehyde,r2scan,-0.75,,,refs unverified,potential mismatch,,False,False,True,
Cu110,acetaldehyde,beef_vdw,-0.75,,,potential_mismatch,potential mismatch,,False,False,True,
Cu110,acetic_acid,pbe,-0.86,,,potential_mismatch,reference_unavailable,,False,False,True,
Cu110,acetic_acid,pbe_d3,-0.86,,,potential_mismatch,reference_unavailable,,False,False,True,
Cu110,acetic_acid,r2scan,-0.86,,,refs unverified,potential mismatch,,False,False,True,
Cu110,acetic_acid,beef_vdw,-0.86,,,potential_mismatch,potential mismatch,,False,False,True,
Cu110,ethane,pbe,-0.43,,,refs unverified,potential mismatch,,False,False,True,
Cu110,ethane,pbe_d3,-0.43,,,refs unverified,potential mismatch,,False,False,True,
Cu110,ethane,r2scan,-0.43,,,refs unverified,potential mismatch,,False,False,True,
Cu110,ethane,beef_vdw,-0.43,,,potential_mismatch,potential mismatch,,False,False,True,
Cu110,ethene,pbe,-0.81,,,refs unverified,potential mismatch,,False,False,True,
Cu110,ethene,pbe_d3,-0.81,,,refs unverified,potential mismatch,,False,False,True,
Cu110,ethene,r2scan,-0.81,,,refs unverified,potential mismatch,,False,False,True,
Cu110,ethene,beef_vdw,-0.81,,,potential_mismatch,potential mismatch,,False,False,True,
Cu110,formaldehyde,pbe,-0.62,,,refs unverified,potential mismatch,,False,False,True,
Cu110,formaldehyde,pbe_d3,-0.62,,,refs unverified,potential mismatch,,False,False,True,
Cu110,formaldehyde,r2scan,-0.62,,,refs unverified,potential mismatch,,False,False,True,
Cu110,formaldehyde,beef_vdw,-0.62,,,potential_mismatch,potential mismatch,,False,False,True,
Cu110,formic_acid,pbe,-0.69,,,refs unverified,potential mismatch,,False,False,True,
Cu110,formic_acid,pbe_d3,-0.69,,,refs unverified,potential mismatch,,False,False,True,
Cu110,formic_acid,r2scan,-0.69,,,refs unverified,potential mismatch,,False,False,True,
Cu110,formic_acid,beef_vdw,-0.69,,,potential_mismatch,potential mismatch,,False,False,True,
Cu110,glycerol,pbe,-1.07,,,no matching Perlmutter calculation,refs unverified,,False,False,True,
Cu110,glycerol,pbe_d3,-1.07,,,refs unverified,refs unverified,,False,False,True,
Cu110,glycerol,r2scan,-1.07,,,refs unverified,refs unverified,,False,False,True,
Cu110,glycerol,beef_vdw,-1.07,,,no matching Perlmutter calculation,refs unverified,,False,False,True,
Cu110,isopropanol,pbe,-0.72,,,no matching Perlmutter calculation,potential mismatch,,False,False,True,
Cu110,isopropanol,pbe_d3,-0.72,,,refs unverified,potential mismatch,,False,False,True,
Cu110,isopropanol,r2scan,-0.72,,,no matching Perlmutter calculation,potential mismatch,,False,False,True,
Cu110,isopropanol,beef_vdw,-0.72,,,no matching Perlmutter calculation,potential mismatch,,False,False,True,
Cu110,methane,pbe,-0.5,,,refs unverified,potential mismatch,,False,False,True,
Cu110,methane,pbe_d3,-0.5,,,refs unverified,potential mismatch,,False,False,True,
Cu110,methane,r2scan,-0.5,,,refs unverified,potential mismatch,,False,False,True,
Cu110,methane,beef_vdw,-0.5,,,potential_mismatch,potential mismatch,,False,False,True,
Cu110,methanol,pbe,-0.59,,,refs unverified,potential mismatch,,False,False,True,
Cu110,methanol,pbe_d3,-0.59,,,refs unverified,potential mismatch,,False,False,True,
Cu110,methanol,r2scan,-0.59,,,refs unverified,potential mismatch,,False,False,True,
Cu110,methanol,beef_vdw,-0.59,,,potential_mismatch,potential mismatch,,False,False,True,
Cu110,propanol,pbe,-0.69,,,no matching Perlmutter calculation,potential mismatch,,False,False,True,
Cu110,propanol,pbe_d3,-0.69,,,refs unverified,potential mismatch,,False,False,True,
Cu110,propanol,r2scan,-0.69,,,no matching Perlmutter calculation,potential mismatch,,False,False,True,
Cu110,propanol,beef_vdw,-0.69,,,no matching Perlmutter calculation,potential mismatch,,False,False,True,
Cu110,propene,pbe,-0.64,,,no matching Perlmutter calculation,potential mismatch,,False,False,True,
Cu110,propene,pbe_d3,-0.64,,,refs unverified,potential mismatch,,False,False,True,
Cu110,propene,r2scan,-0.64,,,no matching Perlmutter calculation,potential mismatch,,False,False,True,
Cu110,propene,beef_vdw,-0.64,,,no matching Perlmutter calculation,potential mismatch,,False,False,True,
Cu111,CH3,pbe,-1.87,-1.302,-1.272,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_28f90def6e/pbe,False,False,True,
Cu111,CH3,pbe_d3,-1.87,-1.646,-1.552,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_6058af94f0/pbe_d3,False,False,True,
Cu111,CH3,r2scan,-1.87,,-1.076,potential_mismatch,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_96724abedd/r2scan,False,False,True,
Cu111,CH3,beef_vdw,-1.87,-1.342,-1.258,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_11f50e50d8/beef_vdw,False,False,True,
Cu111,CO,pbe,-1.24,,-0.916,error,available,,False,False,False,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Cu111_CO/singlepoint/PBE/fully_relaxed/CONTCAR
Cu111,CO,pbe_d3,-1.24,,-1.015,refs unverified,available,,False,False,False,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Cu111_CO/singlepoint/PBE/fully_relaxed/CONTCAR
Cu111,CO,r2scan,-1.24,,-0.833,refs unverified,available,,False,False,False,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Cu111_CO/singlepoint/PBE/fully_relaxed/CONTCAR
Cu111,CO,beef_vdw,-1.24,,-0.737,error,available,,False,False,False,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Cu111_CO/singlepoint/PBE/fully_relaxed/CONTCAR
Cu111,CO2,pbe,,,-0.009,error,available,,False,False,True,
Cu111,CO2,pbe_d3,,,,error,reference_unavailable,,False,False,True,
Cu111,CO2,r2scan,,,0.155,error,available,,False,False,True,
Cu111,CO2,beef_vdw,,,-0.169,error,available,,False,False,True,
Cu111,DME,pbe,-0.22,-0.068,-0.047,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_28f90def6e/pbe,False,False,True,
Cu111,DME,pbe_d3,-0.22,-0.641,-0.216,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/dme_references_davidson_20260915/molecule/DME/PBE_D3,False,False,True,
Cu111,DME,r2scan,-0.22,,0.104,potential_mismatch,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_96724abedd/r2scan,False,False,True,
Cu111,DME,beef_vdw,-0.22,-0.442,-0.307,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_11f50e50d8/beef_vdw,False,False,True,
Cu111,H2O,pbe,,-0.068,-0.06,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_28f90def6e/pbe,False,False,True,
Cu111,H2O,pbe_d3,,-0.408,-0.175,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_6058af94f0/pbe_d3,False,False,True,
Cu111,H2O,r2scan,,,0.083,potential_mismatch,available,,False,False,True,
Cu111,H2O,beef_vdw,,-0.181,-0.112,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_11f50e50d8/beef_vdw,False,False,True,
Cu111,H2S,pbe,,-0.249,-0.064,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_28f90def6e/pbe,False,False,True,
Cu111,H2S,pbe_d3,,-0.739,-0.334,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_6058af94f0/pbe_d3,False,False,True,
Cu111,H2S,r2scan,,,0.057,potential_mismatch,available,,False,False,True,
Cu111,H2S,beef_vdw,,-0.356,-0.2,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_11f50e50d8/beef_vdw,False,False,True,
Cu111,N2,pbe,,-0.011,0.002,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_28f90def6e/pbe,False,False,True,
Cu111,N2,pbe_d3,,-0.088,0.015,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_6058af94f0/pbe_d3,False,False,True,
Cu111,N2,r2scan,,,0.203,potential_mismatch,available,,False,False,True,
Cu111,N2,beef_vdw,,-0.132,-0.057,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_11f50e50d8/beef_vdw,False,False,True,
Cu111,NH3,pbe,,-0.511,-0.488,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_28f90def6e/pbe,False,False,True,
Cu111,NH3,pbe_d3,,-0.866,-0.75,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_6058af94f0/pbe_d3,False,False,True,
Cu111,NH3,r2scan,,-0.658,-0.456,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_96724abedd/r2scan,False,False,True,
Cu111,NH3,beef_vdw,,-0.614,-0.521,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_11f50e50d8/beef_vdw,False,False,True,
Cu111,NO,pbe,-1.41,-1.58,-1.547,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_28f90def6e/pbe,False,False,True,
Cu111,NO,pbe_d3,-1.41,-1.783,-1.678,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_6058af94f0/pbe_d3,False,False,True,
Cu111,NO,r2scan,-1.41,,,potential_mismatch,reference_unavailable,,False,False,True,
Cu111,NO,beef_vdw,-1.41,-8.119,-8.044,available; energy review,available; energy review,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_11f50e50d8/beef_vdw,True,True,True,
Cu111,SO2,pbe,,-0.56,-0.52,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_28f90def6e/pbe,False,False,True,
Cu111,SO2,pbe_d3,,-1.043,-0.925,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_6058af94f0/pbe_d3,False,False,True,
Cu111,SO2,r2scan,,,-0.806,potential_mismatch,available,,False,False,True,
Cu111,SO2,beef_vdw,,-0.751,-0.666,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_11f50e50d8/beef_vdw,False,False,True,
Cu111,acetaldehyde,pbe,,-0.164,-0.144,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_28f90def6e/pbe,False,False,True,
Cu111,acetaldehyde,pbe_d3,,-0.484,-0.348,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_6058af94f0/pbe_d3,False,False,True,
Cu111,acetaldehyde,r2scan,,,-0.123,potential_mismatch,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_96724abedd/r2scan,False,False,True,
Cu111,acetaldehyde,beef_vdw,,-0.413,-0.312,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_11f50e50d8/beef_vdw,False,False,True,
Cu111,acetic_acid,pbe,,,,potential_mismatch,reference_unavailable,,False,False,True,
Cu111,acetic_acid,pbe_d3,,,,potential_mismatch,refs unverified,,False,False,True,
Cu111,acetic_acid,r2scan,,,-0.247,potential_mismatch,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_96724abedd/r2scan,False,False,True,
Cu111,acetic_acid,beef_vdw,,-0.517,-0.418,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_11f50e50d8/beef_vdw,False,False,True,
Cu111,ethane,pbe,,-0.022,-0.012,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_28f90def6e/pbe,False,False,True,
Cu111,ethane,pbe_d3,,-0.421,-0.232,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_6058af94f0/pbe_d3,False,False,True,
Cu111,ethane,r2scan,,-0.089,0.128,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_96724abedd/r2scan,False,False,True,
Cu111,ethane,beef_vdw,,-0.298,-0.226,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_11f50e50d8/beef_vdw,False,False,True,
Cu111,ethanol,pbe,,-0.122,-0.107,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_28f90def6e/pbe,False,False,True,
Cu111,ethanol,pbe_d3,,-0.643,-0.36,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_6058af94f0/pbe_d3,False,False,True,
Cu111,ethanol,r2scan,,,-0.03,potential_mismatch,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_96724abedd/r2scan,False,False,True,
Cu111,ethanol,beef_vdw,,-0.44,-0.358,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_11f50e50d8/beef_vdw,False,False,True,
Cu111,ethene,pbe,,-0.046,-0.032,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_28f90def6e/pbe,False,False,True,
Cu111,ethene,pbe_d3,,-0.785,-0.211,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Cu111_6058af94f0/pbe_d3,False,False,True,
