surface,molecule,method,status,source_path,atom,label,element,metal_atom,metal_label,distance_A,contact_candidate
Ir111,ethane,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/PBE/CONTCAR,71,H8,H,58,Ir59,3.558403,False
Ir111,ethane,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/PBE/CONTCAR,65,C2,C,58,Ir59,3.80271,False
Ir111,ethane,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/PBE/CONTCAR,64,C1,C,61,Ir62,4.175072,False
Ir111,ethane,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/PBE/CONTCAR,67,H4,H,61,Ir62,4.25951,False
Ir111,ethane,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/PBE/CONTCAR,66,H3,H,57,Ir58,4.751447,False
Ir111,ethane,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/PBE/CONTCAR,69,H6,H,58,Ir59,4.804467,False
Ir111,ethane,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/PBE_D3/CONTCAR,68,H5,H,57,Ir58,2.962723,False
Ir111,ethane,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/PBE_D3/CONTCAR,70,H7,H,58,Ir59,3.094171,False
Ir111,ethane,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/PBE_D3/CONTCAR,71,H8,H,58,Ir59,3.301269,False
Ir111,ethane,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/PBE_D3/CONTCAR,65,C2,C,58,Ir59,3.571832,False
Ir111,ethane,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/PBE_D3/CONTCAR,64,C1,C,61,Ir62,3.905725,False
Ir111,ethane,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/PBE_D3/CONTCAR,67,H4,H,61,Ir62,3.909363,False
Ir111,ethane,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/PBE_D3/CONTCAR,66,H3,H,57,Ir58,4.481233,False
Ir111,ethane,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/PBE_D3/CONTCAR,69,H6,H,58,Ir59,4.596705,False
Ir111,ethane,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/r2scan/CONTCAR,68,H5,H,57,Ir58,2.971187,False
Ir111,ethane,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/r2scan/CONTCAR,70,H7,H,58,Ir59,3.094201,False
Ir111,ethane,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/r2scan/CONTCAR,71,H8,H,58,Ir59,3.30254,False
Ir111,ethane,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/r2scan/CONTCAR,65,C2,C,58,Ir59,3.570213,False
Ir111,ethane,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/r2scan/CONTCAR,64,C1,C,61,Ir62,3.907887,False
Ir111,ethane,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/r2scan/CONTCAR,67,H4,H,61,Ir62,3.912668,False
Ir111,ethane,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/r2scan/CONTCAR,66,H3,H,57,Ir58,4.482881,False
Ir111,ethane,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/r2scan/CONTCAR,69,H6,H,58,Ir59,4.590012,False
Ir111,ethane,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/beef_vdw/CONTCAR,68,H5,H,57,Ir58,3.186379,False
Ir111,ethane,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/beef_vdw/CONTCAR,70,H7,H,58,Ir59,3.240762,False
Ir111,ethane,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/beef_vdw/CONTCAR,71,H8,H,58,Ir59,3.486819,False
Ir111,ethane,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/beef_vdw/CONTCAR,65,C2,C,58,Ir59,3.759318,False
Ir111,ethane,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/beef_vdw/CONTCAR,64,C1,C,61,Ir62,4.114386,False
Ir111,ethane,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/beef_vdw/CONTCAR,67,H4,H,61,Ir62,4.160304,False
Ir111,ethane,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/beef_vdw/CONTCAR,66,H3,H,57,Ir58,4.714126,False
Ir111,ethane,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/beef_vdw/CONTCAR,69,H6,H,58,Ir59,4.764243,False
Ir111,ethanol,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_ethanol_sevennet_omni.cif,66,O3,O,51,Ir52,2.240043,True
Ir111,ethanol,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_ethanol_sevennet_omni.cif,67,H4,H,51,Ir52,2.53854,False
Ir111,ethanol,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_ethanol_sevennet_omni.cif,72,H9,H,62,Ir63,2.712781,False
Ir111,ethanol,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_ethanol_sevennet_omni.cif,68,H5,H,50,Ir51,2.892706,False
Ir111,ethanol,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_ethanol_sevennet_omni.cif,65,C2,C,51,Ir52,3.293744,False
Ir111,ethanol,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_ethanol_sevennet_omni.cif,64,C1,C,62,Ir63,3.703557,False
Ir111,ethanol,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_ethanol_sevennet_omni.cif,69,H6,H,51,Ir52,4.137487,False
Ir111,ethanol,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_ethanol_sevennet_omni.cif,70,H7,H,62,Ir63,4.295767,False
Ir111,ethanol,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_ethanol_sevennet_omni.cif,71,H8,H,62,Ir63,4.358245,False
Ir111,ethanol,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/PBE/CONTCAR,66,O3,O,51,Ir52,2.306708,True
Ir111,ethanol,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/PBE/CONTCAR,67,H4,H,51,Ir52,2.574748,False
Ir111,ethanol,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/PBE/CONTCAR,72,H9,H,62,Ir63,2.734066,False
Ir111,ethanol,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/PBE/CONTCAR,68,H5,H,50,Ir51,2.910892,False
Ir111,ethanol,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/PBE/CONTCAR,65,C2,C,51,Ir52,3.341976,False
Ir111,ethanol,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/PBE/CONTCAR,64,C1,C,62,Ir63,3.729151,False
Ir111,ethanol,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/PBE/CONTCAR,69,H6,H,51,Ir52,4.199806,False
Ir111,ethanol,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/PBE/CONTCAR,70,H7,H,62,Ir63,4.31977,False
Ir111,ethanol,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/PBE/CONTCAR,71,H8,H,62,Ir63,4.383731,False
Ir111,ethanol,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/PBE_D3/CONTCAR,66,O3,O,51,Ir52,2.326221,True
Ir111,ethanol,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/PBE_D3/CONTCAR,67,H4,H,51,Ir52,2.595432,False
Ir111,ethanol,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/PBE_D3/CONTCAR,72,H9,H,62,Ir63,2.760286,False
Ir111,ethanol,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/PBE_D3/CONTCAR,68,H5,H,50,Ir51,2.937511,False
Ir111,ethanol,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/PBE_D3/CONTCAR,65,C2,C,51,Ir52,3.363856,False
Ir111,ethanol,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/PBE_D3/CONTCAR,64,C1,C,62,Ir63,3.752604,False
Ir111,ethanol,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/PBE_D3/CONTCAR,69,H6,H,51,Ir52,4.224081,False
Ir111,ethanol,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/PBE_D3/CONTCAR,70,H7,H,62,Ir63,4.344595,False
Ir111,ethanol,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/PBE_D3/CONTCAR,71,H8,H,62,Ir63,4.410138,False
Ir111,ethanol,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/r2scan/CONTCAR,66,O3,O,51,Ir52,2.294492,True
Ir111,ethanol,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/r2scan/CONTCAR,67,H4,H,51,Ir52,2.584907,False
Ir111,ethanol,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/r2scan/CONTCAR,72,H9,H,62,Ir63,2.764512,False
Ir111,ethanol,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/r2scan/CONTCAR,68,H5,H,50,Ir51,2.94253,False
Ir111,ethanol,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/r2scan/CONTCAR,65,C2,C,51,Ir52,3.347378,False
Ir111,ethanol,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/r2scan/CONTCAR,64,C1,C,62,Ir63,3.751598,False
Ir111,ethanol,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/r2scan/CONTCAR,69,H6,H,51,Ir52,4.194134,False
Ir111,ethanol,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/r2scan/CONTCAR,70,H7,H,62,Ir63,4.340758,False
Ir111,ethanol,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/r2scan/CONTCAR,71,H8,H,62,Ir63,4.40555,False
Ir111,ethanol,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/beef_vdw/CONTCAR,66,O3,O,51,Ir52,2.380486,True
Ir111,ethanol,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/beef_vdw/CONTCAR,67,H4,H,51,Ir52,2.670617,False
Ir111,ethanol,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/beef_vdw/CONTCAR,72,H9,H,62,Ir63,2.737083,False
Ir111,ethanol,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/beef_vdw/CONTCAR,68,H5,H,50,Ir51,2.922791,False
Ir111,ethanol,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/beef_vdw/CONTCAR,65,C2,C,51,Ir52,3.384789,False
Ir111,ethanol,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/beef_vdw/CONTCAR,64,C1,C,62,Ir63,3.733272,False
Ir111,ethanol,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/beef_vdw/CONTCAR,69,H6,H,51,Ir52,4.254923,False
Ir111,ethanol,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/beef_vdw/CONTCAR,70,H7,H,62,Ir63,4.311318,False
Ir111,ethanol,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111/beef_vdw/CONTCAR,71,H8,H,62,Ir63,4.384439,False
Ir111,ethene,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_ethene_sevennet_omni.cif,64,C1,C,57,Ir58,2.155207,True
Ir111,ethene,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_ethene_sevennet_omni.cif,65,C2,C,57,Ir58,2.157149,True
Ir111,ethene,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_ethene_sevennet_omni.cif,67,H4,H,57,Ir58,2.773533,False
Ir111,ethene,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_ethene_sevennet_omni.cif,66,H3,H,57,Ir58,2.78033,False
Ir111,ethene,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_ethene_sevennet_omni.cif,69,H6,H,57,Ir58,2.783885,False
Ir111,ethene,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_ethene_sevennet_omni.cif,68,H5,H,57,Ir58,2.786061,False
Ir111,ethene,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/PBE/CONTCAR,65,C2,C,57,Ir58,2.188232,True
Ir111,ethene,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/PBE/CONTCAR,64,C1,C,57,Ir58,2.192131,True
Ir111,ethene,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/PBE/CONTCAR,68,H5,H,57,Ir58,2.778507,False
Ir111,ethene,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/PBE/CONTCAR,66,H3,H,57,Ir58,2.784172,False
Ir111,ethene,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/PBE/CONTCAR,69,H6,H,57,Ir58,2.786838,False
Ir111,ethene,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/PBE/CONTCAR,67,H4,H,57,Ir58,2.793209,False
Ir111,ethene,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/PBE_D3/CONTCAR,64,C1,C,57,Ir58,2.199322,True
Ir111,ethene,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/PBE_D3/CONTCAR,65,C2,C,57,Ir58,2.19962,True
Ir111,ethene,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/PBE_D3/CONTCAR,66,H3,H,57,Ir58,2.791552,False
Ir111,ethene,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/PBE_D3/CONTCAR,68,H5,H,57,Ir58,2.792439,False
Ir111,ethene,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/PBE_D3/CONTCAR,67,H4,H,57,Ir58,2.795691,False
Ir111,ethene,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/PBE_D3/CONTCAR,69,H6,H,57,Ir58,2.798367,False
Ir111,ethene,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/r2scan/CONTCAR,64,C1,C,57,Ir58,2.188298,True
Ir111,ethene,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/r2scan/CONTCAR,65,C2,C,57,Ir58,2.189521,True
Ir111,ethene,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/r2scan/CONTCAR,66,H3,H,57,Ir58,2.77353,False
Ir111,ethene,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/r2scan/CONTCAR,68,H5,H,57,Ir58,2.775594,False
Ir111,ethene,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/r2scan/CONTCAR,67,H4,H,57,Ir58,2.775598,False
Ir111,ethene,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/r2scan/CONTCAR,69,H6,H,57,Ir58,2.778332,False
Ir111,ethene,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/beef_vdw/CONTCAR,65,C2,C,57,Ir58,2.196025,True
Ir111,ethene,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/beef_vdw/CONTCAR,64,C1,C,57,Ir58,2.199027,True
Ir111,ethene,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/beef_vdw/CONTCAR,68,H5,H,57,Ir58,2.781352,False
Ir111,ethene,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/beef_vdw/CONTCAR,66,H3,H,57,Ir58,2.785142,False
Ir111,ethene,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/beef_vdw/CONTCAR,69,H6,H,57,Ir58,2.78768,False
Ir111,ethene,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/beef_vdw/CONTCAR,67,H4,H,57,Ir58,2.792563,False
Ir111,formaldehyde,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_formaldehyde_sevennet_omni.cif,65,O2,O,53,Ir54,2.161064,True
Ir111,formaldehyde,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_formaldehyde_sevennet_omni.cif,67,H4,H,50,Ir51,2.804632,False
Ir111,formaldehyde,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_formaldehyde_sevennet_omni.cif,64,C1,C,53,Ir54,3.031799,False
Ir111,formaldehyde,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_formaldehyde_sevennet_omni.cif,66,H3,H,53,Ir54,4.05146,False
Ir111,formaldehyde,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir111/PBE/CONTCAR,65,O2,O,53,Ir54,2.195116,True
Ir111,formaldehyde,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir111/PBE/CONTCAR,67,H4,H,50,Ir51,2.886837,False
Ir111,formaldehyde,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir111/PBE/CONTCAR,64,C1,C,53,Ir54,3.107125,False
Ir111,formaldehyde,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir111/PBE/CONTCAR,66,H3,H,53,Ir54,4.114953,False
Ir111,formaldehyde,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir111/PBE_D3/CONTCAR,65,O2,O,53,Ir54,2.190469,True
Ir111,formaldehyde,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir111/PBE_D3/CONTCAR,67,H4,H,50,Ir51,2.870242,False
Ir111,formaldehyde,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir111/PBE_D3/CONTCAR,64,C1,C,53,Ir54,3.094635,False
Ir111,formaldehyde,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir111/PBE_D3/CONTCAR,66,H3,H,53,Ir54,4.108765,False
Ir111,formaldehyde,r2scan,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir111/r2scan/CONTCAR,65,O2,O,53,Ir54,2.175351,True
Ir111,formaldehyde,r2scan,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir111/r2scan/CONTCAR,67,H4,H,50,Ir51,2.876467,False
Ir111,formaldehyde,r2scan,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir111/r2scan/CONTCAR,64,C1,C,53,Ir54,3.081932,False
Ir111,formaldehyde,r2scan,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir111/r2scan/CONTCAR,66,H3,H,53,Ir54,4.085893,False
Ir111,formaldehyde,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir111/beef_vdw/CONTCAR,65,O2,O,53,Ir54,2.279064,True
Ir111,formaldehyde,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir111/beef_vdw/CONTCAR,67,H4,H,50,Ir51,2.90765,False
Ir111,formaldehyde,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir111/beef_vdw/CONTCAR,64,C1,C,53,Ir54,3.158928,False
Ir111,formaldehyde,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Ir111/beef_vdw/CONTCAR,66,H3,H,53,Ir54,4.178378,False
Ir111,formic_acid,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_formic_acid_sevennet_omni.cif,67,H4,H,61,Ir62,1.880986,True
Ir111,formic_acid,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_formic_acid_sevennet_omni.cif,66,O3,O,57,Ir58,2.146609,True
Ir111,formic_acid,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_formic_acid_sevennet_omni.cif,64,O1,O,61,Ir62,3.003489,False
Ir111,formic_acid,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_formic_acid_sevennet_omni.cif,65,C2,C,57,Ir58,3.116572,False
Ir111,formic_acid,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_formic_acid_sevennet_omni.cif,68,H5,H,57,Ir58,4.091274,False
Ir111,formic_acid,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir111/PBE/CONTCAR,65,O2,O,57,Ir58,2.228366,True
Ir111,formic_acid,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir111/PBE/CONTCAR,67,H4,H,61,Ir62,2.284938,False
Ir111,formic_acid,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir111/PBE/CONTCAR,66,C3,C,57,Ir58,3.196969,False
Ir111,formic_acid,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir111/PBE/CONTCAR,64,O1,O,61,Ir62,3.304876,False
Ir111,formic_acid,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir111/PBE/CONTCAR,68,H5,H,57,Ir58,4.191878,False
Ir111,formic_acid,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir111/PBE_D3/CONTCAR,65,O2,O,57,Ir58,2.208335,True
Ir111,formic_acid,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir111/PBE_D3/CONTCAR,67,H4,H,61,Ir62,2.234635,False
Ir111,formic_acid,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir111/PBE_D3/CONTCAR,66,C3,C,57,Ir58,3.177288,False
Ir111,formic_acid,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir111/PBE_D3/CONTCAR,64,O1,O,61,Ir62,3.256381,False
Ir111,formic_acid,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir111/PBE_D3/CONTCAR,68,H5,H,57,Ir58,4.168762,False
Ir111,formic_acid,r2scan,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir111/r2scan/CONTCAR,67,H4,H,61,Ir62,2.12144,True
Ir111,formic_acid,r2scan,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir111/r2scan/CONTCAR,65,O2,O,57,Ir58,2.19072,True
Ir111,formic_acid,r2scan,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir111/r2scan/CONTCAR,64,O1,O,61,Ir62,3.137734,False
Ir111,formic_acid,r2scan,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir111/r2scan/CONTCAR,66,C3,C,57,Ir58,3.146021,False
Ir111,formic_acid,r2scan,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir111/r2scan/CONTCAR,68,H5,H,57,Ir58,4.141646,False
Ir111,formic_acid,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir111/beef_vdw/CONTCAR,65,O2,O,57,Ir58,2.303969,True
Ir111,formic_acid,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir111/beef_vdw/CONTCAR,67,H4,H,61,Ir62,2.317226,False
Ir111,formic_acid,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir111/beef_vdw/CONTCAR,66,C3,C,57,Ir58,3.270461,False
Ir111,formic_acid,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir111/beef_vdw/CONTCAR,64,O1,O,61,Ir62,3.319461,False
Ir111,formic_acid,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir111/beef_vdw/CONTCAR,68,H5,H,57,Ir58,4.26315,False
Ir111,methane,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_methane_sevennet_omni.cif,67,H4,H,53,Ir54,2.970963,False
Ir111,methane,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_methane_sevennet_omni.cif,65,H2,H,50,Ir51,3.227176,False
Ir111,methane,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_methane_sevennet_omni.cif,66,H3,H,53,Ir54,3.252488,False
Ir111,methane,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_methane_sevennet_omni.cif,64,C1,C,53,Ir54,3.343791,False
Ir111,methane,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ir111_methane_sevennet_omni.cif,68,H5,H,53,Ir54,4.425617,False
