surface,molecule,method,status,source_path,atom,label,element,metal_atom,metal_label,distance_A,contact_candidate
Ag100,CH3,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_CH3_sevennet_omni.cif,36,C1,C,32,Ag33,2.161436,True
Ag100,CH3,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_CH3_sevennet_omni.cif,38,H3,H,32,Ag33,2.66645,False
Ag100,CH3,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_CH3_sevennet_omni.cif,39,H4,H,32,Ag33,2.668904,False
Ag100,CH3,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_CH3_sevennet_omni.cif,37,H2,H,32,Ag33,2.708738,False
Ag100,CH3,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ag100/PBE/CONTCAR,36,C1,C,32,Ag33,2.167784,True
Ag100,CH3,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ag100/PBE/CONTCAR,39,H4,H,32,Ag33,2.708109,False
Ag100,CH3,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ag100/PBE/CONTCAR,38,H3,H,32,Ag33,2.71036,False
Ag100,CH3,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ag100/PBE/CONTCAR,37,H2,H,32,Ag33,2.741695,False
Ag100,CH3,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ag100/PBE_D3/CONTCAR,36,C1,C,32,Ag33,2.173674,True
Ag100,CH3,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ag100/PBE_D3/CONTCAR,38,H3,H,32,Ag33,2.713165,False
Ag100,CH3,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ag100/PBE_D3/CONTCAR,39,H4,H,32,Ag33,2.715599,False
Ag100,CH3,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ag100/PBE_D3/CONTCAR,37,H2,H,32,Ag33,2.74331,False
Ag100,CH3,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ag100/r2scan/CONTCAR,36,C1,C,32,Ag33,2.168434,True
Ag100,CH3,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ag100/r2scan/CONTCAR,38,H3,H,32,Ag33,2.718137,False
Ag100,CH3,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ag100/r2scan/CONTCAR,39,H4,H,32,Ag33,2.718811,False
Ag100,CH3,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ag100/r2scan/CONTCAR,37,H2,H,32,Ag33,2.748632,False
Ag100,CH3,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ag100/beef_vdw/CONTCAR,36,C1,C,32,Ag33,2.198208,True
Ag100,CH3,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ag100/beef_vdw/CONTCAR,38,H3,H,32,Ag33,2.727531,False
Ag100,CH3,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ag100/beef_vdw/CONTCAR,39,H4,H,32,Ag33,2.73086,False
Ag100,CH3,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ag100/beef_vdw/CONTCAR,37,H2,H,32,Ag33,2.759397,False
Ag100,CO,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_CO_sevennet_omni.cif,37,C2,C,35,Ag36,2.112969,True
Ag100,CO,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_CO_sevennet_omni.cif,36,O1,O,35,Ag36,3.259869,False
Ag100,CO,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ag100/PBE/CONTCAR,37,C2,C,35,Ag36,2.13018,True
Ag100,CO,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ag100/PBE/CONTCAR,36,O1,O,35,Ag36,3.280854,False
Ag100,CO,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ag100/PBE_D3/CONTCAR,37,C2,C,35,Ag36,2.114181,True
Ag100,CO,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ag100/PBE_D3/CONTCAR,36,O1,O,35,Ag36,3.265127,False
Ag100,CO,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ag100/r2scan/CONTCAR,37,C2,C,35,Ag36,2.145804,True
Ag100,CO,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ag100/r2scan/CONTCAR,36,O1,O,35,Ag36,3.287901,False
Ag100,CO,beef_vdw,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ag100/beef_vdw/CONTCAR,37,C2,C,35,Ag36,2.195911,True
Ag100,CO,beef_vdw,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ag100/beef_vdw/CONTCAR,36,O1,O,35,Ag36,3.342831,False
Ag100,CO2,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_CO2_sevennet_omni.cif,66,O3,O,57,Ag58,3.360834,False
Ag100,CO2,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_CO2_sevennet_omni.cif,64,O1,O,53,Ag54,3.47566,False
Ag100,CO2,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_CO2_sevennet_omni.cif,65,C2,C,53,Ag54,3.675432,False
Ag100,CO2,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ag100/PBE/CONTCAR,65,O2,O,57,Ag58,3.455787,False
Ag100,CO2,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ag100/PBE/CONTCAR,64,O1,O,53,Ag54,3.552372,False
Ag100,CO2,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ag100/PBE/CONTCAR,66,C3,C,53,Ag54,3.767593,False
Ag100,CO2,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ag100/PBE_D3/CONTCAR,65,O2,O,57,Ag58,3.457168,False
Ag100,CO2,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ag100/PBE_D3/CONTCAR,64,O1,O,53,Ag54,3.560057,False
Ag100,CO2,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ag100/PBE_D3/CONTCAR,66,C3,C,53,Ag54,3.769508,False
Ag100,CO2,r2scan,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ag100/r2scan/CONTCAR,65,O2,O,57,Ag58,3.427599,False
Ag100,CO2,r2scan,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ag100/r2scan/CONTCAR,64,O1,O,53,Ag54,3.54001,False
Ag100,CO2,r2scan,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ag100/r2scan/CONTCAR,66,C3,C,53,Ag54,3.718002,False
Ag100,CO2,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ag100/beef_vdw/CONTCAR,65,O2,O,57,Ag58,3.399936,False
Ag100,CO2,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ag100/beef_vdw/CONTCAR,64,O1,O,53,Ag54,3.454389,False
Ag100,CO2,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ag100/beef_vdw/CONTCAR,66,C3,C,53,Ag54,3.707635,False
Ag100,DME,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_DME_sevennet_omni.cif,37,O2,O,31,Ag32,2.849109,False
Ag100,DME,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_DME_sevennet_omni.cif,40,H5,H,28,Ag29,3.319652,False
Ag100,DME,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_DME_sevennet_omni.cif,42,H7,H,34,Ag35,3.324998,False
Ag100,DME,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_DME_sevennet_omni.cif,36,C1,C,31,Ag32,3.834904,False
Ag100,DME,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_DME_sevennet_omni.cif,38,C3,C,31,Ag32,3.84547,False
Ag100,DME,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_DME_sevennet_omni.cif,41,H6,H,31,Ag32,4.528983,False
Ag100,DME,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_DME_sevennet_omni.cif,43,H8,H,31,Ag32,4.562419,False
Ag100,DME,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_DME_sevennet_omni.cif,44,H9,H,31,Ag32,4.565882,False
Ag100,DME,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_DME_sevennet_omni.cif,39,H4,H,31,Ag32,4.579701,False
Ag100,DME,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/PBE/CONTCAR,38,O3,O,31,Ag32,2.850996,False
Ag100,DME,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/PBE/CONTCAR,40,H5,H,28,Ag29,3.308904,False
Ag100,DME,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/PBE/CONTCAR,42,H7,H,34,Ag35,3.313358,False
Ag100,DME,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/PBE/CONTCAR,36,C1,C,31,Ag32,3.830835,False
Ag100,DME,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/PBE/CONTCAR,37,C2,C,31,Ag32,3.841214,False
Ag100,DME,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/PBE/CONTCAR,41,H6,H,31,Ag32,4.519235,False
Ag100,DME,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/PBE/CONTCAR,44,H9,H,31,Ag32,4.55588,False
Ag100,DME,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/PBE/CONTCAR,43,H8,H,31,Ag32,4.556967,False
Ag100,DME,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/PBE/CONTCAR,39,H4,H,31,Ag32,4.574685,False
Ag100,DME,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/PBE_D3/CONTCAR,38,O3,O,31,Ag32,2.522886,True
Ag100,DME,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/PBE_D3/CONTCAR,42,H7,H,34,Ag35,2.96883,False
Ag100,DME,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/PBE_D3/CONTCAR,40,H5,H,28,Ag29,2.993992,False
Ag100,DME,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/PBE_D3/CONTCAR,37,C2,C,31,Ag32,3.514684,False
Ag100,DME,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/PBE_D3/CONTCAR,36,C1,C,31,Ag32,3.530177,False
Ag100,DME,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/PBE_D3/CONTCAR,43,H8,H,31,Ag32,4.2145,False
Ag100,DME,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/PBE_D3/CONTCAR,41,H6,H,31,Ag32,4.244427,False
Ag100,DME,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/PBE_D3/CONTCAR,39,H4,H,31,Ag32,4.246567,False
Ag100,DME,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/PBE_D3/CONTCAR,44,H9,H,31,Ag32,4.250563,False
Ag100,DME,r2scan,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/r2scan/CONTCAR,38,O3,O,31,Ag32,2.799656,False
Ag100,DME,r2scan,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/r2scan/CONTCAR,42,H7,H,34,Ag35,3.240285,False
Ag100,DME,r2scan,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/r2scan/CONTCAR,40,H5,H,28,Ag29,3.250956,False
Ag100,DME,r2scan,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/r2scan/CONTCAR,37,C2,C,31,Ag32,3.792646,False
Ag100,DME,r2scan,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/r2scan/CONTCAR,36,C1,C,31,Ag32,3.794072,False
Ag100,DME,r2scan,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/r2scan/CONTCAR,41,H6,H,31,Ag32,4.48503,False
Ag100,DME,r2scan,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/r2scan/CONTCAR,43,H8,H,31,Ag32,4.494452,False
Ag100,DME,r2scan,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/r2scan/CONTCAR,44,H9,H,31,Ag32,4.5007,False
Ag100,DME,r2scan,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/r2scan/CONTCAR,39,H4,H,31,Ag32,4.507381,False
Ag100,DME,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/beef_vdw/CONTCAR,38,O3,O,31,Ag32,2.806038,False
Ag100,DME,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/beef_vdw/CONTCAR,42,H7,H,34,Ag35,3.218651,False
Ag100,DME,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/beef_vdw/CONTCAR,40,H5,H,28,Ag29,3.22033,False
Ag100,DME,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/beef_vdw/CONTCAR,36,C1,C,31,Ag32,3.785867,False
Ag100,DME,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/beef_vdw/CONTCAR,37,C2,C,31,Ag32,3.79454,False
Ag100,DME,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/beef_vdw/CONTCAR,41,H6,H,31,Ag32,4.471654,False
Ag100,DME,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/beef_vdw/CONTCAR,43,H8,H,31,Ag32,4.504252,False
Ag100,DME,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/beef_vdw/CONTCAR,44,H9,H,31,Ag32,4.508407,False
Ag100,DME,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100/beef_vdw/CONTCAR,39,H4,H,31,Ag32,4.524515,False
Ag100,H2,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_H2_sevennet_omni.cif,37,H2,H,31,Ag32,2.430391,False
Ag100,H2,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_H2_sevennet_omni.cif,36,H1,H,31,Ag32,3.17504,False
Ag100,H2O,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_H2O_sevennet_omni.cif,36,O1,O,34,Ag35,2.832663,False
Ag100,H2O,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_H2O_sevennet_omni.cif,37,H2,H,34,Ag35,3.012081,False
Ag100,H2O,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_H2O_sevennet_omni.cif,38,H3,H,34,Ag35,3.037326,False
Ag100,H2O,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ag100/PBE/CONTCAR,36,O1,O,34,Ag35,2.619346,True
Ag100,H2O,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ag100/PBE/CONTCAR,37,H2,H,34,Ag35,2.975229,False
Ag100,H2O,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ag100/PBE/CONTCAR,38,H3,H,34,Ag35,2.992874,False
Ag100,H2O,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ag100/PBE_D3/CONTCAR,36,O1,O,34,Ag35,2.543685,True
Ag100,H2O,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ag100/PBE_D3/CONTCAR,37,H2,H,34,Ag35,2.890665,False
Ag100,H2O,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ag100/PBE_D3/CONTCAR,38,H3,H,34,Ag35,2.901373,False
Ag100,H2O,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ag100/r2scan/CONTCAR,36,O1,O,34,Ag35,2.515634,True
Ag100,H2O,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ag100/r2scan/CONTCAR,37,H2,H,34,Ag35,2.875431,False
Ag100,H2O,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ag100/r2scan/CONTCAR,38,H3,H,34,Ag35,2.884245,False
Ag100,H2O,beef_vdw,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ag100/beef_vdw/CONTCAR,36,O1,O,34,Ag35,2.628391,True
Ag100,H2O,beef_vdw,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ag100/beef_vdw/CONTCAR,37,H2,H,34,Ag35,2.99753,False
Ag100,H2O,beef_vdw,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ag100/beef_vdw/CONTCAR,38,H3,H,34,Ag35,3.016076,False
Ag100,H2S,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_H2S_sevennet_omni.cif,36,S1,S,31,Ag32,3.078868,True
Ag100,H2S,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_H2S_sevennet_omni.cif,38,H3,H,31,Ag32,3.143576,False
Ag100,H2S,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_H2S_sevennet_omni.cif,37,H2,H,31,Ag32,3.16598,False
Ag100,H2S,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ag100/PBE/CONTCAR,36,S1,S,31,Ag32,2.755952,True
Ag100,H2S,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ag100/PBE/CONTCAR,38,H3,H,31,Ag32,3.15462,False
Ag100,H2S,pbe,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ag100/PBE/CONTCAR,37,H2,H,31,Ag32,3.175645,False
Ag100,H2S,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ag100/PBE_D3/CONTCAR,36,S1,S,31,Ag32,2.703804,True
Ag100,H2S,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ag100/PBE_D3/CONTCAR,38,H3,H,31,Ag32,3.163413,False
Ag100,H2S,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ag100/PBE_D3/CONTCAR,37,H2,H,31,Ag32,3.184771,False
Ag100,H2S,r2scan,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ag100/r2scan/CONTCAR,36,S1,S,31,Ag32,2.724716,True
Ag100,H2S,r2scan,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ag100/r2scan/CONTCAR,38,H3,H,31,Ag32,3.211422,False
Ag100,H2S,r2scan,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ag100/r2scan/CONTCAR,37,H2,H,31,Ag32,3.238648,False
Ag100,H2S,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ag100/beef_vdw/CONTCAR,36,S1,S,31,Ag32,2.795127,True
Ag100,H2S,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ag100/beef_vdw/CONTCAR,38,H3,H,31,Ag32,3.145327,False
Ag100,H2S,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Ag100/beef_vdw/CONTCAR,37,H2,H,31,Ag32,3.160868,False
Ag100,N2,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_N2_sevennet_omni.cif,36,N1,N,34,Ag35,4.319278,False
Ag100,N2,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_N2_sevennet_omni.cif,37,N2,N,34,Ag35,4.322184,False
Ag100,N2,pbe,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Ag100/PBE/CONTCAR,36,N1,N,34,Ag35,4.339014,False
Ag100,N2,pbe,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Ag100/PBE/CONTCAR,37,N2,N,34,Ag35,4.340752,False
Ag100,N2,pbe_d3,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Ag100/PBE_D3/CONTCAR,36,N1,N,34,Ag35,4.404398,False
Ag100,N2,pbe_d3,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Ag100/PBE_D3/CONTCAR,37,N2,N,34,Ag35,4.404706,False
Ag100,N2,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Ag100/r2scan/CONTCAR,36,N1,N,34,Ag35,4.42328,False
Ag100,N2,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Ag100/r2scan/CONTCAR,37,N2,N,34,Ag35,4.424038,False
Ag100,N2,beef_vdw,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Ag100/beef_vdw/CONTCAR,36,N1,N,34,Ag35,4.236062,False
Ag100,N2,beef_vdw,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Ag100/beef_vdw/CONTCAR,37,N2,N,34,Ag35,4.236938,False
Ag100,NH3,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_NH3_sevennet_omni.cif,36,N1,N,32,Ag33,2.449899,True
Ag100,NH3,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_NH3_sevennet_omni.cif,39,H4,H,32,Ag33,2.958161,False
Ag100,NH3,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_NH3_sevennet_omni.cif,37,H2,H,32,Ag33,2.98455,False
Ag100,NH3,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_NH3_sevennet_omni.cif,38,H3,H,32,Ag33,2.988149,False
Ag100,NH3,pbe,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Ag100/PBE/CONTCAR,36,N1,N,32,Ag33,2.387778,True
Ag100,NH3,pbe,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Ag100/PBE/CONTCAR,39,H4,H,32,Ag33,2.889714,False
Ag100,NH3,pbe,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Ag100/PBE/CONTCAR,37,H2,H,32,Ag33,2.900852,False
Ag100,NH3,pbe,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Ag100/PBE/CONTCAR,38,H3,H,32,Ag33,2.939877,False
Ag100,NH3,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Ag100/PBE_D3/CONTCAR,36,N1,N,32,Ag33,2.366308,True
Ag100,NH3,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Ag100/PBE_D3/CONTCAR,39,H4,H,32,Ag33,2.870064,False
Ag100,NH3,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Ag100/PBE_D3/CONTCAR,37,H2,H,32,Ag33,2.882787,False
Ag100,NH3,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Ag100/PBE_D3/CONTCAR,38,H3,H,32,Ag33,2.907537,False
Ag100,NH3,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Ag100/r2scan/CONTCAR,36,N1,N,32,Ag33,2.366938,True
Ag100,NH3,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Ag100/r2scan/CONTCAR,39,H4,H,32,Ag33,2.87047,False
Ag100,NH3,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Ag100/r2scan/CONTCAR,37,H2,H,32,Ag33,2.883542,False
Ag100,NH3,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Ag100/r2scan/CONTCAR,38,H3,H,32,Ag33,2.910943,False
Ag100,NH3,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Ag100/beef_vdw/CONTCAR,36,N1,N,32,Ag33,2.433081,True
Ag100,NH3,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Ag100/beef_vdw/CONTCAR,39,H4,H,32,Ag33,2.933325,False
Ag100,NH3,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Ag100/beef_vdw/CONTCAR,37,H2,H,32,Ag33,2.952055,False
Ag100,NH3,beef_vdw,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Ag100/beef_vdw/CONTCAR,38,H3,H,32,Ag33,2.969947,False
Ag100,NO,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_NO_sevennet_omni.cif,36,N1,N,30,Ag31,2.448239,True
Ag100,NO,mlip,relaxed,/global/u1/j/jcho5/projects/bond-distance-review/Ag100_NO_sevennet_omni.cif,37,O2,O,30,Ag31,3.188806,False
Ag100,NO,pbe,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Ag100/PBE/CONTCAR,36,N1,N,33,Ag34,2.317656,True
Ag100,NO,pbe,unfinished,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Ag100/PBE/CONTCAR,37,O2,O,30,Ag31,3.157647,False
Ag100,NO,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Ag100/PBE_D3/CONTCAR,36,N1,N,30,Ag31,2.305954,True
Ag100,NO,pbe_d3,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Ag100/PBE_D3/CONTCAR,37,O2,O,30,Ag31,3.13589,False
Ag100,NO,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Ag100/r2scan/CONTCAR,36,N1,N,30,Ag31,2.293136,True
Ag100,NO,r2scan,converged,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Ag100/r2scan/CONTCAR,37,O2,O,30,Ag31,3.094542,False
