functional,calculator,surface,molecule,E_ads_DFT,E_ads_ML,diff_eV
beef_vdw,sevennet_omni,Au111,"1,6-anhydroglucofuranose",-0.649621,-0.349159,0.300461
beef_vdw,sevennet_omni,Au111,1-butanol,-0.798293,-0.387947,0.410346
beef_vdw,sevennet_omni,Au111,1-butene,-0.508799,-0.292892,0.215906
beef_vdw,sevennet_omni,Au111,1-pentene,-0.651756,-0.344040,0.307717
beef_vdw,sevennet_omni,Au111,2-butene,-0.562721,-0.145752,0.416969
beef_vdw,sevennet_omni,Au111,2-ethylphenol,-0.690597,-0.357964,0.332634
beef_vdw,sevennet_omni,Au111,2-furanone,-0.702655,-0.317524,0.385131
beef_vdw,sevennet_omni,Au111,2-heptanone,-1.098689,-0.562866,0.535823
beef_vdw,sevennet_omni,Au111,2-hexanone,-0.886935,-0.442276,0.444659
beef_vdw,sevennet_omni,Au111,2-pentanone,-0.888651,-0.341217,0.547434
beef_vdw,sevennet_omni,Au111,3-MTHF,-0.640129,-0.149620,0.490509
beef_vdw,sevennet_omni,Au111,3-hydroxypropionic_acid,-0.952632,-0.469429,0.483203
beef_vdw,sevennet_omni,Au111,4-methylguaiacol,-0.673847,-0.250183,0.423664
beef_vdw,sevennet_omni,Au111,5-HMF,-1.306738,-0.594185,0.712553
beef_vdw,sevennet_omni,Au111,5-heptanone,-0.854019,-0.420364,0.433655
beef_vdw,sevennet_omni,Au111,5-methylfurfural,-0.925881,-0.394142,0.531739
beef_vdw,sevennet_omni,Au111,CH4,-0.486012,-0.365198,0.120814
beef_vdw,sevennet_omni,Au111,CO,-0.257631,-0.587914,-0.330282
beef_vdw,sevennet_omni,Au111,CO2,-0.157386,-0.397263,-0.239876
beef_vdw,sevennet_omni,Au111,D-fructofuranose,-0.816307,-0.477982,0.338326
beef_vdw,sevennet_omni,Au111,D-xylopyranose,-0.938941,-0.699493,0.239447
beef_vdw,sevennet_omni,Au111,DME,-0.438140,-0.160542,0.277598
beef_vdw,sevennet_omni,Au111,DMSO,-0.978393,-0.292488,0.685905
beef_vdw,sevennet_omni,Au111,H2,-0.341399,-0.242908,0.098491
beef_vdw,sevennet_omni,Au111,H2O,-0.449830,-0.513962,-0.064132
beef_vdw,sevennet_omni,Au111,H2S,-0.548898,-0.407720,0.141179
beef_vdw,sevennet_omni,Au111,N2,-0.417933,-0.085428,0.332504
beef_vdw,sevennet_omni,Au111,NH3,-0.495494,-0.536507,-0.041012
beef_vdw,sevennet_omni,Au111,NO,-7.661978,-0.684530,6.977448
beef_vdw,sevennet_omni,Au111,SO2,-0.645305,-0.260836,0.384470
beef_vdw,sevennet_omni,Au111,THF,-0.647469,-0.103416,0.544053
beef_vdw,sevennet_omni,Au111,acetal,-1.027396,-0.364037,0.663359
beef_vdw,sevennet_omni,Au111,acetaldehyde,-0.635973,-0.267429,0.368544
beef_vdw,sevennet_omni,Au111,acetic_acid,-0.686999,-0.364731,0.322268
beef_vdw,sevennet_omni,Au111,acetone,-0.665547,-0.327816,0.337731
beef_vdw,sevennet_omni,Au111,alpha-D-glucopyranose,-2.542184,-0.757416,1.784768
beef_vdw,sevennet_omni,Au111,angelica_lactone,-0.497424,-0.196205,0.301219
beef_vdw,sevennet_omni,Au111,aniline,-0.550334,-0.262482,0.287852
beef_vdw,sevennet_omni,Au111,benzaldehyde,-0.793686,-0.271294,0.522393
beef_vdw,sevennet_omni,Au111,benzene,-0.814199,-0.178711,0.635488
beef_vdw,sevennet_omni,Au111,butadiene,-0.693967,-0.309052,0.384915
beef_vdw,sevennet_omni,Au111,butanal,-0.680806,-0.321373,0.359433
beef_vdw,sevennet_omni,Au111,butane,-0.617499,-0.301132,0.316367
beef_vdw,sevennet_omni,Au111,butyric_acid,-0.698448,-0.334587,0.363861
beef_vdw,sevennet_omni,Au111,caproic_acid,-1.030282,-0.491310,0.538972
beef_vdw,sevennet_omni,Au111,cyclobutanone,-0.578282,-0.134319,0.443963
beef_vdw,sevennet_omni,Au111,cyclopentanone,-0.497525,-0.204170,0.293354
beef_vdw,sevennet_omni,Au111,diethyl_ether,-0.705002,-0.341667,0.363334
beef_vdw,sevennet_omni,Au111,dimethyl_succinate,-0.844299,-0.379021,0.465278
beef_vdw,sevennet_omni,Au111,ethane,-0.589110,-0.237324,0.351787
beef_vdw,sevennet_omni,Au111,ethanol,-0.414467,-0.277458,0.137009
beef_vdw,sevennet_omni,Au111,ethene,-0.239670,-0.192854,0.046816
beef_vdw,sevennet_omni,Au111,ethyl_acetate,-0.696146,-0.271576,0.424570
beef_vdw,sevennet_omni,Au111,ethylene,-0.600053,-0.193546,0.406507
beef_vdw,sevennet_omni,Au111,ethylene_glycol,-0.615679,-0.386345,0.229335
beef_vdw,sevennet_omni,Au111,eugenol,-0.876114,-0.306236,0.569877
beef_vdw,sevennet_omni,Au111,formaldehyde,-0.564227,-0.206657,0.357570
beef_vdw,sevennet_omni,Au111,formate,-2.846159,-1.474586,1.371572
beef_vdw,sevennet_omni,Au111,formic_acid,-0.625480,-0.370893,0.254587
beef_vdw,sevennet_omni,Au111,furan,-0.774350,-0.376888,0.397461
beef_vdw,sevennet_omni,Au111,furfuryl_alcohol,-1.002217,-0.459023,0.543194
beef_vdw,sevennet_omni,Au111,gamma_butyrolactone,-0.433547,-0.141647,0.291899
beef_vdw,sevennet_omni,Au111,gamma_valerolactone,-0.792915,-0.244141,0.548775
beef_vdw,sevennet_omni,Au111,glutaric_acid,-1.228732,-0.768105,0.460627
beef_vdw,sevennet_omni,Au111,glycerol,-0.347971,-0.587471,-0.239500
beef_vdw,sevennet_omni,Au111,glycolic_acid,-0.549456,-0.273563,0.275892
beef_vdw,sevennet_omni,Au111,glyoxal,-3.054714,-0.293339,2.761375
beef_vdw,sevennet_omni,Au111,guaiacol,-1.795998,-0.451889,1.344109
beef_vdw,sevennet_omni,Au111,heptane,-1.244962,-0.497757,0.747205
beef_vdw,sevennet_omni,Au111,hexanal,-0.909934,-0.404572,0.505362
beef_vdw,sevennet_omni,Au111,hexane,-1.138526,-0.515167,0.623359
beef_vdw,sevennet_omni,Au111,isobutene,-0.488522,-0.200180,0.288342
beef_vdw,sevennet_omni,Au111,isoprene,-0.368805,-0.237000,0.131806
beef_vdw,sevennet_omni,Au111,isopropanol,-0.300100,-0.328651,-0.028551
beef_vdw,sevennet_omni,Au111,lactic_acid,-0.671443,-0.344963,0.326480
beef_vdw,sevennet_omni,Au111,levoglucosan,-2.791564,-0.403931,2.387633
beef_vdw,sevennet_omni,Au111,malonic_acid,-0.880781,-0.679184,0.201597
beef_vdw,sevennet_omni,Au111,methane,-0.486012,-0.365198,0.120814
beef_vdw,sevennet_omni,Au111,methanol,-0.405131,-0.260586,0.144545
beef_vdw,sevennet_omni,Au111,methyl_formate,-4.448288,-0.171089,4.277199
beef_vdw,sevennet_omni,Au111,methylethylketone,-0.756441,-0.376419,0.380022
beef_vdw,sevennet_omni,Au111,methylmethacrylate,-1.968170,-0.244499,1.723671
beef_vdw,sevennet_omni,Au111,muconic_acid,-0.437283,-0.442719,-0.005435
beef_vdw,sevennet_omni,Au111,naphthalene,-0.944438,-0.237457,0.706981
beef_vdw,sevennet_omni,Au111,octane,-1.465583,-0.598885,0.866698
beef_vdw,sevennet_omni,Au111,pentanol,-0.993770,-0.526497,0.467274
beef_vdw,sevennet_omni,Au111,phenol,-0.598006,-0.320473,0.277533
beef_vdw,sevennet_omni,Au111,propanal,-0.461899,-0.227928,0.233971
beef_vdw,sevennet_omni,Au111,propane,-0.233682,-0.243813,-0.010130
beef_vdw,sevennet_omni,Au111,propanol,-0.697742,-0.319805,0.377937
beef_vdw,sevennet_omni,Au111,propene,-0.095659,-0.204445,-0.108786
beef_vdw,sevennet_omni,Au111,propionic_acid,-0.510118,-0.290543,0.219575
beef_vdw,sevennet_omni,Au111,propyl_syringol,-1.021626,-0.358116,0.663509
beef_vdw,sevennet_omni,Au111,pyrrole,-0.729694,-0.474415,0.255279
beef_vdw,sevennet_omni,Au111,pyruvic_acid,-2.413893,-0.442291,1.971602
beef_vdw,sevennet_omni,Au111,sorbitol,-8.660181,-0.809128,7.851054
beef_vdw,sevennet_omni,Au111,styrene,-0.957904,-0.238792,0.719112
beef_vdw,sevennet_omni,Au111,succinic_acid,-7.538727,-0.545723,6.993004
beef_vdw,sevennet_omni,Au111,syringol,-1.022660,-0.216141,0.806520
beef_vdw,sevennet_omni,Au111,toluene,-0.611837,-0.198608,0.413228
beef_vdw,sevennet_omni,Au111,vanillin,-1.475558,-0.756546,0.719012
beef_vdw,sevennet_omni,Au111,xylene,-0.646976,-0.206779,0.440197
beef_vdw,sevennet_omni,Cu110,1-butene,-0.828502,-0.646790,0.181712
beef_vdw,sevennet_omni,Cu110,1-pentene,-0.873706,-0.726784,0.146923
beef_vdw,sevennet_omni,Cu110,2-pentanone,-0.857670,-0.809341,0.048328
beef_vdw,sevennet_omni,Cu110,3-MTHF,-0.780765,-0.231300,0.549465
beef_vdw,sevennet_omni,Cu110,3-hydroxypropionic_acid,-0.936596,-0.951248,-0.014652
beef_vdw,sevennet_omni,Cu110,5-HMF,-0.976885,-1.015976,-0.039090
beef_vdw,sevennet_omni,Cu110,5-heptanone,-0.936240,-0.801605,0.134635
beef_vdw,sevennet_omni,Cu110,CO,-1.331982,-1.349632,-0.017650
beef_vdw,sevennet_omni,Cu110,CO2,-0.726983,-0.407398,0.319585
beef_vdw,sevennet_omni,Cu110,DME,-0.746508,-0.343697,0.402812
beef_vdw,sevennet_omni,Cu110,H2O,-0.865635,-0.707077,0.158558
beef_vdw,sevennet_omni,Cu110,acetaldehyde,-0.918152,-0.750141,0.168010
beef_vdw,sevennet_omni,Cu110,acetic_acid,-1.131655,-0.859619,0.272035
beef_vdw,sevennet_omni,Cu110,benzene,-0.960740,-0.359161,0.601578
beef_vdw,sevennet_omni,Cu110,butadiene,-1.294932,-1.278618,0.016314
beef_vdw,sevennet_omni,Cu110,butyric_acid,-1.209987,-0.896866,0.313121
beef_vdw,sevennet_omni,Cu110,caproic_acid,-0.898166,-0.947090,-0.048924
beef_vdw,sevennet_omni,Cu110,cyclopentanone,-0.847702,-0.606766,0.240936
beef_vdw,sevennet_omni,Cu110,ethane,-0.737924,-0.426151,0.311773
beef_vdw,sevennet_omni,Cu110,ethanol,-1.005457,-0.661915,0.343542
beef_vdw,sevennet_omni,Cu110,ethene,-0.128770,-0.805502,-0.676732
beef_vdw,sevennet_omni,Cu110,ethylene,-0.708067,-0.807285,-0.099219
beef_vdw,sevennet_omni,Cu110,formic_acid,-1.024880,-0.686584,0.338296
beef_vdw,sevennet_omni,Cu110,glycerol,-1.244734,-1.067558,0.177176
beef_vdw,sevennet_omni,Cu110,isobutene,-0.686631,-0.264275,0.422357
beef_vdw,sevennet_omni,Cu110,isoprene,-1.192031,-0.345276,0.846755
beef_vdw,sevennet_omni,Cu110,isopropanol,-0.660562,-0.724026,-0.063464
beef_vdw,sevennet_omni,Cu110,lactic_acid,-1.061742,-0.680275,0.381467
beef_vdw,sevennet_omni,Cu110,methanol,-0.924677,-0.592899,0.331778
beef_vdw,sevennet_omni,Cu110,methylmethacrylate,-2.351732,-0.483948,1.867784
beef_vdw,sevennet_omni,Cu110,propane,0.026659,-0.420559,-0.447218
beef_vdw,sevennet_omni,Cu110,propanol,-0.300962,-0.686764,-0.385802
beef_vdw,sevennet_omni,Cu110,propene,-0.537303,-0.635105,-0.097802
beef_vdw,sevennet_omni,Cu110,propionic_acid,-1.191845,-0.837944,0.353901
beef_vdw,sevennet_omni,Cu110,pyruvic_acid,-2.779399,-0.953972,1.825427
beef_vdw,sevennet_omni,Cu110,toluene,-0.985292,-0.371086,0.614205
beef_vdw,sevennet_omni,Cu111,1-butene,-0.398957,-0.285873,0.113083
beef_vdw,sevennet_omni,Cu111,1-pentene,-0.578742,-0.329315,0.249427
beef_vdw,sevennet_omni,Cu111,2-pentanone,-0.584270,-0.519897,0.064372
beef_vdw,sevennet_omni,Cu111,3-MTHF,-0.424634,-0.175468,0.249166
beef_vdw,sevennet_omni,Cu111,3-hydroxypropionic_acid,-0.362934,-0.543182,-0.180248
beef_vdw,sevennet_omni,Cu111,5-HMF,-0.930579,-0.662521,0.268057
beef_vdw,sevennet_omni,Cu111,5-heptanone,-0.411473,-0.492340,-0.080867
beef_vdw,sevennet_omni,Cu111,CO,-0.736633,-1.240349,-0.503716
beef_vdw,sevennet_omni,Cu111,CO2,-0.167772,-0.363129,-0.195356
beef_vdw,sevennet_omni,Cu111,DME,-0.390212,-0.216393,0.173819
beef_vdw,sevennet_omni,Cu111,H2O,-0.111128,-0.475266,-0.364137
beef_vdw,sevennet_omni,Cu111,acetaldehyde,-0.310777,-0.449894,-0.139117
beef_vdw,sevennet_omni,Cu111,acetic_acid,-0.417439,-0.590637,-0.173198
beef_vdw,sevennet_omni,Cu111,benzene,-0.449096,-0.205856,0.243240
beef_vdw,sevennet_omni,Cu111,butadiene,-0.460496,-0.331287,0.129209
beef_vdw,sevennet_omni,Cu111,butyric_acid,-0.481934,-0.529121,-0.047187
beef_vdw,sevennet_omni,Cu111,caproic_acid,-0.739610,-0.627205,0.112406
beef_vdw,sevennet_omni,Cu111,cyclopentanone,-0.353903,-0.333862,0.020041
beef_vdw,sevennet_omni,Cu111,ethane,-0.225531,-0.287235,-0.061704
beef_vdw,sevennet_omni,Cu111,ethanol,-0.361951,-0.380516,-0.018565
beef_vdw,sevennet_omni,Cu111,ethene,-0.231477,-0.185497,0.045980
beef_vdw,sevennet_omni,Cu111,ethylene,-0.228264,-0.185345,0.042919
beef_vdw,sevennet_omni,Cu111,formic_acid,-0.291699,-0.384293,-0.092594
beef_vdw,sevennet_omni,Cu111,glycerol,-0.602154,-0.626617,-0.024464
beef_vdw,sevennet_omni,Cu111,isobutene,-0.420465,-0.207481,0.212984
beef_vdw,sevennet_omni,Cu111,isoprene,-0.029861,-0.253143,-0.223283
beef_vdw,sevennet_omni,Cu111,isopropanol,-0.481753,-0.429443,0.052310
beef_vdw,sevennet_omni,Cu111,lactic_acid,-0.457310,-0.417015,0.040295
beef_vdw,sevennet_omni,Cu111,methanol,-0.338050,-0.358334,-0.020284
beef_vdw,sevennet_omni,Cu111,methylmethacrylate,-1.462491,-0.269142,1.193348
beef_vdw,sevennet_omni,Cu111,propane,-0.325533,-0.307564,0.017969
beef_vdw,sevennet_omni,Cu111,propanol,-0.515766,-0.438148,0.077618
beef_vdw,sevennet_omni,Cu111,propene,-0.305850,-0.206791,0.099059
beef_vdw,sevennet_omni,Cu111,propionic_acid,-0.473167,-0.531746,-0.058579
beef_vdw,sevennet_omni,Cu111,pyruvic_acid,-1.995981,-0.561226,1.434755
beef_vdw,sevennet_omni,Cu111,toluene,-0.570641,-0.240524,0.330116
beef_vdw,sevennet_omni,Ni100,CO2,0.045998,-0.049866,-0.095863
beef_vdw,sevennet_omni,Ni100,ethane,-0.223002,-0.473244,-0.250242
beef_vdw,sevennet_omni,Ni100,ethanol,-0.173147,-0.215370,-0.042223
beef_vdw,sevennet_omni,Ni100,ethene,-0.658543,-1.441219,-0.782677
beef_vdw,sevennet_omni,Ni100,glycerol,-0.525283,-0.550713,-0.025429
beef_vdw,sevennet_omni,Ni100,isopropanol,-0.281025,-0.334591,-0.053566
beef_vdw,sevennet_omni,Ni100,propane,-0.308301,-0.529896,-0.221595
beef_vdw,sevennet_omni,Ni100,propanol,-0.220779,-0.335060,-0.114281
beef_vdw,sevennet_omni,Ni100,propene,-0.644549,-1.236794,-0.592245
beef_vdw,sevennet_omni,Ni110,CO2,0.010896,-0.008987,-0.019884
beef_vdw,sevennet_omni,Ni110,ethane,-0.262193,-0.511578,-0.249385
beef_vdw,sevennet_omni,Ni110,ethanol,-0.099191,-0.205074,-0.105883
beef_vdw,sevennet_omni,Ni110,ethene,-0.838922,-1.561535,-0.722613
beef_vdw,sevennet_omni,Ni110,glycerol,-0.501196,-0.398705,0.102492
beef_vdw,sevennet_omni,Ni110,isopropanol,-0.232939,-0.314785,-0.081846
beef_vdw,sevennet_omni,Ni110,propane,-0.144498,-0.711155,-0.566657
beef_vdw,sevennet_omni,Ni110,propanol,-0.259879,-0.344582,-0.084703
beef_vdw,sevennet_omni,Ni110,propene,-0.914370,-1.461250,-0.546880
beef_vdw,sevennet_omni,Ni111,CO2,-0.010143,-0.047195,-0.037052
beef_vdw,sevennet_omni,Ni111,ethane,-0.250636,-0.441170,-0.190534
beef_vdw,sevennet_omni,Ni111,ethanol,-0.244476,-0.204494,0.039982
beef_vdw,sevennet_omni,Ni111,ethene,-0.719667,-1.246208,-0.526541
beef_vdw,sevennet_omni,Ni111,glycerol,-0.631106,-0.476982,0.154124
beef_vdw,sevennet_omni,Ni111,isopropanol,-0.343045,-0.288464,0.054582
beef_vdw,sevennet_omni,Ni111,propane,-0.388780,-0.508961,-0.120181
beef_vdw,sevennet_omni,Ni111,propanol,-0.340059,-0.329842,0.010217
beef_vdw,sevennet_omni,Ni111,propene,-0.570297,-1.171528,-0.601231
beef_vdw,sevennet_omni,Pd100,CO2,-0.186887,-0.471163,-0.284276
beef_vdw,sevennet_omni,Pd100,ethane,0.068808,-0.513893,-0.582701
beef_vdw,sevennet_omni,Pd100,ethanol,-0.150614,-0.706497,-0.555884
beef_vdw,sevennet_omni,Pd100,ethene,-0.775326,-1.439617,-0.664291
beef_vdw,sevennet_omni,Pd100,glycerol,-0.395725,-0.945259,-0.549534
beef_vdw,sevennet_omni,Pd100,isopropanol,-0.169847,-0.819695,-0.649847
beef_vdw,sevennet_omni,Pd100,propane,-0.035149,-0.618076,-0.582928
beef_vdw,sevennet_omni,Pd100,propanol,-0.087161,-0.796852,-0.709691
beef_vdw,sevennet_omni,Pd100,propene,-0.863299,-1.461826,-0.598527
beef_vdw,sevennet_omni,Pd110,CO2,-0.132931,-0.481079,-0.348148
beef_vdw,sevennet_omni,Pd110,ethane,0.216758,-0.566826,-0.783584
beef_vdw,sevennet_omni,Pd110,ethanol,0.302095,-0.819378,-1.121473
beef_vdw,sevennet_omni,Pd110,ethene,-1.139140,-1.601023,-0.461883
beef_vdw,sevennet_omni,Pd110,glycerol,-0.363050,-1.266991,-0.903940
beef_vdw,sevennet_omni,Pd110,isopropanol,0.098930,-0.928234,-1.027165
beef_vdw,sevennet_omni,Pd110,propane,0.154672,-0.604557,-0.759229
beef_vdw,sevennet_omni,Pd110,propanol,0.102046,-0.894321,-0.996368
beef_vdw,sevennet_omni,Pd110,propene,-1.145390,-1.537083,-0.391693
beef_vdw,sevennet_omni,Pd111,CO2,-0.219761,-0.447756,-0.227994
beef_vdw,sevennet_omni,Pd111,ethane,0.115590,-0.455055,-0.570645
beef_vdw,sevennet_omni,Pd111,ethanol,-0.147131,-0.673756,-0.526625
beef_vdw,sevennet_omni,Pd111,ethene,-0.798027,-1.265545,-0.467518
beef_vdw,sevennet_omni,Pd111,glycerol,-0.272745,-1.008171,-0.735426
beef_vdw,sevennet_omni,Pd111,isopropanol,-0.190598,-0.766689,-0.576091
beef_vdw,sevennet_omni,Pd111,propane,-0.104793,-0.472294,-0.367500
beef_vdw,sevennet_omni,Pd111,propanol,-0.222034,-0.712898,-0.490865
beef_vdw,sevennet_omni,Pd111,propene,-0.725165,-1.175846,-0.450681
beef_vdw,sevennet_omni,Pt100,CO2,-0.128630,-0.509066,-0.380436
beef_vdw,sevennet_omni,Pt100,ethane,0.174826,-0.483349,-0.658175
beef_vdw,sevennet_omni,Pt100,ethanol,0.087618,-0.709301,-0.796919
beef_vdw,sevennet_omni,Pt100,ethene,-1.150759,-1.614788,-0.464029
beef_vdw,sevennet_omni,Pt100,glycerol,-0.127427,-1.045982,-0.918555
beef_vdw,sevennet_omni,Pt100,isopropanol,0.025343,-0.789364,-0.814707
beef_vdw,sevennet_omni,Pt100,propane,0.212849,-0.544270,-0.757119
beef_vdw,sevennet_omni,Pt100,propanol,0.028996,-0.805489,-0.834484
beef_vdw,sevennet_omni,Pt100,propene,-1.081820,-1.820869,-0.739049
beef_vdw,sevennet_omni,Pt110,CO2,-0.184057,-0.497896,-0.313839
beef_vdw,sevennet_omni,Pt110,ethane,0.395037,-0.558723,-0.953761
beef_vdw,sevennet_omni,Pt110,ethanol,0.599707,-0.900631,-1.500338
beef_vdw,sevennet_omni,Pt110,ethene,-0.949928,-2.087566,-1.137638
beef_vdw,sevennet_omni,Pt110,glycerol,-0.071621,-0.965134,-0.893512
beef_vdw,sevennet_omni,Pt110,isopropanol,0.378969,-0.976223,-1.355192
beef_vdw,sevennet_omni,Pt110,propane,0.485851,-0.648808,-1.134659
beef_vdw,sevennet_omni,Pt110,propanol,0.587052,-0.936745,-1.523796
beef_vdw,sevennet_omni,Pt110,propene,-0.451509,-1.705235,-1.253726
beef_vdw,sevennet_omni,Pt111,CO2,-0.215627,-0.486696,-0.271069
beef_vdw,sevennet_omni,Pt111,ethane,0.195647,-0.433994,-0.629641
beef_vdw,sevennet_omni,Pt111,ethanol,-0.012199,-0.598709,-0.586510
beef_vdw,sevennet_omni,Pt111,ethene,-1.049727,-1.323864,-0.274137
beef_vdw,sevennet_omni,Pt111,glycerol,-0.351664,-0.816826,-0.465162
beef_vdw,sevennet_omni,Pt111,isopropanol,-0.065293,-0.709160,-0.643867
beef_vdw,sevennet_omni,Pt111,propane,0.104914,-0.462776,-0.567690
beef_vdw,sevennet_omni,Pt111,propanol,-0.137636,-0.727577,-0.589942
beef_vdw,sevennet_omni,Pt111,propene,-1.202218,-1.681343,-0.479125
r2scan,sevennet_omni,Ag100,CO2,0.129711,-0.362564,-0.492275
r2scan,sevennet_omni,Ag100,ethane,0.136341,-0.294643,-0.430985
r2scan,sevennet_omni,Ag100,ethanol,-0.085159,-0.436077,-0.350918
r2scan,sevennet_omni,Ag100,ethene,0.060396,-0.206692,-0.267088
r2scan,sevennet_omni,Ag100,glycerol,-0.187839,-0.682686,-0.494846
r2scan,sevennet_omni,Ag110,ethanol,-0.239902,-0.545704,-0.305802
r2scan,sevennet_omni,Ag110,ethene,-0.179103,-0.407467,-0.228364
r2scan,sevennet_omni,Ag110,isopropanol,-0.294978,-0.585964,-0.290986
r2scan,sevennet_omni,Ag110,propanol,-0.255189,-0.544685,-0.289496
r2scan,sevennet_omni,Ag111,CO2,-0.008145,-0.356842,-0.348697
r2scan,sevennet_omni,Ag111,ethane,0.000281,-0.274319,-0.274600
r2scan,sevennet_omni,Ag111,ethanol,-0.157044,-0.375816,-0.218772
r2scan,sevennet_omni,Ag111,ethene,-0.062174,-0.167400,-0.105226
r2scan,sevennet_omni,Ag111,propanol,-0.211786,-0.389130,-0.177344
r2scan,sevennet_omni,Au100,"1,6-anhydroglucofuranose",0.514258,-0.300751,-0.815009
r2scan,sevennet_omni,Au100,1-butanol,0.283086,-0.345390,-0.628476
r2scan,sevennet_omni,Au100,1-butene,0.573213,-0.301605,-0.874818
r2scan,sevennet_omni,Au100,1-pentene,0.584637,-0.336594,-0.921231
r2scan,sevennet_omni,Au100,2-butanol,0.387129,-0.365974,-0.753103
r2scan,sevennet_omni,Au100,2-butene,0.681052,-0.129013,-0.810065
r2scan,sevennet_omni,Au100,2-ethylphenol,0.451647,-0.282845,-0.734491
r2scan,sevennet_omni,Au100,2-furanone,0.577980,-0.280094,-0.858074
r2scan,sevennet_omni,Au100,2-heptanone,0.565142,-0.414696,-0.979838
r2scan,sevennet_omni,Au100,2-hexanone,0.591896,-0.353279,-0.945175
r2scan,sevennet_omni,Au100,2-pentanone,0.536990,-0.312531,-0.849521
r2scan,sevennet_omni,Au100,3-MTHF,0.532372,-0.134224,-0.666596
r2scan,sevennet_omni,Au100,3-hydroxypropionic_acid,0.641185,-0.483810,-1.124995
r2scan,sevennet_omni,Au100,4-methylguaiacol,0.605306,-0.175934,-0.781240
r2scan,sevennet_omni,Au100,5-HMF,-0.521579,-0.320923,0.200656
r2scan,sevennet_omni,Au100,5-heptanone,0.662528,-0.350327,-1.012855
r2scan,sevennet_omni,Au100,5-methylfurfural,0.657673,-0.333313,-0.990986
r2scan,sevennet_omni,Au100,CH4,0.218637,-0.391161,-0.609798
r2scan,sevennet_omni,Au100,CO,-0.405405,-0.887810,-0.482404
r2scan,sevennet_omni,Au100,CO2,0.193776,-0.390873,-0.584649
r2scan,sevennet_omni,Au100,D-fructofuranose,0.626749,-0.440338,-1.067087
r2scan,sevennet_omni,Au100,D-xylopyranose,0.404028,-0.544807,-0.948836
r2scan,sevennet_omni,Au100,DME,0.593278,-0.183937,-0.777215
r2scan,sevennet_omni,Au100,DMSO,0.295483,-0.375305,-0.670788
r2scan,sevennet_omni,Au100,H2,0.286513,-0.264759,-0.551272
r2scan,sevennet_omni,Au100,H2O,0.145788,-0.527771,-0.673559
r2scan,sevennet_omni,Au100,H2S,0.070972,-0.456441,-0.527413
r2scan,sevennet_omni,Au100,N2,0.256954,-0.086519,-0.343473
r2scan,sevennet_omni,Au100,NH3,-0.304023,-0.677292,-0.373269
r2scan,sevennet_omni,Au100,NO,-0.815940,-0.808355,0.007585
r2scan,sevennet_omni,Au100,NO2,-3.677339,-0.862816,2.814523
r2scan,sevennet_omni,Au100,SO2,-0.063289,-0.374453,-0.311164
r2scan,sevennet_omni,Au100,THF,0.455828,-0.109253,-0.565081
r2scan,sevennet_omni,Au100,acetal,0.885635,-0.254868,-1.140502
r2scan,sevennet_omni,Au100,acetaldehyde,0.560399,-0.319691,-0.880089
r2scan,sevennet_omni,Au100,acetic_acid,-0.033746,-0.426620,-0.392875
r2scan,sevennet_omni,Au100,acetone,0.615586,-0.387508,-1.003095
r2scan,sevennet_omni,Au100,acetophenone,0.532619,-0.226631,-0.759251
r2scan,sevennet_omni,Au100,alpha-D-glucopyranose,-0.666231,-0.455109,0.211123
r2scan,sevennet_omni,Au100,angelica_lactone,0.491036,-0.135010,-0.626046
r2scan,sevennet_omni,Au100,aniline,0.450352,-0.228073,-0.678426
r2scan,sevennet_omni,Au100,benzaldehyde,0.485111,-0.202805,-0.687915
r2scan,sevennet_omni,Au100,benzene,0.461746,-0.159607,-0.621353
r2scan,sevennet_omni,Au100,butadiene,0.348649,-0.691597,-1.040246
r2scan,sevennet_omni,Au100,butanal,0.458771,-0.333740,-0.792511
r2scan,sevennet_omni,Au100,butane,0.456033,-0.263756,-0.719789
r2scan,sevennet_omni,Au100,butyric_acid,0.686895,-0.373459,-1.060354
r2scan,sevennet_omni,Au100,caproic_acid,0.443423,-0.426018,-0.869441
r2scan,sevennet_omni,Au100,cyclobutanone,0.613642,-0.122505,-0.736147
r2scan,sevennet_omni,Au100,cyclohexanone,0.467849,-0.264023,-0.731871
r2scan,sevennet_omni,Au100,cyclopentanone,0.668811,-0.199265,-0.868076
r2scan,sevennet_omni,Au100,diethyl_ether,0.506609,-0.294800,-0.801409
r2scan,sevennet_omni,Au100,dimethyl_succinate,0.859625,-0.231529,-1.091154
r2scan,sevennet_omni,Au100,ethane,0.628206,-0.245846,-0.874052
r2scan,sevennet_omni,Au100,ethanol,0.446023,-0.313667,-0.759691
r2scan,sevennet_omni,Au100,ethene,0.449695,-0.215923,-0.665619
r2scan,sevennet_omni,Au100,ethyl_acetate,0.454950,-0.211197,-0.666146
r2scan,sevennet_omni,Au100,ethylene,0.450264,-0.218304,-0.668568
r2scan,sevennet_omni,Au100,ethylene_glycol,0.374159,-0.395004,-0.769163
r2scan,sevennet_omni,Au100,eugenol,0.722122,-0.236343,-0.958465
r2scan,sevennet_omni,Au100,formaldehyde,0.487918,-0.247055,-0.734973
r2scan,sevennet_omni,Au100,formate,-2.565123,-1.712540,0.852583
r2scan,sevennet_omni,Au100,formic_acid,0.065022,-0.411650,-0.476672
r2scan,sevennet_omni,Au100,furan,0.007456,-0.402798,-0.410254
