functional,calculator,surface,molecule,E_ads_DFT,E_ads_ML,diff_eV
pbe,sevennet_omni,Ag100,CO2,-0.016716,-0.362564,-0.345848
pbe,sevennet_omni,Ag100,ethane,-0.020495,-0.294643,-0.274149
pbe,sevennet_omni,Ag100,ethanol,-0.149495,-0.436077,-0.286582
pbe,sevennet_omni,Ag100,ethene,-0.020847,-0.206692,-0.185845
pbe,sevennet_omni,Ag100,glycerol,-0.117322,-0.682686,-0.565363
pbe,sevennet_omni,Ag110,ethanol,-0.224505,-0.545704,-0.321199
pbe,sevennet_omni,Ag110,ethene,-0.141595,-0.407467,-0.265872
pbe,sevennet_omni,Ag110,isopropanol,-0.237413,-0.585964,-0.348551
pbe,sevennet_omni,Ag110,propanol,-0.243158,-0.544685,-0.301528
pbe,sevennet_omni,Ag111,CO2,-0.001847,-0.356842,-0.354995
pbe,sevennet_omni,Ag111,ethane,-0.001734,-0.274319,-0.272584
pbe,sevennet_omni,Ag111,ethanol,-0.085274,-0.375816,-0.290542
pbe,sevennet_omni,Ag111,ethene,-0.033948,-0.167400,-0.133452
pbe,sevennet_omni,Ag111,propanol,-0.114057,-0.389130,-0.275073
pbe,sevennet_omni,Au100,1-butanol,0.192811,-0.345390,-0.538201
pbe,sevennet_omni,Au100,1-butene,0.402908,-0.301605,-0.704513
pbe,sevennet_omni,Au100,1-pentene,0.476955,-0.336594,-0.813549
pbe,sevennet_omni,Au100,2-butanol,0.297743,-0.365974,-0.663717
pbe,sevennet_omni,Au100,2-butene,0.560111,-0.129013,-0.689124
pbe,sevennet_omni,Au100,2-ethylphenol,0.363662,-0.282845,-0.646506
pbe,sevennet_omni,Au100,2-heptanone,0.660504,-0.414696,-1.075200
pbe,sevennet_omni,Au100,2-hexanone,0.584006,-0.353279,-0.937285
pbe,sevennet_omni,Au100,2-pentanone,0.445836,-0.312531,-0.758366
pbe,sevennet_omni,Au100,3-MTHF,0.408904,-0.134224,-0.543128
pbe,sevennet_omni,Au100,4-methylguaiacol,0.545316,-0.175934,-0.721250
pbe,sevennet_omni,Au100,5-heptanone,0.710993,-0.350327,-1.061320
pbe,sevennet_omni,Au100,5-methylfurfural,0.403625,-0.333313,-0.736938
pbe,sevennet_omni,Au100,CH4,0.024007,-0.391161,-0.415168
pbe,sevennet_omni,Au100,CO,-0.595739,-0.887810,-0.292071
pbe,sevennet_omni,Au100,CO2,0.000223,-0.390873,-0.391096
pbe,sevennet_omni,Au100,D-fructofuranose,0.564347,-0.440338,-1.004685
pbe,sevennet_omni,Au100,D-xylopyranose,0.387251,-0.544807,-0.932059
pbe,sevennet_omni,Au100,DME,-4.164814,-0.183937,3.980877
pbe,sevennet_omni,Au100,DMSO,0.140042,-0.375305,-0.515347
pbe,sevennet_omni,Au100,H2,0.025414,-0.264759,-0.290172
pbe,sevennet_omni,Au100,H2O,-0.048980,-0.527771,-0.478791
pbe,sevennet_omni,Au100,H2S,-0.080995,-0.456441,-0.375446
pbe,sevennet_omni,Au100,N2,0.005175,-0.086519,-0.091694
pbe,sevennet_omni,Au100,NH3,-0.440225,-0.677292,-0.237067
pbe,sevennet_omni,Au100,NO,-0.734100,-0.808355,-0.074255
pbe,sevennet_omni,Au100,SO2,-0.098785,-0.374453,-0.275667
pbe,sevennet_omni,Au100,THF,0.283706,-0.109253,-0.392959
pbe,sevennet_omni,Au100,acetal,1.005319,-0.254868,-1.260186
pbe,sevennet_omni,Au100,acetaldehyde,0.326340,-0.319691,-0.646030
pbe,sevennet_omni,Au100,acetone,0.435303,-0.387508,-0.822811
pbe,sevennet_omni,Au100,alpha-D-glucopyranose,-4.969425,-0.455109,4.514317
pbe,sevennet_omni,Au100,angelica_lactone,0.403427,-0.135010,-0.538437
pbe,sevennet_omni,Au100,aniline,0.259002,-0.228073,-0.487075
pbe,sevennet_omni,Au100,benzene,0.215893,-0.159607,-0.375500
pbe,sevennet_omni,Au100,butadiene,0.323597,-0.691597,-1.015193
pbe,sevennet_omni,Au100,butanal,0.281014,-0.333740,-0.614754
pbe,sevennet_omni,Au100,butane,0.341346,-0.263756,-0.605102
pbe,sevennet_omni,Au100,butyric_acid,0.574374,-0.373459,-0.947833
pbe,sevennet_omni,Au100,caproic_acid,0.447010,-0.426018,-0.873027
pbe,sevennet_omni,Au100,cyclobutanone,0.443621,-0.122505,-0.566126
pbe,sevennet_omni,Au100,cyclohexanone,-4.459977,-0.264023,4.195954
pbe,sevennet_omni,Au100,cyclopentanone,0.495501,-0.199265,-0.694766
pbe,sevennet_omni,Au100,diethyl_ether,0.431887,-0.294800,-0.726687
pbe,sevennet_omni,Au100,dimethyl_succinate,0.715844,-0.231529,-0.947373
pbe,sevennet_omni,Au100,ethane,0.406405,-0.245846,-0.652251
pbe,sevennet_omni,Au100,ethanol,0.235605,-0.313667,-0.549272
pbe,sevennet_omni,Au100,ethene,0.294711,-0.215923,-0.510634
pbe,sevennet_omni,Au100,ethyl_acetate,0.445795,-0.211197,-0.656992
pbe,sevennet_omni,Au100,ethylene,0.191912,-0.218304,-0.410216
pbe,sevennet_omni,Au100,ethylene_glycol,0.238749,-0.395004,-0.633753
pbe,sevennet_omni,Au100,eugenol,0.735473,-0.236343,-0.971816
pbe,sevennet_omni,Au100,formaldehyde,0.198095,-0.247055,-0.445150
pbe,sevennet_omni,Au100,formate,-2.283750,-1.712540,0.571210
pbe,sevennet_omni,Au100,formic_acid,-0.097661,-0.411650,-0.313989
pbe,sevennet_omni,Au100,furan,-0.050527,-0.402798,-0.352271
pbe,sevennet_omni,Au100,furfural,0.002972,-0.547920,-0.550892
pbe,sevennet_omni,Au100,furfuryl_alcohol,0.308687,-0.419678,-0.728364
pbe,sevennet_omni,Au100,gamma_butyrolactone,0.523281,-0.177689,-0.700970
pbe,sevennet_omni,Au100,glutaric_acid,0.422736,-0.416435,-0.839171
pbe,sevennet_omni,Au100,glycerol,0.511167,-0.604034,-1.115201
pbe,sevennet_omni,Au100,glycolic_acid,0.416594,-0.334686,-0.751280
pbe,sevennet_omni,Au100,guaiacol,-1.655768,-0.417511,1.238257
pbe,sevennet_omni,Au100,heptane,0.335257,-0.344467,-0.679724
pbe,sevennet_omni,Au100,hexanal,0.473363,-0.340233,-0.813596
pbe,sevennet_omni,Au100,hexane,0.273989,-0.367523,-0.641512
pbe,sevennet_omni,Au100,isobutane,0.378762,-0.276405,-0.655167
pbe,sevennet_omni,Au100,isobutene,0.401204,-0.221626,-0.622830
pbe,sevennet_omni,Au100,isoeugenol,0.724630,-0.176300,-0.900930
pbe,sevennet_omni,Au100,isopentane,0.406680,-0.303185,-0.709865
pbe,sevennet_omni,Au100,isoprene,0.233133,-0.645691,-0.878824
pbe,sevennet_omni,Au100,isopropanol,0.305224,-0.352398,-0.657622
pbe,sevennet_omni,Au100,lactic_acid,0.400406,-0.354317,-0.754722
pbe,sevennet_omni,Au100,malonic_acid,-0.293810,-0.687714,-0.393903
pbe,sevennet_omni,Au100,methane,0.022568,-0.389147,-0.411715
pbe,sevennet_omni,Au100,methanol,0.193115,-0.287350,-0.480465
pbe,sevennet_omni,Au100,methylcyclopentenolone,-1.435583,-0.273941,1.161642
pbe,sevennet_omni,Au100,methylethylketone,0.489704,-0.382477,-0.872181
pbe,sevennet_omni,Au100,muconic_acid,0.072748,-0.501961,-0.574708
pbe,sevennet_omni,Au100,octane,0.441330,-0.459854,-0.901184
pbe,sevennet_omni,Au100,oxalic_acid,-0.243282,-0.554039,-0.310757
pbe,sevennet_omni,Au100,pentane,0.425121,-0.262817,-0.687939
pbe,sevennet_omni,Au100,pentanol,0.431211,-0.453247,-0.884459
pbe,sevennet_omni,Au100,phenol,0.282151,-0.289101,-0.571252
pbe,sevennet_omni,Au100,propanal,0.366459,-0.257729,-0.624187
pbe,sevennet_omni,Au100,propane,0.341880,-0.249371,-0.591250
pbe,sevennet_omni,Au100,propanol,0.231230,-0.358665,-0.589895
pbe,sevennet_omni,Au100,propene,0.438226,-0.223061,-0.661287
pbe,sevennet_omni,Au100,propyl_syringol,0.625665,-0.314285,-0.939951
pbe,sevennet_omni,Au100,pyrrole,0.190215,-0.471169,-0.661383
pbe,sevennet_omni,Au100,pyruvic_acid,-1.927068,-0.443317,1.483751
pbe,sevennet_omni,Au100,sorbitol,-4.146157,-0.852661,3.293496
pbe,sevennet_omni,Au100,styrene,0.402554,-0.272530,-0.675083
pbe,sevennet_omni,Au100,syringaldehyde,0.409825,-0.255203,-0.665028
pbe,sevennet_omni,Au100,syringol,0.890055,-0.205513,-1.095568
pbe,sevennet_omni,Au100,tartaric_acid,-0.146705,-0.562325,-0.415619
pbe,sevennet_omni,Au100,thiophene,-0.087798,-0.285488,-0.197690
pbe,sevennet_omni,Au100,toluene,0.386195,-0.160301,-0.546496
pbe,sevennet_omni,Au100,valeraldehyde,0.440781,-0.383987,-0.824768
pbe,sevennet_omni,Au100,vanillin,0.454509,-0.460197,-0.914706
pbe,sevennet_omni,Au100,xylene,0.439820,-0.145859,-0.585679
pbe,sevennet_omni,Au110,1-butanol,0.135459,-0.439026,-0.574485
pbe,sevennet_omni,Au110,1-butene,0.359834,-0.598160,-0.957994
pbe,sevennet_omni,Au110,1-pentene,0.456022,-0.642220,-1.098241
pbe,sevennet_omni,Au110,2-butanol,0.437170,-0.447670,-0.884840
pbe,sevennet_omni,Au110,2-butene,0.506537,-0.161880,-0.668418
pbe,sevennet_omni,Au110,2-ethylphenol,0.191891,-0.297661,-0.489552
pbe,sevennet_omni,Au110,2-heptanone,0.521051,-0.514778,-1.035829
pbe,sevennet_omni,Au110,2-hexanone,0.534463,-0.457436,-0.991898
pbe,sevennet_omni,Au110,2-pentanone,0.364273,-0.394638,-0.758911
pbe,sevennet_omni,Au110,3-MTHF,0.471045,-0.169830,-0.640875
pbe,sevennet_omni,Au110,4-methylguaiacol,0.576324,-0.201385,-0.777710
pbe,sevennet_omni,Au110,5-heptanone,0.517277,-0.427490,-0.944767
pbe,sevennet_omni,Au110,5-methylfurfural,0.335083,-0.407379,-0.742462
pbe,sevennet_omni,Au110,CH4,0.365951,-0.438494,-0.804445
pbe,sevennet_omni,Au110,CO,-0.775168,-1.063820,-0.288652
pbe,sevennet_omni,Au110,CO2,-0.023314,-0.401875,-0.378560
pbe,sevennet_omni,Au110,D-fructofuranose,0.512193,-0.464180,-0.976373
pbe,sevennet_omni,Au110,D-xylopyranose,0.305688,-0.569023,-0.874712
pbe,sevennet_omni,Au110,DME,-4.167156,-0.242882,3.924275
pbe,sevennet_omni,Au110,DMSO,-0.101850,-0.588058,-0.486208
pbe,sevennet_omni,Au110,H2,0.265878,-0.279483,-0.545361
pbe,sevennet_omni,Au110,H2O,-0.148328,-0.566757,-0.418430
pbe,sevennet_omni,Au110,H2S,-0.153226,-0.588918,-0.435692
pbe,sevennet_omni,Au110,N2,-0.009234,-0.085878,-0.076644
pbe,sevennet_omni,Au110,NH3,-0.571702,-0.828293,-0.256590
pbe,sevennet_omni,Au110,NO,-0.911153,-0.994772,-0.083619
pbe,sevennet_omni,Au110,SO2,-0.276986,-0.562426,-0.285440
pbe,sevennet_omni,Au110,THF,0.311472,-0.133087,-0.444559
pbe,sevennet_omni,Au110,acetal,0.645187,-0.306709,-0.951896
pbe,sevennet_omni,Au110,acetaldehyde,0.257656,-0.402714,-0.660370
pbe,sevennet_omni,Au110,acetone,0.364181,-0.505020,-0.869201
pbe,sevennet_omni,Au110,alpha-D-glucopyranose,-5.265946,-0.508652,4.757294
pbe,sevennet_omni,Au110,angelica_lactone,0.338023,-0.153641,-0.491663
pbe,sevennet_omni,Au110,aniline,0.180675,-0.325943,-0.506618
pbe,sevennet_omni,Au110,benzene,0.192227,-0.272827,-0.465055
pbe,sevennet_omni,Au110,butadiene,-0.444768,-1.162586,-0.717818
pbe,sevennet_omni,Au110,butanal,0.214431,-0.385307,-0.599738
pbe,sevennet_omni,Au110,butane,0.271224,-0.308464,-0.579688
pbe,sevennet_omni,Au110,butyric_acid,0.430562,-0.444771,-0.875333
pbe,sevennet_omni,Au110,caproic_acid,0.424723,-0.501045,-0.925768
pbe,sevennet_omni,Au110,cyclobutanone,0.366283,-0.156765,-0.523048
pbe,sevennet_omni,Au110,cyclohexanone,-4.462223,-0.336288,4.125934
pbe,sevennet_omni,Au110,cyclopentanone,0.331877,-0.279167,-0.611044
pbe,sevennet_omni,Au110,diethyl_ether,0.431571,-0.342804,-0.774375
pbe,sevennet_omni,Au110,dimethyl_succinate,0.685477,-0.302292,-0.987769
pbe,sevennet_omni,Au110,ethane,0.369893,-0.282894,-0.652787
pbe,sevennet_omni,Au110,ethanol,0.270896,-0.415386,-0.686283
pbe,sevennet_omni,Au110,ethene,0.010679,-0.721645,-0.732324
pbe,sevennet_omni,Au110,ethyl_acetate,0.369702,-0.284210,-0.653912
pbe,sevennet_omni,Au110,ethylene,0.013567,-0.712597,-0.726164
pbe,sevennet_omni,Au110,ethylene_glycol,0.000202,-0.461689,-0.461891
pbe,sevennet_omni,Au110,eugenol,0.340721,-0.485550,-0.826271
pbe,sevennet_omni,Au110,formaldehyde,0.104712,-0.322174,-0.426886
pbe,sevennet_omni,Au110,formate,-2.504252,-1.934708,0.569544
pbe,sevennet_omni,Au110,formic_acid,0.221468,-0.463303,-0.684771
pbe,sevennet_omni,Au110,furan,-0.115702,-0.563778,-0.448076
pbe,sevennet_omni,Au110,furfural,-0.005913,-0.824776,-0.818863
pbe,sevennet_omni,Au110,furfuryl_alcohol,0.402320,-0.517548,-0.919868
pbe,sevennet_omni,Au110,gamma_butyrolactone,0.444365,-0.255508,-0.699874
pbe,sevennet_omni,Au110,glutaric_acid,0.122761,-0.497246,-0.620007
pbe,sevennet_omni,Au110,glycerol,0.353514,-0.611664,-0.965177
pbe,sevennet_omni,Au110,glycolic_acid,0.230689,-0.384251,-0.614940
pbe,sevennet_omni,Au110,guaiacol,-1.707371,-0.436089,1.271283
pbe,sevennet_omni,Au110,heptane,0.433987,-0.384537,-0.818524
pbe,sevennet_omni,Au110,hexanal,0.337983,-0.475670,-0.813653
pbe,sevennet_omni,Au110,hexane,0.209369,-0.423309,-0.632678
pbe,sevennet_omni,Au110,isobutane,0.409027,-0.323082,-0.732109
pbe,sevennet_omni,Au110,isobutene,-0.055057,-0.486359,-0.431302
pbe,sevennet_omni,Au110,isoeugenol,0.588220,-0.193817,-0.782037
pbe,sevennet_omni,Au110,isopentane,0.326303,-0.367584,-0.693887
pbe,sevennet_omni,Au110,isoprene,-0.071497,-1.012054,-0.940557
pbe,sevennet_omni,Au110,isopropanol,0.132893,-0.462608,-0.595501
pbe,sevennet_omni,Au110,lactic_acid,0.159467,-0.407829,-0.567296
pbe,sevennet_omni,Au110,malonic_acid,-0.094903,-0.612686,-0.517783
pbe,sevennet_omni,Au110,methane,0.365954,-0.438448,-0.804402
pbe,sevennet_omni,Au110,methanol,0.087848,-0.380489,-0.468337
pbe,sevennet_omni,Au110,methylcyclopentenolone,-1.331391,-0.279282,1.052110
pbe,sevennet_omni,Au110,methylethylketone,0.485859,-0.507629,-0.993488
pbe,sevennet_omni,Au110,muconic_acid,0.369542,-0.741524,-1.111066
pbe,sevennet_omni,Au110,naphthalene,-8.252573,-0.341377,7.911195
pbe,sevennet_omni,Au110,octane,0.498063,-0.540390,-1.038453
pbe,sevennet_omni,Au110,oxalic_acid,0.171739,-0.579308,-0.751046
pbe,sevennet_omni,Au110,pentane,0.437841,-0.319641,-0.757483
pbe,sevennet_omni,Au110,pentanol,0.198798,-0.503326,-0.702124
pbe,sevennet_omni,Au110,phenol,0.264285,-0.298683,-0.562968
pbe,sevennet_omni,Au110,propanal,0.232993,-0.330853,-0.563846
pbe,sevennet_omni,Au110,propane,0.322511,-0.295097,-0.617609
pbe,sevennet_omni,Au110,propanol,0.209276,-0.436962,-0.646238
pbe,sevennet_omni,Au110,propene,0.108257,-0.540016,-0.648273
pbe,sevennet_omni,Au110,propyl_syringol,0.819649,-0.319626,-1.139274
pbe,sevennet_omni,Au110,pyrrole,0.155741,-0.638145,-0.793886
pbe,sevennet_omni,Au110,pyruvic_acid,-2.092871,-0.542030,1.550841
pbe,sevennet_omni,Au110,sorbitol,-4.230428,-0.837906,3.392522
pbe,sevennet_omni,Au110,syringaldehyde,0.818305,-0.303543,-1.121849
pbe,sevennet_omni,Au110,syringol,0.840816,-0.242584,-1.083400
pbe,sevennet_omni,Au110,tartaric_acid,0.223203,-0.610374,-0.833578
pbe,sevennet_omni,Au110,thiophene,-0.273805,-0.496700,-0.222895
pbe,sevennet_omni,Au110,toluene,0.367479,-0.239044,-0.606523
pbe,sevennet_omni,Au110,valeraldehyde,0.374670,-0.453850,-0.828520
pbe,sevennet_omni,Au110,vanillin,0.161647,-0.497459,-0.659106
pbe,sevennet_omni,Au110,xylene,0.308173,-0.161613,-0.469786
pbe,sevennet_omni,Au111,CO2,0.012193,-0.397263,-0.409456
pbe,sevennet_omni,Au111,ethene,-0.020577,-0.192854,-0.172277
pbe,sevennet_omni,Au111,glycerol,0.251876,-0.587471,-0.839347
pbe,sevennet_omni,Au111,isopropanol,0.202074,-0.328651,-0.530725
pbe,sevennet_omni,Au111,propane,0.200327,-0.243813,-0.444140
pbe,sevennet_omni,Au111,propene,0.310988,-0.204445,-0.515433
pbe,sevennet_omni,Co0001,1-butene,6.286534,-0.430130,-6.716664
pbe,sevennet_omni,Co0001,1-pentene,-0.248995,-0.546318,-0.297323
pbe,sevennet_omni,Co0001,2-butanol,2.303228,-0.494118,-2.797345
pbe,sevennet_omni,Co0001,2-pentanone,7.432185,-0.421204,-7.853389
pbe,sevennet_omni,Co0001,4-methylguaiacol,-0.016633,-0.081718,-0.065085
pbe,sevennet_omni,Co0001,D-fructofuranose,4.483323,-0.223389,-4.706712
pbe,sevennet_omni,Co0001,D-xylopyranose,-0.244385,-0.232758,0.011628
pbe,sevennet_omni,Co0001,DME,0.158567,-0.095329,-0.253896
pbe,sevennet_omni,Co0001,H2O,-0.144610,-0.014832,0.129778
pbe,sevennet_omni,Co0001,H2S,-2.815094,-3.461812,-0.646718
pbe,sevennet_omni,Co0001,N2,1.101670,-0.846300,-1.947970
pbe,sevennet_omni,Co0001,NO,-0.370537,0.001505,0.372042
pbe,sevennet_omni,Co0001,acetic_acid,2.513564,-0.168152,-2.681716
pbe,sevennet_omni,Co0001,alpha-D-glucopyranose,-0.050875,-0.503143,-0.452268
pbe,sevennet_omni,Co0001,angelica_lactone,6.942371,-0.165527,-7.107898
pbe,sevennet_omni,Co0001,benzene,-0.267414,-1.079849,-0.812435
pbe,sevennet_omni,Co0001,butane,-0.004953,-0.640373,-0.635421
pbe,sevennet_omni,Co0001,cyclopentanone,2.540761,-0.282722,-2.823483
pbe,sevennet_omni,Co0001,ethane,-0.045441,-0.469952,-0.424511
pbe,sevennet_omni,Co0001,ethanol,-0.038373,-0.227852,-0.189479
pbe,sevennet_omni,Co0001,ethylene_glycol,5.348992,-0.285664,-5.634655
pbe,sevennet_omni,Co0001,eugenol,-0.254067,-0.231232,0.022835
pbe,sevennet_omni,Co0001,furfural,4.923305,-0.545403,-5.468707
pbe,sevennet_omni,Co0001,guaiacol,-2.191660,-0.353706,1.837954
pbe,sevennet_omni,Co0001,heptane,-0.080805,-0.828812,-0.748006
pbe,sevennet_omni,Co0001,hexanal,-0.000178,-0.591698,-0.591520
pbe,sevennet_omni,Co0001,hexane,-0.132627,-0.841003,-0.708377
pbe,sevennet_omni,Co0001,isobutene,7.295697,-0.297241,-7.592938
pbe,sevennet_omni,Co0001,lactic_acid,0.067328,-0.095543,-0.162870
pbe,sevennet_omni,Co0001,methanol,-0.111609,-0.182339,-0.070730
pbe,sevennet_omni,Co0001,methylmethacrylate,1.617354,-0.178535,-1.795889
pbe,sevennet_omni,Co0001,muconic_acid,1.550062,-0.562408,-2.112470
pbe,sevennet_omni,Co0001,propane,-0.068711,-0.534405,-0.465694
pbe,sevennet_omni,Co0001,propyl_syringol,0.076236,-0.213333,-0.289569
pbe,sevennet_omni,Co0001,pyruvic_acid,-2.364134,-0.257690,2.106444
pbe,sevennet_omni,Co0001,sorbitol,2.710671,-0.705170,-3.415841
pbe,sevennet_omni,Co0001,styrene,-1.292187,-2.273041,-0.980854
pbe,sevennet_omni,Co0001,toluene,-0.158325,-0.379547,-0.221223
pbe,sevennet_omni,Co0001,xylene,-0.021424,-0.336403,-0.314979
pbe,sevennet_omni,Cr111,1-butene,3.305230,-1.029434,-4.334664
pbe,sevennet_omni,Cr111,2-pentanone,-4.732046,-0.376648,4.355398
pbe,sevennet_omni,Cr111,3-MTHF,-6.067380,-0.113335,5.954045
pbe,sevennet_omni,Cr111,5-heptanone,-7.418944,-0.402496,7.016448
pbe,sevennet_omni,Cr111,CO,-1.191418,-0.015053,1.176365
pbe,sevennet_omni,Cr111,CO2,-2.957661,0.000011,2.957672
pbe,sevennet_omni,Cr111,H2O,-0.136675,-0.000061,0.136614
pbe,sevennet_omni,Cr111,acetaldehyde,0.955763,-0.165012,-1.120775
pbe,sevennet_omni,Cr111,benzene,-6.224619,-0.287727,5.936891
pbe,sevennet_omni,Cr111,butadiene,-7.305149,-2.559040,4.746109
pbe,sevennet_omni,Cr111,butyric_acid,-6.495004,-0.259232,6.235772
pbe,sevennet_omni,Cr111,caproic_acid,-4.224831,-0.450356,3.774475
pbe,sevennet_omni,Cr111,cyclopentanone,-2.691776,-0.167427,2.524349
pbe,sevennet_omni,Cr111,ethane,-5.009272,-0.402264,4.607008
pbe,sevennet_omni,Cr111,ethanol,-3.976575,-0.203865,3.772710
pbe,sevennet_omni,Cr111,ethene,-7.202516,-1.218304,5.984212
pbe,sevennet_omni,Cr111,ethylene,-0.972238,-1.224102,-0.251864
pbe,sevennet_omni,Cr111,formic_acid,-5.208254,-0.021696,5.186558
pbe,sevennet_omni,Cr111,furfural,-1.865596,-0.260948,1.604648
pbe,sevennet_omni,Cr111,glycerol,-4.466381,-0.324944,4.141438
pbe,sevennet_omni,Cr111,isobutene,-3.261377,-0.191338,3.070039
pbe,sevennet_omni,Cr111,isoprene,-1.458559,-1.395538,0.063021
pbe,sevennet_omni,Cr111,isopropanol,-0.089466,-0.282406,-0.192940
pbe,sevennet_omni,Cr111,lactic_acid,-1.118583,-0.180664,0.937919
pbe,sevennet_omni,Cr111,methanol,-5.624491,-0.138027,5.486464
pbe,sevennet_omni,Cr111,propane,-4.141435,-0.420208,3.721228
pbe,sevennet_omni,Cr111,propanol,4.314641,-0.322334,-4.636975
pbe,sevennet_omni,Cr111,propene,-4.401466,-1.009834,3.391632
pbe,sevennet_omni,Cr111,pyruvic_acid,0.567782,-0.261269,-0.829051
pbe,sevennet_omni,Cr111,toluene,-7.505810,-0.253090,7.252721
pbe,sevennet_omni,Cu001,1-butene,0.146245,-0.298691,-0.444936
pbe,sevennet_omni,Cu001,1-pentene,0.242704,-0.445427,-0.688131
pbe,sevennet_omni,Cu001,2-pentanone,-0.182423,-0.709503,-0.527080
pbe,sevennet_omni,Cu001,3-MTHF,-0.087615,-0.187637,-0.100022
pbe,sevennet_omni,Cu001,5-heptanone,0.300828,-0.685394,-0.986222
pbe,sevennet_omni,Cu001,CO,-0.778054,-1.194466,-0.416412
pbe,sevennet_omni,Cu001,CO2,-0.025849,-0.361408,-0.335559
pbe,sevennet_omni,Cu001,DME,-4.706724,-0.272022,4.434702
pbe,sevennet_omni,Cu001,H2O,-0.229589,-0.565491,-0.335901
pbe,sevennet_omni,Cu001,acetaldehyde,-0.184876,-0.594563,-0.409686
pbe,sevennet_omni,Cu001,benzene,0.063885,-0.476578,-0.540463
pbe,sevennet_omni,Cu001,butadiene,-0.376971,-1.010151,-0.633180
pbe,sevennet_omni,Cu001,butyric_acid,-0.289084,-0.692513,-0.403428
pbe,sevennet_omni,Cu001,caproic_acid,0.115620,-0.780479,-0.896099
pbe,sevennet_omni,Cu001,cyclopentanone,-0.030196,-0.520721,-0.490525
pbe,sevennet_omni,Cu001,ethane,0.001653,-0.315483,-0.317136
pbe,sevennet_omni,Cu001,ethanol,-0.058823,-0.502869,-0.444046
pbe,sevennet_omni,Cu001,ethene,0.155335,-0.230785,-0.386120
pbe,sevennet_omni,Cu001,ethylene,0.162035,-0.231518,-0.393553
pbe,sevennet_omni,Cu001,formic_acid,-0.245191,-0.530851,-0.285661
pbe,sevennet_omni,Cu001,furfural,-0.038704,-1.104820,-1.066116
pbe,sevennet_omni,Cu001,glycerol,-0.116152,-0.767525,-0.651372
pbe,sevennet_omni,Cu001,isobutene,0.065865,-0.227928,-0.293793
pbe,sevennet_omni,Cu001,isoprene,0.079764,-0.787079,-0.866843
pbe,sevennet_omni,Cu001,isopropanol,-0.202289,-0.557945,-0.355656
pbe,sevennet_omni,Cu001,lactic_acid,0.013066,-0.589966,-0.603032
pbe,sevennet_omni,Cu001,methanol,-0.224549,-0.472271,-0.247722
pbe,sevennet_omni,Cu001,propane,-0.012720,-0.324505,-0.311785
pbe,sevennet_omni,Cu001,propanol,-0.219373,-0.563103,-0.343730
pbe,sevennet_omni,Cu001,propene,0.359300,-0.227776,-0.587076
pbe,sevennet_omni,Cu001,pyruvic_acid,-2.578487,-0.827003,1.751484
pbe,sevennet_omni,Cu001,toluene,-0.062231,-0.269630,-0.207399
pbe,sevennet_omni,Cu100,1-butene,0.164312,-0.298035,-0.462346
pbe,sevennet_omni,Cu100,1-pentene,0.480061,-0.470146,-0.950207
pbe,sevennet_omni,Cu100,2-pentanone,-0.169501,-0.702148,-0.532647
pbe,sevennet_omni,Cu100,3-MTHF,-0.095119,-0.185379,-0.090260
pbe,sevennet_omni,Cu100,5-heptanone,0.416015,-0.698746,-1.114761
pbe,sevennet_omni,Cu100,CO,-0.774517,-1.192329,-0.417812
pbe,sevennet_omni,Cu100,CO2,-0.018852,-0.359592,-0.340740
pbe,sevennet_omni,Cu100,DME,-4.702579,-0.274284,4.428294
pbe,sevennet_omni,Cu100,H2O,-0.227119,-0.565048,-0.337929
pbe,sevennet_omni,Cu100,acetaldehyde,-0.173058,-0.602451,-0.429394
pbe,sevennet_omni,Cu100,benzene,0.062031,-0.477432,-0.539463
pbe,sevennet_omni,Cu100,butadiene,-0.375068,-1.009296,-0.634228
pbe,sevennet_omni,Cu100,butyric_acid,-0.296202,-0.694817,-0.398614
pbe,sevennet_omni,Cu100,caproic_acid,-0.315095,-0.761879,-0.446784
pbe,sevennet_omni,Cu100,cyclopentanone,-0.049982,-0.520203,-0.470221
pbe,sevennet_omni,Cu100,ethane,-0.000730,-0.314800,-0.314070
pbe,sevennet_omni,Cu100,ethanol,-0.221076,-0.503120,-0.282044
pbe,sevennet_omni,Cu100,ethene,0.174342,-0.231243,-0.405585
pbe,sevennet_omni,Cu100,ethylene,0.161518,-0.466640,-0.628158
pbe,sevennet_omni,Cu100,formic_acid,-0.249791,-0.528181,-0.278390
pbe,sevennet_omni,Cu100,furfural,-0.035354,-1.110924,-1.075570
pbe,sevennet_omni,Cu100,glycerol,-0.401767,-0.844528,-0.442761
pbe,sevennet_omni,Cu100,isoprene,0.046291,-0.795135,-0.841427
pbe,sevennet_omni,Cu100,isopropanol,-0.183611,-0.553711,-0.370100
pbe,sevennet_omni,Cu100,lactic_acid,0.005956,-0.584961,-0.590917
pbe,sevennet_omni,Cu100,methanol,-0.229864,-0.473202,-0.243337
pbe,sevennet_omni,Cu100,propane,-0.014912,-0.324413,-0.309501
pbe,sevennet_omni,Cu100,propanol,-0.244143,-0.574657,-0.330514
pbe,sevennet_omni,Cu100,propene,0.358826,-0.226753,-0.585580
pbe,sevennet_omni,Cu100,pyruvic_acid,-2.617450,-0.830902,1.786548
pbe,sevennet_omni,Cu100,toluene,-0.058804,-0.265366,-0.206562
pbe,sevennet_omni,Cu110,ethene,-0.187404,-0.805502,-0.618097
