surface,molecule,functional,mode,E_ads_perlmutter,E_ads_kestrel,complex_total_difference_eV,perlmutter_directory,kestrel_directory,same_structure,geometry_evidence,selection_reason
Au111,CO,r2scan,SPE,0.04577562,0.04578190,-0.00000628,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Au111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_CO/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Au111,CO,beef_vdw,SPE,0.02214333,0.02195069,0.00019264,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Au111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_CO/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Au111,DME,pbe,SPE,0.06993290,0.36550601,-0.29557311,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Au111/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_DME/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Au111,DME,pbe_d3,SPE,0.05737353,0.21909993,-0.16172640,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Au111/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_DME/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Au111,DME,r2scan,SPE,0.19335503,0.41687548,-0.22352045,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Au111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_DME/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Au111,DME,beef_vdw,SPE,-0.37454793,-0.15855780,-0.21599013,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Au111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_DME/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Au111,H2O,pbe,SPE,0.07551822,0.07552183,-0.00000361,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Au111/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_H2O/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Au111,H2O,pbe_d3,SPE,0.15524499,0.15524861,-0.00000362,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Au111/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_H2O/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Au111,H2O,r2scan,SPE,0.19298435,0.19297560,0.00000875,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Au111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_H2O/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Au111,H2O,beef_vdw,SPE,-0.17025016,-0.17024832,-0.00000184,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Au111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_H2O/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Au111,H2S,pbe,SPE,0.06683852,0.06683798,5.4E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Au111/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_H2S/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Au111,H2S,pbe_d3,SPE,-0.00380981,-0.00381036,5.5E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Au111/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_H2S/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Au111,H2S,r2scan,SPE,0.15490705,0.15496554,-0.00005849,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Au111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_H2S/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Au111,H2S,beef_vdw,SPE,-0.26931340,-0.26931652,0.00000312,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2S_Au111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_H2S/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Au111,N2,pbe,SPE,0.11984292,0.11984266,2.6E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Au111/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_N2/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Au111,N2,pbe_d3,SPE,0.28257317,0.28257291,2.6E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Au111/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_N2/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Au111,N2,r2scan,SPE,0.29187641,0.29187976,-0.00000335,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Au111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_N2/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Au111,N2,beef_vdw,SPE,-0.13835001,-0.13835087,8.6E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/N2_Au111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_N2/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Au111,NH3,pbe,SPE,0.05984848,0.05984804,4.4E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Au111/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_NH3/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Au111,NH3,pbe_d3,SPE,0.08107307,0.08107265,4.2E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Au111/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_NH3/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Au111,NH3,r2scan,SPE,0.16448114,0.16449438,-0.00001324,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Au111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_NH3/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Au111,NH3,beef_vdw,SPE,-0.21590092,-0.21591269,0.00001177,/pscratch/sd/j/jcho5/VASP/dft_jobs/NH3_Au111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_NH3/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Au111,NO,pbe,SPE,-0.57720067,-0.57720080,1.3E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Au111/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_NO/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Au111,NO,pbe_d3,SPE,-0.56398332,-0.56398345,1.3E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Au111/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_NO/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Au111,NO,beef_vdw,SPE,-7.38239653,-7.38239613,-4.0E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/NO_Au111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_NO/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter energy review retained; no unflagged Kestrel alternative
Au111,SO2,pbe,SPE,0.05524931,0.05524914,1.7E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/SO2_Au111/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_SO2/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Au111,SO2,pbe_d3,SPE,-0.03914364,-0.03914382,1.8E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/SO2_Au111/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_SO2/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Au111,SO2,r2scan,SPE,0.13507028,0.13504024,0.00003004,/pscratch/sd/j/jcho5/VASP/dft_jobs/SO2_Au111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_SO2/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Au111,SO2,beef_vdw,SPE,-0.36574910,-0.36572356,-0.00002554,/pscratch/sd/j/jcho5/VASP/dft_jobs/SO2_Au111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Au111_SO2/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Au111,acetaldehyde,pbe,SPE,0.07079876,0.07079847,2.9E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Au111/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_acetaldehyde/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Au111,acetaldehyde,pbe_d3,SPE,0.01451837,0.01451808,2.9E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Au111/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_acetaldehyde/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Au111,acetaldehyde,r2scan,SPE,0.14539096,0.14541139,-0.00002043,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Au111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_acetaldehyde/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Au111,acetaldehyde,beef_vdw,SPE,-0.35638923,-0.35639150,0.00000227,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Au111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_acetaldehyde/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Au111,acetic_acid,r2scan,SPE,0.04518784,0.04518788,-4E-8,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Au111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_acetic_acid/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Au111,acetic_acid,beef_vdw,SPE,-0.40741311,-0.40741697,0.00000386,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Au111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_acetic_acid/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Au111,ethane,pbe,SPE,0.10800066,0.10800102,-3.6E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Au111/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_ethane/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Au111,ethane,pbe_d3,SPE,0.06668092,0.06668128,-3.6E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Au111/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_ethane/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Au111,ethane,r2scan,SPE,0.21135305,0.21134907,0.00000398,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Au111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_ethane/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Au111,ethane,beef_vdw,SPE,-0.30950824,-0.30950827,3E-8,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Au111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_ethane/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Au111,ethanol,pbe,SPE,0.05749909,0.35019921,-0.29270012,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Au111/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_ethanol/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Au111,ethanol,pbe_d3,SPE,0.01222108,0.27336801,-0.26114693,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Au111/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_ethanol/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Au111,ethanol,r2scan,SPE,0.14587815,0.42836412,-0.28248597,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Au111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_ethanol/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Au111,ethanol,beef_vdw,SPE,-0.38425529,-0.13049606,-0.25375923,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Au111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_ethanol/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Au111,ethene,pbe,SPE,0.08936506,0.08936475,3.1E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Au111/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_ethylene/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Au111,ethene,pbe_d3,SPE,0.05062867,0.05062836,3.1E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Au111/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_ethylene/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Au111,ethene,r2scan,SPE,0.17822558,0.17817065,0.00005493,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Au111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_ethylene/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Au111,ethene,beef_vdw,SPE,-0.32049891,-0.32047120,-0.00002771,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Au111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Au111_ethylene/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Au111,formaldehyde,pbe,SPE,0.04776527,0.04776452,7.5E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Au111/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_formaldehyde/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Au111,formaldehyde,pbe_d3,SPE,0.09071232,0.09071155,7.7E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Au111/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_formaldehyde/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Au111,formaldehyde,r2scan,SPE,0.16022818,0.16021207,0.00001611,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Au111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_formaldehyde/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Au111,formaldehyde,beef_vdw,SPE,-0.28479511,-0.28464522,-0.00014989,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2CO_Au111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_formaldehyde/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Au111,formic_acid,pbe,SPE,0.02077719,0.02078081,-0.00000362,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Au111/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_formic_acid/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Au111,formic_acid,pbe_d3,SPE,-0.01194161,-0.01193799,-0.00000362,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Au111/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_formic_acid/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Au111,formic_acid,r2scan,SPE,0.10795363,0.10794063,0.00001300,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Au111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_formic_acid/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Au111,formic_acid,beef_vdw,SPE,-0.34581391,-0.34589825,0.00008434,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Au111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_formic_acid/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Au111,methane,pbe,SPE,0.12884026,0.12883942,8.4E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Au111/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_CH4/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Au111,methane,pbe_d3,SPE,0.17647134,0.17647050,8.4E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Au111/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_CH4/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Au111,methane,r2scan,SPE,0.24812103,0.24813672,-0.00001569,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Au111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_CH4/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Au111,methane,beef_vdw,SPE,-0.20643214,-0.20643046,-0.00000168,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Au111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_CH4/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Au111,methanol,pbe,SPE,0.06074210,0.29737614,-0.23663404,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Au111/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_methanol/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Au111,methanol,pbe_d3,SPE,0.07923127,0.27616960,-0.19693833,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Au111/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_methanol/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Au111,methanol,r2scan,SPE,0.18065972,0.37910021,-0.19844049,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Au111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_methanol/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Au111,methanol,beef_vdw,SPE,-0.29711664,-0.12554898,-0.17156766,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Au111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Au111_methanol/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Cu100,CO,pbe,SPE,-0.77452017,-0.77451722,-0.00000295,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Cu100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu100_CO/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Cu100,CO,pbe_d3,SPE,-0.91223213,-0.91222918,-0.00000295,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Cu100/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu100_CO/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Cu100,CO,r2scan,SPE,-0.64311535,-0.64311677,0.00000142,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Cu100/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu100_CO/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Cu100,CO2,pbe,SPE,-0.01885230,-0.01885222,-8E-8,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Cu100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu100_CO2/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Cu100,CO2,r2scan,SPE,0.12150457,0.12163462,-0.00013005,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Cu100/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu100_CO2/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Cu100,DME,pbe,SPE,-0.13396879,-0.09641819,-0.03755060,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Cu100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_DME/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Cu100,DME,pbe_d3,SPE,-0.43964251,-0.61017600,0.17053349,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Cu100/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_DME/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Cu100,DME,r2scan,SPE,-0.04250435,-0.21922445,0.17672010,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Cu100/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_DME/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Cu100,H2O,pbe,SPE,-0.22711798,-0.22711930,0.00000132,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Cu100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Cu100_H2O/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Cu100,H2O,pbe_d3,SPE,-0.39509325,-0.39509457,0.00000132,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Cu100/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Cu100_H2O/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Cu100,H2O,r2scan,SPE,-0.15442478,-0.15442229,-0.00000249,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Cu100/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Cu100_H2O/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Cu100,acetaldehyde,pbe,SPE,-0.17304970,-0.17305776,0.00000806,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Cu100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_acetaldehyde/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Cu100,acetaldehyde,pbe_d3,SPE,-0.40065210,-0.40066016,0.00000806,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Cu100/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_acetaldehyde/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Cu100,acetaldehyde,r2scan,SPE,-0.15375918,-0.15377073,0.00001155,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Cu100/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_acetaldehyde/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Cu100,acetic_acid,r2scan,SPE,-0.29733999,-0.29744463,0.00010464,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Cu100/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_acetic_acid/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Cu100,ethane,pbe,SPE,-0.00080616,-0.00080692,7.6E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Cu100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_ethane/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Cu100,ethane,pbe_d3,SPE,-0.27881220,-0.27881297,7.7E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Cu100/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_ethane/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Cu100,ethane,r2scan,SPE,0.13053717,0.13069311,-0.00015594,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Cu100/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_ethane/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Cu100,ethanol,pbe,SPE,-0.22115890,-0.22115489,-0.00000401,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Cu100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_ethanol/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Cu100,ethanol,pbe_d3,SPE,-0.60584994,-0.60584593,-0.00000401,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Cu100/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_ethanol/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Cu100,ethanol,r2scan,SPE,-0.20478178,-0.20483433,0.00005255,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Cu100/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_ethanol/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Cu100,ethene,pbe,SPE,-0.09267128,0.17431261,-0.26698389,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Cu100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Cu100_ethene/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
