surface,molecule,functional,system,E_ads_DFT,E_ads_ML,delta_eV
Cu110,formic_acid,pbe,HCOOH_Cu110,0.09025045000000276,-0.686584,-0.7768344500000027
Cu110,formic_acid,pbe_d3,HCOOH_Cu110,-0.30555055999999325,-0.686584,-0.3810334400000067
Cu110,formic_acid,r2scan,HCOOH_Cu110,-0.18952136000001474,-0.686584,-0.49706263999998523
Cu110,methane,pbe,CH4_Cu110,0.4950152299999999,-0.497484,-0.99249923
Cu110,methane,pbe_d3,CH4_Cu110,0.2974785399999966,-0.497484,-0.7949625399999967
Cu110,methane,r2scan,CH4_Cu110,0.4050323999999996,-0.497484,-0.9025163999999997
Cu110,methanol,pbe,CH3OH_Cu110,0.13758470000000855,-0.592899,-0.7304837000000085
Cu110,methanol,pbe_d3,CH3OH_Cu110,-0.23224182000000226,-0.592899,-0.3606571799999977
Cu111,CH3,pbe,CH3_Cu111,0.3126467000000055,-1.867279,-2.1799257000000054
Cu111,CH3,pbe_d3,CH3_Cu111,-0.07602466999998825,-1.867279,-1.7912543300000117
Cu111,H2O,pbe,H2O_Cu111,1.5468029799999847,-0.475266,-2.0220689799999847
Cu111,H2O,pbe_d3,H2O_Cu111,1.1615847900000222,-0.475266,-1.6368507900000222
Cu111,H2S,pbe,H2S_Cu111,1.366190559999998,-0.383779,-1.749969559999998
Cu111,H2S,pbe_d3,H2S_Cu111,0.830626170000027,-0.383779,-1.2144051700000271
Cu111,N2,pbe,N2_Cu111,1.6042710600000092,-0.080111,-1.6843820600000092
Cu111,N2,pbe_d3,N2_Cu111,1.4816130300000196,-0.080111,-1.5617240300000197
Cu111,NH3,pbe,NH3_Cu111,1.1042322799999909,-0.77919,-1.883422279999991
Cu111,NH3,pbe_d3,NH3_Cu111,0.704033429999992,-0.77919,-1.483223429999992
Cu111,NH3,r2scan,NH3_Cu111,0.7918043099999821,-0.77919,-1.5709943099999821
Cu111,NO,pbe,NO_Cu111,0.035372209999982474,-1.412848,-1.4482202099999826
Cu111,NO,pbe_d3,NO_Cu111,-0.21316527000000818,-1.412848,-1.199682729999992
Cu111,SO2,pbe,SO2_Cu111,1.0546571100000008,-0.717821,-1.7724781100000009
Cu111,SO2,pbe_d3,SO2_Cu111,0.5269626700000067,-0.717821,-1.2447836700000068
Cu111,acetaldehyde,pbe,CH3CHO_Cu111,1.4511453000000145,-0.449894,-1.9010393000000145
Cu111,acetaldehyde,pbe_d3,CH3CHO_Cu111,1.0855905900000167,-0.449894,-1.5354845900000167
Cu111,ethane,pbe,C2H6_Cu111,1.5930600399999761,-0.287235,-1.880295039999976
Cu111,ethane,pbe_d3,C2H6_Cu111,1.149149699999974,-0.287235,-1.4363846999999739
Cu111,ethane,r2scan,C2H6_Cu111,1.3617418299999926,-0.287235,-1.6489768299999925
Cu111,ethanol,pbe,CH3CH2OH_Cu111,1.492665059999986,-0.380516,-1.873181059999986
Cu111,ethanol,pbe_d3,CH3CH2OH_Cu111,0.927536879999991,-0.380516,-1.308052879999991
Cu111,ethene,pbe,C2H4_Cu111,1.5688505299999989,-0.185497,-1.7543475299999989
Cu111,ethene,pbe_d3,C2H4_Cu111,0.7853553100000248,-0.185497,-0.9708523100000248
Cu111,formaldehyde,pbe,H2CO_Cu111,1.523687629999987,-0.265747,-1.789434629999987
Cu111,formaldehyde,pbe_d3,H2CO_Cu111,1.16400162999998,-0.265747,-1.42974862999998
Cu111,methane,pbe,CH4_Cu111,1.6033045400000034,-0.411806,-2.0151105400000033
Cu111,methane,pbe_d3,CH4_Cu111,1.2935666300000257,-0.411806,-1.7053726300000256
Cu111,methane,r2scan,CH4_Cu111,1.3904075000000553,-0.411806,-1.8022135000000552
Ir100,CH3,pbe,CH3_Ir100,-2.181030430000032,-2.888977,-0.7079465699999683
Ir100,CH3,pbe_d3,CH3_Ir100,-2.456202740000016,-2.888977,-0.432774259999984
Ir100,CH3,r2scan,CH3_Ir100,-2.1435013400000464,-2.888977,-0.7454756599999537
Ir100,CH3,beef_vdw,CH3_Ir100,-2.260184779999989,-2.888977,-0.6287922200000113
Ir100,CO,pbe,CO_Ir100,-2.232032570000042,-2.703773,-0.4717404299999579
Ir100,CO,pbe_d3,CO_Ir100,-2.488173620000028,-2.703773,-0.21559937999997203
Ir100,CO,r2scan,CO_Ir100,-2.3418887200000214,-2.703773,-0.36188427999997863
Ir100,CO,beef_vdw,CO_Ir100,-2.1308836899999957,-2.703773,-0.5728893100000043
Ir100,CO2,pbe,CO2_Ir100,-0.023823960000019184,-0.373524,-0.34970003999998084
Ir100,CO2,r2scan,CO2_Ir100,-0.1047498300001557,-0.373524,-0.2687741699998443
Ir100,CO2,beef_vdw,CO2_Ir100,-0.26687211000000843,-0.373524,-0.10665188999999159
Ir100,DME,r2scan,CH3OCH3_Ir100,-0.6933254700001825,-0.483147,0.21017847000018253
Ir100,DME,beef_vdw,CH3OCH3_Ir100,-0.7362783899999883,-0.483147,0.2531313899999883
Ir100,H2O,pbe,H2O_Ir100,-0.4876189600000025,-0.858612,-0.37099303999999755
Ir100,H2O,pbe_d3,H2O_Ir100,-0.7058817100000407,-0.858612,-0.1527302899999593
Ir100,H2O,r2scan,H2O_Ir100,-0.6652450100001985,-0.858612,-0.1933669899998015
Ir100,H2O,beef_vdw,H2O_Ir100,-0.5421470999999958,-0.858612,-0.31646490000000427
Ir100,H2S,pbe,H2S_Ir100,-2.6027258700000093,-2.863118,-0.26039212999999073
Ir100,H2S,pbe_d3,H2S_Ir100,-3.0855423100000117,-2.863118,0.22242431000001162
Ir100,H2S,r2scan,H2S_Ir100,-2.9444562100001512,-2.863118,0.08133821000015118
Ir100,H2S,beef_vdw,H2S_Ir100,-2.5905213699999905,-2.863118,-0.27259663000000955
Ir100,N2,pbe,N2_Ir100,-0.8095755400000471,-0.793016,0.016559540000047
Ir100,N2,pbe_d3,N2_Ir100,-1.0570399100000287,-0.793016,0.26402391000002867
Ir100,N2,r2scan,N2_Ir100,-0.9127991799999862,-0.793016,0.11978317999998611
Ir100,N2,beef_vdw,N2_Ir100,-0.8046005800000025,-0.793016,0.011584580000002398
Ir100,NH3,pbe,NH3_Ir100,-1.2904062700000338,-1.697586,-0.4071797299999662
Ir100,NH3,pbe_d3,NH3_Ir100,-1.5849079700000352,-1.697586,-0.11267802999996479
Ir100,NH3,r2scan,NH3_Ir100,-1.4680761399999867,-1.697586,-0.2295098600000134
Ir100,NH3,beef_vdw,NH3_Ir100,-1.332180140000002,-1.697586,-0.3654058599999981
Ir100,NO,pbe,NO_Ir100,-3.0665509600000096,-2.830984,0.23556696000000965
Ir100,NO,pbe_d3,NO_Ir100,-3.30923333000003,-2.830984,0.4782493300000299
Ir100,SO2,pbe,SO2_Ir100,-2.2539946600000107,-2.118792,0.1352026600000107
Ir100,SO2,pbe_d3,SO2_Ir100,-2.783095310000032,-2.118792,0.6643033100000322
Ir100,SO2,r2scan,SO2_Ir100,-2.7739322800000856,-2.118792,0.6551402800000856
Ir100,SO2,beef_vdw,SO2_Ir100,-2.2637814699999925,-2.118792,0.14498946999999252
Ir100,acetaldehyde,pbe,CH3CHO_Ir100,-0.5856953700000176,-0.73679,-0.15109462999998235
Ir100,acetaldehyde,pbe_d3,CH3CHO_Ir100,-0.9456849600000439,-0.73679,0.20889496000004393
Ir100,acetaldehyde,r2scan,CH3CHO_Ir100,-0.8068077800001277,-0.73679,0.0700177800001277
Ir100,acetaldehyde,beef_vdw,CH3CHO_Ir100,-0.7702734100000086,-0.73679,0.03348341000000865
Ir100,acetic_acid,r2scan,CH3COOH_Ir100,-0.9567814000001107,-1.041229,-0.08444759999988927
Ir100,acetic_acid,beef_vdw,CH3COOH_Ir100,-0.9020043499999986,-1.041229,-0.1392246500000014
Ir100,ethane,pbe,C2H6_Ir100,-0.0027013000000195575,-0.44981,-0.44710869999998043
Ir100,ethane,pbe_d3,C2H6_Ir100,-0.3833346800000257,-0.44981,-0.0664753199999743
Ir100,ethane,r2scan,C2H6_Ir100,-0.12044216000018793,-0.44981,-0.32936783999981206
Ir100,ethane,beef_vdw,C2H6_Ir100,-0.3134655400000099,-0.44981,-0.13634445999999006
Ir100,ethanol,pbe,CH3CH2OH_Ir100,-0.5333215000000209,-0.793499,-0.2601774999999791
Ir100,ethanol,pbe_d3,CH3CH2OH_Ir100,-1.031392870000019,-0.793499,0.23789387000001905
Ir100,ethanol,r2scan,CH3CH2OH_Ir100,-0.8027296600000682,-0.793499,0.009230660000068225
Ir100,ethanol,beef_vdw,CH3CH2OH_Ir100,-0.8281016999999977,-0.793499,0.034602699999997766
Ir100,ethene,pbe,C2H4_Ir100,-1.40664007000003,-2.162609,-0.7559689299999697
Ir100,ethene,pbe_d3,C2H4_Ir100,-1.9365864300000375,-2.162609,-0.2260225699999623
Ir100,ethene,r2scan,C2H4_Ir100,-1.780686710000161,-2.162609,-0.3819222899998387
Ir100,ethene,beef_vdw,C2H4_Ir100,-1.3812211300000072,-2.162609,-0.7813878699999925
Ir100,formaldehyde,pbe,H2CO_Ir100,-1.3201501400000346,-1.752533,-0.4323828599999653
Ir100,formaldehyde,pbe_d3,H2CO_Ir100,-1.6565200600000125,-1.752533,-0.09601293999998739
Ir100,formaldehyde,r2scan,H2CO_Ir100,-1.58513328000015,-1.752533,-0.16739971999984982
Ir100,formaldehyde,beef_vdw,H2CO_Ir100,-1.333191840000005,-1.752533,-0.419341159999995
Ir100,formic_acid,pbe,HCOOH_Ir100,-0.6603603000000327,-1.023283,-0.3629226999999673
Ir100,formic_acid,pbe_d3,HCOOH_Ir100,-1.0323738200000534,-1.023283,0.009090820000053457
Ir100,formic_acid,r2scan,HCOOH_Ir100,-0.8985110699999836,-1.023283,-0.1247719300000163
Ir100,formic_acid,beef_vdw,HCOOH_Ir100,-0.7971538100000011,-1.023283,-0.22612918999999887
Ir100,methane,pbe,CH4_Ir100,-0.00020253000003123134,-0.601244,-0.6010414699999688
Ir100,methane,pbe_d3,CH4_Ir100,-0.19983274000002282,-0.601244,-0.4014112599999772
Ir100,methane,beef_vdw,CH4_Ir100,-0.2042295000000074,-0.601244,-0.3970144999999926
Ir100,methanol,pbe,CH3OH_Ir100,-0.5353228300000374,-0.77499,-0.23966716999996251
Ir100,methanol,pbe_d3,CH3OH_Ir100,-0.9116114100000381,-0.77499,0.13662141000003813
Ir100,methanol,r2scan,CH3OH_Ir100,-0.7854333100001156,-0.77499,0.010443310000115669
Ir100,methanol,beef_vdw,CH3OH_Ir100,-0.7459012800000018,-0.77499,-0.02908871999999818
Ir110,CH3,pbe,CH3_Ir110,-2.37752870000001,-2.929932,-0.5524032999999902
Ir110,CH3,pbe_d3,CH3_Ir110,-2.624623490000012,-2.929932,-0.30530850999998815
Ir110,CH3,r2scan,CH3_Ir110,-2.274148080000021,-2.929932,-0.6557839199999789
Ir110,CH3,beef_vdw,CH3_Ir110,-2.4302029700000105,-2.929932,-0.49972902999998947
Ir110,CO,pbe,CO_Ir110,-2.3217953299999987,-2.770073,-0.4482776700000013
Ir110,CO,pbe_d3,CO_Ir110,-2.532202280000009,-2.770073,-0.2378707199999912
Ir110,CO,beef_vdw,CO_Ir110,-2.209149590000001,-2.770073,-0.5609234099999991
Ir110,CO2,pbe,CO2_Ir110,-0.04099090000000061,-0.427357,-0.3863660999999994
Ir110,CO2,r2scan,CO2_Ir110,-0.11961248000009661,-0.427357,-0.3077445199999034
Ir110,CO2,beef_vdw,CO2_Ir110,-0.3070306400000078,-0.427357,-0.1203263599999922
Ir110,DME,r2scan,CH3OCH3_Ir110,-0.7513049800001781,-0.642891,0.1084139800001781
Ir110,DME,beef_vdw,CH3OCH3_Ir110,-0.9518804800000069,-0.642891,0.3089894800000069
Ir110,H2O,pbe,H2O_Ir110,-0.611680130000007,-1.008728,-0.3970478699999931
Ir110,H2O,pbe_d3,H2O_Ir110,-0.8592780700000002,-1.008728,-0.14944992999999984
Ir110,H2O,r2scan,H2O_Ir110,-0.7435537699999983,-1.008728,-0.26517423000000173
Ir110,H2O,beef_vdw,H2O_Ir110,-0.6856996800000008,-1.008728,-0.32302831999999926
Ir110,H2S,pbe,H2S_Ir110,-2.712252770000001,-2.786946,-0.07469322999999894
Ir110,H2S,pbe_d3,H2S_Ir110,-3.161303880000009,-2.786946,0.37435788000000914
Ir110,H2S,r2scan,H2S_Ir110,-2.868376620000088,-2.786946,0.08143062000008827
Ir110,H2S,beef_vdw,H2S_Ir110,-2.759241860000003,-2.786946,-0.02770413999999688
Ir110,N2,pbe,N2_Ir110,-1.099176419999985,-0.804094,0.29508241999998497
Ir110,N2,pbe_d3,N2_Ir110,-1.3396584000000047,-0.804094,0.5355644000000047
Ir110,N2,beef_vdw,N2_Ir110,-1.0797515400000073,-0.804094,0.2756575400000073
Ir110,NH3,pbe,NH3_Ir110,-1.2213525199999822,-1.644333,-0.42298048000001787
Ir110,NH3,pbe_d3,NH3_Ir110,-1.508760430000013,-1.644333,-0.135572569999987
Ir110,NH3,r2scan,NH3_Ir110,-1.3207667999999941,-1.644333,-0.3235662000000059
Ir110,NH3,beef_vdw,NH3_Ir110,-1.3054668299999967,-1.644333,-0.3388661700000033
Ir110,NO,pbe,NO_Ir110,-3.2609518100000034,-3.109152,0.15179981000000353
Ir110,NO,pbe_d3,NO_Ir110,-3.463475990000024,-3.109152,0.3543239900000241
Ir110,SO2,pbe,SO2_Ir110,-2.3821440499999866,-2.392138,-0.009993950000013463
Ir110,SO2,pbe_d3,SO2_Ir110,-2.9147913400000043,-2.392138,0.5226533400000042
Ir110,SO2,r2scan,SO2_Ir110,-2.695534470000016,-2.392138,0.303396470000016
Ir110,SO2,beef_vdw,SO2_Ir110,-2.489967740000006,-2.392138,0.0978297400000061
Ir110,acetaldehyde,pbe,CH3CHO_Ir110,-0.7877170499999906,-0.842152,-0.05443495000000942
Ir110,acetaldehyde,pbe_d3,CH3CHO_Ir110,-1.1166487700000047,-0.842152,0.2744967700000047
Ir110,acetaldehyde,r2scan,CH3CHO_Ir110,-0.8679627799999992,-0.842152,0.025810779999999145
Ir110,acetaldehyde,beef_vdw,CH3CHO_Ir110,-0.9501298699999907,-0.842152,0.1079778699999907
Ir110,acetic_acid,r2scan,CH3COOH_Ir110,-1.0892468200001275,-0.947815,0.14143182000012755
Ir110,acetic_acid,beef_vdw,CH3COOH_Ir110,-1.1068788900000044,-0.947815,0.15906389000000443
Ir110,ethane,pbe,C2H6_Ir110,-0.0794283500000077,-0.505901,-0.42647264999999235
Ir110,ethane,pbe_d3,C2H6_Ir110,-0.6315128700000017,-0.505901,0.12561187000000162
Ir110,ethane,r2scan,C2H6_Ir110,-0.18754834000007037,-0.505901,-0.3183526599999297
Ir110,ethane,beef_vdw,C2H6_Ir110,-0.4121842100000066,-0.505901,-0.09371678999999344
Ir110,ethanol,pbe,CH3CH2OH_Ir110,-0.7005147700000052,-0.946968,-0.24645322999999486
Ir110,ethanol,pbe_d3,CH3CH2OH_Ir110,-1.2110370800000112,-0.946968,0.26406908000001117
Ir110,ethanol,r2scan,CH3CH2OH_Ir110,-0.878644070000064,-0.946968,-0.06832392999993608
Ir110,ethanol,beef_vdw,CH3CH2OH_Ir110,-1.0226783300000122,-0.946968,0.07571033000001215
Ir110,ethene,pbe,C2H4_Ir110,-1.8037238599999839,-2.245481,-0.441757140000016
Ir110,ethene,pbe_d3,C2H4_Ir110,-2.1850938000000077,-2.245481,-0.06038719999999209
Ir110,ethene,r2scan,C2H4_Ir110,-1.8779823000000917,-2.245481,-0.36749869999990814
Ir110,ethene,beef_vdw,C2H4_Ir110,-1.8758346000000117,-2.245481,-0.36964639999998816
Ir110,formaldehyde,pbe,H2CO_Ir110,-1.8601659999999889,-2.04425,-0.18408400000001102
Ir110,formaldehyde,pbe_d3,H2CO_Ir110,-2.1557270900000205,-2.04425,0.1114770900000206
Ir110,formaldehyde,r2scan,H2CO_Ir110,-1.885324310000101,-2.04425,-0.15892568999989898
Ir110,formaldehyde,beef_vdw,H2CO_Ir110,-1.8724009400000128,-2.04425,-0.17184905999998712
Ir110,formic_acid,pbe,HCOOH_Ir110,-0.8656848900000078,-1.084211,-0.21852610999999222
Ir110,formic_acid,pbe_d3,HCOOH_Ir110,-1.2661628800000173,-1.084211,0.18195188000001727
Ir110,formic_acid,beef_vdw,HCOOH_Ir110,-1.0352434400000057,-1.084211,-0.04896755999999436
Ir110,methane,pbe,CH4_Ir110,-0.025802250000005245,-0.602251,-0.5764487499999947
Ir110,methane,pbe_d3,CH4_Ir110,-0.24642839000002326,-0.602251,-0.3558226099999767
Ir110,methane,r2scan,CH4_Ir110,-0.09463483000011408,-0.602251,-0.5076161699998859
Ir110,methane,beef_vdw,CH4_Ir110,-0.22965419000001575,-0.602251,-0.37259680999998424
Ir110,methanol,pbe,CH3OH_Ir110,-0.6833243400000093,-0.898521,-0.2151966599999907
Ir110,methanol,pbe_d3,CH3OH_Ir110,-1.0770951199999992,-0.898521,0.17857411999999917
Ir110,methanol,r2scan,CH3OH_Ir110,-0.8280556599999898,-0.898521,-0.07046534000001026
Ir110,methanol,beef_vdw,CH3OH_Ir110,-0.8928487500000024,-0.898521,-0.005672249999997603
Ir111,CH3,pbe,CH3_Ir111,-1.8380031000000479,-2.611053,-0.7730498999999522
Ir111,CH3,pbe_d3,CH3_Ir111,-2.14110596000004,-2.611053,-0.4699470399999601
Ir111,CH3,r2scan,CH3_Ir111,-1.806841660000135,-2.611053,-0.8042113399998652
Ir111,CH3,beef_vdw,CH3_Ir111,-1.9410265800000133,-2.611053,-0.6700264199999868
Ir111,CO,pbe,CO_Ir111,-1.610915220000022,-2.40287,-0.791954779999978
Ir111,CO,pbe_d3,CO_Ir111,-1.8587603900000733,-2.40287,-0.5441096099999267
Ir111,CO,beef_vdw,CO_Ir111,-1.5499591500000403,-2.40287,-0.8529108499999598
Ir111,CO2,pbe,CO2_Ir111,-0.0056980700000544005,-0.403122,-0.3974239299999456
Ir111,CO2,r2scan,CO2_Ir111,-0.08051655000006619,-0.403122,-0.3226054499999338
Ir111,CO2,beef_vdw,CO2_Ir111,-0.26041122000003725,-0.403122,-0.14271077999996273
Ir111,DME,beef_vdw,CH3OCH3_Ir111,-0.6263810900000166,-0.428825,0.19755609000001662
Ir111,H2O,pbe,H2O_Ir111,-0.31092288000000323,-0.802795,-0.4918721199999968
Ir111,H2O,pbe_d3,H2O_Ir111,-0.5556957199999726,-0.802795,-0.24709928000002745
Ir111,H2O,r2scan,H2O_Ir111,-0.4881047000000578,-0.802795,-0.31469029999994225
Ir111,H2O,beef_vdw,H2O_Ir111,-0.4208326700000402,-0.802795,-0.3819623299999598
Ir111,H2S,pbe,H2S_Ir111,-0.7421300400000437,-1.133534,-0.39140395999995636
Ir111,H2S,pbe_d3,H2S_Ir111,-1.1722803799999788,-1.133534,0.038746379999978764
Ir111,H2S,r2scan,H2S_Ir111,-0.9325284100001845,-1.133534,-0.20100558999981555
Ir111,H2S,beef_vdw,H2S_Ir111,-0.8982754900000174,-1.133534,-0.23525850999998266
Ir111,N2,pbe,N2_Ir111,-0.39288739000007666,-0.612841,-0.2199536099999233
Ir111,N2,pbe_d3,N2_Ir111,-0.6746068300000303,-0.612841,0.06176583000003033
Ir111,N2,beef_vdw,N2_Ir111,-0.43191224000000616,-0.612841,-0.1809287599999938
Ir111,NH3,pbe,NH3_Ir111,-0.9885600100000431,-1.568222,-0.5796619899999569
Ir111,NH3,pbe_d3,NH3_Ir111,-1.3184776499999948,-1.568222,-0.24974435000000517
Ir111,NH3,r2scan,NH3_Ir111,-1.1778630000001087,-1.568222,-0.3903589999998913
Ir111,NH3,beef_vdw,NH3_Ir111,-1.078038520000046,-1.568222,-0.49018347999995404
Ir111,NO,pbe,NO_Ir111,-2.252633310000002,-2.498312,-0.24567868999999787
Ir111,NO,pbe_d3,NO_Ir111,-2.5079168500000613,-2.498312,0.009604850000061393
Ir111,SO2,pbe,SO2_Ir111,-1.060651070000084,-1.454393,-0.3937419299999161
Ir111,SO2,pbe_d3,SO2_Ir111,-1.6006786000000481,-1.454393,0.1462856000000481
Ir111,SO2,r2scan,SO2_Ir111,-1.5106668400001446,-1.454393,0.05627384000014457
Ir111,SO2,beef_vdw,SO2_Ir111,-1.2660780799999944,-1.454393,-0.1883149200000056
Ir111,acetaldehyde,pbe,CH3CHO_Ir111,-0.35389255000009,-0.644688,-0.29079544999991
Ir111,acetaldehyde,pbe_d3,CH3CHO_Ir111,-0.7278813700000271,-0.644688,0.08319337000002702
Ir111,acetaldehyde,r2scan,CH3CHO_Ir111,-0.5831775400002073,-0.644688,-0.061510459999792766
Ir111,acetaldehyde,beef_vdw,CH3CHO_Ir111,-0.5931801700000321,-0.644688,-0.05150782999996795
Ir111,acetic_acid,beef_vdw,CH3COOH_Ir111,-0.6662497700000358,-0.826019,-0.15976922999996412
Ir111,ethane,pbe,C2H6_Ir111,-0.004710410000036802,-0.375343,-0.3706325899999632
Ir111,ethane,pbe_d3,C2H6_Ir111,-0.3455145000000428,-0.375343,-0.02982849999995718
Ir111,ethane,r2scan,C2H6_Ir111,-0.07282106000017308,-0.375343,-0.3025219399998269
Ir111,ethane,beef_vdw,C2H6_Ir111,-0.3140231700000129,-0.375343,-0.061319829999987086
Ir111,ethanol,pbe,CH3CH2OH_Ir111,-0.3345065300000769,-0.639172,-0.30466546999992306
Ir111,ethanol,pbe_d3,CH3CH2OH_Ir111,-0.867814079999988,-0.639172,0.2286420799999881
Ir111,ethanol,r2scan,CH3CH2OH_Ir111,-0.5998196900002313,-0.639172,-0.039352309999768686
Ir111,ethanol,beef_vdw,CH3CH2OH_Ir111,-0.6848376900000019,-0.639172,0.04566569000000198
Ir111,ethene,pbe,C2H4_Ir111,-0.7936122600000246,-1.371075,-0.5774627399999754
Ir111,ethene,pbe_d3,C2H4_Ir111,-1.2617183000000445,-1.371075,-0.10935669999995556
Ir111,ethene,r2scan,C2H4_Ir111,-1.0606189800001786,-1.371075,-0.3104560199998214
Ir111,ethene,beef_vdw,C2H4_Ir111,-1.0060527200000209,-1.371075,-0.36502227999997916
Ir111,formaldehyde,pbe,H2CO_Ir111,-0.2732568799999875,-0.596252,-0.3229951200000125
Ir111,formaldehyde,pbe_d3,H2CO_Ir111,-0.5944967900000719,-0.596252,-0.0017552099999280646
Ir111,formaldehyde,beef_vdw,H2CO_Ir111,-0.46476233000003475,-0.596252,-0.13148966999996525
Ir111,formic_acid,pbe,HCOOH_Ir111,-0.3471825700000828,-0.835295,-0.4881124299999172
Ir111,formic_acid,pbe_d3,HCOOH_Ir111,-0.7509421499999789,-0.835295,-0.08435285000002113
Ir111,formic_acid,beef_vdw,HCOOH_Ir111,-0.5551271700000235,-0.835295,-0.28016782999997647
Ir111,methane,pbe,CH4_Ir111,-0.0004531500000624078,-0.531054,-0.5306008499999376
Ir111,methane,pbe_d3,CH4_Ir111,-0.21544906000001518,-0.531054,-0.31560493999998485
Ir111,methane,r2scan,CH4_Ir111,-0.04271437999998895,-0.531054,-0.4883396200000111
Ir111,methane,beef_vdw,CH4_Ir111,-0.21360347999999973,-0.531054,-0.3174505200000003
Ir111,methanol,pbe,CH3OH_Ir111,-0.34402979000008926,-0.702602,-0.3585722099999107
Ir111,methanol,pbe_d3,CH3OH_Ir111,-0.7537734600000512,-0.702602,0.05117146000005124
Ir111,methanol,beef_vdw,CH3OH_Ir111,-0.6015689600000407,-0.702602,-0.10103303999995927
Pd100,CH3,pbe,CH3_Pd100,-1.9447202000000168,-2.499969,-0.5552487999999833
Pd100,CH3,pbe_d3,CH3_Pd100,-2.203890500000007,-2.499969,-0.29607849999999303
Pd100,CH3,r2scan,CH3_Pd100,-1.9948523399999551,-2.499969,-0.505116660000045
Pd100,CO,pbe,CO_Pd100,-2.084010899999994,-2.314308,-0.23029710000000625
Pd100,CO,pbe_d3,CO_Pd100,-2.332869109999992,-2.314308,0.01856110999999183
Pd100,CO,r2scan,CO_Pd100,-2.2568105100000153,-2.314308,-0.05749748999998472
Pd100,DME,r2scan,CH3OCH3_Pd100,-0.6882722800000565,-0.513927,0.17434528000005645
Pd100,H2O,pbe,H2O_Pd100,-0.4362583400000055,-0.732178,-0.2959196599999945
Pd100,H2O,pbe_d3,H2O_Pd100,-0.6641790800000091,-0.732178,-0.06799891999999086
Pd100,H2O,r2scan,H2O_Pd100,-0.6285704999999595,-0.732178,-0.10360750000004049
Pd100,H2S,pbe,H2S_Pd100,-0.9321782300000141,-1.211888,-0.279709769999986
Pd100,H2S,pbe_d3,H2S_Pd100,-1.3689328200000155,-1.211888,0.1570448200000154
Pd100,H2S,r2scan,H2S_Pd100,-1.1558526599999759,-1.211888,-0.05603534000002419
Pd100,N2,pbe,N2_Pd100,-0.5124628400000049,-0.475435,0.037027840000004864
Pd100,N2,pbe_d3,N2_Pd100,-0.7577159400000113,-0.475435,0.2822809400000113
Pd100,N2,r2scan,N2_Pd100,-0.6600607399999561,-0.475435,0.18462573999995607
Pd100,NH3,pbe,NH3_Pd100,-0.9559696700000018,-1.337326,-0.38135632999999824
Pd100,NH3,pbe_d3,NH3_Pd100,-1.2311473300000166,-1.337326,-0.10617866999998338
Pd100,NH3,r2scan,NH3_Pd100,-1.145556420000041,-1.337326,-0.19176957999995903
Pd100,NO,pbe,NO_Pd100,-2.626020420000012,-2.367254,0.25876642000001215
Pd100,NO,pbe_d3,NO_Pd100,-2.8768286100000076,-2.367254,0.5095746100000076
Pd100,SO2,pbe,SO2_Pd100,-1.5220073200000215,-1.682848,-0.16084067999997842
Pd100,SO2,pbe_d3,SO2_Pd100,-2.076573230000019,-1.682848,0.3937252300000189
Pd100,SO2,r2scan,SO2_Pd100,-2.047656630000038,-1.682848,0.36480863000003794
Pd100,acetaldehyde,pbe,CH3CHO_Pd100,-0.4335666600000181,-0.707111,-0.27354433999998196
Pd100,acetaldehyde,pbe_d3,CH3CHO_Pd100,-0.8338361200000222,-0.707111,0.12672512000002212
Pd100,acetaldehyde,r2scan,CH3CHO_Pd100,-0.685246219999982,-0.707111,-0.021864780000018014
Pd100,acetic_acid,r2scan,CH3COOH_Pd100,-0.8704286799999608,-0.777206,0.09322267999996081
Pd100,ethene,pbe,C2H4_Pd100,-1.0529110799999941,-1.439617,-0.3867059200000058
Pd100,ethene,pbe_d3,C2H4_Pd100,-1.4777132000000144,-1.439617,0.03809620000001446
Pd100,ethene,r2scan,C2H4_Pd100,-1.3797065800000539,-1.439617,-0.05991041999994606
Pd100,formaldehyde,pbe,H2CO_Pd100,-0.7466792899999994,-1.222183,-0.4755037100000006
Pd100,formaldehyde,pbe_d3,H2CO_Pd100,-1.1102114399999934,-1.222183,-0.11197156000000663
Pd100,formaldehyde,r2scan,H2CO_Pd100,-1.125659799999994,-1.222183,-0.09652320000000603
Pd100,formic_acid,pbe,HCOOH_Pd100,-0.5898067300000172,-0.730543,-0.1407362699999829
Pd100,formic_acid,pbe_d3,HCOOH_Pd100,-0.9665224500000065,-0.730543,0.23597945000000642
Pd100,methane,pbe,CH4_Pd100,-0.18316965000000351,-0.608706,-0.42553634999999645
Pd100,methane,pbe_d3,CH4_Pd100,-0.4225512199999919,-0.608706,-0.18615478000000807
Pd100,methane,r2scan,CH4_Pd100,-0.3406764300000127,-0.608706,-0.2680295699999873
Pd100,methanol,pbe,CH3OH_Pd100,-0.44376866000001414,-0.63644,-0.19267133999998587
Pd100,methanol,pbe_d3,CH3OH_Pd100,-0.7999851799999966,-0.63644,0.16354517999999663
Pd100,methanol,r2scan,CH3OH_Pd100,-0.6933266800000126,-0.63644,0.056886680000012624
Pd110,CH3,pbe,CH3_Pd110,-2.0239379599999943,-2.487022,-0.4630840400000058
Pd110,CH3,pbe_d3,CH3_Pd110,-2.268488490000003,-2.487022,-0.2185335099999972
